Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,EBIT,EBIT Surprise %,EBITDA,EBITDA Surprise %,Gross Margin %,Gross Margin Surprise %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Source: Bloomberg
03/31/1995,,,0.0,,33.903,33.903,,,,,,,,,,,,
06/30/1995,,,0.0,,41.938999,41.938999,,,,,,,,,,,,
09/30/1995,,,0.0,,45.061001,45.061001,,,,,,,,,,,,
12/31/1995,,,0.0,,38.632999,38.632999,,,,,,,,,,,,
03/31/1996,,,0.0,,38.855999,38.855999,,,,,,,,,,,,
06/30/1996,,,0.0,,46.250999,46.250999,,,,,,,,,,,,
09/30/1996,,,0.0,,46.032001,46.032001,,,,,,,,,,,,
12/31/1996,,,0.0,,47.521,47.521,,,,,,,,,,,,
03/31/1997,,,35.691002,,29.032,29.032,,,,,,,,,,,,
06/30/1997,,,-1.913,,-124.727,-124.727,,,,,,,,,,,,
09/30/1997,,,10.715,,9.621,9.621,,,,,,,,,,,,
12/31/1997,,,-51.196999,,79.184,79.184,,,,,,,,,,,,
03/31/1998,,,0.0,,25.227,25.227,,,,,,,,,,,,
06/30/1998,,,0.0,,14.462,14.462,,,,,,,,,,,,
09/30/1998,,,14.461,,14.461,14.461,,,,,,,,,,,,
12/31/1998,,,0.0,,1.358,1.358,,,,,,,,,,,,
03/31/1999,,,54.625,,54.625,54.625,,,,,,,,,,,,
06/30/1999,,,17.979,,7.753,7.753,,,,,,,,,,,,
09/30/1999,,,8.525,,11.906,11.906,,,,,,,,,,,,
12/31/1999,,,46.223999,,70.202003,70.202003,,,,,,,,,,,,
03/31/2000,,,-5.12076,,7.326,7.326,,,,,,,,,,,,
06/30/2000,,,-0.387,,3.012,3.012,,,,,,,,,,,,
09/30/2000,,,-6.769,,1.466,1.466,,,,,,,,,,,,
12/31/2000,,,-43.694,,-40.198,-40.198,,,,,,,,,,,,
03/31/2001,,,24.115,,19.723,19.723,,,,,,,,,,,,
06/30/2001,,,-9.563,,-13.296,-13.296,,,,,,,,,,,,
09/30/2001,,,-84.658997,,-1.444,-1.444,,,,,,,,,,,,
12/31/2001,,,-5.886,,-108.315,-108.315,,,,,,,,,,,,
03/31/2002,,,-37.047001,,83.225998,83.225998,,,,,,,,,,,,
06/30/2002,,,-22.809,,-41.558998,-41.558998,,,,,,,,,,,,
09/30/2002,,,11.815,,-701.657,-701.657,,,,,,,,,,,,
12/31/2002,,,-30.968,,-24.459999,-24.459999,,,,,,,,,,,,
03/31/2003,,,38.195,,127.431,127.431,,,,,,,,,,,,
06/30/2003,,,27.881001,,34.056999,34.056999,,,,,,,,,,,,
09/30/2003,,,32.161999,,9.859,9.859,,,,,,,,,,,,
12/31/2003,,,21.062,,14.952,14.952,,,,,,,,,,,,
03/31/2004,,,25.705999,,42.868,42.868,,,,,,,,,,,,
06/30/2004,,,30.173,,23.792,23.792,,,,,,,,,,,,
09/30/2004,,,44.105,,-11.29,-11.29,,,,,,,,,,,,
12/31/2004,,,62.012001,,16.78,16.78,,,,,,,,,,,,
03/31/2005,,,40.426998,,42.634,42.634,,,,,,,,,,,,
06/30/2005,,63.9,44.584,,44.584,44.584,,0.0,,,,,,,,,,
09/30/2005,,61.225,38.375999,,38.376,38.376,,-6.93739424703892,,,,,,,,,,
12/31/2005,,71.033,76.780998,,76.781,76.781,,60.6893339543549,,,,,,,,,,
03/31/2006,,72.0,43.987,-1.77112558139535,50.483,50.483,,-4.08263649778652,,,,,,,,,,
06/30/2006,,72.75,94.746002,0.0813399802566655,101.702,101.702,,85.1063829787234,,,,,,,,,,
09/30/2006,,83.275,51.334,0.137808094768013,128.459,128.459,,-5.88235294117647,,,,,,,,,,
12/31/2006,,82.94,63.941002,-0.681491837269153,63.911,63.911,,19.3792280143255,,,,,,,,,,
03/31/2007,,88.075,67.667,4.85425584464556,67.667,67.667,,26.6077170418006,,,,,,,,,,
06/30/2007,,97.18,51.153999,-1.44841359160815,40.559,40.559,,-12.9256965944272,,,,,,,,,,
09/30/2007,,84.6,55.278999,-0.574810366351664,47.415,47.415,,-1.15321252059308,,,,,,,,,,
12/31/2007,,87.3,49.490002,0.213199131944444,59.013,59.013,,-7.36928777274598,,,,,,,,,,
03/31/2008,,87.02,47.473999,-0.813763101720758,45.589,45.589,,-7.74907749077491,,,,,,,,,,
06/30/2008,,82.54,55.466,-0.95950915492958,55.778,55.778,,7.54955714888232,,,,,,,,,,
09/30/2008,,81.12,47.125,-0.675850281394488,46.995,46.995,,-5.38267451640034,,,,,,,,,,
12/31/2008,,73.0,37.686001,-1.54819622302159,34.298,34.298,,-19.1374663072776,,,,,,,,,,
03/31/2009,,65.871,37.993,-1.24717760440569,36.303,36.303,,-4.50538687561214,,-0.784158415841576,,0.565938864628823,,,,5.9798697454115,,
06/30/2009,,62.088,34.718,-0.279966119227323,27.918,32.3546,,-11.480686695279,,105.497893951914,,103.950367360806,,,,241.202808916377,,
09/30/2009,,71.525,52.595,-0.702862151184146,52.159,59.29435,,10.9177903436277,,13.815582541337,,3.14748878586103,,,,31.1723173715484,,
12/31/2009,,77.025,13.237,-0.954372623574141,4.403,48.04365,,-5.10333192745677,,6.08449883449884,,1.98031496062993,,,,-55.5183382018825,,
03/31/2010,,76.988,49.1,0.586473381345089,42.565,49.1573,,-0.414937759336109,,8.57824773413897,,5.36773205626697,,,,21.2695485010651,,
06/30/2010,,68.425,60.345,0.729313036690079,35.121,57.08155,,31.155085135757,,14.6038461538462,,3.24296296296295,,,,38.3237120935331,,
09/30/2010,,127.7,78.095,-0.772408583700688,28.995,83.06775,,-17.184265010352,,12.2759732234461,,3.16889885182152,,,,31.2333594361785,,
12/31/2010,,142.288,55.078,-1.91510557661072,45.992,54.60075,,-36.3957597173145,,-6.98240333570348,,-5.37357916745865,,-0.719822812846059,,-27.8407174181941,,
03/31/2011,,87.4,63.306,0.188220660081669,54.711,63.3612,,0.896860986547086,,11.0590932205442,,2.25272429305494,,-0.258426966292139,,34.2677345537757,,
06/30/2011,,95.533,63.083,-0.684185542045596,32.261,62.041,,-10.1796407185629,,6.5570528356762,,2.05636070853462,,1.48148148148149,,12.5663383333508,,
09/30/2011,,68.1,50.2,-1.00851857730786,20.395,50.243,,-1.44546649145861,,7.57371112681533,,0.172830289207076,,,,35.5888399412629,,
12/31/2011,,77.014,69.0,1.23934469688602,42.247,68.2456,,32.2418136020151,,16.4014382402707,,3.60622110130307,,0.310077519379846,,44.7762744436077,,
03/31/2012,,71.32,53.855,0.498110192911704,27.505,53.238,,-10.3942652329749,,19.3336363636364,,6.25731786132449,,2.35360360360361,,44.7840717891195,,
06/30/2012,,49.533,75.314,1.05496308712979,18.724,75.755,,70.2127659574468,,41.5887132489177,,4.31528501765596,,0.364640883977899,,202.961661922355,,
09/30/2012,,110.667,66.777,1.25052546483428,67.0,66.786,,-1.12994350282486,,3.28251939753538,,-1.93107450816312,,1.37969094922737,,4.16745732693576,,
12/31/2012,,103.011,57.947,-0.409012495808462,21.978,55.046,,-6.54205607476635,,-2.76115107913669,,-1.78939970897674,,1.15363283416527,,-10.1251322674277,,
03/31/2013,,95.744,48.817,-1.10975016469457,48.661,49.338,,-13.8920780711825,,-2.64959326915103,,-0.782535613139256,,0.0220022002200176,,-4.44205381016043,,
06/30/2013,,104.244,61.299,-0.135050912516378,-37.705,62.054,,1.92525481313703,,5.46052501238237,,-0.36151816172843,,0.663716814159286,,-1.61064425770308,,
09/30/2013,,93.85,56.984,0.0415264866397781,36.032,57.101,,2.73972602739726,,4.16699662649075,,-1.10575095014211,,-0.29508196721311,,7.37240277037828,,
12/31/2013,,93.5,77.687,0.272008984281754,67.755,71.462,,9.37500000000001,,13.6185495806611,,4.07763162218108,,,,30.8320855614973,,
03/31/2014,,82.183,48.366,-1.02521440823327,40.041,49.133,,-18.4782608695652,,-3.26594591545209,,-4.81241546237629,,,,-14.2158353917477,,
06/30/2014,,57.733,53.681,0.0706525768564988,38.426,54.427,,-3.96927016645327,,5.95087719298246,,-2.49724547633382,,,,28.0723329811373,,
09/30/2014,,22.729,47.651,-0.0508999478735389,42.742,48.4,,43.9539347408829,,14.607212894701,,-4.08222055513879,,1.1731843575419,,222.526288002112,,
12/31/2014,,32.983,36.0,-0.480427192687813,13.946,36.0,,-25.9259259259259,,-9.84117647058824,,-0.121771217712174,,,,,,
03/31/2015,,51.467,21.0,-1.20898299295709,-50.0,22.0,,-52.2292993630573,,-7.40740740740741,,-2.27420402858999,,,,-76.6840888336215,,
06/30/2015,,51.475,27.0,0.33003300330033,-28.0,42.0,,3.68663594470046,,-2.50215703192408,,0.0395878582968626,,0.605466362599764,,,,
09/30/2015,,-4.599,35.0,0.275828948026271,-81.0,-31.0,,,,-4.62375339981868,,-4.21502748930971,,1.29335233751425,,-139.182430963253,,
12/31/2015,,-81.15,56.0,-0.522170602013347,-156.0,3.65,,,,0.988319856244385,,-0.645802285146544,,,,5.11398644485521,,
03/31/2016,,-219.25,14.0,0.228046544277503,-240.0,-40.0,,,,41.1451398135819,,2.63507787047765,,0.364383411580596,,24.2873432155074,,
06/30/2016,,-133.44,-21.0,-4.70051552343826,-80.0,-21.0,,37.3695198329854,,24.2972581167198,,-1.31012718752989,,0.644021207177824,,,,
09/30/2016,,28.42,-50.0,-1.90122728405152,-133.0,-44.45,,-59.5744680851064,,-9.65476887068461,,-1.24125604514234,,-0.503553225806446,,-29.6270232230823,,
12/31/2016,,0.55,-43.0,-3.52422907488987,-133.0,-57.0,,-14.7227533460803,,-4.95049504950495,,-3.58078602620087,,,,1900.0,,
03/31/2017,,-56.0,-91.0,0.379191342507779,-130.0,-92.0,,-70.4545454545455,,-2.34208658623137,,-0.508130738568142,,,,26.7857142857143,,
06/30/2017,,-64.125,-85.0,-0.130039011703511,-714.0,-84.0,,-3.87252124645892,,12.262275118684,,-0.533234086140851,,,,-93.3723196881092,,
09/30/2017,,-68.257,-73.0,-0.0932049176689854,-92.0,-82.35,,11.6541353383459,,16.9681846537742,,1.87896466895467,,,,95.6048463893813,,
12/31/2017,,-50.725,-46.0,0.407608695652174,-1082.0,780.0,,41.1177644710579,,29.4620452445874,,0.382304751501912,,,,,,
03/31/2018,,-30.767,-45.0,0.521119034558424,-33.0,-45.0,,42.0579420579421,,16.5861942273923,,1.30694889800801,,,,,,
06/30/2018,,-19.259,-62.0,-0.117576673157642,-72.0,-62.0,,-3.09278350515464,,10.310421286031,,-2.37437879624517,,,,63.6533568721117,,
09/30/2018,,-30.9,-7.0,0.0517671419831479,-426.0,-7.0,,73.5849056603774,,16.0370634354954,,0.163021592090084,,,,83.8187702265372,,
12/31/2018,,-24.5,-6.0,1.73495457850405,-219.0,-219.0,,59.7315436241611,,13.1228070175439,,2.60819719117226,,0.76832279433904,,55.1020408163265,,
03/31/2019,,-63.825,-19.0,-0.0570830558462477,-87.0,-19.0,,37.2822299651568,,14.9527186761229,,0.524616440438306,,1.04817200934467,,81.1985898942421,,
06/30/2019,,-46.775,102.0,0.0269061247244077,-5317.0,102.0,,,,30.2891933028919,,2.23550330700556,,1.48771814092954,,-12321.165152325,,
09/30/2019,,-63.0,-16.0,-1.07127376308131,-345.0,-16.0,,69.1358024691358,,10.0864553314121,,-2.24080133361056,,1.04709253731344,,38.0952380952381,,
12/31/2019,,-82.433,-48.0,-2.3323065317156,-162.0,-15.0,,20.405719237435,,,,,,0.738526253687314,,68.4592335593755,,
03/31/2020,,,-33.0,-2.22559433485078,-186.0,-63.08,,57.0469798657718,,,,,,,,,,
06/30/2020,,,73.0,4.16425679583574,-181.0,73.0,,,,,,7.98771121351766,,,,,,
09/30/2020,,,,,,,,,,,,,,,,,,
12/31/2020,,,,,,,,,,,,,,,,,,
