Date,Assets,Real Estate Held for Sale,Real Estate Equity Interests,Net Real Estate Property,Gross Real Estate Property,Accumulated Depreciation,Net Mortgages & Notes,Mortgage Loan (REIT),Notes Receivable,Allowance for Loan Losses,Mortgage Backed Invt,Total Real Estate Investments,Cash & Near Cash Items,Accounts Receivable,Other Investments,Other Assets,Restricted Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,ST Liabilities & Deposits,Security Deposits,Other ST Liabilities,Secured & Unsecured Debt,Unsecured Debt,Secured Debt,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/26/1999,,,44.0,7173,7173.0,,202.0,,202.0,,,7419,284,78.0,,396,,8177,,162,97.0,,97.0,5663,,,439.0,6361,,513,1866.0,-563,1816,8177,
06/18/1999,,0.0,45.0,7214,7214.0,,219.0,,219.0,0.0,,7478,310,86.0,0.0,420,0.0,8294,,150,0.0,0.0,0.0,5232,,,513.0,5895,550.0,515,1868.0,-534,2399,8294,
09/10/1999,,0.0,48.0,7221,7221.0,0.0,244.0,0.0,244.0,0.0,0.0,7513,290,63.0,0.0,464,0.0,8330,,143,0.0,0.0,0.0,5150,,,478.0,5771,650.0,527,1877.0,-495,2559,8330,
12/31/1999,,0.0,49.0,7108,8329.0,-1221.0,175.0,0.0,175.0,0.0,0.0,7332,277,72.0,0.0,521,0.0,8202,,148,0.0,0.0,0.0,5069,2760.0,2309.0,475.0,5692,693.0,508,1846.0,-537,2510,8202,
03/24/2000,,,49.0,7120,7120.0,,176.0,,176.0,,,7345,126,84.0,,531,,8086,,145,123.0,,123.0,5539,2760.0,2779.0,445.0,6252,196.0,472,1812.0,-646,1834,8086,
06/16/2000,,0.0,96.0,7108,7108.0,0.0,173.0,0.0,173.0,0.0,0.0,7377,155,89.0,0.0,545,0.0,8166,,143,0.0,0.0,0.0,4835,,,1007.0,5985,671.0,440,1818.0,-748,2181,8166,
09/08/2000,,0.0,99.0,7101,7101.0,0.0,172.0,0.0,172.0,0.0,0.0,7372,188,72.0,0.0,401,155.0,8188,,147,0.0,0.0,0.0,4829,,,1059.0,6035,671.0,431,1824.0,-773,2153,8188,
12/31/2000,,0.0,128.0,7110,7110.0,0.0,211.0,0.0,211.0,0.0,0.0,7449,313,65.0,0.0,444,125.0,8396,,381,0.0,0.0,0.0,5322,3047.0,2275.0,312.0,6015,671.0,485,1826.0,-601,2381,8396,
03/23/2001,,,131.0,7097,7097.0,,146.0,,146.0,,,7374,112,11.0,,626,128.0,8251,,174,,,,5906,,,308.0,6388,196.0,410,1904.0,-647,1863,8251,
06/15/2001,,,145.0,7206,7206.0,,56.0,,56.0,,,7407,217,8.0,,608,130.0,8370,,181,,,,5835,,,370.0,6386,354.0,254,2045.0,-669,1984,8370,
09/07/2001,,,147.0,7177,7177.0,,56.0,,56.0,,,7380,182,6.0,,569,124.0,8261,,225,,,,5866,,,303.0,6394,354.0,219,2047.0,-753,1867,8261,
12/31/2001,,0.0,142.0,6999,8828.0,-1829.0,54.0,0.0,54.0,0.0,0.0,7195,352,0.0,0.0,677,114.0,8338,,121,0.0,0.0,0.0,6077,,,321.0,6519,339.0,210,2054.0,-784,1819,8338,
03/22/2002,,,137.0,6939,6939.0,,54.0,,54.0,,,7130,341,,,712,115.0,8298,,124,,,,6040,,,302.0,6466,339.0,213,2071.0,-791,1832,8298,
