Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2004,2545.22998,470.312988,470.312988,0.0,66.484001,66.484001,,39.717999,21.875999,13.889,11.609,-7.656,42.966,,,,,619.481018,1799.655029,1894.407959,-94.752998,0.0,,126.094002,84.508003,0.0,84.508003,,41.585999,1925.749031,,30.511999,30.511999,,,,0.0,0.0,0.0,0.0,,599.779016,,,599.779016,630.291016,685.0,685.0,0.0,0.0,973.176025,,,,,973.176025,1658.176025,2288.467041,0,186.057007,,,0.0,-0.715,71.421001,256.763008,0,256.763008,2545.230049,
03/31/2005,2104.553955,4.142,4.142,0.0,101.267998,101.267998,,58.311001,20.763,25.115,20.089001,-7.656,39.727001,,,,,203.447998,1783.340942,1932.900024,-149.559006,0.0,,117.764999,40.818001,0.0,40.818001,,76.946999,1901.105942,,31.315001,31.315001,,,,0.0,0.0,0.0,0.0,,159.222002,,,159.222002,190.537003,685.0,685.0,0.0,0.0,953.987,,,,,953.987,1638.987,1829.524002,0,258.144012,,,0.0,16.434999,0.451,275.030012,0,275.030012,2104.554014,
06/30/2005,2101.580078,27.216,27.216,0.0,102.237999,102.237999,,67.783997,20.756001,38.893002,15.873,-7.738,35.356998,,,,,232.595001,1762.775024,1964.895996,-202.121002,0.0,,106.209999,69.322998,0.0,69.322998,,36.887001,1868.985023,,29.896999,29.896999,,,,0.0,0.0,0.0,0.0,,163.313007,,,163.313007,193.210007,685.0,685.0,0.0,0.0,930.447021,,,,,930.447021,1615.447021,1808.657028,0,258.132996,,,0.0,34.817001,-0.027,292.922997,0,292.922997,2101.580025,
09/30/2005,2056.162109,11.012,11.012,0.0,112.333,112.333,,78.489998,23.552999,46.089001,16.641001,-7.793,48.073002,,,,,249.908005,1710.754028,1965.858032,-255.104004,0.0,,95.5,58.852001,0.0,58.852001,,36.647999,1806.254028,,31.659,31.659,,,,0.0,0.0,0.0,0.0,,154.753002,,,154.753002,186.412003,665.0,665.0,0.0,0.0,891.71698,,,,,891.71698,1556.71698,1743.128983,0,258.786987,,,0.0,53.807999,0.438,313.032986,0,313.032986,2056.161968,
12/31/2005,2008.119995,22.431999,22.431999,0.0,110.125,110.125,,96.896004,25.708,60.405998,18.82,-8.038,30.266001,,,,,259.718994,1662.754028,1967.907959,-305.153992,0.0,,85.647003,53.049999,0.0,53.049999,,32.597004,1748.401031,,35.383999,35.383999,,,,0.0,0.0,0.0,0.0,,182.011997,,,182.011997,217.395996,635.0,635.0,0.0,0.0,816.473999,,,,,816.473999,1451.473999,1668.869995,0,260.321991,,,0.0,80.153999,-1.225998,339.249992,0,339.249992,2008.119987,
03/31/2006,1965.255005,56.341999,56.341999,0.0,109.782997,109.782997,,34.962002,26.968,0.0,15.792,-7.798,29.243999,,,,,230.330994,1658.781982,1658.781982,,0.0,,76.141998,,,,,76.141998,1734.923981,,36.013,36.013,,,,0.0,,,,,160.347,,,160.347,196.360001,635.0,,,,793.851013,,,,,793.851013,1428.851013,1625.211014,0,270.755005,,,0.0,69.936996,-0.647995,340.044006,0,340.044006,1965.25502,
06/30/2006,1991.694946,72.003998,72.003998,0.0,122.151001,122.151001,,45.515999,29.030001,0.0,24.441999,-7.956,26.686001,,,,,266.356995,1654.495972,2022.350952,-396.428986,0.0,,70.842003,43.490002,,,,27.352001,1725.337975,,37.081001,37.081001,,,,0.0,,,,,172.073006,,,172.073006,209.154007,635.0,,,,781.58197,,,,,781.58197,1416.58197,1625.735977,0,276.908997,,,0.0,89.688004,-0.638,365.959,0,365.959,1991.694977,
09/30/2006,1966.507,45.057,45.057,0.0,117.474,117.474,,34.358,28.644,0.0,13.688,-7.974,44.833,,,,,241.722,1667.154,2108.526,-441.372,0.0,,57.631,37.786,0.0,37.786,,19.845,1724.785,,40.091,40.091,,,,4.188,,,,,162.423,,,162.423,206.702,630.812,,,,773.516,,,,,773.516,1404.328,1611.03,0,280.207,,,-11.889,87.408,-0.249,355.477,0,355.477,1966.507,
12/31/2006,1949.58,33.72,33.72,0.0,119.603,119.603,,36.771,25.819,0.0,16.052,-5.1,50.553,,,,,240.647,1660.426,2146.929,-486.503,0.0,,48.507,31.343,0.0,31.343,,17.164,1708.933,,41.584,41.584,,,,0.0,0.0,0.0,0.0,,162.014,,,162.014,203.598,626.625,626.625,0.0,0.0,821.544,,,,,821.544,1448.169,1651.767,0,279.894,,,-11.889,63.22,-33.412,297.813,0,297.813,1949.58,
03/31/2007,1935.373047,22.934999,22.934999,0.0,123.412003,123.412003,,49.484001,30.804001,0.0,24.459,-5.779,46.087002,,,,,241.917999,1648.522949,2185.995117,-537.471985,0.0,,44.931999,28.462999,0.0,28.462999,,16.469,1693.454948,,23.969999,23.969999,,,,4.187,,,,,156.356001,,,156.356001,184.513,622.437988,,,,819.552002,,,,,819.552002,1441.98999,1626.502991,0,282.22699,,,-25.156,85.518997,-33.719997,308.869989,0,308.869989,1935.37298,
06/30/2007,1963.571045,82.106003,82.106003,0.0,104.593002,104.593002,,40.842999,29.198999,0.0,17.195,-5.551,42.098999,,,,,269.640991,1651.831055,2239.964111,-588.132996,0.0,,42.098999,26.063,,,,16.035999,1693.930054,,36.905998,36.905998,,,,8.375,,,,,169.221001,,,169.221001,214.501999,618.25,,,,794.322021,,,,,794.322021,1412.572021,1627.07402,0,287.731995,,,-25.254999,79.466003,-5.446005,336.496994,0,336.496994,1963.571014,
09/30/2007,1949.82605,69.472,69.472,0.0,109.839996,109.839996,,39.283001,29.604,0.0,15.194,-5.515,51.651001,,,,,270.246002,1640.458008,1966.766968,-326.30899,0.0,,39.122002,23.417999,0.0,23.417999,,15.704002,1679.580009,,38.117001,38.117001,,,,12.563,,,,,177.857994,,,177.857994,228.537994,614.062012,,,,778.822998,,,,,778.822998,1392.88501,1621.423004,0,290.420013,,,-35.411999,79.114998,-5.719997,328.403015,0,328.403015,1949.826019,
12/31/2007,1908.164,50.071,50.071,0.0,100.931,100.931,,44.122,34.427,0.0,16.317,-6.622,48.57,,,,,243.694,1629.675,2309.686,-680.011,0.0,,34.795,20.644,,,,14.151,1664.47,,43.206,43.206,,,,0.0,,,,,160.991,,,160.991,204.197,599.785,,,,767.845,,,,,767.845,1367.63,1571.827,0,294.384,,,-47.25,86.8,2.403,336.337,0,336.337,1908.164,
03/31/2008,1918.541016,23.131001,23.131001,,125.678001,125.678001,,44.216999,34.993999,0.0,17.219999,-7.997,40.188,,,,,233.214005,1231.041992,1962.140991,-731.098999,0.0,,454.285004,18.756001,,,,435.529003,1685.326996,,47.838001,47.838001,,,,0.0,,,,,146.055004,,,146.055004,193.893005,599.784973,,,,776.593994,,,,,776.593994,1376.378967,1570.271973,0,303.132996,,,-49.174,90.717003,3.592999,348.268997,0,348.268997,1918.54097,
06/30/2008,1938.61499,71.711998,71.711998,0.0,109.844002,109.844002,,42.226002,34.383999,0.0,15.679,-7.837,41.895,,,,,265.677002,1640.912964,2423.312012,-782.398987,0.0,,32.025002,9.156,,,,22.869001,1672.937965,,50.766998,50.766998,,,,0.0,,,,,152.322998,,,152.322998,203.089996,599.784973,,,,785.567017,,,,,785.567017,1385.35199,1588.441986,0,311.425995,,,-49.323002,84.013,4.057003,350.172997,0,350.172997,1938.614983,
09/30/2008,1897.911011,23.643999,23.643999,0.0,119.028999,119.028999,,45.325001,36.379002,0.0,16.43,-7.484,51.422001,,,,,239.419998,1627.656006,2461.262939,-833.606995,0.0,,30.834999,8.059,,,,22.775999,1658.491005,,52.710999,52.710999,,,,8.375,,,,,155.653,,,155.653,216.738998,591.409973,,,,800.393982,,,,,800.393982,1391.803955,1608.542953,0,314.183014,,,-74.334,49.521,-0.002001,289.368013,0,289.368013,1897.910967,
12/31/2008,1968.108,42.326,42.326,0.0,135.354,135.354,,56.508,43.603,0.0,21.013,-8.108,63.495,,,,,297.683,1625.925,2505.668,-879.743,0.0,,44.5,6.91,,,,37.59,1670.425,,52.595,52.595,,,,16.75,16.75,0.0,0.0,,202.752,,,202.752,272.097,583.035,583.035,0.0,0.0,888.615,,,,,888.615,1471.65,1743.747,0,317.037,,,-88.627,89.329,-93.378,224.361,0,224.361,1968.108,
03/31/2009,1957.564,69.553,69.553,0.0,94.0,94.0,0.0,67.502,2.588,0.0,35.063,29.851,61.083,26.595,,16.325,5.233,292.138,1622.66,2551.805,-929.145,7.721,7.721,35.045,,,,8.993,9.727,1665.426,,182.765,50.864,,3.604,128.297,44.063,18.938,,,25.125,26.667,,0.013,0.0,253.495,574.66,574.66,,,910.25,,539.771,22.973,0.648,346.845,1484.91,1738.405,0,318.405,0.472,317.933,-89.876,82.644,-92.014,219.159,0,219.159,1957.564,
06/30/2009,1987.841,30.896,30.896,0.0,114.073,114.073,0.0,93.595,6.947,0.0,56.053,30.595,60.818,25.943,2.295,,5.62,299.382,1645.826,2624.892,-979.066,7.251,7.251,35.382,,,,8.775,24.312,1688.459,,183.026,43.272,,9.011,130.743,52.28,18.78,,,33.5,12.342,,,0.0,247.648,566.285,566.285,,,914.985,,543.553,24.294,5.056,342.082,1481.27,1728.918,0,319.658,0.472,319.186,-90.016,111.065,-81.784,258.923,0,258.923,1987.841,
09/30/2009,5121.797,481.557,481.557,0.0,265.848,265.848,0.0,187.855,19.158,0.0,124.962,43.735,131.988,105.887,5.076,0.0,0.0,1067.248,1152.804,,,15.5,15.5,2886.245,372.551,372.551,0.0,11.674,2496.944,4054.549,,373.803,146.054,,,227.749,35.359,0.0,,,35.359,22.904,,39.786,0.0,432.066,756.553,756.553,,,1386.308,,698.557,32.584,340.174,275.207,2142.861,2574.927,0,2181.358,1.205,2180.153,-8.495,377.657,-3.65,2546.87,0,2546.87,5121.797,
12/31/2009,5122.771,465.869,465.869,0.0,232.631,232.631,0.0,176.372,19.18,0.0,112.004,45.188,176.953,176.953,2.763,,0.0,1051.825,3159.563,3774.726,-615.163,14.702,14.702,896.681,754.359,357.868,396.491,11.688,117.169,4070.946,,353.453,143.4,0.0,11.215,198.838,62.645,29.145,0.0,0.0,33.5,19.095,0.0,24.232,0.0,435.193,756.753,756.753,0.0,0.0,1339.536,0.0,682.991,,316.464,315.849,2096.289,2531.482,0,2195.513,1.208,2194.305,-8.874,398.838,5.812,2591.289,0,2591.289,5122.771,
03/31/2010,5160.897,493.835,493.835,0.0,307.381,307.381,0.0,206.604,23.447,0.0,137.16,45.997,194.069,194.069,12.129,,0.0,1201.889,3125.12,,,0.0,,833.888,686.568,357.868,328.7,,135.191,3959.008,,397.868,151.236,,,246.632,33.5,0.0,,,33.5,0.0,,38.687,0.0,431.368,751.637,751.637,,,1370.692,,690.159,,322.798,319.048,2122.329,2553.697,0,2214.072,1.216,2212.856,-24.55,412.879,4.799,2607.2,0,2607.2,5160.897,
06/30/2010,5151.426,418.885,418.885,0.0,316.39,316.39,0.0,200.549,15.091,0.0,139.016,46.442,263.978,263.978,4.643,,0.0,1199.802,3130.112,,,0.0,,821.512,651.427,380.296,271.131,,165.442,3951.624,,468.911,176.43,,,292.481,11.839,0.0,,,11.839,0.0,,40.424,0.0,480.75,734.06,734.06,,,1325.278,,721.957,,256.584,306.313,2059.338,2540.088,0,2224.731,1.217,2223.514,-49.546,451.676,-15.523,2611.338,0,2611.338,5151.426,
09/30/2010,5174.421,442.763,442.763,0.0,317.973,317.973,0.0,197.138,13.416,0.0,137.449,46.273,327.941,327.941,7.57,0.0,0.0,1285.815,3123.453,,,0.0,,765.153,599.626,382.44,217.186,,157.957,3888.606,,463.675,165.369,,,298.306,14.798,0.0,,,14.798,0.0,,34.067,0.0,478.473,734.245,734.245,,,1383.394,,811.142,,212.902,325.283,2117.639,2596.112,0,2232.494,1.217,2231.277,-50.454,483.55,-87.281,2578.309,0,2578.309,5174.421,
