Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Compensation,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1993,432.993011,3.135,3.135,0.0,26.09,,,8.264,,,,,2.708,,,,,,,40.196999,392.65799,694.72699,-302.069,0,0.138,,,,,0.138,392.795989,,7.157,7.157,,,,0.0,,,,,,26.034002,,,,26.034002,33.191002,161.0,,,,,84.733002,,,,84.733002,245.733002,278.924004,0.072,145.848007,,,0.0,,8.149,154.069007,0.0,154.069007,432.993011,
12/31/1993,445.001007,2.897,2.897,0.0,31.882999,,,5.693,,,,,4.165,,,,,,,44.638,400.269989,698.578979,-298.30899,0,0.093,,,,,0.093,400.362989,,8.727,8.727,,,,0.53,,,,,,28.034,,,,28.034,37.291,169.0,,,,,85.181,,,,85.181,254.181,291.472,0.069,145.322006,,,0.0,,8.138,153.529006,0.0,153.529006,445.001006,
03/31/1994,445.871002,3.275,3.275,0.0,32.153,,,2.794,,,,,3.488,,,,,,,41.709999,404.084015,710.750977,-306.666992,0,0.077,,,,,0.077,404.161015,,18.687,18.687,,,,2.57,,,,,,23.698002,,,,23.698002,44.955002,156.0,,,,,87.487999,,,,87.487999,243.487999,288.443001,0.069,145.362,,,0.0,,11.997,157.427999,0.0,157.427999,445.871,
06/30/1994,669.603027,3.096,3.096,0.0,39.061001,,,6.51,,,,,1.293,,,,,,,49.959999,618.564026,938.776978,-320.213013,0,1.079,,,,,1.079,619.643026,,58.578999,58.578999,,,,1.232,,,,,,11.841002,,,,11.841002,71.652,228.335999,,,,,118.058998,,,,118.058998,346.394997,418.046997,0.183,242.764999,,,0.0,,8.608,251.555999,0.0,251.555999,669.602996,
09/30/1994,681.090027,4.317,4.317,0.0,37.861,,,8.928,,,,,0.967,,,,,,,52.073002,627.630981,963.083008,-335.451996,0,1.386,,,,,1.386,629.016981,,37.122002,37.122002,,,,3.767,,,,,,17.833998,,,,17.833998,58.723,259.335999,,,,,116.598999,,,,116.598999,375.934998,434.657997,0.183,242.990005,,,0.0,,3.259,246.432006,0.0,246.432006,681.090003,
12/31/1994,688.35199,3.773,3.773,0.0,34.921001,,,8.384,,,,,4.941,,,,,,,52.019001,634.934021,982.776001,-347.84201,0,1.399,,,,,1.399,636.333021,,10.818,10.818,,,,0.0,,,,,,42.922002,,,,42.922002,53.740002,268.363007,,,,,123.167,,,,123.167,391.530007,445.270009,0.183,243.746002,,,0.0,,-0.847,243.082002,0.0,243.082002,688.352011,
03/31/1995,664.513,3.329,3.329,0.0,37.893002,,,3.438,,,,,0.93,,,,,,,45.59,617.473999,,,0,1.449,,,,,1.449,618.922999,,26.4,26.4,,,,1.129,,,,,,18.862999,,,,18.862999,46.391998,261.307007,,,,,122.617996,,,,122.617996,383.925003,430.317001,0.183,243.973999,,,0.0,,-9.961,234.195999,0.0,234.195999,664.513,
06/30/1995,647.593994,2.31,2.31,0.0,31.408001,,,5.263,,,,,1.173,,,,,,,40.153999,606.007019,979.531982,-373.524994,0,1.433,,,,,1.433,607.440019,,36.341,36.341,,,,0.029,,,,,,13.378001,,,,13.378001,49.748001,250.307007,,,,,119.505997,,,,119.505997,369.813004,419.561005,0.183,244.011002,,,0.0,,-16.160999,228.033002,0.0,228.033002,647.594007,
09/30/1995,511.653992,1.961,1.961,0.0,27.205,,,7.059,,,,,1.714,,,,,,,37.938999,472.27301,,,0,1.442,,,,,1.442,473.71501,,27.405001,27.405001,,,,0.029,,,,,,16.519998,,,,16.519998,43.953999,240.307007,,,,,73.441002,,,,73.441002,313.748009,357.702007,0.183,244.151001,,,0.0,,-90.382004,153.951997,0.0,153.951997,511.654004,
12/31/1995,528.155029,3.029,3.029,0.0,42.014,,,5.596,,,,,1.709,,,,,,,52.348,474.371002,979.984985,-505.614014,0,1.436,,,,,1.436,475.807002,,48.122002,48.122002,,,,0.0,,,,,,12.758999,,,,12.758999,60.881001,249.0,,,,,70.417999,,,,70.417999,319.417999,380.299,0.183,244.335999,,,0.0,,-96.663002,147.855997,0.0,147.855997,528.154997,
03/31/1996,539.640015,3.751,3.751,0.0,53.853001,,,4.113,,,,,1.16,,,,,,,62.876999,475.303009,,,0,1.46,,,,,1.46,476.763009,,48.144001,48.144001,,,,0.0,,,,,,15.895,,,,15.895,64.039001,248.0,,,,,75.088997,,,,75.088997,323.088997,387.127998,0.183,244.645996,,,0.0,,-92.317001,152.511995,0.0,152.511995,539.639993,
06/30/1996,521.596985,3.3,3.3,0.0,36.042,,,4.9,,,,,1.945,,,,,,,46.187,473.967987,,,0,1.442,,,,,1.442,475.409987,,35.605,35.605,,,,0.0,,,,,,13.775002,,,,13.775002,49.380001,243.0,,,,,76.556999,,,,76.556999,319.556999,368.937,0.183,244.854004,,,0.0,,-92.376999,152.660005,0.0,152.660005,521.597005,
09/30/1996,527.122986,1.433,1.433,0.0,35.037998,,,10.288,,,,,1.779,,,,,,,48.537998,477.139008,,,0,1.446,,,,,1.446,478.585008,,33.997002,33.997002,,,,15.746,,,,,,-2e-06,,,,-2e-06,49.743,244.0,,,,,78.363998,,,,78.363998,322.363998,372.106998,0.183,245.149002,,,0.0,,-90.316002,155.016,0.0,155.016,527.122999,
12/31/1996,561.341003,1.367,1.367,0.0,62.789001,,,8.797,,,,,6.684,,,,,,,79.637001,480.510986,999.630981,-519.119995,0,1.193,,,,,1.193,481.703986,,12.277,12.277,,,,0.0,,,,,,60.339997,,,,60.339997,72.616997,248.0,,,,,80.019997,,,,80.019997,328.019997,400.636994,0.183,245.567001,,,0.0,,-85.045998,160.704003,0.0,160.704003,561.340997,
03/31/1997,533.786987,5.822,5.822,0.0,39.653,,,5.156,,,,,1.788,,,,,,,52.418999,480.683014,1012.044006,-531.361023,0,0.685,,,,,0.685,481.368014,,39.391998,39.391998,,,,0.0,,,,,,16.424004,,,,16.424004,55.816002,222.0,,,,,86.098,,,,86.098,308.098,363.914001,0.183,245.957993,,,0.0,,-76.267998,169.872995,0.0,169.872995,533.786996,
06/30/1997,533.231018,0.442,0.442,0.0,34.206001,,,5.684,,,,,2.203,,,,,,,42.535,489.882996,1027.880981,-537.997986,0,0.813,,,,,0.813,490.695996,,37.487,37.487,,,,16.0,,,,,,14.279999,,,,14.279999,67.766998,207.0,,,,,86.973999,,,,86.973999,293.973999,361.740997,0.183,246.537003,,,0.0,,-75.230003,171.489999,0.0,171.489999,533.230997,
09/30/1997,561.213013,1.795,1.795,0.0,36.881001,,,9.104,,,,,2.346,,,,,,,50.125999,510.169006,1058.046021,-547.877014,0,0.918,,,,,0.918,511.087006,,47.247002,47.247002,,,,16.0,,,,,,16.717995,,,,16.717995,79.964996,217.0,,,,,89.871002,,,,89.871002,306.871002,386.835999,0.183,248.052994,,,,,-73.859001,174.376993,0.0,174.376993,561.212991,
12/31/1997,704.16,2.2,2.2,0.0,55.799,55.799,,9.312,9.238,,,0.074,3.804,,,,,,,71.115,629.908,1110.556,-480.648,0,3.137,,,,,3.137,633.045,,66.628,66.628,,,,16.0,,,,,,16.406,,,,16.406,99.034,327.0,,,,,95.458,,,,95.458,422.458,521.492,0.113,254.569,,,-4.384,-67.63,0.0,182.668,0.0,182.668,704.16,
03/31/1998,548.481995,3.52,3.52,0.0,46.977001,,,6.249,,,,,2.219,,,,,,,58.965,487.644989,935.372986,-447.727997,0,1.872,,,,,1.872,489.516989,,44.268002,44.268002,,,,16.0,,,,,,18.757,,,,18.757,79.025002,191.0,,,,,90.882004,,,,90.882004,281.882004,360.907005,0.113,251.014999,,,0.0,,-63.553001,187.574998,0.0,187.574998,548.482003,
06/30/1998,578.322021,3.893,3.893,0.0,43.389999,,,8.747,,,,,4.333,,,,,,,60.362999,516.244995,975.10498,-458.859985,0,1.714,,,,,1.714,517.958995,,48.789001,48.789001,,,,16.0,,,,,,16.196999,,,,16.196999,80.986,214.0,,,,,92.570999,,,,92.570999,306.570999,387.556999,0.113,252.914993,,,0.0,,-62.263,190.764993,0.0,190.764993,578.321992,
12/31/1998,704.159973,2.2,2.2,0.0,55.799,,,9.312,,,,,3.804,,,,,,,71.114998,629.90802,1110.55603,-480.64801,0,3.137,,,,,3.137,633.04502,,66.627998,66.627998,,,,16.0,,,,,,16.405998,,,,16.405998,99.033997,327.0,,,,,95.458,,,,95.458,422.458,521.491997,0.113,254.569,,,-4.384,,-67.63,182.668,0.0,182.668,704.159997,
03/31/1999,694.738,1.679,1.679,0.0,47.219,47.219,,7.974,,,,,3.603,,,,,,,60.475,631.751,1125.683,-493.932,0,2.512,0.0,,,,2.512,634.263,,39.787,39.787,,,,16.0,,,,,,17.749,,,,17.749,73.536,347.0,,,,,95.35,,,,95.35,442.35,515.886,0.113,255.033,,,-4.384,-71.91,0.0,178.852,0.0,178.852,694.738,
06/30/1999,682.544,1.904,1.904,0.0,43.518,43.518,,8.231,,,,,4.132,,,,,,,57.785,622.453,1129.762,-507.309,0,2.306,0.0,,,,2.306,624.759,,43.979,43.979,,,,16.0,,,,,,14.58,,,,14.58,74.559,334.0,,,,,95.058,,,,95.058,429.058,503.617,0.113,255.996,,,-4.384,-72.798,0.0,178.927,0.0,178.927,682.544,
09/30/1999,694.717,1.465,1.465,0.0,51.414,,,11.45,,,,,40.32,,,,,,,104.649,587.707,1070.084,-482.377,0,2.361,0.0,,,,2.361,590.068,,55.89,55.89,,,,16.0,,,,,,18.7,,,,18.7,90.59,319.0,,,,,102.823,,,,102.823,421.823,512.413,0.113,256.698,,,-4.384,-70.123,0.0,182.304,0.0,182.304,694.717,
12/31/1999,659.48,1.679,1.679,0.0,44.445,50.391,,10.929,2.054,0.0,8.877,0.0,9.587,,,,,,,66.64,590.301,1091.387,-501.086,0,2.539,0.0,,,,2.539,592.84,,12.195,12.195,,,,16.0,,,,,,61.743,,,,61.743,89.938,277.0,,,,,106.046,,,,106.046,383.046,472.984,0.113,257.27,,,-4.384,-66.503,0.0,186.496,0.0,186.496,659.48,
03/31/2000,652.092,0.836,0.836,0.0,44.475,49.356,,4.928,,,4.928,0.0,7.17,,,,,,,57.409,592.244,1100.839,-508.595,0,2.439,0.0,,,,2.439,594.683,,9.736,9.736,,,,16.0,,,,,,63.063,,,,63.063,88.799,262.0,,,,,109.845,,,,109.845,371.845,460.644,0.113,258.733,,,-4.384,-63.014,0.0,191.448,0.0,191.448,652.092,
06/30/2000,675.227,1.429,1.429,0.0,58.167,58.167,,8.312,,,8.312,0.0,4.431,,,,,,,72.339,600.689,1131.002,-530.313,0,2.199,0.0,,,,2.199,602.888,,71.208,71.208,,,,16.0,,,,,,16.391,,,,16.391,103.599,249.0,,,,,108.34,,,,108.34,357.34,460.939,0.0,281.193,,,-4.384,-62.521,0.0,214.288,0.0,214.288,675.227,
09/30/2000,697.369,2.022,2.022,0.0,62.165,62.165,,14.602,,,14.602,0.0,4.685,,,,,,,83.474,611.949,1156.648,-544.699,0,1.946,0.0,,,,1.946,613.895,,67.041,67.041,,,,16.0,,,,,,21.21,,,,21.21,104.251,260.0,,,,,112.052,,,,112.052,372.052,476.303,0.0,282.994,,,-4.384,-57.544,0.0,221.066,0.0,221.066,697.369,
12/31/2000,735.634,7.574,7.574,0.0,77.219,85.677,,11.037,2.122,0.0,8.915,0.0,14.439,,,,,,,110.269,623.174,1183.573,-560.399,0,2.191,0.0,,,,2.191,625.365,,20.855,20.855,,,,16.0,,,,,,81.253,,,,81.253,118.108,253.0,,,,,122.021,,,,122.021,375.021,493.129,0.0,288.521,,,-4.384,-41.632,0.0,242.505,0.0,242.505,735.634,
03/31/2001,745.091,5.111,5.111,0.0,71.144,71.144,,7.576,,,7.576,0.0,11.09,,,,,,,94.921,648.123,1224.632,-576.509,0,2.047,0.0,,,,2.047,650.17,,90.201,90.201,,,,16.0,,,,,,35.95,,,,35.95,142.151,183.0,,,,,136.829,,,,136.829,319.829,461.98,,292.943,,,-4.384,-3.742,-1.706,283.111,0.0,283.111,745.091,
06/30/2001,772.93,9.361,9.361,0.0,49.06,55.641,,14.194,,,,,36.609,,,,,,,109.224,661.732,1254.865,-593.133,0,1.974,0.0,0.0,0.0,,1.974,663.706,,17.898,17.898,,,,0.0,,,,,,104.486,,,,104.486,122.384,187.0,,,,,149.463,,,,149.463,336.463,458.847,0.0,296.58,,,-4.384,8.669,13.218,314.083,0.0,314.083,772.93,
09/30/2001,1093.097,13.932,13.932,0.0,58.731,58.731,,20.266,,,20.266,0.0,23.129,,,,,,,116.058,974.403,1595.605,-621.202,0,2.636,0.0,0.0,0.0,,2.636,977.039,,90.811,90.811,,,,0.0,,,,,,29.036,,,,29.036,119.847,367.0,,,,,240.075,,,,240.075,607.075,726.922,0.0,347.098,,,-4.384,17.515,5.946,366.175,0.0,366.175,1093.097,
12/31/2001,1069.031,5.706,5.706,0.0,50.711,50.711,,17.56,4.059,0.0,13.501,0.0,11.01,,,,,,,84.987,981.338,1635.005,-653.667,0,2.706,0.0,0.0,0.0,,2.706,984.044,,79.575,79.575,,,,0.0,0.0,0.0,0.0,,,30.665,,,,30.665,110.24,393.0,393.0,0.0,0.0,,219.239,,,,219.239,612.239,722.479,0.0,349.451,,,-4.384,0.65,0.835,346.552,0.0,346.552,1069.031,
03/31/2002,1066.175,4.976,4.976,0.0,51.635,51.635,,12.065,,,,,12.74,,,,,,,81.416,982.146,1661.143,-678.997,0,2.613,0.0,0.0,0.0,,2.613,984.759,,64.028,64.028,,,,0.0,0.0,0.0,0.0,,,41.114,,,,41.114,105.142,412.0,412.0,0.0,0.0,,213.341,,,,213.341,625.341,730.483,0.0,350.076,,,-4.384,-1.412,-8.588,335.692,0.0,335.692,1066.175,
06/30/2002,1065.08,7.71,7.71,0.0,52.715,52.715,,15.151,,,,,11.863,,,,,,,87.439,974.913,1676.063,-701.15,0,2.728,0.0,0.0,0.0,,2.728,977.641,,73.554,73.554,,,,0.0,0.0,0.0,0.0,,,35.947,,,,35.947,109.501,397.0,397.0,0.0,0.0,,211.598,,,,211.598,608.598,718.099,0.0,354.771,,,-4.384,-0.562,-2.844,346.981,0.0,346.981,1065.08,
09/30/2002,1050.802,4.668,4.668,0.0,48.681,48.681,,19.459,,,,,13.037,,,,,,,85.845,960.704,1688.684,-727.98,0,4.253,0.0,0.0,0.0,,4.253,964.957,,52.48,52.48,,,,0.0,0.0,0.0,0.0,,,31.504,,,,31.504,83.984,395.0,395.0,0.0,0.0,,217.411,,,,217.411,612.411,696.395,0.0,355.467,,,-4.384,4.291,-0.967,354.407,0.0,354.407,1050.802,
12/31/2002,1054.871,2.561,2.561,0.0,66.93,70.028,,15.252,3.334,0.0,11.918,0.0,8.378,,,,,,,93.121,954.737,1707.677,-752.94,0,7.013,0.0,0.0,0.0,,7.013,961.75,,19.375,19.375,,,,0.0,0.0,0.0,0.0,,,103.649,,,,103.649,123.024,365.0,365.0,0.0,0.0,,216.19,,,,216.19,581.19,704.214,0.0,356.306,,,-4.384,11.674,-12.939,350.657,0.0,350.657,1054.871,
03/31/2003,1013.826,1.223,1.223,0.0,108.47,108.47,,9.656,,,,,5.48,,,,,,,124.829,881.783,1745.675,-863.892,0,7.214,0.0,0.0,0.0,,7.214,888.997,,88.91,88.91,,,,0.0,0.0,0.0,0.0,,,70.785,,,,70.785,159.695,338.0,338.0,0.0,0.0,,217.093,,,,217.093,555.093,714.788,0.0,357.179,,,-4.384,-28.822,-24.935,299.038,0.0,299.038,1013.826,
06/30/2003,1007.331,3.262,3.262,0.0,82.998,85.158,,9.96,,,,0.0,13.777,,,,,,,109.997,890.535,1777.116,-886.581,0,6.799,0.0,0.0,0.0,,6.799,897.334,,32.727,32.727,,,,0.0,,,,,,136.446,,,,136.446,169.173,304.0,,,,,218.404,,,,218.404,522.404,691.577,0.0,361.824,,,-4.384,0.0,-41.686,315.754,0.0,315.754,1007.331,
09/30/2003,1019.992,4.346,4.346,0.0,75.894,78.668,,21.86,,,,,29.269,,,,,,,131.369,881.722,1790.16,-908.438,0,6.901,,,,,6.901,888.623,,91.381,91.381,,,,0.0,,,,,,57.406,,,,57.406,148.787,285.0,,,,,230.159,,,,230.159,515.159,663.946,0.0,362.538,,,-4.384,9.268,-11.376,356.046,0.0,356.046,1019.992,
12/31/2003,1024.201,0.724,0.724,0.0,87.425,87.425,,18.241,18.558,0.0,0.0,-0.317,15.006,,,,,,,121.396,895.955,1736.994,-841.039,0,6.85,0.0,0.0,0.0,,6.85,902.805,,84.943,84.943,,,,0.0,0.0,0.0,0.0,,,69.758,,,,69.758,154.701,270.0,270.0,0.0,0.0,,234.303,,,,234.303,504.303,659.004,0.0,364.953,,,-4.384,27.763,-23.135,365.197,0.0,365.197,1024.201,
03/31/2004,1065.241,51.799,51.799,0.0,72.778,72.778,,10.991,5.513,,,5.478,12.971,,,,,,,148.539,909.929,1775.124,-865.195,0,6.773,,0.0,,,6.773,916.702,,92.157,92.157,,,,0.0,,,,,,92.424,,,,92.424,184.581,270.0,,,,,234.897,,,,234.897,504.897,689.478,0.0,372.081,,,-4.384,45.478,-37.412,375.763,0.0,375.763,1065.241,
06/30/2004,1137.423,21.429,21.429,0.0,89.495,89.495,,9.519,4.138,0.0,4.784,0.597,46.732,,,,,,,167.175,949.31,1840.112,-890.802,0,20.938,0.0,0.0,0.0,,20.938,970.248,,93.863,93.863,,,,0.0,,,,,,92.746,,,,92.746,186.609,270.0,,,,,288.795,,,,288.795,558.795,745.404,0.0,379.379,,,-9.726,63.49,-41.124,392.019,0.0,392.019,1137.423,
09/30/2004,1178.356,24.886,24.886,,74.692,74.692,,25.066,,,,,59.507,,,,,,,184.151,971.358,1893.801,-922.443,0,22.847,,,,,22.847,994.205,,91.712,91.712,,,,0.0,,,,,,106.523,,,,106.523,198.235,270.0,,,,,306.772,,,,306.772,576.772,775.007,,382.271,,,-13.116,80.009,-45.815,403.349,,403.349,1178.356,
12/31/2004,1210.956,10.026,10.026,0.0,125.754,125.754,,24.049,6.387,0.0,17.631,0.031,34.85,,,,,,,194.679,994.081,1938.708,-944.627,0,22.196,0.0,0.0,0.0,,22.196,1016.277,,104.969,104.969,,,,20.0,20.0,0.0,0.0,,,71.92,,,,71.92,196.889,250.0,250.0,0.0,0.0,,308.405,,,,308.405,558.405,755.294,0.0,385.093,,,-20.015,110.935,-20.351,455.662,0.0,455.662,1210.956,
03/31/2005,1252.09,59.584,59.584,0.0,98.665,98.665,,13.092,6.986,0.0,5.831,0.275,46.699,,,,,,,218.04,1011.822,1984.675,-972.853,0,22.228,0.0,,,,22.228,1034.05,,102.511,102.511,,,,20.0,20.0,0.0,0.0,,,99.802,,,,99.802,222.313,250.0,250.0,0.0,0.0,,316.733,,,,316.733,566.733,789.046,0.0,390.847,,,-20.015,130.359,-38.147,463.044,0.0,463.044,1252.09,
06/30/2005,1280.418,51.946,51.946,0.0,93.416,93.416,,23.825,8.211,0.0,14.66,0.954,38.213,,,,,,,207.4,1050.987,2049.83,-998.843,0,22.031,0.0,,,,22.031,1073.018,,98.672,98.672,,,,20.0,20.0,0.0,0.0,,,74.06,,,,74.06,192.732,250.0,250.0,0.0,0.0,,321.866,,,,321.866,571.866,764.598,0.0,393.657,,,-20.586,163.823,-21.074,515.82,0.0,515.82,1280.418,
09/30/2005,1415.924,3.187,3.187,0.0,131.84,131.84,,35.473,8.696,0.0,25.21,1.567,61.68,,,,,,,232.18,1156.886,2184.868,-1027.982,0,26.858,0.0,,,,26.858,1183.744,,144.748,144.748,,,,20.0,20.0,0.0,0.0,,,144.88,,,,144.88,309.628,260.0,260.0,0.0,0.0,,344.039,,,,344.039,604.039,913.667,0.0,398.54,,,-20.586,195.621,-71.318,502.257,0.0,502.257,1415.924,
12/31/2005,1495.37,10.626,10.626,0.0,168.248,168.248,,24.616,7.161,0.0,18.279,-0.824,26.822,,,,,,,230.312,1238.055,2295.039,-1056.984,0,27.003,0.0,0.0,0.0,,27.003,1265.058,,140.006,140.006,,,,20.0,20.0,0.0,0.0,,,58.578,,,,58.578,218.584,320.0,320.0,0.0,0.0,,356.575,,,,356.575,676.575,895.159,0.0,402.357,,,-39.198,252.167,-15.115,600.211,0.0,600.211,1495.37,
03/31/2006,1506.631,8.514,8.514,0.0,114.268,114.268,,13.786,7.856,0.0,5.559,0.371,27.785,,,,,,,164.353,1310.68,2400.792,-1090.112,0,31.598,,,,,31.598,1342.278,,115.327,115.327,,,,20.0,20.0,0.0,0.0,,,43.48,,,,43.48,178.807,275.0,275.0,0.0,0.0,,377.087,,,,377.087,652.087,830.894,0.0,407.99,,,-39.198,303.386,3.559,675.737,0.0,675.737,1506.631,
06/30/2006,1628.005,16.059,16.059,0.0,99.552,99.552,,25.956,0.0,0.0,0.0,25.956,46.024,,,,,,,187.591,1400.11,2524.871,-1124.761,0,40.304,0.0,,,,40.304,1440.414,,122.801,122.801,,,,20.0,20.0,0.0,0.0,,,47.142,,,,47.142,189.943,330.0,330.0,0.0,0.0,,395.978,,,,395.978,725.978,915.921,0.0,414.845,,,-66.385,348.294,15.33,712.084,0.0,712.084,1628.005,
