Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Equity Float,Source: Bloomberg
06/30/1982,,,,1.440203,1.033189,,,,
09/30/1982,,,,1.189733,0.970571,,,,
12/31/1982,,,,1.25235,0.939263,,,,
03/31/1983,1.174078,,1.14277,1.346276,1.080152,,,,
06/30/1983,1.408894,20.0,1.181906,1.581092,1.158424,,,,
09/30/1983,1.455857,3.333333,1.424548,1.596747,1.377585,,,,
12/31/1983,1.354104,-6.989247,1.455857,1.596747,1.268005,,,,
03/31/1984,1.221041,-9.82659,1.346276,1.534129,1.205387,,,,
06/30/1984,1.111461,-8.974359,1.205387,1.25235,1.080152,,,,
09/30/1984,1.189733,7.042254,1.127115,1.283659,1.080152,,,,
12/31/1984,1.174078,-1.315789,1.158424,1.299313,1.095806,,,,
03/31/1985,1.424548,21.333333,1.174078,1.455857,1.158424,,,,
06/30/1985,1.50282,5.494505,1.424548,1.518475,1.377585,,,,
09/30/1985,1.25235,-16.666667,1.487166,1.534129,1.236696,,,,
12/31/1985,1.377585,10.0,1.25235,1.487166,1.25235,,,,
03/31/1986,1.25235,-9.090909,1.377585,1.408894,1.111461,,,,
06/30/1986,1.221041,-2.5,1.25235,1.424548,1.205387,,,,
09/30/1986,1.095806,-10.25641,1.221041,1.25235,0.986226,,,,
12/31/1986,1.174078,7.142857,1.095806,1.25235,1.064498,,,,
03/31/1987,1.25235,6.666667,1.174078,1.299313,1.158424,,,,
06/30/1987,1.283659,2.5,1.236696,1.314968,1.236696,,,,
09/30/1987,1.314968,2.439024,1.299313,1.487166,1.25235,,36.682876,,
12/31/1987,1.056671,-19.642857,1.346276,1.346276,0.860991,,36.682876,,
03/31/1988,1.268005,20.0,1.048843,1.299313,1.033189,,36.682876,,
06/30/1988,1.268005,0.0,1.244523,1.346276,1.080152,,36.682876,,
09/30/1988,1.283659,1.234568,1.268005,1.408894,1.205387,,34.897501,,
12/31/1988,1.095806,-14.634146,1.25235,1.25235,1.048843,,34.897501,,
03/31/1989,1.14277,4.285714,1.095806,1.236696,1.080152,,34.897501,,
06/30/1989,1.416721,23.972603,1.158424,1.487166,1.127115,,34.897501,,
09/30/1989,1.50282,6.077348,1.424548,1.64371,1.377585,247.704002,34.833375,,
12/30/1989,1.244523,-17.1875,1.510647,1.534129,1.236696,205.129877,34.833375,,
03/31/1990,1.338449,7.54717,1.244523,1.361931,1.174078,220.611377,34.833375,,
06/30/1990,1.25235,-6.432749,1.346276,1.39324,1.221041,206.420002,34.833375,,
09/29/1990,1.111461,-11.25,1.25235,1.377585,1.080152,183.215492,34.833375,,
12/29/1990,1.158424,4.225352,1.14277,1.174078,1.064498,190.956992,34.836748,,
03/30/1991,1.659364,43.243243,1.174078,1.768945,1.14277,273.506503,34.836748,,
06/29/1991,1.189733,-28.301887,1.659364,1.659364,1.174078,196.099002,34.833375,,
09/28/1991,1.127115,-5.263158,1.174078,1.314968,0.939263,185.778002,34.833375,,
12/28/1991,1.205387,6.944444,1.127115,1.330622,1.080152,198.679252,34.833375,,
03/28/1992,1.377585,14.285714,1.25235,1.487166,1.189733,227.062002,34.833375,,
06/27/1992,1.369758,-0.568182,1.361931,1.534129,1.299313,225.771877,34.833375,,
09/26/1992,1.44803,5.714286,1.361931,1.471512,1.174078,223.80376,34.833375,,
12/26/1992,1.628055,12.432432,1.440203,1.721982,1.361931,251.628012,34.833375,,
03/27/1993,1.75329,7.692308,1.612401,1.847217,1.534129,268.942818,33.3045,,
07/03/1993,2.019415,15.178571,1.659364,2.042896,1.64371,294.99075,32.417211,,
10/02/1993,1.972452,-2.325581,2.027242,2.082032,1.878525,285.579,30.871126,,
01/01/1994,2.019415,2.380952,1.972452,2.074205,1.878525,275.705243,30.59775,,
04/02/1994,1.737636,-13.953488,2.019415,2.027242,1.682846,234.73724,28.852874,,
07/02/1994,1.573265,-9.459459,1.721982,1.768945,1.534129,203.085375,28.549124,,
03/31/1995,1.557611,-0.995025,1.573265,1.690673,1.314968,190.91563,27.280126,,
06/30/1995,1.808081,16.080402,1.565438,1.808081,1.557611,221.615631,25.903126,,
09/30/1995,1.855044,2.597403,1.800253,1.886353,1.682846,227.371881,25.903126,,
12/31/1995,1.917661,3.375527,1.862871,1.917661,1.761118,235.01625,25.903126,,
03/31/1996,1.972452,2.857143,1.917661,2.082032,1.729809,241.730993,25.903126,,
06/30/1996,2.246403,13.888889,1.980279,2.442083,1.980279,275.340632,25.899749,,
09/30/1996,3.017381,34.320557,2.25423,3.064344,2.207267,369.790865,25.903125,,
12/31/1996,3.804014,26.070039,3.005641,4.132756,2.946937,466.1955,25.899749,,
03/31/1997,3.393086,-10.802469,3.815755,3.827495,3.134789,415.834863,25.899749,,
06/30/1997,4.391053,29.411765,3.393086,4.461498,3.228715,538.186004,25.899749,,
09/30/1997,5.02799,14.505348,4.34996,5.732437,4.34996,616.21607,25.901999,,
12/31/1997,4.578906,-8.931699,5.063213,5.424242,4.015348,561.145032,25.9005,,
03/31/1998,5.441853,18.846154,4.543683,5.776465,4.085793,667.401349,25.899001,,
06/30/1998,5.679604,4.368932,5.459464,6.621802,5.362603,697.043437,25.918499,,
09/30/1998,4.244293,-25.271318,5.706021,5.899744,3.45179,521.011875,25.936501,,
12/31/1998,6.251967,47.302905,4.27071,6.251967,3.478207,767.909375,25.9425,,
03/31/1999,5.899744,-5.633803,6.181522,6.410468,5.116046,724.814376,25.9575,,
06/30/1999,8.796782,49.104478,5.904146,8.876032,5.706021,1081.042903,25.963499,,
09/30/1999,7.211776,-18.018018,8.691115,9.245867,6.881567,886.635762,25.971001,,
12/31/1999,7.185359,-0.3663,7.238193,7.528777,5.494687,887.004546,25.982,,
03/31/2000,5.811688,-19.117647,6.868358,6.894775,5.190894,694.045,26.087999,,
06/30/2000,5.653187,-2.727273,5.732437,7.370277,5.653187,658.98625,24.7055,,
09/30/2000,4.173848,-26.168224,5.758854,6.52494,4.015348,486.65975,24.6348,,
12/31/2000,6.128689,46.835443,4.121015,6.564565,3.724764,703.511,24.641001,,
03/31/2001,5.241086,-14.482759,6.181522,6.538149,4.860684,601.796819,24.641001,,
06/30/2001,6.234356,18.951613,5.238972,6.234356,4.71275,716.023971,24.266001,,
09/30/2001,5.122739,-17.830508,6.234356,6.234356,4.733884,588.40176,24.271999,,
12/31/2001,6.572491,28.30033,5.069905,6.940212,4.860684,748.050944,24.2736,,
03/31/2002,8.347697,27.009646,6.593624,8.664698,6.392857,950.922961,24.274,,
06/30/2002,7.500247,-10.151899,8.40053,9.381121,7.42628,854.386225,24.073799,,
09/30/2002,5.779988,-22.936038,7.500247,7.500247,5.714474,,26.073999,,
12/31/2002,5.38902,-6.764168,5.779988,5.991322,4.670484,673.5315,26.390301,,
03/31/2003,3.552526,-34.078431,5.410153,5.621487,3.529279,443.580935,26.390301,,
06/30/2003,4.71275,32.659131,3.556753,5.067792,3.529279,589.0991,26.412701,,
09/30/2003,4.583837,-2.735426,4.691617,5.416493,3.909681,572.989827,26.4172,,
