Date,Assets,Net Plant in Service,Gross Utility Plant in Service,Accum Depreciation for Plant Asset,Plant Construction in Progress,Net Nuclear Fuel,Total Utility Plant,Cash & Near Cash Items,Marketable Securities,Restricted Bond Proceeds,Net Accounts Receivable,Supplies And Fuel,Prepaid Expenses,Other Current Assets,Total Current Assets,Decommissioning Funds,Long-Term Investments,Investments in Associated Co.,Other Property & Equipment,Deferred Charges & Others,Total Long Term Assets,Total Assets,Liabilities & Shareholders' Equity,ST Portion of LT Debts,Short Term Debt,Accounts Payable,Other Accounts Payable and Accruals,Other Current Liabilities,Total Current Liabilities,Accum Deferred Income Taxes,Accumulated Deferred ITC,Long-Term Borrowings,Other Liabilities,Total Long-Term Liabilities,Common Stock,Additional Paid in Capital,Retained Earnings & Other Equity,Total Preferred Equity,Minority Interest,Total Equity,Total Capitalization & Liabilities,Source: Bloomberg
12/31/1989,,195.412003,305.157013,-109.745003,,0.0,195.412003,1.547,0,0.0,70.087997,13.061,0.0,2.34,87.036003,0,0.0,,0.0,18.193001,18.193001,300.640991,,6.325,29.603001,49.129002,3.107,11.213,99.376999,26.431,9.8,84.127998,,120.358997,0.03,62.716,18.159,0,0,80.904999,300.640991,
03/31/1990,,197.867996,312.700012,-114.832001,,0.0,197.867996,0.608,0,0.0,47.293999,11.185,0.0,2.427,61.514,0,0.0,,0.0,18.356001,18.356001,277.738007,,7.62,20.902,29.497,4.121,10.742,72.882004,26.83,10.148,82.727997,,119.705997,0.031,62.778999,22.34,0,0,85.150002,277.738007,
06/30/1990,,200.195007,319.966003,-119.771004,,0.0,200.195007,2.016,0,0.0,36.502998,13.859,0.0,2.346,54.723999,0,0.0,,0.0,18.285,18.285,273.20401,,7.62,17.400999,28.761999,3.447,12.218,69.447998,27.271,10.267,82.727997,,120.265995,0.031,62.778999,20.68,0,0,83.490002,273.20401,
09/30/1990,,190.929001,303.233002,-112.304001,3.392,0.0,194.320999,6.819,0,0.0,23.893999,16.679001,0.0,2.812,50.203999,0,0.0,,0.537,19.191999,19.728999,264.253998,,6.0,18.5,18.781,2.703,15.482,61.466,27.261999,13.964,81.807999,,123.034,0.031,62.855,16.868,0,0,79.754002,264.253998,
12/31/1990,,197.404999,314.765015,-117.360001,,0.0,197.404999,2.352,0,0.0,58.278999,15.562,0.0,3.493,79.685997,0,0.0,,0.0,19.427999,19.427999,296.519012,,5.5,24.9,42.390999,3.739,15.466,91.996002,27.304001,10.855,75.557999,,113.716999,0.034,72.098999,18.673,0,0,90.806004,296.519012,
03/31/1991,,200.531998,322.416992,-121.885002,,0.0,200.531998,5.13,0,0.0,49.807999,11.375,0.0,2.859,69.171997,0,0.0,,0.0,18.886,18.886,288.589996,,5.5,7.0,41.979,6.55,16.014,77.042999,27.424,10.784,75.557999,,113.765999,0.034,73.060997,24.686001,0,0,97.781002,288.589996,
06/30/1991,,202.529999,329.479004,-126.948997,,0.0,202.529999,2.54,0,0.0,25.296,13.493,0.0,3.11,44.438999,0,0.0,,0.0,18.620001,18.620001,265.588989,,5.5,17.5,20.434,4.509,9.381,57.324001,26.642,11.431,75.557999,,113.631001,0.034,73.232002,21.368,0,0,94.633999,265.588989,
09/30/1991,,201.570999,328.796997,-127.225998,3.481,0.0,205.052002,2.378,0,0.0,22.768999,16.237,0.0,2.389,43.772999,0,0.0,,0.637,20.287001,20.924001,269.748993,,5.5,12.5,18.51,2.481,7.355,46.346001,26.058001,11.477,95.557999,,133.092999,0.034,73.408997,16.867001,0,0,90.310001,269.748993,
12/31/1991,,207.518997,340.139008,-132.619995,,0.0,207.518997,3.592,0,0.0,53.008999,15.868,0.0,2.753,75.222,0,0.0,,0.0,20.548,20.548,303.289001,,4.5,29.0,40.547001,2.904,6.086,83.037003,26.280001,9.204,91.057999,,126.542,0.034,74.182999,19.493,0,0,93.710003,303.289001,
03/31/1992,,210.039993,347.903992,-137.863998,,0.0,210.039993,2.883,0,0.0,35.153,11.068,0.0,2.043,51.146999,0,0.0,,0.0,20.266001,20.266001,281.453003,,4.5,8.5,26.181,6.933,7.853,53.966999,26.502001,9.101,91.057999,,126.660999,0.034,75.053001,25.738001,0,0,100.824999,281.453003,
