Date,P/E,Average,High,Low,P/Book,P/Tangible Book,P/Sales,P/Cash Flow,P/Free Cash Flow,EV/Sales,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
09/29/1980,,,,,,,,,,,,3.260417,,
12/29/1980,,,,,,,,,,,,3.104167,,
03/29/1981,,,,,,,,,,,,4.729167,,
06/29/1981,,,,,,,,,,,,4.770833,,
09/29/1981,,,,,,,,,,,,4.791667,,
12/29/1981,,,,,,,,,,,,4.458333,,
03/29/1982,,,,,,,,,,,,3.1875,,
06/29/1982,,,,,,,,,,,,2.020833,,
09/29/1982,,,,,,,,,,,,2.354167,,
12/29/1982,,,,,,,,,,,,2.520833,,
03/29/1983,,,,,,,,,,,,2.791667,,
06/29/1983,,,,,,,,,,,,3.479167,,
09/29/1983,,,,,,,,,,,,2.8125,,
12/29/1983,,,,,,,,,,,,2.541667,,
03/29/1984,,,,,,,,,,,,1.75,,
06/29/1984,,,,,,,,,,,,1.458333,,
09/29/1984,,,,,,,,,,,,1.458333,,
12/29/1984,,,,,,,,,,,,1.666667,,
03/29/1985,,,,,,,,,,,,1.8125,,
06/29/1985,,,,,,,,,,,,1.979167,,
09/29/1985,,,,,,,,,,,,2.0,,
12/29/1985,,,,,,,,,,,,1.9375,,
03/29/1986,,,,,,,,,,,,1.75,,
06/29/1986,,,,,,,,,,,,1.729167,,
09/29/1986,,,,,,,,,,,,1.5,,
12/29/1986,,,,,,,,,,,,1.8125,,
03/29/1987,,,,,,,,,,,,2.8125,,
06/29/1987,,,,,,,,,,,,3.25,,
09/29/1987,,,,,,,,,,,,2.833333,,
12/29/1987,,,,,,,,,,,,1.875,,
03/29/1988,,,,,,,,,,,,2.4375,,
06/29/1988,,,,,,,,,,,,2.291667,,
09/29/1988,,,,,,,,,,,,2.0625,,
12/29/1988,,,,,,,,,,,,2.145833,,
03/29/1989,,,,,,,,,,,,2.4375,,
06/29/1989,,,,,,,,,,,,3.104167,,
09/29/1989,,426.512999,426.512999,426.512999,1.931441,,,,,,,3.666667,425.78702,
12/29/1989,,445.992808,494.928023,397.662999,2.104909,,,,,,,3.958333,465.46074,
03/30/1990,,446.669648,507.999398,401.908866,1.935573,,,,,,,3.8125,441.767144,
06/29/1990,13.881579,481.577068,575.633149,394.356267,2.118917,,0.986523,8.9952,,0.827673,7.659654,4.395833,508.4555,
09/28/1990,8.686441,396.593838,563.303024,216.579496,1.213142,,0.587088,5.408974,,0.428394,4.328512,2.5625,256.040128,
12/28/1990,8.361487,187.289192,246.774998,123.289,0.967345,,0.486578,5.560704,,0.32292,4.352783,2.0625,185.511245,
03/29/1991,17.676768,232.526119,306.545494,168.494874,1.366766,,0.745231,6.802735,,0.543777,11.059638,2.916667,286.975489,
06/28/1991,274.99997,216.723662,273.458994,182.233117,1.108452,,0.62826,7.095929,,0.409992,,2.291667,202.393997,
09/27/1991,,203.867638,241.242487,159.824003,1.083558,,0.619179,7.937087,,0.418032,,2.25,206.176989,
12/27/1991,,225.203142,275.881491,194.798004,1.298946,,0.733156,9.734624,,0.550844,,2.708333,276.986504,
03/27/1992,,307.137907,345.308505,273.043242,1.304391,,0.707914,24.455259,,0.54107,,2.75,289.422491,
06/26/1992,32.142857,345.089548,452.734613,264.223001,1.733864,,0.892058,69.20037,,0.748203,24.727141,3.75,434.5795,
09/25/1992,33.950617,513.60619,587.597129,436.349739,2.067013,,1.133521,822.147873,,0.898295,22.832592,4.583333,560.562975,
01/01/1993,48.798076,677.385178,850.841506,544.806254,2.767878,,1.468097,,,1.249943,35.958424,6.34375,846.425353,
04/02/1993,39.204544,769.81047,975.76085,583.135234,2.465075,,1.278795,,,1.078901,29.462643,5.75,771.331983,
07/02/1993,52.297296,992.925788,1215.847975,755.404605,3.399277,,1.801634,63.988077,,1.510192,36.531419,8.0625,1103.394965,
10/01/1993,52.307691,1138.949131,1297.566844,978.070976,3.509002,,1.770723,32.031782,,1.587099,36.505723,8.5,1158.144045,
12/31/1993,68.367345,1137.340304,1315.521471,1004.211414,3.494862,,1.782497,32.981883,,1.603014,28.206962,8.375,1155.949492,
03/31/1994,43.650793,1047.155826,1263.612551,870.431369,2.768738,,1.428752,27.35985,,1.268125,18.970517,6.875,939.704525,
07/01/1994,37.092391,1142.614904,1325.770785,868.125742,3.25573,,1.623453,27.172263,,1.444466,17.540803,8.53125,1172.304442,
09/30/1994,38.561321,1377.537875,1578.084698,1117.716779,3.759337,,1.811398,158.25206,,1.669526,19.648181,10.21875,1458.48443,
12/30/1994,26.923077,1483.572681,1636.574325,1353.471813,3.727939,,1.677009,456.023159,,1.582758,18.189784,10.5,1539.94707,
03/31/1995,28.162651,1584.118777,1835.446832,1330.237561,3.97798,,1.672052,107.373936,,1.603162,19.318743,11.6875,1735.286806,
06/30/1995,26.506024,1587.088989,1810.979078,1351.836794,3.570095,,1.482434,68.863519,,1.408413,17.970596,11.0,1614.747937,
09/29/1995,23.4375,1509.11374,1704.89056,1220.379202,2.788698,,1.123661,49.874648,,1.085154,16.036818,8.4375,1254.865017,
12/29/1995,24.193548,1076.114205,1245.209017,836.229964,2.478973,,1.007352,38.039615,,0.995569,16.686498,7.5,1135.048992,
03/29/1996,31.696428,1242.542764,1450.09999,1022.601015,2.874348,,1.23755,23.016877,,1.224476,21.763587,8.875,1345.054942,
06/28/1996,32.291666,1351.634455,1509.223935,1103.629953,2.573794,,1.132681,26.896768,,1.120731,22.427909,7.75,1174.414969,
09/27/1996,27.631578,1051.135071,1232.157465,908.14196,2.554279,,1.133566,13.99612,50.910284,1.093054,18.792206,7.875,1166.695284,
12/27/1996,24.242424,1166.868437,1356.886461,1000.807721,2.525473,,1.132285,7.805833,12.689772,1.046786,16.160057,8.0,1139.380949,
03/28/1997,23.263889,1235.362218,1380.54344,1061.654028,2.559133,,1.157067,11.390538,19.662944,1.090556,15.726422,8.375,1219.583971,
06/27/1997,28.525641,1291.429,1703.283961,1051.908457,3.253308,,1.482404,13.842269,24.048335,1.393872,19.337865,11.125,1628.383591,
09/26/1997,26.544118,1610.977632,1754.941842,1482.044967,3.157297,,1.464701,22.261818,56.248393,1.410642,18.561126,11.28125,1694.296698,
12/26/1997,19.622093,1480.035525,1757.913337,1216.996053,2.298405,,1.089922,69.179832,,1.025998,13.40752,8.4375,1244.968701,
03/27/1998,22.629311,1306.486435,1535.993565,1059.665675,2.618479,,1.291077,18.607688,38.407334,1.165968,14.910223,9.84375,1399.622626,
06/26/1998,28.851745,1576.638746,1903.782922,1287.20482,3.104919,3.148889,1.652692,24.398782,49.585049,1.432758,31.649867,12.40625,1692.666543,
09/25/1998,31.433824,1537.623827,1843.255717,1129.185924,2.632139,2.667963,1.474136,17.931792,33.242135,1.246664,42.725856,10.6875,1426.659063,
01/01/1999,36.210318,1145.795601,1602.317362,744.267933,2.809522,2.848603,1.531591,21.608544,53.643051,1.303578,53.293108,11.40625,1512.938004,
04/02/1999,40.485076,2058.554748,2430.420828,1577.671426,3.142813,3.182011,1.756132,43.098009,,1.542301,61.123273,13.5625,1838.28245,
07/02/1999,51.069079,2269.663954,2711.822464,1746.854121,4.066877,4.110873,2.393395,64.101955,,2.171277,35.509902,19.40625,2699.924432,
10/01/1999,45.654762,3184.102419,4163.687633,2291.397678,4.687738,4.735986,2.746758,48.390873,144.332905,2.579378,32.415529,23.96875,3444.279582,
12/31/1999,43.996063,4066.164337,4871.470907,3424.237118,5.127148,5.174923,3.094374,37.187043,67.51966,2.905551,31.590067,27.9375,4059.892232,
03/31/2000,86.05442,7591.058687,11426.820561,3586.880343,10.878355,10.968845,6.522238,85.635601,187.062789,6.367291,62.21548,63.25,9665.548236,
06/30/2000,80.978261,9559.60959,11782.434699,7492.395314,10.05875,10.12102,6.863257,53.173434,86.872599,6.819561,57.69438,74.5,11698.343499,
09/29/2000,55.811403,11583.792247,14348.173375,8903.506221,7.88107,8.083225,5.156957,40.999529,71.030242,4.877535,36.626631,63.625,9576.215839,
12/29/2000,23.596015,7884.615119,10655.916406,4674.702126,4.153721,4.263943,2.344452,45.873983,,2.178439,15.000709,32.5625,4840.578788,
03/31/2001,25.832298,7452.362973,9472.046074,4261.817006,4.904101,5.025695,2.733214,26.146489,51.876759,2.45995,15.784361,41.59,6014.599294,
06/29/2001,23.882353,7655.24944,9819.879447,5109.369281,4.413713,4.706444,2.611979,25.481499,43.037186,2.35106,14.522891,40.6,5905.791699,
09/28/2001,11.290323,3384.740612,6485.406401,1721.386027,2.020169,2.168305,1.214165,11.848884,18.135942,0.920525,5.874467,17.5,2140.0625,
12/28/2001,17.791367,3005.5368,4190.833389,2022.181262,2.768102,2.9609,1.877064,8.18715,9.185535,1.485726,9.703583,24.73,3137.246154,
03/29/2002,18.333333,3072.963032,3498.53537,2647.133663,2.515399,2.99674,1.930988,7.256313,7.793769,1.511161,9.911735,23.1,2872.083707,
06/28/2002,14.954545,2399.602615,2925.288715,1838.062789,1.793288,2.161131,1.543176,7.183323,7.988614,1.11042,11.244883,16.45,1855.641919,
