Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
10/28/2007,2120.489,57.493,57.493,0.0,42.881,42.881,,530.131,0.0,0.0,530.131,0.0,110.242,,,,,740.747,1194.909,,,0.0,184.833,44.555,43.543,1.012,23.269,117.009,1379.742,,200.438,200.438,,,,23.654,0.0,23.654,23.654,293.498,,,293.498,517.59,578.707,80.0,498.707,498.707,119.544,,,,,119.544,698.251,1215.841,0.0,1067.354,,,-856.868,687.111,7.051,904.648,0.0,904.648,2120.489,
02/03/2008,2167.257,58.322,58.322,0.0,49.341,49.341,,501.212,0.0,0.0,501.212,0.0,119.996,,,,,728.871,1230.77,2059.294,-828.524,23.346,184.27,45.79,44.333,1.457,23.346,115.134,1438.386,,172.352,172.352,,,,54.982,30.0,24.982,24.982,328.555,,,328.555,555.889,508.765,0.0,508.765,508.765,116.006,,,,,116.006,624.771,1180.66,0.0,1079.206,,,-856.868,758.674,5.585,986.597,0.0,986.597,2167.257,
05/04/2008,2228.653,55.709,55.709,0.0,43.38,43.38,0.0,531.063,,,,,105.12,,,125.13,76.348,735.272,1270.554,,,0.0,222.827,43.564,43.564,0.0,23.929,30.204,1493.381,,313.583,178.048,,,135.535,52.549,26.0,26.549,26.549,161.066,,,161.066,527.198,526.192,0.0,526.192,526.192,177.72,,,,,177.72,703.912,1231.11,0.0,1083.8,0.016,1083.784,-886.849,796.064,4.528,997.543,0.0,997.543,2228.653,
08/03/2008,2288.75,57.904,57.904,0.0,39.621,39.621,0.0,544.609,,,,,106.157,,,124.983,77.262,748.291,1318.573,,,0.0,221.886,43.341,43.341,0.0,25.283,28.279,1540.459,,326.321,184.281,,,142.04,62.833,32.0,30.833,30.833,149.199,,,149.199,538.353,546.965,0.0,546.965,546.965,182.916,,,,,182.916,729.881,1268.234,0.0,1093.601,0.016,1093.585,-906.823,829.519,4.219,1020.516,0.0,1020.516,2288.75,
11/02/2008,2360.43,54.317,54.317,0.0,39.352,39.352,0.0,612.246,,,,,106.613,,,129.958,77.787,812.528,1328.554,,,0.0,219.348,39.057,39.057,0.0,26.242,24.091,1547.902,,349.105,196.903,,,152.202,80.873,50.0,30.873,30.873,126.12,,,126.12,556.098,558.518,0.0,558.518,558.518,185.051,,,,,185.051,743.569,1299.667,0.0,1108.276,0.016,1108.26,-906.823,861.527,-2.217,1060.763,0.0,1060.763,2360.43,
02/01/2009,2357.653,126.314,126.314,0.0,48.609,48.609,0.0,584.011,0.0,0.0,584.011,0.0,115.9,0.0,,93.128,87.677,874.834,1302.245,2277.913,-975.668,0.0,180.574,38.645,38.645,0.0,25.938,22.863,1482.819,,338.609,194.63,0.0,0.0,143.979,32.233,0.0,32.233,32.233,107.315,0.0,0.0,107.315,478.157,553.76,0.0,553.76,553.76,181.6,0.0,0.0,0.0,0.0,181.6,735.36,1213.517,0.0,1117.573,0.016,1117.557,-906.823,936.1,-2.714,1144.136,0.0,1144.136,2357.653,
05/03/2009,2399.996,209.913,209.913,0.0,56.208,56.208,0.0,556.312,,,,,118.682,,,88.105,89.348,941.115,1280.59,,,0.0,178.291,39.47,39.47,0.0,27.054,23.662,1458.881,,322.505,176.973,,,145.532,34.222,0.0,34.222,34.222,136.251,,,136.251,492.978,554.862,0.0,554.862,554.862,187.123,,,,,187.123,741.985,1234.963,0.0,1119.751,0.016,1119.735,-931.787,978.579,-1.51,1165.033,0.0,1165.033,2399.996,
08/02/2009,2430.758,180.656,180.656,0.0,58.729,58.729,0.0,574.985,,,,,174.264,,,84.829,144.93,988.634,1262.458,,,0.0,179.666,41.989,41.989,0.0,28.591,24.257,1442.124,,342.525,189.242,,,153.283,34.93,0.0,34.93,34.93,130.075,,,130.075,507.53,553.96,0.0,553.96,553.96,190.828,,,,,190.828,744.788,1252.318,0.0,1127.963,0.016,1127.947,-956.751,1005.05,2.178,1178.44,0.0,1178.44,2430.758,
11/01/2009,2424.028,185.215,185.215,0.0,52.144,52.144,0.0,608.274,,,,,172.709,,,83.631,143.376,1018.342,1225.116,,,0.0,180.57,41.882,41.882,0.0,30.865,24.192,1405.686,,348.73,179.709,,,169.021,36.151,0.0,36.151,36.151,126.745,,,126.745,511.626,545.226,0.0,545.226,545.226,188.92,,,,,188.92,734.146,1245.772,0.0,1137.148,0.016,1137.132,-991.698,1030.753,2.053,1178.256,0.0,1178.256,2424.028,
01/31/2010,2461.986,308.36,308.36,0.0,52.232,52.232,0.0,563.389,0.0,0.0,563.389,0.0,142.629,0.0,,94.901,105.824,1066.61,1201.857,2342.979,-1141.122,0.0,193.519,42.2,42.2,0.0,32.486,23.932,1395.376,,380.425,212.121,0.0,0.0,168.304,37.839,0.0,37.839,37.839,146.965,0.0,0.0,146.965,565.229,533.635,0.0,533.635,533.635,190.407,0.0,0.0,0.0,0.0,190.407,724.042,1289.271,0.0,1148.244,0.016,1148.228,-1071.606,1093.708,2.369,1172.715,0.0,1172.715,2461.986,
05/02/2010,2398.449,241.964,241.964,0.0,47.46,47.46,0.0,596.66,,,,,144.327,,,87.148,107.522,1030.411,1176.144,,,0.0,191.894,43.667,43.667,0.0,33.924,27.155,1368.038,,356.188,198.28,,,157.908,39.462,0.0,39.462,39.462,142.136,,,142.136,537.786,533.893,0.0,533.893,533.893,193.246,,,,,193.246,727.139,1264.925,0.0,1169.946,0.016,1169.93,-1178.674,1137.466,4.786,1133.524,0.0,1133.524,2398.449,
08/01/2010,2443.845,239.413,239.413,0.0,54.042,54.042,0.0,622.483,,,,,175.905,,,87.561,139.1,1091.843,1158.509,,,0.0,193.493,43.323,43.323,0.0,36.043,26.566,1352.002,,367.342,198.093,,,169.249,41.147,0.0,41.147,41.147,128.807,,,128.707,537.296,534.928,0.0,534.928,534.928,193.502,,,,,193.502,728.43,1265.726,0.0,1181.663,0.016,1181.647,-1178.674,1171.039,4.091,1178.119,0.0,1178.119,2443.845,
10/31/2010,2489.353,235.407,235.407,0.0,43.108,43.108,0.0,687.825,,,,,175.142,,,86.199,138.337,1141.482,1150.286,,,0.0,197.585,43.555,43.555,0.0,38.691,29.14,1347.871,,394.733,201.564,,,193.169,43.503,0.0,43.503,43.503,155.655,,,155.655,593.891,528.27,0.0,528.27,528.27,194.557,,,,,194.557,722.827,1316.718,0.0,1201.174,0.016,1201.158,-1234.974,1201.957,4.478,1172.635,0.0,1172.635,2489.353,
01/30/2011,2470.22,301.657,291.949,9.708,53.971,53.971,0.0,615.841,0.0,0.0,615.841,0.0,152.46,0.0,,96.215,107.461,1123.929,1132.435,2479.815,-1347.38,0.0,213.856,44.111,44.111,0.0,42.858,30.672,1346.291,,372.463,168.776,0.0,0.0,203.687,45.277,0.0,45.277,45.277,156.065,0.0,0.0,156.065,573.805,521.552,0.0,521.552,521.552,204.221,0.0,0.0,0.0,0.0,204.221,725.773,1299.578,0.0,1222.356,0.016,1222.34,-1334.897,1277.803,5.38,1170.642,0.0,1170.642,2470.22,
05/01/2011,2408.78,237.858,228.097,9.761,52.802,52.802,0.0,635.354,,,,,178.724,,,91.26,133.725,1104.738,1100.91,,,0.0,203.132,45.597,45.597,0.0,29.473,36.802,1304.042,,329.392,154.435,,,174.957,47.176,0.0,47.176,47.176,168.69,,,168.69,545.258,515.139,0.0,515.139,515.139,204.397,,,,,204.397,719.536,1264.794,0.0,1238.62,0.016,1238.604,-1437.322,1334.534,8.154,1143.986,0.0,1143.986,2408.78,
07/31/2011,2443.617,271.013,259.18,11.833,63.991,63.991,0.0,638.294,,,,,190.615,,,92.198,145.616,1163.913,1072.269,,,0.0,207.435,45.428,45.428,0.0,32.256,37.553,1279.704,,379.22,189.959,,,189.261,49.362,0.0,49.362,49.362,142.081,,,142.081,570.663,514.724,0.0,514.724,514.724,202.295,,,,,202.295,717.019,1287.682,0.0,1268.313,0.016,1268.297,-1500.279,1379.937,7.964,1155.935,0.0,1155.935,2443.617,
10/30/2011,2533.962,290.807,271.252,19.555,65.709,65.709,0.0,707.997,,,,,195.346,,,95.426,150.347,1259.859,1064.993,,,0.0,209.11,44.266,44.266,0.0,35.082,34.336,1274.103,,450.026,228.431,,,221.595,52.446,0.0,52.446,52.446,169.733,,,169.733,672.205,511.984,0.0,511.984,511.984,203.633,,,,,203.633,715.617,1387.822,0.0,1290.168,0.016,1290.152,-1570.23,1420.471,5.731,1146.14,0.0,1146.14,2533.962,
01/29/2012,2544.084,363.203,342.892,20.311,53.899,53.899,0.0,644.864,0.0,0.0,644.864,0.0,201.922,0.0,,93.485,150.541,1263.888,1067.028,2583.172,-1516.144,0.0,213.168,44.084,44.084,0.0,37.824,37.775,1280.196,,425.84,199.177,0.0,0.0,226.663,54.219,0.0,54.219,54.219,201.247,0.0,0.0,201.247,681.306,505.273,0.0,505.273,505.273,203.676,0.0,0.0,0.0,0.0,203.676,708.949,1390.255,0.0,1313.012,0.016,1312.996,-1671.727,1507.054,5.49,1153.829,0.0,1153.829,2544.084,
04/29/2012,2466.4,291.204,268.928,22.276,57.346,57.346,0.0,682.896,,,,,205.026,,,79.798,153.645,1236.472,1035.759,,,0.0,194.169,44.738,44.738,0.0,26.597,43.036,1229.928,,442.263,246.612,,,195.651,55.92,0.0,55.92,55.92,177.511,,,177.511,675.694,496.004,0.0,496.004,496.004,195.226,,,,,195.226,691.23,1366.924,0.0,1352.906,0.017,1352.889,-1846.635,1586.499,6.706,1099.476,0.0,1099.476,2466.4,
07/29/2012,2521.482,298.741,282.011,16.73,56.358,56.358,0.0,691.82,,,,,254.818,,,84.288,203.437,1301.737,1016.359,,,0.0,203.386,44.043,44.043,0.0,30.94,44.115,1219.745,,460.222,248.072,,,212.15,58.152,0.0,58.152,58.152,188.978,,,188.978,707.352,482.099,0.0,482.099,482.099,195.264,,,,,195.264,677.363,1384.715,0.0,1377.695,0.017,1377.678,-1893.338,1647.088,5.322,1136.767,0.0,1136.767,2521.482,
10/28/2012,2569.007,311.952,298.09,13.862,49.811,49.811,0.0,765.831,,,,,234.461,,,85.308,183.08,1362.055,997.361,,,0.0,209.591,44.248,44.248,0.0,35.412,44.623,1206.952,,501.844,266.708,,,235.136,60.023,0.0,60.023,60.023,181.381,,,181.381,743.248,475.552,0.0,475.552,475.552,193.196,,,,,193.196,668.748,1411.996,0.0,1393.175,0.017,1393.158,-1953.338,1711.574,5.6,1157.011,0.0,1157.011,2569.007,
02/03/2013,2536.981,344.305,335.155,9.15,72.198,72.198,0.0,679.09,0.0,0.0,679.09,0.0,221.543,0.0,,102.992,158.684,1317.136,985.707,2686.422,-1700.715,0.0,234.138,44.242,44.242,0.0,39.934,46.97,1219.845,,448.875,202.122,0.0,0.0,246.753,61.581,0.0,61.581,61.581,244.436,0.0,0.0,244.436,754.892,464.578,0.0,464.578,464.578,193.919,0.0,0.0,0.0,0.0,193.919,658.497,1413.389,0.0,1418.428,0.017,1418.411,-2128.338,1827.996,5.506,1123.592,0.0,1123.592,2536.981,
05/05/2013,2474.184,260.443,252.988,7.455,66.272,66.272,0.0,738.568,,,,,215.126,,,100.601,152.267,1280.409,972.679,,,0.0,221.096,43.914,43.914,0.0,28.426,48.155,1193.775,,459.959,257.628,,,202.331,63.18,0.0,63.18,63.18,246.431,,,246.431,769.57,462.436,0.0,462.436,462.436,190.917,,,,,190.917,653.353,1422.923,0.0,1441.88,0.017,1441.863,-2308.338,1913.209,4.51,1051.261,0.0,1051.261,2474.184,
08/04/2013,2549.906,284.641,281.554,3.087,69.118,69.118,0.0,770.268,,,,,249.404,,,98.162,186.545,1373.431,951.499,,,0.0,224.976,43.031,43.031,0.0,29.678,54.105,1176.475,,484.79,248.467,,,236.323,64.449,0.0,64.449,64.449,221.15,,,221.15,770.389,454.673,0.0,454.673,454.673,177.505,,,,,177.505,632.178,1402.567,0.0,1487.877,0.017,1487.86,-2332.414,1989.401,2.475,1147.339,0.0,1147.339,2549.906,
11/03/2013,2595.982,297.835,295.868,1.967,52.576,52.576,0.0,797.533,,,,,252.842,,0.0,101.321,189.983,1400.786,956.653,,,0.0,238.543,42.951,42.951,0.0,30.326,63.945,1195.196,,484.43,240.603,,,243.827,66.517,0.0,66.517,66.517,208.133,,,208.133,759.08,453.62,0.0,453.62,453.62,178.208,,,,,178.208,631.828,1390.908,0.0,1504.152,0.017,1504.135,-2362.414,2061.254,2.082,1205.074,0.0,1205.074,2595.982,
02/02/2014,2521.968,285.622,285.622,0.0,72.685,72.685,0.0,740.302,0.0,0.0,740.302,0.0,219.634,0.0,0.0,110.408,147.689,1318.243,952.955,2813.629,-1860.674,0.0,250.77,41.14,41.14,0.0,33.577,65.645,1203.725,,497.126,255.251,0.0,0.0,241.875,66.887,0.0,66.887,66.887,230.332,0.0,0.0,230.332,794.345,451.597,0.0,451.597,451.597,182.244,0.0,0.0,0.0,0.0,182.244,633.841,1428.186,0.0,1515.35,0.017,1515.333,-2592.414,2173.005,-2.159,1093.782,0.0,1093.782,2521.968,
05/04/2014,2497.055,230.102,230.102,0.0,65.944,65.944,0.0,792.14,,,,,224.48,,,102.316,152.54,1312.666,949.167,,,0.0,235.222,41.51,41.51,0.0,29.272,62.124,1184.389,,450.722,244.114,,,206.608,68.858,0.0,68.858,68.858,280.633,,,280.633,800.213,450.538,0.0,450.538,450.538,174.963,,,,,174.963,625.501,1425.714,0.0,1537.724,0.017,1537.707,-2722.414,2257.308,-1.277,1071.341,0.0,1071.341,2497.055,
08/03/2014,2565.747,251.757,251.757,0.0,79.446,79.446,0.0,793.364,,,,,250.322,,,103.011,178.382,1374.889,954.109,,,0.0,236.749,41.659,41.659,0.0,31.851,60.228,1190.858,,467.132,246.995,,,220.137,70.072,0.0,70.072,70.072,250.756,,,250.756,787.96,449.873,0.0,449.873,449.873,168.118,,,,,168.118,617.991,1405.951,0.0,1547.085,0.017,1547.068,-2722.414,2335.983,-0.858,1159.796,0.0,1159.796,2565.747,
11/02/2014,2709.497,173.346,173.346,0.0,73.745,73.745,0.0,857.34,,,,,285.49,,28.546,106.792,185.004,1389.921,922.943,,,0.0,396.633,194.411,194.411,0.0,34.577,60.853,1319.576,,512.261,281.049,,,231.212,71.705,0.0,71.705,71.705,232.254,,,232.254,816.22,449.432,0.0,449.432,449.432,204.999,,,,,204.999,654.431,1470.651,0.0,1555.391,0.017,1555.374,-2722.414,2408.605,-2.736,1238.846,0.0,1238.846,2709.497,
02/02/2015,2826.935,444.178,444.178,0.0,87.937,87.937,0.0,777.389,,,,,253.919,,22.176,111.467,165.445,1563.423,906.965,,,0.0,356.547,164.087,138.147,25.94,35.925,45.068,1263.512,,527.466,304.604,,,222.862,71.989,0.0,71.989,71.989,235.204,,,235.204,834.659,438.879,0.0,438.879,438.879,183.41,,,,,183.41,622.289,1456.948,0.0,1562.195,0.017,1562.178,-2722.414,2540.72,-10.514,1369.987,0.0,1369.987,2826.935,
