Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
10/31/2011,1478.105,130.019,83.37,46.649,46.83,46.83,0.0,367.407,0.0,0.0,367.407,0.0,64.074,,69.877,64.074,608.33,670.752,,,129.146,129.146,69.877,,0.0,,0.0,869.775,,265.07,134.48,,130.59,0.0,0.0,,,,0.0,,,0.0,265.07,0.0,0.0,,,,179.229,,,,,179.229,179.229,444.299,0.0,0.015,0.015,0.0,0.0,1041.847,-8.056,1033.806,0.0,1033.806,1478.105,
01/31/2012,1483.708,235.127,145.273,89.854,36.673,36.673,0.0,250.073,0.0,0.0,250.073,0.0,75.119,0.0,74.824,69.876,596.992,684.979,1301.766,-616.787,126.913,126.913,74.824,0.0,0.0,0.0,0.0,886.716,,233.466,95.754,14.462,123.25,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,233.466,0.0,0.0,0.0,0.0,,183.974,0.0,,,,183.974,183.974,417.44,0.0,0.015,0.015,0.0,0.0,1077.765,-11.512,1066.268,0.0,1066.268,1483.708,
04/30/2012,1555.344,247.518,130.462,117.056,43.882,43.882,0.0,299.75,0.0,0.0,299.75,0.0,84.738,,76.293,84.738,675.888,711.932,,,91.231,91.231,76.293,,0.0,,0.0,879.456,,255.204,117.806,,137.398,0.0,0.0,,,,0.0,,,0.0,255.204,0.0,0.0,,,,187.819,,,,,187.819,187.819,443.023,0.0,5.986,0.015,5.971,0.0,1111.722,-5.387,1112.321,0.0,1112.321,1555.344,
07/31/2012,1594.582,271.371,135.481,135.89,48.222,48.222,0.0,322.823,0.0,0.0,322.823,0.0,61.612,,76.832,61.612,704.028,722.058,,,91.664,91.664,76.832,,0.0,,0.0,890.554,,231.74,105.786,,125.954,0.0,0.0,,,,0.0,,,0.0,231.74,0.0,0.0,,,,188.648,,,,,188.648,188.648,420.388,0.0,10.596,0.015,10.581,0.0,1173.013,-9.415,1174.194,0.0,1174.194,1594.582,
10/31/2012,1755.595,362.713,216.648,146.065,43.913,43.913,0.0,395.406,0.0,0.0,395.406,0.0,64.233,,60.77,64.233,866.265,734.793,,,93.767,93.767,60.77,,0.0,,0.0,889.33,,295.089,162.542,,132.547,0.0,0.0,,,,0.0,,,0.0,295.089,0.0,0.0,,,,190.648,,,,,190.648,190.648,485.737,0.0,44.183,0.015,44.168,0.0,1232.531,-6.856,1269.858,0.0,1269.858,1755.595,
01/31/2013,1797.211,473.813,245.327,228.486,39.519,39.519,0.0,282.411,0.0,0.0,282.411,0.0,76.541,0.0,41.926,61.827,872.284,733.416,1456.262,-722.846,149.585,149.585,41.926,0.0,0.0,0.0,0.0,924.927,,250.195,99.059,3.497,147.639,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,250.195,0.0,0.0,0.0,0.0,,192.428,0.0,,,,192.428,192.428,442.623,0.0,48.291,0.015,48.276,0.0,1315.079,-8.782,1354.588,0.0,1354.588,1797.211,
04/30/2013,1869.403,488.402,273.464,214.938,48.868,48.868,0.0,325.471,0.0,0.0,325.471,0.0,91.829,,43.19,91.829,954.57,721.872,,,149.771,149.771,43.19,,0.0,,0.0,914.833,,250.034,128.528,,121.506,0.0,0.0,,,,0.0,,,0.0,250.034,0.0,0.0,,,,193.468,,,,,193.468,193.468,443.502,0.0,74.633,0.015,74.618,0.0,1362.137,-10.869,1425.901,0.0,1425.901,1869.403,
07/31/2013,1993.695,524.345,298.546,225.799,53.807,53.807,0.0,347.064,0.0,0.0,347.064,0.0,72.322,,47.97,72.322,997.538,731.421,,,216.766,216.766,47.97,,,,0.0,996.157,,281.131,128.993,,152.138,0.0,0.0,,,,0.0,,,0.0,281.131,0.0,0.0,,,,193.481,,,,,193.481,193.481,474.612,0.0,93.6,0.015,93.585,0.0,1438.5,-13.017,1519.083,0.0,1519.083,1993.695,
10/31/2013,2118.312,422.476,194.929,227.547,54.717,54.717,0.0,406.712,0.0,0.0,406.712,0.0,92.876,,54.669,92.876,976.781,783.662,,,303.2,303.2,54.669,,,,0.0,1141.531,,325.916,160.787,,165.129,0.0,0.0,,,,0.0,,,0.0,325.916,0.0,0.0,,,,196.114,,,,,196.114,196.114,522.03,0.0,93.26,0.015,93.245,0.0,1508.757,-5.735,1596.282,0.0,1596.282,2118.312,
01/31/2014,2221.214,523.871,242.058,281.813,55.161,55.161,0.0,311.207,0.0,0.0,311.207,0.0,104.741,0.0,52.903,75.968,994.98,806.909,1641.038,-834.129,366.422,366.422,52.903,0.0,0.0,0.0,0.0,1226.234,,331.83,137.036,12.379,182.415,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,331.83,0.0,0.0,0.0,0.0,,195.214,0.0,,,,195.214,195.214,527.044,0.0,97.699,0.015,97.684,0.0,1597.439,-0.968,1694.17,0.0,1694.17,2221.214,
04/30/2014,1945.265,341.621,191.825,149.796,59.267,59.267,0.0,349.045,0.0,0.0,349.045,0.0,103.097,,80.297,103.097,853.03,836.244,,,175.694,175.694,80.297,,,,0.0,1092.235,,362.1,172.515,,189.585,0.0,0.0,,,,0.0,,,0.0,362.1,0.0,0.0,,,,196.76,,,,,196.76,196.76,558.86,0.0,0.014,0.014,0.0,0.0,1384.671,1.72,1386.405,0.0,1386.405,1945.265,
07/31/2014,1904.146,251.994,145.273,106.721,72.813,72.813,0.0,362.028,0.0,0.0,362.028,0.0,105.129,,86.394,105.129,791.964,868.642,,,157.146,157.146,86.394,,,,0.0,1112.182,,368.198,156.81,,211.388,0.0,0.0,,,,0.0,,,0.0,368.198,0.0,0.0,,,,199.891,,,,,199.891,199.891,568.089,0.0,0.013,0.013,0.0,0.0,1333.658,2.386,1336.057,0.0,1336.057,1904.146,
10/31/2014,1988.765,243.196,128.191,115.005,70.803,70.803,0.0,467.097,0.0,0.0,467.097,0.0,116.969,,89.29,116.969,898.065,886.81,,,114.6,114.6,89.29,,,,0.0,1090.7,,409.07,218.251,,190.819,0.0,0.0,,,,0.0,,,0.0,409.07,0.0,0.0,,,,201.712,,,,,201.712,201.712,610.782,0.0,3.883,0.013,3.87,0.0,1380.801,-6.701,1377.983,0.0,1377.983,1988.765,
01/31/2015,1888.741,258.804,154.558,104.246,70.458,70.458,0.0,358.237,0.0,0.0,358.237,0.0,121.618,0.0,85.944,102.863,809.117,889.232,1822.564,-933.332,104.448,104.448,85.944,0.0,0.0,0.0,0.0,1079.624,,353.74,156.09,12.171,185.479,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,353.74,0.0,0.0,0.0,0.0,,207.032,0.0,,,,207.032,207.032,560.772,0.0,0.013,0.013,0.0,0.0,1343.383,-15.427,1327.969,0.0,1327.969,1888.741,
04/30/2015,1917.356,273.557,176.931,96.626,54.283,54.283,0.0,397.998,0.0,0.0,397.998,0.0,119.083,,89.763,119.083,844.921,899.324,,,83.348,83.348,89.763,,,,0.0,1072.435,,320.637,145.379,,175.258,0.0,0.0,,,,0.0,,,0.0,320.637,0.0,0.0,,,,208.274,,,,,208.274,208.274,528.911,0.0,24.606,0.013,24.593,0.0,1376.159,-12.32,1388.445,0.0,1388.445,1917.356,
07/31/2015,1907.333,266.367,194.441,71.926,70.014,70.014,0.0,384.404,0.0,0.0,384.404,0.0,118.678,,94.804,118.678,839.463,900.302,,,72.764,72.764,94.804,,,,0.0,1067.87,,353.277,134.673,,218.604,0.0,0.0,,,,0.0,,,0.0,353.277,115.0,115.0,,,,207.808,,,,,207.808,322.808,676.085,0.0,0.013,0.013,0.0,0.0,1241.227,-9.992,1231.248,0.0,1231.248,1907.333,
10/31/2015,1876.535,219.142,149.597,69.545,68.332,68.332,0.0,441.55,0.0,0.0,441.55,0.0,118.202,,83.3,118.202,847.226,891.871,,,54.138,54.138,83.3,,,,0.0,1029.309,,377.887,190.542,,187.345,0.0,0.0,,,,0.0,,,0.0,377.887,115.0,115.0,,,,211.979,,,,,211.979,326.979,704.866,0.0,0.012,0.012,0.0,0.0,1184.308,-12.651,1171.669,0.0,1171.669,1876.535,
01/31/2016,1833.301,326.337,265.276,61.061,75.723,75.723,0.0,330.223,0.0,0.0,330.223,0.0,102.078,0.0,99.203,102.078,834.361,863.137,1889.861,-1026.724,36.6,36.6,99.203,0.0,0.0,0.0,0.0,998.94,,329.231,118.035,17.145,194.051,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,329.231,150.0,150.0,0.0,0.0,,216.843,0.0,,,,216.843,366.843,696.074,0.0,0.012,0.012,0.0,0.0,1160.666,-23.451,1137.227,0.0,1137.227,1833.301,
04/30/2016,1814.894,287.708,228.144,59.564,72.165,72.165,0.0,359.865,0.0,0.0,359.865,0.0,89.793,,115.149,89.793,809.531,871.504,,,18.71,18.71,115.149,,,,0.0,1005.363,,342.361,151.983,,190.378,0.0,0.0,,,,0.0,,,0.0,342.361,75.0,75.0,,,,223.48,,,,,223.48,298.48,640.841,0.0,0.012,0.012,0.0,0.0,1187.906,-13.865,1174.053,0.0,1174.053,1814.894,
07/31/2016,1874.096,302.347,243.116,59.231,95.003,95.003,0.0,367.197,0.0,0.0,367.197,0.0,94.663,,110.279,94.663,859.21,878.607,,,26.0,26.0,110.279,,,,0.0,1014.886,,357.177,134.825,,222.352,0.0,0.0,,,,0.0,,,0.0,357.177,50.0,50.0,,,,221.901,,,,,221.901,271.901,629.078,0.0,7.124,0.012,7.112,0.0,1264.821,-26.927,1245.018,0.0,1245.018,1874.096,
10/31/2016,1885.191,259.53,234.886,24.644,68.896,68.896,0.0,453.826,0.0,0.0,453.826,0.0,107.767,,117.258,107.767,890.019,872.309,,,5.605,5.605,117.258,,,,0.0,995.172,,405.233,199.421,,205.812,0.0,0.0,,,,0.0,,,0.0,405.233,0.0,0.0,,,,232.325,,,,,232.325,232.325,637.558,0.0,0.012,0.012,0.0,0.0,1285.268,-37.647,1247.633,0.0,1247.633,1885.191,
01/31/2017,1902.637,359.207,248.14,111.067,54.505,54.505,0.0,338.59,0.0,0.0,338.59,0.0,129.095,0.0,109.166,129.095,881.397,867.786,1978.914,-1111.128,44.288,44.288,109.166,0.0,0.0,0.0,0.0,1021.24,,352.928,119.537,4.968,228.423,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,352.928,0.0,0.0,0.0,0.0,,236.625,0.0,,,,236.625,236.625,589.553,0.0,0.012,0.012,0.0,0.0,1347.141,-34.069,1313.084,0.0,1313.084,1902.637,
04/30/2017,1928.075,370.977,252.484,118.493,83.949,83.949,0.0,359.493,0.0,0.0,359.493,0.0,110.431,,113.515,110.431,924.85,851.259,,,38.451,38.451,113.515,,,,0.0,1003.225,,353.481,157.153,,196.328,0.0,0.0,,,,0.0,,,0.0,353.481,0.0,0.0,,,,241.904,,,,,241.904,241.904,595.385,0.0,6.64,0.012,6.628,0.0,1358.319,-32.269,1332.69,0.0,1332.69,1928.075,
07/31/2017,1922.601,386.954,276.759,110.195,75.53,75.53,,365.176,0.0,0.0,365.176,0.0,110.017,,115.906,110.017,937.677,843.058,,,25.96,25.96,115.906,0.0,0.0,0.0,0.0,984.924,,370.155,159.756,,210.399,0.0,,,,,0.0,,,0.0,370.155,0.0,,,,,243.633,,,,,243.633,243.633,613.788,0.0,0.011,0.011,0.0,0.0,1332.145,-23.343,1308.813,0.0,1308.813,1922.601,
10/31/2017,1953.447,327.954,234.726,93.228,78.348,78.348,0.0,449.957,0.0,0.0,449.957,0.0,111.05,,115.778,111.05,967.309,829.106,,,41.254,41.254,115.778,0.0,,,0.0,986.138,,423.073,208.567,,214.506,0.0,0.0,,,,0.0,,,0.0,423.073,0.0,0.0,,,,245.566,,,,,245.566,245.566,668.639,0.0,0.011,0.011,0.0,0.0,1309.541,-24.744,1284.808,0.0,1284.808,1953.447,
01/31/2018,1952.78,447.345,282.22,165.125,76.962,76.962,0.0,351.395,0.0,0.0,351.395,0.0,103.055,0.0,101.567,103.055,978.757,813.768,2023.768,-1210.0,58.688,58.688,101.567,0.0,0.0,0.0,0.0,974.023,,360.214,128.246,16.403,215.565,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,360.214,0.0,0.0,0.0,0.0,,291.663,0.0,0.0,0.0,0.0,291.663,291.663,651.877,0.0,0.695,0.011,0.684,0.0,1310.859,-10.651,1300.903,0.0,1300.903,1952.78,
04/30/2018,2051.215,480.08,313.713,166.367,88.936,88.936,0.0,404.617,0.0,0.0,404.617,0.0,123.505,,99.273,123.505,1097.138,819.725,,,35.079,35.079,99.273,0.0,,,0.0,954.077,,415.091,158.87,,256.221,0.0,0.0,,,,0.0,,,0.0,415.091,0.0,0.0,,,,289.709,,,,,289.709,289.709,704.8,0.0,6.445,0.011,6.434,0.0,1358.683,-18.713,1346.415,0.0,1346.415,2051.215,
07/31/2018,2158.535,603.893,405.727,198.166,90.646,90.646,0.0,375.657,0.0,0.0,375.657,0.0,131.572,,104.169,131.572,1201.768,807.084,,,45.514,45.514,104.169,0.0,0.0,0.0,0.0,956.767,,429.938,149.947,,279.991,0.0,0.0,,,,0.0,,,0.0,429.938,0.0,0.0,,,,284.925,,,,,284.925,284.925,714.863,0.0,18.781,0.011,18.77,0.0,1451.492,-26.601,1443.672,0.0,1443.672,2158.535,
10/31/2018,2197.042,566.412,329.021,237.391,90.954,90.954,0.0,451.659,0.0,0.0,451.659,0.0,139.774,,103.327,139.774,1248.799,808.883,,,36.033,36.033,103.327,0.0,,,0.0,948.243,,454.973,191.684,,263.289,0.0,0.0,,,,0.0,,,0.0,454.973,0.0,0.0,,,,281.46,,,,,281.46,281.46,736.433,0.0,0.011,0.011,0.0,0.0,1492.691,-32.093,1460.609,0.0,1460.609,2197.042,
01/31/2019,2160.515,637.492,358.26,279.232,80.461,80.461,0.0,370.507,0.0,0.0,370.507,0.0,114.296,0.0,104.438,114.296,1202.756,796.029,2081.059,-1285.03,57.292,57.292,104.438,0.0,0.0,0.0,0.0,957.759,,386.644,144.414,11.189,231.041,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,386.644,0.0,0.0,0.0,0.0,,284.773,0.0,0.0,0.0,0.0,284.773,284.773,671.417,0.0,0.011,0.011,0.0,0.0,1516.19,-27.103,1489.098,0.0,1489.098,2160.515,
04/30/2019,3251.82,520.362,291.199,229.163,88.39,88.39,0.0,408.362,0.0,0.0,408.362,0.0,122.183,,101.267,122.183,1139.297,1917.362,,,93.894,93.894,101.267,0.0,,,0.0,2112.523,,433.736,174.258,,259.478,214.443,0.0,214.443,,214.443,0.0,,,0.0,648.179,1092.18,0.0,1092.18,,1092.18,63.49,,,,,63.49,1155.67,1803.849,0.0,0.01,0.01,0.0,0.0,1478.678,-30.717,1447.971,0.0,1447.971,3251.82,
07/31/2019,3138.045,333.416,162.018,171.398,95.131,95.131,0.0,440.087,0.0,0.0,440.087,0.0,131.763,,105.814,131.763,1000.397,1952.977,,,78.857,78.857,105.814,0.0,,,0.0,2137.648,,417.061,181.955,,235.106,209.072,0.0,209.072,,209.072,0.0,,,0.0,626.133,1090.623,0.0,1090.623,,1090.623,59.885,,,,,59.885,1150.508,1776.641,0.0,0.01,0.01,0.0,0.0,1398.681,-37.287,1361.404,0.0,1361.404,3138.045,
10/31/2019,3320.593,337.767,167.07,170.697,99.971,99.971,0.0,531.565,0.0,0.0,531.565,0.0,143.71,,114.641,143.71,1113.013,2009.818,,,83.121,83.121,114.641,0.0,,,0.0,2207.58,,497.141,232.901,,264.24,213.911,0.0,213.911,,213.911,0.0,,,0.0,711.052,1119.34,0.0,1119.34,,1119.34,60.348,,,,,60.348,1179.688,1890.74,0.0,5.211,0.01,5.201,0.0,1454.333,-29.691,1429.853,0.0,1429.853,3320.593,
01/31/2020,3315.633,433.292,221.839,211.453,88.288,88.288,0.0,409.534,0.0,0.0,409.534,0.0,122.282,0.0,104.578,122.282,1053.396,2060.563,3411.44,-1350.877,97.096,97.096,104.578,0.0,0.0,0.0,0.0,2262.237,,417.177,167.871,8.133,241.173,221.593,0.0,221.593,,221.593,0.0,0.0,0.0,0.0,638.77,1137.495,0.0,1137.495,,1137.495,84.013,0.0,0.0,0.0,0.0,84.013,1221.508,1860.278,0.0,9.487,0.01,9.477,0.0,1473.872,-28.004,1455.355,0.0,1455.355,3315.633,
04/30/2020,3356.204,653.861,588.74,65.121,55.91,55.91,0.0,335.64,0.0,0.0,335.64,0.0,131.517,,169.054,131.517,1176.928,1996.95,,,13.272,13.272,169.054,0.0,,,0.0,2179.276,,419.906,104.702,,315.204,243.671,0.0,243.671,,243.671,0.0,,,0.0,663.577,1308.932,220.0,1088.932,,1088.932,85.587,,,,,85.587,1394.519,2058.096,0.0,3.603,0.01,3.593,0.0,1335.43,-40.925,1298.108,0.0,1298.108,3356.204,
07/31/2020,3425.278,663.361,662.86,0.501,60.441,60.441,0.0,351.771,0.0,0.0,351.771,0.0,195.393,,121.292,195.393,1270.966,2023.804,,,9.216,9.216,121.292,0.0,,,0.0,2154.312,,500.89,207.261,,293.629,270.326,0.0,270.326,,270.326,0.0,,,0.0,771.216,1222.25,120.0,1102.25,,1102.25,81.219,,,,,81.219,1303.469,2074.685,0.0,9.966,0.01,9.956,0.0,1369.83,-29.203,1350.593,0.0,1350.593,3425.278,
