Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Equity Float,Market Cap (Listed Shares),Listed Shares Outstanding,Source: Bloomberg
06/30/2013,15.38,,15.21,16.3,14.659,8826.771446,199.630005,199.63,,,
09/30/2013,16.43,6.827048,15.48,17.46,14.52,9296.09972,199.630005,107.7211,,,
12/31/2013,17.83,8.520998,16.45,18.26,16.02,10432.2234,199.630234,107.7199,,,
03/31/2014,16.7,-6.337633,17.84,18.03,15.0,9970.779935,199.630234,107.7199,,,
06/30/2014,17.45,4.491018,16.68,17.65,15.98,10387.676657,199.630234,107.7199,,,
09/30/2014,16.13,-7.56447,17.45,17.82,16.01,9484.184002,199.630234,107.7184,,,
12/31/2014,15.08,-6.509609,16.06,16.1,14.09,9109.578572,199.630234,107.7115,,,
03/31/2015,15.87,5.238727,15.13,17.11,14.25,9334.279737,199.630234,118.8971,,,
06/30/2015,14.24,-10.270951,15.86,16.2,13.88,8463.965536,199.630234,118.8971,,,
09/30/2015,12.82,-9.97191,14.35,15.62,12.33,7337.293101,199.630234,118.8027,,,
12/31/2015,13.96,8.892356,12.85,15.74,12.24,7765.572986,199.630234,118.7966,,,
03/31/2016,13.25,-5.08596,13.71,13.725,10.735,7405.540448,199.630234,118.7966,,,
06/30/2016,11.67,-11.924528,13.14,13.55,10.9,6584.373463,199.630234,120.7983,,,
09/30/2016,14.22,21.8509,11.7,14.65,11.5,8126.78932,199.630234,120.7983,,,
12/31/2016,11.8,-17.018284,14.13,15.22,11.25,6662.901873,199.630234,120.8912,,,
03/31/2017,13.5,14.40678,11.95,13.8,11.9,7562.3899,199.630234,120.8912,,,
06/30/2017,14.15,4.814815,13.55,14.4,12.6,7972.365677,199.63024,120.891228,,,
09/30/2017,13.65,-3.533569,14.3,14.9,13.1,7725.362468,199.63024,120.891228,,,
12/31/2017,16.6,21.611722,13.65,17.05,13.5,9445.86045,199.63024,120.904251,,,
03/31/2018,16.1,-3.012048,16.65,17.7,15.5,9209.632723,199.63024,120.904137,,,
06/30/2018,15.85,-1.552795,16.1,16.8,15.35,9070.758953,199.63024,120.904137,,,
09/30/2018,13.6,-14.195584,15.7,16.15,12.7,7713.943234,199.63024,120.769089,,,
12/31/2018,11.55,-15.073529,13.64,14.54,10.85,6638.502113,199.63024,120.769089,,,
03/31/2019,12.49,8.138528,11.41,13.69,11.32,7278.333771,199.63024,120.769203,,,
06/30/2019,13.96,11.769416,12.6,14.07,11.38,7894.48634,199.63024,120.832253,,,
09/30/2019,14.295,2.399713,14.17,15.01,12.82,8186.66378,199.63024,120.832138,2776.856082,199.6302,
12/31/2019,14.51,1.504022,14.35,14.61,12.82,8317.596196,199.63024,120.832138,,,
03/31/2020,8.99,-38.042729,14.63,15.36,7.92,5281.551987,199.63024,120.832138,,,
06/30/2020,11.95,32.925473,8.6,13.505,7.875,6980.238485,199.63024,120.832512,,,
09/12/2020,15.05,,14.92,15.16,14.86,8862.68035448,199.6302,120.7895,,,
