Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1995,254.576004,,-218.882004,,35.694,,-40.094002,,,,-4.4,-6.0,,6.0,,0.0,0.0,-10.4,6.148,-4.252,0.0,,,-4.252,0.0,-4.252,0,,-4.252,-4.252,,200.0,-0.02125,-0.02125,,200.0,-0.02125,-0.02125,-0.02125,
06/30/1995,268.539001,,-239.516998,,29.022003,,-64.526001,,,,-35.504002,-446.858,,5.858,,0.0,441.0,-482.362001,7.812,-474.549988,0.0,,,-474.550002,0.0,-474.549988,0,,-474.549988,-474.549988,,200.0,-2.3725,-2.3725,,200.0,-2.3725,-2.3725,-2.3725,
09/30/1995,335.225006,,-275.009003,,60.216003,,-44.915001,,,,15.301,-6.338,,6.338,,0.0,0.0,8.963,-2.417,6.546,0.0,,,6.546,0.0,6.546,0,,6.546,6.546,,204.0,0.0325,0.0325,,204.0,0.0325,0.0325,0.0325,
12/31/1995,285.695007,,-220.143997,,65.55101,,-31.562,,,,33.988998,-46.585999,,5.077,,0.0,41.508999,-12.597001,-15.2,-27.797001,0.0,,,-27.797001,0.0,-27.797001,0,,-27.797001,-27.797001,,200.8,-0.13875,-0.13875,-0.13875,200.8,-0.13875,-0.13875,-0.13875,
03/31/1996,280.600006,,-221.100006,,59.5,,-44.400002,,,,15.1,-4.2,,4.2,,0.0,0.0,10.900001,-3.2,7.7,0.0,,,7.700001,0.0,7.7,0,,7.7,7.7,,208.800003,0.03625,0.03625,0.03625,208.800003,0.03625,0.03625,0.03625,
06/30/1996,312.399994,,-242.0,,70.399994,,-45.099998,,,,25.299999,-6.7,,4.4,,0.0,2.3,18.599999,-5.7,12.9,0.0,,,12.899999,0.0,12.9,0,,12.9,12.9,,210.399994,0.06125,0.06125,0.0675,210.399994,0.06125,0.06125,0.0675,
09/30/1996,378.799988,,-293.600006,,85.199982,,-50.700001,,,,34.5,-6.8,,5.8,,0.0,1.0,27.7,-8.4,19.299999,0.0,,,19.3,0.0,19.299999,0,,19.299999,19.299999,,213.600006,0.09,0.09,0.09375,213.600006,0.09,0.09,0.09375,
12/31/1996,416.386993,,-316.338013,,100.04898,,-54.783001,,,,45.265999,-10.452,,6.478,,0.0,3.974,34.813999,-10.53,24.284,0.0,,,24.283999,0.0,24.284,0,,24.284,24.284,,216.8,0.1125,0.1125,0.1125,216.8,0.1125,0.1125,0.1125,
03/31/1997,376.0,,-291.5,,84.5,,-50.0,,,,34.5,-7.0,,7.0,,0.0,0.0,27.5,-8.1,19.4,0.0,,,19.4,0.0,19.4,0,,19.4,19.4,,205.199997,0.095,0.095,0.095,216.399994,0.09,0.09,0.09,
06/30/1997,441.299988,,-333.799988,,107.5,,-51.900002,,,,55.599998,-7.3,,7.3,,0.0,0.0,48.299998,-14.2,34.099998,0.0,,,34.099998,0.0,34.099998,0,,34.099998,34.099998,,206.399994,0.165,0.165,0.165,218.399994,0.155,0.155,0.155,
09/30/1997,474.5,,-356.700012,,117.799988,,-54.099998,,,,63.700001,-7.2,,7.2,,0.0,0.0,56.500001,-16.700001,39.799999,0.0,,,39.8,0.0,39.799999,0,,39.799999,39.799999,,210.800003,0.19,0.19,0.1975,226.800003,0.175,0.175,0.1925,
12/31/1997,514.309021,,-380.80899,,133.500031,,-59.331001,,,,74.168999,-7.091,,7.091,,0.0,0.0,67.077999,-19.796,47.282001,0.0,,,47.281999,0.0,47.282001,0,,47.282001,47.282001,,212.5,0.2225,0.2225,0.23,212.5,0.2075,0.2075,0.215,
03/31/1998,426.899994,,-315.600006,,111.299988,,-56.0,,,,55.299999,-7.2,,7.2,,0.0,0.0,48.099999,-14.9,33.200001,0.0,,,33.2,0.0,33.200001,0,,33.200001,33.200001,,209.600006,0.1575,0.1575,0.1575,222.399994,0.15,0.15,0.15,
06/30/1998,502.700012,,-367.0,,135.700012,,-61.400002,,,,74.300003,-9.0,,9.0,,0.0,0.0,65.300003,-20.200001,45.099998,0.0,,,45.100002,0.0,45.099998,0,0.0,45.099998,45.099998,,210.800004,0.215,0.215,0.215,222.800004,0.2025,0.2025,0.2025,
09/30/1998,477.200012,,-354.600006,,122.600006,,-59.400002,,,,63.200001,-18.0,,8.6,,0.0,9.4,45.200001,-14.0,31.200001,0.0,,,31.200001,0.0,31.200001,0,,31.200001,31.200001,,212.399994,0.1475,0.1475,0.1775,216.399994,0.145,0.145,0.175,
12/31/1998,475.299988,,-364.79599,,110.503998,,-52.91,,,,57.594002,-20.406,,7.921,,0.0,12.485,37.188002,-10.472,26.716,0.0,,,26.716002,0.0,26.716,0,,26.716,26.716,,212.800003,0.125,0.125,0.1675,216.800003,0.1225,0.1225,0.165,
03/31/1999,383.9,,-301.0,,82.9,,-53.6,,,,29.3,-13.5,7.3,7.3,,0.0,6.2,15.8,-5.0,10.8,0.0,,,10.8,0.0,10.8,0,,10.8,10.8,4.2,213.2,0.05,0.05,0.07,216.8,0.05,0.049999,0.07,
06/30/1999,385.0,,-306.899994,,78.100006,,-51.0,,,,27.1,-13.3,7.5,7.5,,0.0,5.8,13.8,-4.7,9.1,0.0,,,9.1,0.0,9.1,0,,9.1,9.1,,213.199997,0.0425,0.0425,0.06,220.0,0.0425,0.0425,0.06,
09/30/1999,373.4,,-296.6,,76.8,,-51.9,,,,24.9,5.6,7.7,7.7,,0.0,-13.3,30.5,-14.6,15.9,0.0,,,15.9,0.0,15.9,0,0.0,15.9,15.9,-8.64,214.8,0.075,0.075,0.055,221.6,0.0725,0.0725,0.0525,
12/31/1999,322.46,,-245.191,,77.269,,-49.234,,,,28.035,-17.219,5.334,5.334,,0.0,11.885,10.816,-3.614,7.202,0.0,,,7.202,0.0,7.202,0,0.0,7.202,7.202,11.197,212.0,0.035,0.035,0.0725,219.6,0.0325,0.0325,0.07,
03/31/2000,338.3,,-260.0,,78.3,,-50.4,,,,27.9,-9.5,4.5,4.5,,0.0,5.0,18.4,-5.7,12.7,0.0,,,12.7,0.0,12.7,0,0.0,12.7,12.7,3.25,204.4,0.0625,0.0625,0.0775,215.2,0.06,0.06,0.075,
06/30/2000,350.0,,-265.6,,84.4,,-51.8,,,,32.6,-9.4,4.3,4.3,,0.0,5.1,23.2,-7.0,16.2,0.0,,,16.2,0.0,16.2,0,0.0,16.2,16.2,3.315,210.8,0.0775,0.0775,0.0925,220.8,0.0725,0.0725,0.0875,
09/30/2000,350.0,,-265.3,,84.7,,-46.2,,,,38.5,-23.6,4.4,4.4,,0.0,19.2,14.9,-6.6,8.3,0.0,,,8.3,0.0,8.3,0,0.0,8.3,8.3,12.48,213.6,0.04,0.04,0.0975,222.4,0.0375,0.0375,0.0925,
12/31/2000,348.4,,-259.1,,89.3,,-49.0,,,,40.3,-53.0,4.8,4.8,,0.0,48.2,-12.7,3.1,-9.6,0.0,,,-9.6,0.0,-9.6,0,0.0,-9.6,-9.6,34.2,216.0,-0.045,-0.045,0.115,216.0,-0.045,-0.045,0.115,
03/31/2001,334.8,,-249.4,,85.4,,-53.5,,,,31.9,-11.2,4.1,4.1,,0.0,7.1,20.7,-6.4,14.3,0.0,,,14.3,0.0,14.3,0,0.0,14.3,14.3,4.9,216.4,0.065,0.065,0.0875,222.0,0.065,0.065,0.0875,
06/30/2001,404.6,,-303.4,,101.2,,-57.4,,,,43.8,-15.1,2.1,2.1,,0.0,13.0,28.7,-8.9,19.8,0.0,,,19.8,0.0,19.8,0,0.0,19.8,19.8,9.0,217.2,0.09,0.09,0.13,232.0,0.0875,0.0875,0.1275,
09/30/2001,417.2,,-309.5,,107.7,,-58.2,,,,49.5,0.4,-0.4,,-0.4,0.0,0.0,49.9,-15.5,34.4,0.0,,,34.4,0.0,34.4,0,0.0,34.4,34.4,,217.6,0.1575,0.1575,0.1575,238.4,0.15,0.15,0.15,
12/31/2001,407.0,,-301.9,,105.1,,-62.0,,,,43.1,0.3,,,,0.0,-0.3,43.4,-13.5,29.9,0.0,,,29.9,0.0,29.9,0,0.0,29.9,29.9,,216.0,0.1375,0.1375,0.1375,236.4,0.1325,0.1325,0.1325,
03/31/2002,366.9,,-278.2,,88.7,,-61.0,,,,27.7,-0.2,0.2,0.2,,0.0,0.0,27.5,-8.0,19.5,0.0,,,19.5,0.0,19.5,0,0.0,19.5,19.5,,216.0,0.09,0.09,0.09,238.4,0.0875,0.0875,0.0875,
06/30/2002,402.6,,-306.6,,96.0,,-63.9,63.9,,0.0,32.1,-0.2,-1.8,0.2,-2.0,0.0,2.0,31.9,-9.2,22.7,0.0,,,22.7,0.0,22.7,0,0.0,22.7,22.7,,216.8,0.105,0.105,0.105,240.0,0.1,0.1,0.1,
09/30/2002,383.8,,-291.1,,92.7,,-64.0,64.0,,0.0,28.7,0.4,-0.4,,,0.0,0.0,29.1,-8.4,20.7,0.0,,,20.7,0.0,20.7,0,0.0,20.7,20.7,,217.2,0.095,0.095,0.095,238.8,0.0925,0.0925,0.0925,
12/31/2002,384.8,,-304.511,,80.289,,-84.205,,,,-3.916,0.561,1.339,5.581,-4.242,0.0,-1.9,-3.355,0.924,-2.431,0.0,,,-2.431,0.0,-2.431,0,0.0,-2.431,-2.431,37.0816,217.44,-0.01,-0.01,0.0675,239.744,-0.01,-0.01,0.0675,
03/31/2003,361.1,,-277.5,,83.6,,-66.1,,,,17.5,-6.1,0.6,2.0,-1.4,0.0,5.5,11.4,-3.0,8.4,0.0,,,8.4,0.0,8.4,0,0.0,8.4,8.4,4.1,218.4,0.0375,0.0375,0.05725,221.6,0.0375,0.0375,0.0565,
06/30/2003,400.9,,-303.8,,97.1,,-68.0,,,,29.1,-1.0,1.0,2.0,-1.0,0.0,0.0,28.1,-7.3,20.8,0.0,,,20.8,0.0,20.8,0,0.0,20.8,20.8,,218.8,0.095,0.095,0.095,240.8,0.0925,0.0925,0.0925,
09/30/2003,429.1,,-326.6,,102.5,,-69.5,,,,33.0,-0.6,0.6,2.1,-1.5,0.0,0.0,32.4,-8.4,24.0,-12.2,,,36.2,0.0,36.2,0,0.0,36.2,36.2,4.3364,217.6,0.1675,0.11,0.13025,238.8,0.1575,0.105,0.1225,
12/31/2003,443.246,,-357.315,,85.931,,-84.969,,,,0.962,4.75,0.757,2.057,-1.3,0.0,-5.507,5.712,-1.662,4.05,0.0,,,4.05,0.0,4.05,0,0.0,4.05,4.05,,215.6,0.02,0.02,0.029776,217.6,0.0175,0.0175,0.029503,
03/31/2004,462.5,,-366.2,,96.3,,-67.5,,,,28.8,-4.5,1.1,2.4,-1.3,0.0,3.4,24.3,-7.0,17.3,0.0,,,17.3,0.0,17.3,0,0.0,17.3,17.3,2.5,215.2,0.08,0.08,0.09,236.0,0.0775,0.0775,0.0875,
06/30/2004,544.6,,-436.1,,108.5,,-71.2,,,,37.3,-9.5,9.5,10.4,-0.9,0.0,0.0,27.8,-9.1,18.7,0.0,,,18.7,0.0,18.7,0,0.0,18.7,18.7,4.6,212.8,0.0875,0.0875,0.11,214.8,0.0875,0.0875,0.11,
