Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
07/28/1995,-0.554,0.529,0.259,0.032,,,0.032,-1.374,,,,-1.374,,,-0.463,,,,-0.463,,,,,,,,,,0.463,,,,,,,,,,,,,,,
10/27/1995,0.651,1.096,0.237,0.028,,,0.028,-0.71,,,,-0.71,,,-0.743,,,,-0.743,,,,,,,,,,0.743,,,,,,,,,,,,,,,
01/26/1996,2.353,2.016,0.313,0.229,,,0.229,-0.205,,,,-0.205,,,-1.013,,,,-1.013,,,,,,,,,,1.013,,,,,,,,,,,,,,,
04/30/1996,1.053,2.959,0.346,-1.961,,,-1.961,-0.291,,,,-0.291,,-2.062,-2.062,,,,-2.062,,,,,,,,,,0.0,,,,,,,,,,,,-1.009,,,
07/26/1996,1.442,-0.491,0.606,-0.017,,,-0.017,1.344,,,,1.344,,,-1.428,,,,-1.428,,,,,,,,,,1.428,,,,,,,,,,,,,,,
10/25/1996,-3.239,2.781,0.668,-0.019,,,-0.019,-6.669,,,,-6.669,,,-0.786,,,,-0.786,,,,,,,,,,0.786,,,,,,,,,,,,,,,
01/24/1997,3.652,3.38,0.693,-0.016,,,-0.016,-0.405,,,,-0.405,,,-0.992,,,,-0.992,,,,,,,,,,0.992,,,,,,,,,,,,,,,
04/25/1997,4.414,-5.42,0.814,7.793,,,7.793,1.227,,,,1.227,,-3.918,-3.918,,,,-3.918,,,,,,,,,,0.0,,,,,,,,,,,,0.496,,,
07/25/1997,2.25,4.221,1.029,0.062,,,0.062,-3.062,,,,-3.062,,0.657,-1.409,0.0,,,-1.409,,,0.0,0.0,0.0,,,,,2.066,1.151,0.0,-0.006,,,,1.157,1.157,0.0,0.0,,4.058,,,
10/24/1997,3.567,4.885,1.397,-0.031,,,-0.031,-2.684,,,,-2.684,,-2.253,-1.853,0.0,,,-1.853,,,0.0,0.0,0.0,,,,,-0.4,1.628,0.0,-0.004,,,,1.632,1.632,0.0,0.0,,2.942,,,
01/23/1998,10.382,5.555,1.459,0.156,,,0.156,3.212,,,,3.212,,-1.624,-1.624,0.0,,,-1.624,,,0.0,0.0,0.0,,,,,0.0,2.024,0.0,-0.002,,,,2.026,2.026,0.0,0.0,,10.782,,,
04/24/1998,6.527,6.304,1.663,-1.491,,,-1.491,0.051,,,,0.051,,-10.635,-3.085,0.0,,,-3.085,,,0.0,0.0,0.0,,,,,-7.55,2.121,0.0,0.0,,,,2.121,2.122,-0.001,0.0,,-1.987,,,
07/31/1998,6.383,7.097,2.122,-0.123,,,-0.123,-2.713,,,,-2.713,,-15.97,-2.34,0.0,,,-2.34,,,0.0,0.0,0.0,,,,,-13.63,3.748,0.0,-0.003,,,,3.751,3.751,0.0,0.0,,-5.839,0.453,0.0,
10/30/1998,13.784,8.376,2.67,-0.669,,,-0.669,3.407,,,,3.407,,1.337,-3.843,0.0,,,-3.843,,,0.0,0.0,0.0,,,,,5.18,1.758,0.0,-0.014,,,,1.772,1.772,0.0,0.0,,16.879,,,
01/29/1999,6.321,9.394,2.299,1.737,,,1.737,-7.109,,,,-7.109,,-1.332,-5.432,0.0,,,-5.432,,,0.0,0.0,0.0,,,,,4.1,6.542,0.0,0.017,,,,6.525,6.525,0.0,0.0,,11.531,,,
04/30/1999,19.459,10.746,1.055,-3.573,,,-3.573,11.231,,,,11.231,,-16.142,-3.859,0.0,,,-3.859,,,0.0,0.0,0.0,,,,,-12.283,143.447998,0.0,0.0,,,,143.447998,143.447998,0.0,0.0,,146.764999,0.954,0.0,
07/30/1999,17.32,13.468,2.837,-3.121,,,-3.121,4.136,,,,4.136,,-15.875,-8.306,0.0,,,-8.306,,,0.0,0.0,0.0,,,,,-7.569,7.296,0.0,0.0,,,,7.296,7.296,0.0,0.0,,8.741,0.034,,
10/29/1999,25.936001,16.048,3.034,-6.196,,,-6.196,13.05,,,,13.05,,-43.332001,-4.858,0.0,,,-4.858,,,0.0,0.0,0.0,,,,,-38.474001,8.199,0.0,0.0,,,,8.199,8.199,0.0,0.0,,-9.197,1.373,,
01/28/2000,9.46,19.799,4.088,-5.99,,,-5.99,-8.437,,,,-8.437,,-16.421,-9.308,0.0,,,-9.308,,,0.0,0.0,0.0,,,,,-7.113,17.549,0.0,0.0,,,,17.549,17.549,0.0,0.0,,10.588,0.11,,
04/30/2000,65.363998,24.476999,5.749,6.711,,,6.711,28.427,,,,28.427,,-38.555,-18.347,0.0,,,-18.347,,,0.0,0.0,0.0,,,,,-20.208,20.789,0.0,0.0,,,,20.789,20.789,0.0,0.0,,47.598,-1.742,,
07/28/2000,63.814999,4.976,6.987,24.746,,,24.746,27.106001,,,,27.106001,,-30.785,-21.034,0.0,,,-21.034,,,0.0,0.0,0.0,,,,,-9.750999,19.705,0.0,0.0,,,,19.705,19.705,0.0,0.0,,52.735001,0.054,0.0,
10/27/2000,83.873001,35.360001,8.418,-3.603,,,-3.603,43.698002,,,,43.698002,,-66.827003,-18.351999,0.0,,,-18.351999,,,0.0,0.0,0.0,,,,,-48.475004,-42.964001,0.0,0.0,,,,20.186001,20.186001,0.0,-63.150002,,-25.917999,0.0,0.0,
