Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,EV/Sales,EV/EBITDA,EV/Market Cap,Total Debt/EV,EV/Net Income,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/26/1999,2532.050068,-284.0,,513.0,5663.0,8424.050068,,,3.326968,0.672242,,,,36.148429,,
06/18/1999,2765.712574,-310.0,550.0,515.0,5232.0,8752.712574,,,3.164722,0.597758,,3540.5,9527.5,37.476423,,
09/10/1999,2172.649971,-290.0,650.0,527.0,5150.0,8209.649971,,,3.778634,0.627311,,2786.349884,8823.349884,35.058977,,
12/31/1999,1843.875,-277.0,693.0,508.0,5069.0,7836.875,8.013165,14.019454,4.25022,0.646814,,2815.724901,8808.724901,34.245708,,
03/24/2000,1950.725,-126.0,196.0,472.0,5539.0,8031.725,8.170626,14.445549,4.117303,0.68964,,2536.475,8617.475,35.687975,,
06/16/2000,2160.71247,-155.0,671.0,440.0,4835.0,7951.71247,8.189199,14.752713,3.680134,0.608045,,2788.71262,8579.71262,35.268267,,
09/08/2000,2401.200033,-188.0,671.0,431.0,4829.0,8144.200033,8.160521,14.595341,3.391721,0.592937,,3092.849934,8835.849934,36.023849,,
12/31/2000,2863.068789,-313.0,671.0,485.0,5322.0,9028.068789,6.313335,9.493237,3.153284,0.589495,57.872236,3726.0,9891.0,39.843199,,
03/23/2001,2785.790073,-112.0,196.0,410.0,5906.0,9185.790073,4.326797,8.53698,3.297373,0.64295,37.493021,3440.290073,9840.290073,38.322678,,
06/15/2001,3378.423843,-217.0,354.0,254.0,5835.0,9604.423843,3.283564,7.677397,2.842871,0.607533,27.678455,3831.8,10057.8,35.761342,,
09/07/2001,3190.590074,-182.0,354.0,219.0,5866.0,9447.590074,2.664295,7.35221,2.961079,0.620899,26.463838,3457.890074,9714.890074,35.137193,,
12/31/2001,2368.800108,-352.0,339.0,210.0,6077.0,8642.800108,2.290697,9.174947,3.648598,0.703129,169.466669,2590.199892,8864.199892,32.070765,,
03/22/2002,3175.2,-341.0,339.0,213.0,6040.0,9426.2,2.557298,10.43876,2.968695,0.640767,471.31,3162.0,9413.0,34.792655,,
06/14/2002,3039.904,-243.0,354.0,247.0,6125.0,9522.904,2.631363,10.983742,3.132633,0.643186,,3057.124,9540.124,35.123047,,
09/06/2002,2658.0,-394.0,354.0,240.0,6128.0,8986.0,2.527707,10.787515,3.380737,0.68195,,2633.0,8961.0,33.018109,,
12/31/2002,2333.745106,-361.0,354.0,223.0,6113.0,8662.745106,2.387089,10.227562,3.71195,0.705665,,2332.860053,8661.860053,32.083826,,
03/28/2003,1830.34,-313.0,354.0,220.0,6076.0,8167.34,2.258043,9.984523,4.462198,0.743939,,1828.956,8165.956,30.157527,,
06/20/2003,2329.35,-312.0,354.0,214.0,6161.0,8746.35,2.48053,11.448102,3.754846,0.704408,,2326.713,8743.713,32.234559,,
09/12/2003,2954.043122,-547.0,354.0,113.0,6056.0,8930.043122,2.572758,12.317301,3.02299,0.67816,,2753.244,8729.244,29.494631,,
