Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investments & Loans Income (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Operating (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,Extraordinary & Accounting Items,Income (Loss) incl. Minority Interest,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1989,66.028001,3.147,6.113,0.0,6.113,-2.966,62.881001,0.0,,,,59.832001,3.049,0.0,66.028001,-29.868,0.0,29.868,36.16,0.0,0.0,36.16,-14.275,21.885,0.0,,,21.885,0.0,21.885,0.0,,21.885,21.885,,707.697012,0.031111,0.031111,,707.697012,0.031111,0.031111,0.031111,
03/31/1990,66.692002,4.54,7.537,0.0,7.537,-2.997,62.152002,0.0,,,,60.518002,1.634,0.0,66.692002,-30.490999,0.0,30.490999,36.201,0.0,0.0,36.201,-14.285,21.916,0.0,,,21.916,0.0,21.916,0.0,,21.916,21.916,,707.202026,0.031111,0.031111,,707.202026,0.031111,0.031111,0.031111,
06/30/1990,69.813,5.68,8.591,0.0,8.591,-2.911,64.133001,0.0,,,,62.436001,1.697,0.0,69.813,-34.202999,0.0,34.202999,35.610001,0.0,0.0,35.610001,-12.809,22.801001,0.0,,,22.801001,0.0,22.801001,0.0,,22.801001,22.801001,,708.228012,0.032222,0.032222,,708.228012,0.032222,0.032222,0.032222,
09/30/1990,73.350001,7.736,10.838,0.0,10.838,-3.102,65.614001,-0.179,,,,62.978001,2.815,0.0,73.350001,-36.897999,0.0,36.897999,36.452,0.0,0.0,36.452,-13.611,22.841,0.0,,,22.841,0.0,22.841,0.0,,22.841,22.841,,708.858009,0.032222,0.032222,,708.858009,0.032222,0.032222,0.032222,
12/31/1990,70.898,5.32,8.297,0.0,8.297,-2.977,65.578,0.0,,,,63.646,1.932,0.0,70.898,-33.036999,0.0,33.036999,37.861,0.0,0.0,37.861,-14.835,23.025999,0.0,,,23.026,0.0,23.025999,0.0,,23.025999,23.025999,,705.293976,0.032778,0.032778,,705.293976,0.032778,0.032778,0.032778,
03/31/1991,74.003999,6.08,8.916,0.0,8.916,-2.836,67.923999,0.0,,,,65.695999,2.228,0.0,74.003999,-35.597,0.0,35.597,38.407001,0.0,0.0,38.407001,-14.701,23.705999,0.0,,,23.706001,0.0,23.705999,0.0,,23.705999,23.705999,,702.612007,0.033333,0.033333,,702.612007,0.033333,0.033333,0.033333,
06/30/1991,78.447,5.992,8.751,0.0,8.751,-2.759,72.455,0.0,,,,70.139,2.316,0.0,78.447,-38.234001,0.0,38.234001,40.213001,0.0,0.0,40.213001,-15.947,24.266001,0.0,,,24.266002,0.0,24.266001,0.0,,24.266001,24.266001,,702.738007,0.034444,0.034444,,702.738007,0.034444,0.034444,0.034444,
09/30/1991,83.439998,5.094,8.118,0.0,8.118,-3.024,78.345998,0.001,,,,74.156998,4.188,0.0,83.439998,-37.201,0.0,37.201,46.238998,0.0,0.0,46.238998,-19.000999,27.238001,0.0,,,27.237999,0.0,27.238001,0.0,,27.238001,27.238001,,700.397987,0.038889,0.038889,,700.397987,0.038889,0.038889,0.038889,
12/31/1991,86.498999,4.968,7.855,0.0,7.855,-2.887,81.530999,0.0,,,,78.500999,3.03,0.0,86.498999,-38.452999,0.0,38.452999,48.046001,0.0,0.0,48.046001,-19.259001,28.787001,0.0,,,28.787001,0.0,28.787001,0.0,,28.787001,28.787001,,703.098015,0.041111,0.041111,,703.098015,0.041111,0.041111,0.041111,
03/31/1992,92.970997,4.717,7.577,0.0,7.577,-2.86,88.253996,0.0,,,,81.672997,6.581,0.0,92.970997,-40.936001,0.0,40.936001,52.035,0.0,0.0,52.035,-20.948,31.087,0.0,,,31.087,0.0,31.087,0.0,,31.087,31.087,,703.133995,0.044444,0.044444,,703.133995,0.044444,0.044444,0.044444,
