Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/26/1994,3746.954102,43.469001,27.919001,15.55,449.130005,,,39.341999,,,,,82.846001,,,,,,614.786987,1458.895996,2841.029053,-1382.133057,0.0,,1673.270996,,,,,1673.270996,3132.166992,,177.369995,177.369995,,,,0.09,,,,,,333.61401,,,,333.61401,511.074005,627.012024,,,,,590.133972,,,590.133972,1217.145996,1728.220001,0.0,231.716003,,,-643.197998,,2430.215942,2018.733948,0.0,2018.733948,3746.953949,
09/25/1994,3713.004883,25.279,6.328,18.951,442.240997,,,55.237,,,,,90.932999,,,,,,613.690002,1443.642944,2859.541016,-1415.897949,0.0,,1655.671997,,,,,1655.671997,3099.314941,,204.044006,204.044006,,,,0.069,,,,,,300.498993,,,,300.498993,504.612,916.302979,,,,,600.947021,,,600.947021,1517.25,2021.862,0.0,231.647995,,,-35.895,,1495.389996,1691.14299,0.0,1691.14299,3713.00499,
12/31/1994,3707.052002,44.252,44.229,0.023,517.359985,,,53.047001,,,,,36.178001,,,,,,650.836975,1428.144043,2814.456055,-1386.312012,0.0,,1628.071045,,,,,1628.071045,3056.215088,,215.884995,215.884995,,,,1.026,,,,,,310.143021,,,,310.143021,527.054016,767.27002,,,,,590.48999,,,590.48999,1357.76001,1884.814026,0.0,238.815994,,,-1008.198975,,2591.620972,1822.237991,0.0,1822.237991,3707.052017,
03/26/1995,3652.733887,15.967,15.931,0.036,464.088013,,,71.004997,,,,,29.528999,,,,,,580.588989,1414.290039,2838.846924,-1424.557007,0.0,,1657.85498,,,,,1657.85498,3072.14502,,187.662994,187.662994,,,,61.347,,,,,,327.797989,,,,327.797989,576.807983,624.84198,,,,,577.599976,,,577.599976,1202.441956,1779.249939,0.0,236.362,,,-993.960999,,2631.082947,1873.483948,0.0,1873.483948,3652.733887,
06/30/1995,3682.933105,12.778,12.741,0.037,513.380981,,,79.988998,,,,,24.662001,,,,,,630.809998,1412.358032,2866.469971,-1454.112061,0.0,,1639.765015,,,,,1639.765015,3052.123047,,199.772003,199.772003,,,,61.476002,,,,,,325.52702,,,,325.52702,586.775024,553.724976,,,,,572.724976,,,572.724976,1126.449951,1713.224976,0.0,235.904999,,,-989.572998,,2723.375977,1969.707977,0.0,1969.707977,3682.932953,
09/24/1995,3725.555908,35.537,14.249,21.288,500.752014,,,101.042,,,,,38.276001,,,,,,675.606995,1413.786011,2904.052002,-1490.265991,0.0,,1636.162964,,,,,1636.162964,3049.948975,,223.061996,223.061996,,,,59.824001,,,,,,312.252979,,,,312.252979,595.138977,541.536011,,,,,569.012024,,,569.012024,1110.548035,1705.687012,0.0,235.546997,,,-986.659973,,2770.981995,2019.869019,0.0,2019.869019,3725.55603,
12/31/1995,6503.799805,46.985002,46.962002,0.023,621.559021,,,111.653,,,,,73.887001,,,,,,854.083984,2070.687012,3559.666016,-1488.979004,0.0,,3579.029053,,,,,3579.029053,5649.716065,,279.593994,279.593994,,,,90.750999,,,,,,442.42698,,,,442.42698,812.771973,2767.879883,,,,,777.5,,,777.5,3545.379883,4358.151856,0.0,239.020996,,,-973.271973,,2879.898926,2145.647949,0.0,2145.647949,6503.799805,
03/31/1996,6438.694824,50.876002,50.851002,0.025,559.176025,,,119.162003,,,,,69.625999,,,,,,798.840027,2066.809082,3601.677002,-1534.868042,0.0,,3573.045898,,,,,3573.045898,5639.85498,,231.018997,231.018997,,,,0.123,,,,,,474.152986,,,,474.152986,705.294983,2769.474121,,,,,767.593994,,,767.593994,3537.068115,4242.363098,0.0,239.477997,,,-963.932983,,2920.786987,2196.332001,0.0,2196.332001,6438.695099,
06/30/1996,6437.47998,33.324999,33.313999,0.011,614.560974,,,105.957001,,,,,68.998001,,,,,,822.841003,2066.504883,3651.103027,-1584.598022,0.0,,3548.134033,,,,,3548.134033,5614.638916,,212.429993,212.429993,,,,0.281,,,,,,451.403998,,,,451.403998,664.11499,2703.891113,,,,,767.369995,,,767.369995,3471.261108,4135.376099,0.0,239.462997,,,-959.416992,,3022.058105,2302.104111,0.0,2302.104111,6437.480209,
09/30/1996,6245.296875,52.575999,49.161999,3.414,572.547974,,,82.675003,,,,,67.886002,,,,,,775.684998,1969.503052,3395.197021,-1425.69397,0.0,,3500.108887,,,,,3500.108887,5469.611938,,213.871002,213.871002,,,,0.029,,,,,,702.316978,,,,702.316978,916.21698,1930.863037,,,,,730.263,,,730.263,2661.126038,3577.343018,0.0,239.490005,,,-957.809998,,3386.274109,2667.954117,0.0,2667.954117,6245.297134,
12/29/1996,6349.597168,31.202001,27.179001,4.023,616.945007,,,73.621002,,,,,44.837002,,,,,,766.60498,1994.060059,3423.399902,-1429.339966,0.0,,3588.931885,,,,,3588.931885,5582.991943,,261.838013,261.838013,,,,23.302,,,,,,433.855959,,,,433.855959,718.995972,1880.292969,,,,,819.48999,,,819.48999,2699.782959,3418.778931,0.0,248.335999,,,-942.609009,,3625.090942,2930.817932,0.0,2930.817932,6349.596863,
03/30/1997,6244.895996,44.978999,37.223999,7.755,532.15802,,,75.889999,,,,,35.776001,,,,,,688.802979,1978.176025,3452.378906,-1474.203003,0.0,,3577.916992,,,,,3577.916992,5556.093018,,227.774994,227.774994,,,,23.125999,,,,,,470.46003,,,,470.46003,721.361023,1660.469971,,,,,836.768005,,,836.768005,2497.237976,3218.598999,0.0,249.266006,,,-932.588989,,3709.619995,3026.297012,0.0,3026.297012,6244.896011,
06/29/1997,6322.413086,56.710999,44.162998,12.548,539.278992,,,80.694,,,,,66.984001,,,,,,743.66803,2001.937988,3523.600098,-1521.661987,0.0,,3576.806885,,,,,3576.806885,5578.744873,,211.686005,211.686005,,,,20.825001,,,,,,416.566021,,,,416.566021,649.077026,1654.394043,,,,,839.973999,,,839.973999,2494.368042,3143.445068,0.0,250.410995,,,-925.116028,,3853.672913,3178.96788,0.0,3178.96788,6322.412949,
09/28/1997,6398.937988,46.123999,44.154999,1.969,552.849976,,,93.825996,,,,,79.876999,,,,,,772.677002,2013.170044,3578.27002,-1565.099976,0.0,,3613.091064,,,,,3613.091064,5626.261108,,239.464996,239.464996,,,,18.375,,,,,,436.225006,,,,436.225006,694.065002,1594.969971,,,,,826.666016,,,826.666016,2421.635986,3115.700989,0.0,413.792999,,,-920.59198,,3790.036072,3283.237091,0.0,3283.237091,6398.93808,
12/29/1997,6890.351074,52.777998,45.058998,7.719,638.310974,,,101.080002,,,101.080002,,92.464996,,,,,,884.633972,2192.041992,3754.836914,-1562.795044,0.0,,3813.675049,3584.393066,,,,229.281982,6005.717041,,274.549988,274.549988,,,,18.375,,,,,,474.575989,,,,474.575989,767.500977,1740.534058,,,,,902.580017,,,902.580017,2643.114075,3410.615051,0.0,428.786987,,,-916.708008,,3967.656982,3479.735962,0.0,3479.735962,6890.351013,
03/29/1998,6936.606,191.35,36.585,154.765,552.383,552.383,,119.876,,,119.875999,,91.22,,,,,,954.829,2067.823,3628.692,-1560.869,0.0,,3913.954,3607.105,3607.105,0.0,,306.849,5981.777,,237.806,237.806,,,,0.0,,,,,,581.654,,,,581.654,819.46,1376.304,,,,,957.709,,,957.709,2334.013,3153.473,0.0,430.528,,,-905.283,4284.545,-26.657,3783.133,0.0,3783.133,6936.606,
06/28/1998,6823.818848,55.933999,40.800999,15.133,612.271973,,,103.379997,,,103.379997,,96.970001,,,,,,868.55603,2081.868896,3688.48291,-1606.614014,0.0,,3873.394043,3665.961914,,,,207.432129,5955.262939,,237.882996,237.882996,,,,0.0,,,,,,498.992004,,,,498.992004,736.875,1174.249023,,,,,955.880005,,,955.880005,2130.129028,2867.004028,0.0,430.541992,,,-901.809021,,4428.08197,3956.814941,0.0,3956.814941,6823.81897,
09/27/1998,6975.755859,54.302002,35.226002,19.076,594.926025,,,94.510002,,,94.510002,,153.839005,,,,,,897.577026,2093.080078,3733.188965,-1640.109009,0.0,,3985.099121,3773.816895,,,,211.282227,6078.179199,,313.639008,313.639008,,,,0.0,,,,,,467.392975,,,,467.392975,781.031982,1288.182983,,,,,1004.471985,,,1004.471985,2292.654968,3073.686951,0.0,430.695007,,,-1077.597046,,4548.971069,3902.069031,0.0,3902.069031,6975.755981,
12/27/1998,6979.47998,66.187001,60.103001,6.084,664.539978,,,87.176003,,,87.176003,,88.482002,,,,,,906.38501,2063.782959,3666.74292,-1602.959961,0.0,,4009.312012,3794.601074,,,,214.710938,6073.094971,,282.798004,282.798004,,,,7.812,,,,,,437.356976,,,,437.356976,727.96698,1306.859009,,,,,964.830017,,,964.830017,2271.689026,2999.656006,0.0,450.466003,,,-1223.077026,,4752.434937,3979.823914,0.0,3979.823914,6979.479919,
03/28/1999,6847.262207,37.235999,37.223999,0.012,609.437988,,,87.602997,,,87.602997,0.0,71.928001,,,,,,806.205017,2053.587891,3705.766113,-1652.177979,0.0,,3987.468994,3767.25,3767.25,0.0,,220.218994,6041.056885,,250.315002,250.315002,,,,0.0,0.0,0.0,0.0,,,511.503967,,,,511.503967,761.81897,998.953979,998.953979,0.0,0.0,,975.08197,,,975.08197,1974.03595,2735.854919,0.0,449.881012,,,-1215.219971,,4876.74585,4111.406891,0.0,4111.406891,6847.26181,
06/27/1999,7003.987793,81.834999,44.041,37.793999,664.812988,,,82.206001,,,82.206001,0.0,56.879002,,,,,,885.732971,2047.912964,3698.314941,-1650.401978,0.0,,4070.342041,3797.738037,3797.738037,0.0,,272.604004,6118.255005,,239.192993,239.192993,,,,0.0,0.0,0.0,0.0,,,467.38501,,,,467.38501,706.578003,957.151978,957.151978,0.0,0.0,,996.809021,,,996.809021,1953.960999,2660.539001,0.0,452.824005,,,-1208.227051,,5098.843994,4343.440948,0.0,4343.440948,7003.97995,
09/26/1999,8935.296875,54.375998,54.363998,0.012,721.401978,,,97.481003,,,97.481003,0.0,108.936996,,,,,,982.195984,2189.969971,3890.337891,-1700.368042,0.0,,5763.130859,5434.10791,5434.10791,0.0,,329.022949,7953.10083,,360.019989,360.019989,,,,0.0,0.0,0.0,0.0,,,556.643036,,,,556.643036,916.663025,2496.910889,2496.910889,0.0,0.0,,1079.120972,,,1079.120972,3576.03186,4492.694885,0.0,453.26001,,,-1298.905029,,5288.24707,4442.602051,0.0,4442.602051,8935.296936,
12/27/1999,9006.446289,46.159999,46.147999,0.012,800.682007,,,95.014,,0.0,0.0,0.0,133.365997,,,,,,1075.222046,2223.852051,3883.912109,-1660.060059,309.144989,,5398.227051,5398.227051,5398.227051,0.0,,0.0,7931.224091,,312.277008,312.277008,,,,0.0,0.0,0.0,0.0,,,571.501007,,,,571.501007,883.778015,2463.25,2463.25,0.0,0.0,,1029.771973,,,1029.771973,3493.021973,4376.799988,0.0,477.687988,,,-1359.262939,,5511.220947,4629.645996,0.0,4629.645996,9006.445984,
03/26/2000,8206.161,393.328,59.571,333.757,695.996,695.996,,99.272,,0.0,0.0,0.0,93.727,,,,,,1282.323,1884.781,3475.861,-1591.08,323.701996,,5039.057,4715.355,4715.355,0.0,,323.702,7247.539996,,305.756,305.756,,,,0.0,0.0,0.0,0.0,,,1587.623,,,,1587.623,1893.379,650.492,650.492,0.0,0.0,,922.886,,,922.886,1573.378,3466.757,0.0,478.834,,,-2129.867,6398.147,-7.71,4739.404,0.0,4739.404,8206.161,
06/25/2000,8924.167969,317.654987,54.328999,263.325989,779.393005,,,102.324997,,0.0,0.0,0.0,84.316002,,,,,,1283.688965,2029.105957,3664.949951,-1635.843994,340.799011,,5270.574219,5270.574219,5270.574219,0.0,,0.0,7640.479187,,390.125,390.125,,,,0.0,0.0,0.0,0.0,,,599.109009,,,,599.109009,989.234009,2350.106934,2350.106934,0.0,0.0,,885.396973,,,885.396973,3235.503906,4224.737915,0.0,480.239014,,,-2318.739014,,6537.929932,4699.429932,0.0,4699.429932,8924.167847,
09/24/2000,12765.120117,171.513,62.862999,108.650002,851.015991,,,123.385002,,0.0,0.0,0.0,111.584,,,,,,1257.498047,2378.284912,4074.625977,-1696.340942,394.165009,,8735.166992,8735.166992,8735.166992,0.0,,0.0,11507.616913,,461.75,461.75,,,,0.0,0.0,0.0,0.0,,,663.229004,,,,663.229004,1124.979004,5911.926758,5911.926758,0.0,0.0,,916.937988,,,916.937988,6828.864746,7953.84375,0.0,480.665985,,,-2317.511963,,6648.116943,4811.270966,0.0,4811.270966,12765.114716,
12/31/2000,12980.410156,193.195999,69.954002,123.241997,875.362976,,,128.320999,104.848,0.0,0.0,0.0,105.456001,,,,,,1302.33606,2461.398926,4135.201172,-1673.802002,475.872009,,8740.803711,8740.803711,8740.803711,0.0,,0.0,11678.074646,,493.243011,493.243011,,,,0.0,0.0,0.0,0.0,,,680.757965,,,,680.757965,1174.000977,5747.855957,5747.855957,0.0,0.0,,955.143982,,,955.143982,6702.999939,7877.000916,0.0,495.135986,,,-2307.792969,,6916.066895,5103.409912,0.0,5103.409912,12980.410828,
04/01/2001,12711.76,144.918,70.568,74.35,767.153,767.153,,147.247,147.246994,0.0,0.0,0.0,95.021,,,,,,1154.339,2462.7,4187.901,-1725.201,487.626,,8607.095,8607.095,8607.095,0.0,,0.0,11557.421,,377.81,377.81,,,,0.0,0.0,0.0,0.0,,,702.872,,,,702.872,1080.682,5530.826,5530.826,0.0,0.0,,938.141,,,938.141,6468.967,7549.649,0.0,498.043,,,-2301.898,7112.309,-146.343,5162.111,0.0,5162.111,12711.76,
07/01/2001,12794.19043,150.658005,72.648003,78.010002,802.317993,,,138.882996,138.882996,0.0,0.0,0.0,93.236,,,,,,1185.094971,2490.876953,4264.049805,-1773.172974,483.475006,,8634.739258,8634.739258,8634.739258,0.0,,0.0,11609.091217,,316.131989,316.131989,,,,0.0,0.0,0.0,0.0,,,777.483002,,,,777.483002,1093.61499,5417.191895,5417.191895,0.0,0.0,,936.786011,,,936.786011,6353.977905,7447.592896,0.0,500.544006,,,-2297.279053,,7143.327881,5346.592834,0.0,5346.592834,12794.18573,
09/30/2001,12785.349609,128.631004,68.730003,59.901001,752.653015,,,114.522003,114.522003,0.0,0.0,0.0,121.068001,,,,,,1116.874023,2506.843994,4313.745117,-1806.901001,458.54599,,8703.087891,8703.087891,8703.087891,0.0,,0.0,11668.477875,,313.0,313.0,,,,0.0,0.0,0.0,0.0,,,871.615967,,,,871.615967,1184.615967,5071.180176,5071.180176,0.0,0.0,,1014.773987,,,1014.773987,6085.954163,7270.570129,0.0,502.526001,,,-2295.4729,,7307.72876,5514.78186,0.0,5514.78186,12785.35199,
12/30/2001,13096.099609,140.628998,73.904999,66.723999,805.745972,,,104.848,104.848,0.0,0.0,0.0,126.974998,,,,,,1178.197998,2465.469971,4207.074219,-1741.604004,768.073975,,8684.359375,8684.359375,8578.025391,106.333984,,0.0,11917.90332,,354.622009,354.622009,,,,0.0,0.0,0.0,0.0,,,773.115051,,,,773.115051,1127.737061,5080.024902,5080.024902,0.0,0.0,,1152.416992,,,1152.416992,6232.441895,7360.178955,0.0,534.677002,,,-2275.737061,,7476.982178,5735.922119,0.0,5735.922119,13096.101074,
03/31/2002,12894.049805,110.23,66.195,44.035,729.190002,,,87.518997,87.518997,0.0,0.0,0.0,109.348,,,,,,1036.286987,2462.487061,4254.650879,-1792.16394,743.934998,,8651.338867,8546.938477,8546.938477,0.0,,104.400391,11857.760925,,305.174988,305.174988,,,,0.0,0.0,0.0,0.0,,,652.554993,,,,652.554993,957.72998,4849.562988,4849.562988,0.0,0.0,,1153.886963,,,1153.886963,6003.449951,6961.179932,0.0,553.098999,,,-2258.496094,,7638.265137,5932.868042,0.0,5932.868042,12894.047974,
06/30/2002,13055.919922,78.708998,57.203999,21.504999,770.276001,,,82.405998,82.405998,0.0,0.0,0.0,106.241997,,,,,,1037.633057,2484.819092,4335.14502,-1850.32605,734.125,,8799.344727,8799.344727,8696.677734,102.666992,,0.0,12018.288818,,281.963989,281.963989,,,,0.0,0.0,0.0,0.0,,,914.732056,,,,914.732056,1196.696045,4499.039062,4499.039062,0.0,0.0,,1097.526001,,,1097.526001,5596.565063,6793.261108,0.0,559.413025,,,-2254.010986,,7957.259033,6262.661072,0.0,6262.661072,13055.92218,
09/29/2002,13111.129883,67.899,43.187,24.712,756.5,,,87.274002,87.274002,0.0,0.0,0.0,104.403999,,,,,,1016.077026,2488.378906,4398.231934,-1909.853027,739.745972,,8866.930664,8866.930664,8766.293945,100.636719,,0.0,12095.055542,,315.356995,315.356995,,,,0.0,0.0,0.0,0.0,,,837.20697,,,,837.20697,1152.563965,4325.868164,4325.868164,0.0,0.0,,1111.375,,,1111.375,5437.243164,6589.807129,0.0,565.288025,,,-2244.956055,,8200.994141,6521.326111,0.0,6521.326111,13111.13324,
12/29/2002,13733.009766,90.374001,90.374001,,827.39801,,,101.189003,101.189003,0.0,0.0,0.0,114.117996,,,,,,1133.078979,2535.004883,4422.76709,-1887.761963,1143.823975,,8921.106445,8921.106445,8822.298828,98.807617,,0.0,12599.935303,,327.742004,327.742004,,,,0.0,0.0,0.0,0.0,,,630.882996,,,,630.882996,958.625,4547.265137,4547.265137,0.0,0.0,,1315.328979,,,1315.328979,5862.594116,6821.219116,0.0,604.198975,,,-2231.556885,8498.014648,41.138428,6911.795166,0.0,6911.795166,13733.014282,
