Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1990,,35.777,16.641001,-13.245,-24.115999,15.057,,,,,,,,,,,,,,,,,
06/30/1990,,50.188999,19.382,-11.045,-15.444,43.082001,,,,,,,,,,,,,,,,,
09/30/1990,,59.398998,18.878,10.714,-36.138,52.853001,,,,,,,,,,,,,,,,,
12/31/1990,,3.749,20.191999,25.108,-9.739,39.310001,,,,,,,,,,,,,,,39.310001,,
03/31/1991,,8.012,17.733,-30.915001,-0.151,-5.321,,,,,,,,,,,,,,,,,
06/30/1991,,15.402,18.08,-30.965,10.524,13.041,,,,,,,,,,,,,,,,,
09/30/1991,,10.299,18.711,12.678,9.162,50.849998,,,,,,,,,,,,,,,,,
12/31/1991,,12.244,20.344999,27.896999,-54.897999,5.588,,,,,,,,,,,,,,,5.588,,
03/31/1992,,-47.603001,20.476999,65.788002,-29.386999,9.275,,,,,,,,,,,,,,,,,
06/30/1992,,4.385,19.75,-0.161,-11.746,12.228,,,,,,,,,,,,,,,,,
09/30/1992,,18.101,22.349001,-3.31,-7.496,29.643999,,,,,,,,,,,,,,,,,
12/31/1992,,-57.973999,24.066,50.723,37.727001,54.542,,,,,,,,,,,,,,,54.542,,
03/31/1993,,-30.921,19.974001,4.278,4.323,-2.346,,,,,,,,,,,,,,,,,
06/30/1993,,-24.091,21.51,-14.013,34.374001,17.780001,,,,,,,,,,,,,,,,,
09/30/1993,,-3.028,21.193001,-13.602,27.743,32.306,,,,,,,,,,,,,,,,,
12/31/1993,,73.658997,17.964001,-135.51999,35.018002,-8.879,,,,,,,,,,,,,,,-8.879,,
03/31/1994,,26.606001,21.174,-36.778999,5.59,16.591,,,,,,,,,,,,,,,,,
06/30/1994,,5.362,21.796,-29.562,-22.992001,-25.396,,,,,,,,,,,,,,,,,
09/30/1994,,-16.149,19.757,2.57,-43.356998,-37.179001,,,,,,,,,,,,,,,,,
12/31/1994,,48.215,20.370001,-11.931,-17.893,38.761002,,,,,,,,,,,,,,,38.761002,,
03/31/1995,,65.711998,31.631001,20.107,-40.716,76.734001,,,-76.347,,,,,,,,,,,,,,
06/30/1995,,56.41,30.424999,27.014,4.69,118.539001,,,-110.035004,,,,,,,,,,,,,,
09/30/1995,,58.316002,26.645,32.226002,-4.234,112.953003,,,-89.399002,,,,,,,,,,,,,,
12/31/1995,,-11.285,30.125999,86.718002,86.094002,191.653,-62.049999,,-62.049999,,,,,,,,,,,,129.603001,,
03/31/1996,,35.685001,30.702999,11.368,-61.411999,16.344,,,-51.709999,,,,,,,,,,,,,,
06/30/1996,,72.403,28.223,-32.611,2.59,70.605003,,,-70.448997,,,,,,,,,,,,,,
09/30/1996,,5.952,30.195,13.591,59.396,109.134003,,,-98.970001,,,,,,,,,,,,,,
12/31/1996,,24.296,29.448,61.300999,-43.849998,71.195,-65.345001,,-65.345001,,,,,,,,,,,,5.849999,,
03/31/1997,,40.580002,30.231001,27.563999,-84.431,13.944,-62.550999,0.0,-62.779999,0.0,0.0,0.229,46.452,-8.579,0.0,82.769997,-14.623,0.0,-0.203,-12.913,-2.155,,
06/30/1997,,51.874001,31.927,-2.127,17.872,99.545998,-107.757004,0.0,-60.969002,0.0,0.0,-46.787998,90.073997,-8.591,0.0,200.033997,-86.257004,0.0,-3.007,-12.105,81.862999,,
09/30/1997,,45.803001,34.804001,-42.341999,93.781998,132.046997,14.725,0.0,-74.736,0.0,0.0,89.460999,-195.348007,-8.377,0.0,0.05,-107.136002,0.5,-67.358002,-13.027,-48.576,,
12/31/1997,,5.135,33.84,18.834999,17.919001,75.728996,-11.745,47.425999,-123.950996,0.0,0.0,64.779999,-76.964996,-8.057,0.0,0.17,-10.168,0.0,-29.493,-29.417,-12.981,,
03/31/1998,,-31.806,36.271999,-3.79,-40.129002,-39.452999,-13.71,1.96,-99.497002,0.0,0.0,83.827003,20.237,-7.929,0.0,223.434998,-184.792999,0.0,-1.919,-8.557,-32.925999,,
06/30/1998,,-14.542,35.686001,-16.976999,100.331001,104.498001,-50.007,0.408,-71.629997,0.0,0.0,21.215,0.199,-7.932,0.0,67.473,-59.049,0.318,-0.027,-0.584,54.689999,,
09/30/1998,,-15.597,36.106998,-12.506,8.138,16.142,-53.709999,0.0,-84.834,-12.432,0.0,43.556,-3.325,-7.932,0.0,18.787001,0.0,0.0,-0.004,-14.176,-40.893002,,
12/31/1998,,-68.695,36.570999,-6.989,20.200001,-18.913,-70.703003,48.27,-114.820999,0.0,12.432,-16.584,91.234001,-3.965,0.0,213.783005,-111.528999,0.0,-0.471,-6.584,1.618,,
03/31/1999,,-35.318001,35.952999,-24.132,67.343002,43.846001,-72.927734,0.635,-70.872002,0.0,0.0,-2.692,10.282,-1.984,0.0,32.700001,-16.941999,0.969,0.0,-4.461,-18.801001,,
06/30/1999,,-21.063,37.164001,-19.375999,32.945999,29.671,-78.861328,1.097,-73.778,0.0,0.0,-6.181,-0.312,-1.986,0.0,44.606998,-44.708,0.63,0.0,1.145,-49.502998,,
