Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/1990,,,,,,,12.712912,,12.871707,10.139403,10.139403,10.064339,,21.227209,5.56451,,
06/30/1990,,,,,,,12.515645,,12.675442,10.072367,10.072367,10.000285,,20.536369,5.37962,,
09/30/1990,,,,,,,11.39551,,11.55784,9.055525,9.055525,9.004435,,21.650369,6.973431,,
12/31/1990,,,,,,,11.365199,,11.528201,9.42452,9.42452,9.36229,,18.248131,6.149025,,
03/31/1991,,15.345499,2.756998,,11.737019,,12.780751,13.519464,12.95593,9.802227,9.802226,9.755618,,24.341776,6.247273,14.386823,
06/30/1991,,15.247143,2.72761,,10.328546,,13.318875,27.69568,13.495341,10.397516,10.397516,10.346567,,22.954774,5.851146,14.35501,
09/30/1991,,14.892556,2.575262,,9.137415,,12.231762,27.774932,12.427346,9.61449,9.61449,9.56435,,22.6344,7.042641,13.843727,
12/31/1991,,14.467949,2.434349,,9.073149,,12.090925,28.841802,12.271281,9.455224,9.455224,9.418637,,22.948358,6.696095,13.499162,
03/31/1992,,14.587923,2.487389,,8.212034,,13.142437,18.393548,13.341652,9.959592,10.739865,10.706569,,25.349631,6.530738,13.635224,
06/30/1992,,14.370009,2.379449,,8.422958,,13.077253,10.460914,13.267378,9.959203,9.959203,9.93606,,24.934653,6.313066,13.462821,
09/30/1992,,13.594597,2.199252,,8.61064,,10.096235,,10.166687,7.858546,7.858546,7.832271,,22.702979,8.768849,12.402507,
12/31/1992,,13.631222,2.044216,,23.80903,,12.973435,26.325851,13.167012,10.179247,10.179247,10.157063,,22.691294,6.470389,12.749228,
03/31/1993,,13.64324,2.12283,,24.759487,,14.654244,43.442999,14.860509,11.029861,11.510186,11.491154,,25.777367,6.245705,12.791124,
06/30/1993,,13.66193,2.071245,,24.425047,,13.791613,20.709885,13.989525,10.362083,10.362084,10.357286,,25.929697,6.157732,12.820665,
09/30/1993,,14.049446,2.120211,,23.200179,,12.820692,39.390634,13.045707,9.487357,9.487357,9.487357,,27.276024,7.041841,13.060106,
12/31/1993,,13.837796,2.001448,,7.188364,,13.592366,19.267776,13.808495,10.204481,10.204482,10.204482,,26.099975,6.229259,12.975804,
03/31/1994,,13.492602,1.938352,,9.585522,,13.909576,8.142528,14.059055,10.50723,10.393229,10.393229,,25.263614,6.282609,12.644914,
06/30/1994,,13.636092,1.945091,,9.156757,,14.09927,16.756672,14.383661,10.700803,10.599244,10.599244,,25.604455,5.756112,12.851183,
09/30/1994,,13.792096,1.995338,,9.380841,,14.121519,26.87603,14.433779,10.505989,10.355088,10.355088,,27.212486,6.708238,12.86689,
12/31/1994,,13.74913,2.020343,,9.917222,,14.272358,21.811876,14.59572,10.799792,10.599103,10.599103,,26.007131,6.286395,12.884805,
03/31/1995,,13.761848,1.903279,,10.642244,,14.015146,14.767619,14.334015,10.482882,10.313938,10.313938,,26.867095,6.349492,12.888041,
06/30/1995,,13.734496,1.912317,,11.696388,,14.505357,17.191443,14.864306,10.752058,10.615782,10.615782,,27.66525,5.733648,12.947008,
09/30/1995,,13.825529,1.972089,,10.572109,,14.392972,16.174869,14.726312,10.615565,10.446369,10.446369,,27.914299,6.437276,12.935542,
12/31/1995,,13.850861,2.020571,,10.502618,,14.538002,16.357421,14.89788,10.924599,10.787006,10.787006,,26.670112,5.982136,13.022284,
03/31/1996,,14.063418,1.992288,,9.230463,,14.943183,24.714984,15.308396,11.249672,11.050224,11.050224,,26.513062,6.005054,13.218902,
06/30/1996,,14.019325,1.976237,,7.852357,,15.487086,28.559521,15.890058,11.470758,11.285498,11.285498,,27.81173,5.509355,13.24695,
