Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
12/26/1999,39.2,12.7,18.6,-0.4,,-0.4,0.0,8.3,2.0,15.7,,-9.4,,-661.7,-10.0,0.0,,,-10.0,,,0.0,0.0,0.0,,,,,-651.7,614.7,-1.5,618.8,,,,0.3,0.3,0.0,-2.9,,-7.8,
04/02/2000,77.1,27.0,25.4,-22.9,,,-22.9,47.6,41.7,-5.4,,11.3,,24.8,-18.8,0.0,,,-18.8,,,0.0,0.0,0.0,,,,,43.6,-108.1,-1.5,-105.3,,,,2.8,2.8,0.0,-4.1,,-6.2,
07/02/2000,33.9,28.3,26.0,3.0,,0.1,2.9,-23.4,3.1,-12.0,,-14.5,,-48.2,-14.5,0.0,,,-14.5,,,0.0,0.0,0.0,,,,,-33.7,24.4,-1.4,30.8,,,,0.9,0.9,0.0,-5.9,,10.1,
10/01/2000,27.5,30.8,25.6,-5.1,,0.1,-5.2,-23.8,-26.0,-9.7,,11.9,,-13.8,-19.6,0.0,,,-19.6,,,0.0,0.0,0.0,,,,,5.8,-21.2,-3.0,-15.4,,,,5.3,5.3,0.0,-8.1,,-7.5,
12/31/2000,41.0,26.4,25.6,10.7,,3.1,7.6,-21.7,-5.7,-10.0,,-6.0,,-53.6,-23.4,0.0,,,-23.4,,,0.0,0.0,0.0,,,,,-30.2,26.6,0.0,3.7,,,,23.8,23.8,0.0,-0.9,,14.0,
04/01/2001,75.0,39.4,25.2,10.7,,12.5,-1.8,-0.3,-25.8,8.4,,17.1,,-19.4,-32.7,0.0,,,-32.7,,,0.0,0.0,0.0,,,,,13.3,-49.7,-1.5,-42.5,,,,6.1,6.1,0.0,-11.8,,5.9,
07/01/2001,23.1,40.5,25.5,2.8,,,2.8,-45.700001,,,,-45.700001,,-23.799999,-29.799999,0.0,,,-29.799999,,,0.0,0.0,0.0,,,,,6.0,-18.100001,-1.5,-10.500001,,,,4.6,4.6,0.0,-10.7,,-18.799999,
09/30/2001,61.2,12.1,23.8,38.9,,-4.1,43.0,-13.6,-20.6,-10.1,,17.1,,-41.3,-43.0,0.0,,,-43.0,,,0.0,0.0,0.0,,,,,1.7,-10.8,-1.6,-8.1,,,,0.3,0.3,0.0,-1.4,,9.1,
12/30/2001,66.0,-59.1,25.5,92.8,,0.5,92.3,6.8,-5.1,-8.9,,20.8,,-34.9,-28.5,0.0,,,-28.5,,,0.0,0.0,0.0,,,,,-6.4,15.0,-1.5,20.1,,,,0.2,0.2,0.0,-3.8,,46.1,
03/31/2002,154.6,48.9,23.9,-8.6,,,-8.6,90.4,,,,90.4,,-62.8,-22.8,0.0,,,-22.8,,,0.0,0.0,0.0,,,,,-40.0,-130.2,-1.6,-154.1,,,,12.9,12.9,0.0,12.6,,-38.4,
06/30/2002,18.4,41.3,19.7,9.3,,-1.4,10.7,-51.9,-10.1,7.1,,-48.9,,-17.8,-18.3,0.0,,,-18.3,,,0.0,0.0,0.0,,,,,0.5,-13.0,-1.6,-21.4,,,,3.8,3.8,0.0,6.2,,-12.4,
09/29/2002,67.8,26.4,20.0,18.7,,-2.1,20.8,2.7,2.2,20.8,,-20.3,,-13.2,-16.2,0.0,,,-16.2,,,0.0,0.0,0.0,,,,,3.0,-45.1,-1.5,-37.9,,,,-2.0,0.0,-2.0,-3.7,,9.5,
12/29/2002,61.1,36.2,20.3,-14.2,,0.4,-14.6,18.8,12.5,15.2,,-8.9,,-16.1,-18.1,0.0,,,-18.1,,,0.0,0.0,0.0,,,,,2.0,-52.9,-1.5,-69.6,,,,3.4,3.4,0.0,14.8,,-7.9,
03/30/2003,91.6,20.4,22.1,40.1,,,40.1,9.0,,,,9.0,,-15.6,-17.3,0.0,,,-17.3,,,0.0,0.0,0.0,,,,,1.7,-74.6,-1.7,-77.1,,,,8.2,8.2,0.0,-4.0,,1.4,
06/29/2003,17.2,34.3,20.1,-3.2,,0.5,-3.7,-34.0,15.1,-32.6,,-16.5,,2.9,-13.2,0.0,,,-13.2,,,0.0,0.0,0.0,,,,,16.1,-13.8,-1.6,-17.1,,,,1.7,1.7,0.0,3.2,,6.3,
09/28/2003,49.0,14.5,20.2,4.6,,0.6,4.0,9.7,-10.1,6.3,,13.5,,-13.1,-14.8,0.0,,,-14.8,,,0.0,0.0,0.0,,,,,1.7,-40.3,-1.5,-45.4,,,,4.1,4.1,0.0,2.5,,-4.4,
12/28/2003,33.7,27.8,21.4,4.9,,4.1,0.8,-20.4,3.0,-12.1,,-11.3,,-279.5,-12.3,0.0,,,-12.3,,,0.0,0.0,0.0,,,,,-267.2,262.8,-1.7,251.0,,,,30.9,30.9,0.0,-17.4,,17.0,
03/28/2004,64.2,41.3,24.4,-23.4,,,-23.4,21.9,,,,21.9,,-20.4,-22.1,0.0,,,-22.1,,,0.0,0.0,0.0,,,,,1.7,-11.1,-1.6,-16.1,,,,22.5,22.5,0.0,-15.9,,32.7,
06/27/2004,54.4,53.6,26.5,-9.0,,-0.4,-8.6,-16.7,-6.5,-32.1,,21.9,,-14.0,-15.2,0.0,,,-15.2,,,0.0,0.0,0.0,,,,,1.2,3.3,-1.9,-4.4,,,,3.1,3.1,0.0,6.5,,43.7,
09/26/2004,72.8,-183.0,20.5,253.4,,14.9,238.5,-18.1,-24.4,36.2,,-29.9,,-14.1,-10.2,0.0,,,-10.2,,,0.0,0.0,0.0,,,,,-3.9,-20.5,-1.9,-15.6,,,,3.6,3.6,0.0,-6.6,,38.2,
01/02/2005,112.9,61.7,25.0,-18.2,,3.0,-21.2,44.4,32.9,-20.4,,31.9,,102.5,-13.2,0.0,,,-13.2,,,0.0,0.0,0.0,,,,,115.7,19.3,-2.0,-1.2,,,,18.5,18.5,0.0,4.0,,234.7,
04/03/2005,114.0,66.0,25.0,-26.0,,-9.4,-16.6,49.0,-28.9,-5.2,,83.1,,-159.9,-23.1,0.0,,,-23.1,,,0.0,0.0,0.0,,,,,-136.8,-197.1,-1.9,-209.1,,,,16.0,16.0,0.0,-2.1,,-243.0,
07/03/2005,40.2,77.4,25.2,9.0,,9.2,-0.2,-71.4,-15.7,-26.0,,-29.7,,-15.1,-16.7,0.0,,,-16.7,,,0.0,0.0,0.0,,,,,1.6,-19.2,-2.0,-14.5,,,,3.6,3.6,0.0,-6.3,,5.9,
10/02/2005,69.6,79.1,24.5,2.5,,5.4,-2.9,-36.5,-34.7,5.6,,-7.4,,-20.1,-23.5,0.0,,,-23.5,,,0.0,0.0,0.0,,,,,3.4,-7.6,-1.9,-10.7,,,,7.8,7.8,0.0,-2.8,,41.9,
01/01/2006,102.8,93.7,24.7,6.1,,21.0,-14.9,-21.7,15.0,-3.7,,-33.0,,-7.0,-26.9,0.0,,,-26.9,,,0.0,0.0,0.0,,,,,19.9,-179.0,-4.1,-176.3,,,,4.2,4.2,0.0,-2.8,,-83.2,
04/02/2006,17.9,100.4,22.0,-101.9,,-4.3,-97.6,-2.6,-46.5,-3.3,,47.2,,-142.0,-30.4,0.0,,,-30.4,,,0.0,0.0,0.0,,,,,-111.6,65.2,-3.9,36.6,,,,32.3,32.3,0.0,0.2,,-58.9,
07/02/2006,148.600006,115.099998,25.700001,16.299999,,4.8,11.499999,-8.5,-28.0,-14.4,,33.9,,-560.0,-28.5,0.0,,,-28.5,,,0.0,0.0,0.0,,,,,-531.5,449.300005,-4.1,445.700005,,,,5.3,5.3,0.0,2.4,,37.900002,
10/01/2006,149.4,154.8,27.7,-31.8,,-4.3,-27.5,-1.3,-29.2,38.5,,-10.6,,-1.1,-44.2,0.0,,,-44.2,,,0.0,0.0,0.0,,,,,43.1,-137.4,-4.0,-154.1,,,,6.3,6.3,0.0,14.4,,10.9,
12/31/2006,168.800003,158.699997,29.799999,-32.099998,,-3.7,-28.399998,12.4,-49.599998,46.400002,,15.599997,,-73.599998,-79.900002,0.0,,,-79.900002,,,0.0,0.0,0.0,,,,,6.300003,-78.600004,-4.1,-116.200005,,,,33.700001,33.700001,0.0,8.0,,16.6,
04/01/2007,398.7,204.5,28.1,8.2,,18.9,-10.7,157.9,-38.5,33.9,,162.5,,-435.9,-67.9,0.0,,,-67.9,,,0.0,0.0,0.0,,,,,-368.0,62.3,-4.1,32.9,,,,32.9,32.9,0.0,0.6,,25.1,
07/01/2007,144.8,226.4,31.8,-3.0,-6.5,4.1,-0.6,-110.4,-79.9,-27.4,,-3.1,,-144.1,-54.6,0.0,,,-54.6,,,0.0,0.0,0.0,,,,,-89.5,50.3,-4.2,20.8,,,,25.7,25.7,0.0,8.0,,51.0,
09/30/2007,193.7,235.4,32.1,-64.0,,2.5,-66.5,-9.8,-17.7,34.0,,-26.1,,-214.6,-53.0,,,,-53.0,,,,,,,,,,-161.6,32.0,-4.1,18.1,,,,11.3,11.3,,6.7,,11.1,
12/30/2007,575.7,246.5,97.8,407.3,-12.0,36.4,382.9,-175.9,-101.9,-15.7,,-58.3,,-401.6,-154.9,0.0,,,-154.9,,,0.0,0.0,0.0,,,,,-246.7,-148.0,-12.4,-226.6,,,,76.5,76.5,0.0,14.5,,26.1,
03/30/2008,338.0,279.0,33.0,35.2,0.8,6.3,28.1,-15.3,-73.8,-46.6,,105.1,,-27.7,-71.5,0.0,,,-71.5,,,0.0,0.0,0.0,,,,,43.8,-766.1,-4.2,-792.3,,,,20.3,20.3,0.0,10.1,,44.8,
06/29/2008,246.7,275.8,34.6,19.2,0.2,12.5,6.5,-86.5,-29.4,-135.6,,78.5,-0.3,-39.6,-47.7,0.0,,0.0,-47.7,-47.7,0.0,0.0,0.0,0.0,-0.4,0.0,-0.4,0.0,8.9,-15.0,-4.2,-30.0,,,-30.0,19.5,19.5,0.0,0.0,0.4,192.5,
09/28/2008,230.5,269.3,37.6,1.2,6.8,16.1,-21.7,-71.1,31.7,14.8,,-117.6,,-67.1,-56.3,0.0,,0.0,-56.3,-56.3,0.0,0.0,0.0,0.0,-10.8,10.4,-21.2,0.0,0.0,-17.2,-4.2,-15.7,,,-15.7,2.7,2.7,0.0,0.0,-27.7,118.5,
12/28/2008,316.8,239.1,30.5,36.0,11.8,16.8,7.4,11.4,136.0,-35.3,,-89.3,-0.6,-514.6,-45.1,0.0,,0.0,-45.1,-45.1,0.0,0.0,0.0,0.0,-473.5,-4.0,-469.5,0.0,0.0,-1.4,-4.1,2.3,2.4,,-0.1,1.0,1.0,0.0,0.0,-56.2,-255.4,
03/29/2009,309.1,260.3,36.8,83.8,7.8,71.3,4.7,-74.9,-11.9,-25.3,,-37.7,-0.2,-42.8,-55.2,0.0,,0.0,-55.2,-55.2,0.0,0.0,0.0,0.0,11.5,11.3,0.2,0.0,0.0,14.2,-4.2,-6.4,-2.5,,-3.9,25.0,25.0,0.0,0.0,-2.9,277.6,
06/28/2009,139.7,240.4,35.7,-163.4,6.7,12.6,-182.7,31.5,108.6,-60.5,,-16.6,-0.2,-90.6,-77.4,0.0,,0.0,-77.4,-77.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.8,11.2,-4.2,-0.1,0.0,0.0,-0.1,15.7,15.7,0.0,0.0,17.3,77.6,
09/27/2009,194.2,207.3,35.9,19.4,5.4,5.2,8.8,-83.2,64.2,1.5,,-148.9,-0.3,-54.0,-31.9,0.0,,0.0,-31.9,-31.9,0.0,0.0,0.0,0.0,-17.3,0.0,-17.3,0.0,-4.9,-31.2,-4.2,-46.0,,,-46.0,19.1,19.1,0.0,0.2,-2.9,106.1,
12/27/2009,282.9,232.9,40.0,20.5,1.3,15.5,3.7,-11.7,46.9,4.2,-181.7,118.9,0.1,-879.3,-28.4,0.0,,0.0,-28.4,-28.4,0.0,0.0,0.0,0.0,-850.0,0.0,-850.0,0.0,-0.7,62.0,-4.3,29.9,0.0,29.9,,36.3,36.3,0.0,0.0,-6.5,-540.9,
03/28/2010,271.9,241.2,39.1,117.1,4.6,117.7,-5.2,-110.8,-88.3,-66.1,,-138.1,-0.8,-351.9,-31.6,0.0,,,-31.6,-31.6,0.0,0.0,0.0,0.0,27.9,24.8,3.1,0.0,-350.5,-3.1,-4.2,-39.1,,,-39.1,41.0,41.0,0.0,0.0,-22.9,-106.0,
06/27/2010,186.0,235.0,40.4,-88.4,4.0,11.2,-103.6,-3.9,14.1,-58.1,,40.1,,-27.1,-22.2,1.3,1.3,0.0,-23.5,-23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.2,19.8,-4.4,0.0,,,,23.6,23.6,0.0,0.6,-4.7,174.0,
09/26/2010,140.3,251.0,40.7,-28.2,9.5,17.0,-54.7,-110.3,-41.4,-2.6,,-66.3,,-20.5,-28.5,0.0,0.0,0.0,-28.5,-28.5,0.0,0.0,0.0,0.0,4.1,16.3,-12.2,0.0,2.3,-12.5,-4.2,-14.4,0.0,,-14.4,7.0,7.0,0.0,-0.9,16.9,124.2,
01/02/2011,405.7,256.5,41.5,8.1,-0.8,19.2,-10.3,99.2,27.6,-10.2,,81.8,,-48.8,-31.7,0.0,0.0,0.0,-31.7,-31.7,0.0,0.0,0.0,0.0,-25.0,0.0,-25.0,0.0,7.6,56.7,-4.2,-0.1,,,-0.1,61.6,61.6,0.0,-0.6,-1.4,412.2,
04/03/2011,306.0,271.0,41.2,-2.0,4.3,30.2,-36.5,-0.9,-123.9,63.4,,59.6,0.0,-36.5,-36.7,0.0,,0.0,-36.7,-36.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,49.6,-4.3,-0.2,0.0,,-0.2,54.4,54.4,0.0,-0.3,17.1,336.2,
07/03/2011,188.2,286.0,41.3,-39.9,4.8,14.7,-59.4,-100.4,-52.1,-150.1,,101.8,,-43.9,-28.9,0.0,,0.0,-28.9,-28.9,0.0,0.0,0.0,0.0,-12.4,0.0,-12.4,0.0,-2.6,10.9,-4.4,-9.2,,,-9.2,24.5,24.5,0.0,0.0,1.6,156.8,
10/02/2011,165.2,294.7,42.9,3.0,7.7,9.1,-13.8,-176.0,-40.9,-33.1,,-102.0,,-1284.6,-37.5,0.0,,0.0,-37.5,-37.5,0.0,0.0,0.0,0.0,-1255.9,0.0,-1255.9,0.0,8.7,25.1,-4.3,15.8,21.0,,-5.2,13.9,13.9,0.0,-0.3,-26.4,-1120.7,
01/01/2012,304.4,307.3,42.0,0.1,-0.3,15.4,-15.0,-31.1,10.5,-46.1,,4.5,,-178.1,-37.2,0.0,,0.0,-37.2,-37.2,0.0,0.0,0.0,0.0,-140.4,0.0,-140.4,0.0,-0.9,-7.8,-4.3,-63.4,-20.9,,-42.5,59.9,59.9,0.0,0.0,-4.7,113.8,
04/01/2012,380.2,336.1,43.8,5.7,5.8,31.8,-31.9,2.5,-63.5,6.3,,59.7,,-83.4,-88.4,0.0,,0.0,-88.4,-88.4,0.0,0.0,0.0,0.0,-15.3,0.0,-15.3,0.0,20.8,47.4,-4.0,-0.6,0.0,0.0,-0.6,53.7,53.7,0.0,-1.7,17.5,361.7,
07/01/2012,400.0,342.0,46.0,-24.0,11.0,16.0,-51.0,36.0,9.0,-110.0,,137.0,,-920.0,-60.0,0.0,,0.0,-60.0,-60.0,0.0,0.0,0.0,0.0,-848.0,0.0,-848.0,0.0,-12.0,31.0,-5.0,28.0,28.0,0.0,0.0,9.0,9.0,0.0,-1.0,-17.0,-506.0,
09/30/2012,178.0,332.0,47.0,7.0,10.0,24.0,-27.0,-201.0,46.0,-52.0,,-195.0,,-608.0,-64.0,0.0,,0.0,-64.0,-64.0,0.0,0.0,0.0,0.0,-551.0,31.0,-582.0,0.0,8.0,864.9,-4.0,861.9,417.0,444.9,,7.0,7.0,0.0,0.0,10.0,444.9,
12/30/2012,393.0,338.0,53.0,10.0,-4.0,29.0,-15.0,-5.0,-2.0,-23.0,,20.0,,-3196.0,-78.0,0.0,,,-78.0,-78.0,0.0,0.0,0.0,0.0,-3108.0,0.0,-3108.0,0.0,-9.0,3090.0,-4.0,3036.0,166.0,2992.0,-122.0,81.0,81.0,0.0,-23.0,3.0,290.0,
03/31/2013,488.0,415.0,68.4,12.2,-0.6,64.7,-51.9,8.0,-105.0,-31.0,,144.0,,-622.0,-118.0,0.0,0.0,0.0,-118.0,-118.0,0.0,0.0,0.0,0.0,-527.0,0.0,-527.0,0.0,24.0,-49.0,-4.0,-18.0,-10.0,1.0,-9.0,-26.0,67.0,-93.0,-1.0,-20.0,-203.0,
06/30/2013,514.0,436.0,70.0,5.0,12.0,9.0,-16.0,17.0,47.0,-123.0,,93.0,,-35.0,-82.0,0.0,0.0,0.0,-82.0,-82.0,0.0,0.0,0.0,0.0,62.0,64.0,-2.0,0.0,-15.0,-468.0,-4.0,-421.0,-421.0,0.0,0.0,-43.0,20.0,-63.0,0.0,2.0,13.0,
09/29/2013,197.0,424.0,70.0,40.0,11.0,57.0,-28.0,-340.0,-30.0,-39.0,,-271.0,,-205.0,-94.0,0.0,0.0,0.0,-94.0,-94.0,0.0,0.0,0.0,0.0,-169.0,0.0,-169.0,0.0,58.0,-46.0,-5.0,173.0,173.0,0.0,0.0,-214.0,7.0,-221.0,0.0,30.0,-24.0,
12/29/2013,714.0,433.0,76.0,25.0,2.0,37.0,-14.0,173.0,94.0,-90.0,,169.0,,-765.0,-85.0,0.0,0.0,0.0,-85.0,-85.0,0.0,0.0,0.0,0.0,-688.0,0.0,-688.0,0.0,8.0,110.0,-5.0,64.0,265.0,0.0,-201.0,52.0,61.0,-9.0,-1.0,9.0,68.0,
03/30/2014,457.0,484.0,76.0,48.0,13.0,74.0,-39.0,-151.0,-103.0,-109.0,,61.0,,-239.0,-90.0,0.0,0.0,0.0,-90.0,-90.0,0.0,0.0,0.0,0.0,-153.0,0.0,-153.0,0.0,4.0,-199.0,-4.0,-49.0,-47.0,0.0,-2.0,-146.0,48.0,-194.0,0.0,5.0,24.0,
06/29/2014,476.0,483.0,78.0,2.0,8.0,30.0,-36.0,-84.0,-48.0,-86.0,,50.0,,-681.0,-75.0,0.0,0.0,0.0,-75.0,-75.0,0.0,0.0,0.0,0.0,-610.0,15.0,-625.0,0.0,5.0,214.0,-4.0,342.0,342.0,0.0,0.0,-123.0,36.0,-159.0,-1.0,3.0,12.0,
