Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Compensation,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2004,2018.648,812.991,175.305,637.686,213.931,213.931,,315.578,147.284,28.678,139.616,0.0,109.357,,,,,1451.857,286.371,456.933,-170.562,0.0,280.42,234.13,102.579,131.551,,,46.29,566.791,,57.843,57.843,,,,0.0,0.0,0.0,0.0,,,182.432,,,,182.432,240.275,19.017,19.017,0.0,0.0,,22.036,,,,,,22.036,41.053,281.328,0.0,493.936,,,-470.125,1711.47,2.039,1737.32,0.0,1737.32,2018.648,
09/30/2004,1993.629,799.472,128.112,671.36,210.695,210.695,,296.604,128.144,40.408,128.052,0.0,113.281,,,,,1420.052,298.65,475.291,-176.641,,274.927,229.691,102.579,127.112,,,45.236,573.577,,42.775,42.775,,,,0.0,0.0,0.0,0.0,,,125.268,,,,125.268,168.043,18.76,18.76,0.0,0.0,,22.771,,,,,,22.771,41.531,209.574,0.0,499.921,,,-470.125,1752.052,2.207,1784.055,0.0,1784.055,1993.629,
12/31/2004,2028.594,835.265,183.313,651.952,196.39,196.39,,292.385,124.324,37.626,130.435,0.0,115.65,,,,,1439.69,316.902,499.63,-182.728,0.0,272.002,225.853,102.579,123.274,,,46.149,588.904,,60.857,60.857,,,,0.0,0.0,0.0,0.0,,,108.742,,,,108.742,169.599,0.0,0.0,0.0,0.0,,43.969,,,,,,43.969,43.969,213.568,0.0,504.718,,,-470.125,1778.745,1.688,1815.026,0.0,1815.026,2028.594,
03/31/2005,2135.673,808.081,137.733,670.348,297.334,297.334,,286.267,119.654,39.589,127.024,0.0,136.77,,,,,1528.452,336.719,525.286,-188.567,0.0,270.502,223.072,102.579,120.493,,,47.43,607.221,,78.114,78.114,,,,1.586,1.586,0.0,0.0,,,165.807,,,,165.807,245.507,19.325,19.325,0.0,0.0,,24.905,,,,,,24.905,44.23,289.737,0.0,506.389,,,-470.125,1808.802,0.87,1845.936,0.0,1845.936,2135.673,
09/30/2005,1914.063,631.513,182.091,449.422,239.049,239.049,,255.413,102.614,37.79,115.009,0.0,140.689,,,,,1266.664,371.072,568.312,-197.24,0.0,276.327,216.887,102.579,114.308,,,59.44,647.399,,75.451,75.451,,,,2.75,2.75,0.0,0.0,,,191.055,,,,191.055,269.256,772.25,772.25,0.0,0.0,,41.896,,,,,,41.896,814.146,1083.402,0.0,524.984,,,-1556.094,1858.398,3.373,830.661,0.0,830.661,1914.063,
12/31/2005,1835.108,557.138,170.331,386.807,212.24,212.24,,253.724,94.959,34.901,123.864,0.0,146.298,,,,,1169.4,390.969,595.543,-204.574,0.0,274.739,211.827,102.579,109.248,,,62.912,665.708,,55.745,55.745,,,,2.75,2.75,0.0,0.0,,,204.108,,,,204.108,262.603,770.875,770.875,0.0,0.0,,42.152,,,,,,42.152,813.027,1075.63,0.0,551.38,,,-1688.508,1894.0,2.606,759.478,0.0,759.478,1835.108,
03/31/2006,1870.526,518.127,150.124,368.003,242.193,242.193,,279.008,98.259,36.073,144.676,0.0,152.572,,,,,1191.9,406.875,617.613,-210.738,0.0,271.751,208.174,102.579,105.595,,,63.577,678.626,,76.859,76.859,,,,7.086,7.086,0.0,0.0,,,181.305,,,,181.305,265.25,685.188,685.188,0.0,0.0,,132.437,,,,,,132.437,817.625,1082.875,0.0,573.529,,,-1727.373,1939.045,2.45,787.651,0.0,787.651,1870.526,
06/30/2006,1984.26,567.924,153.923,414.001,269.473,269.473,,289.755,114.637,37.816,137.302,,165.63,,,,,1292.782,426.185,644.878,-218.693,0.0,265.293,1167.587,102.579,1065.008,,,-902.294,691.478,,61.162,61.162,,,,2.05,2.05,0.0,0.0,,,229.679,,,,229.679,292.891,687.0,687.0,0.0,0.0,,133.816,,,,,,133.816,820.816,1113.707,0.0,591.304,,,-1725.022,2001.984,2.287,870.553,0.0,870.553,1984.26,
06/30/2007,4475.521,1490.442,1315.557,174.885,401.071,401.071,,432.348,153.393,93.052,185.903,0.0,298.163,,,,,2622.024,707.064,977.69,-270.626,0.0,1146.433,954.056,610.248,343.808,,,192.377,1853.497,,146.811,146.811,,,,238.071,238.071,0.0,0.0,,,444.085,,,,444.085,828.967,1656.064,1656.064,0.0,0.0,,228.844,,,,,,228.844,1884.908,2713.875,0.0,1146.3,,,-1588.274,2156.667,10.286,1724.979,36.667,1761.646,4475.521,
09/30/2007,4476.573,1269.594,1203.641,65.953,488.107,488.107,,430.538,161.278,90.391,178.869,0.0,428.316,,,,,2616.555,725.427,1010.213,-284.786,0.0,1134.591,949.317,614.77,334.547,,,185.274,1860.018,,179.889,179.889,,,,150.319,150.319,0.0,0.0,,,435.981,,,,435.981,766.189,1569.451,1569.451,0.0,0.0,,219.837,,,,,,219.837,1789.288,2555.477,0.0,1156.381,,,,2306.434,-1576.144,1886.671,34.425,1921.096,4476.573,
12/31/2007,11353.176,575.563,484.202,91.361,1132.121,1132.121,,1063.84,,,,,287.777,,,,,3059.301,,,,,8293.875,6834.677,3855.971,2978.706,,,1459.198,8293.875,,,,,,,,,,,,,2008.735,,,,2008.735,2008.735,4700.332,,,,,1206.358,,,,,,1206.358,5906.69,7915.425,,,,,,,3403.426,3403.426,34.325,3437.751,11353.176,
03/31/2008,11599.184,747.341,692.551,54.79,1123.408,1123.408,,1133.572,265.974,173.896,693.702,0.0,482.132,,,,,3486.453,1123.363,1804.851,-681.488,,6989.368,6635.374,3612.751,3022.623,,,353.994,8112.731,,667.996,667.996,,,,557.653,,,,,,994.884,,,,994.884,2220.533,4766.486,,,,,1423.907,,,,,,1423.907,6190.393,8410.926,1.07,3989.191,,,-1585.627,470.71,280.455,3155.799,32.459,3188.258,11599.184,
06/30/2008,11502.962,531.984,478.508,53.476,1318.177,1318.177,0.0,1150.605,280.119,165.107,705.379,0.0,0.0,,,,0.0,3475.157,1111.161,1812.515,-701.354,0.0,6916.644,6526.267,3589.879,0.0,,,0.0,8027.805,,666.563,666.563,,,,583.973,0.0,,,,,0.0,,,,0.0,2106.648,4728.854,0.0,,,,0.0,,,,,,0.0,6235.136,8341.784,1.07,3998.35,,,-1585.627,462.344,253.417,3129.554,31.624,3161.178,11502.962,
09/30/2008,11024.319,703.676,655.666,48.01,1250.894,1250.894,,1119.946,277.397,185.033,657.516,0.0,343.443,,,,,3417.959,1051.095,1743.532,-692.437,0.0,6555.265,5960.605,3282.99,2677.615,,,594.66,7606.36,,582.052,582.052,,,,287.369,,,,,,952.675,,,,952.675,1822.096,5210.807,,,,,982.817,,,,,,982.817,6193.624,8015.72,1.07,4064.544,,,-1582.654,634.344,-138.349,2978.955,29.644,3008.599,11024.319,
12/31/2008,10409.859,599.407,557.147,42.26,1164.613,1164.613,,1065.99,273.232,157.473,635.285,0.0,344.663,,,,,3174.673,1063.996,1757.596,-693.6,0.0,6171.19,5614.741,3161.58,2453.161,,,556.449,7235.186,,585.711,585.711,,,,156.208,156.208,0.0,0.0,,,802.731,,,,802.731,1544.65,5078.937,5078.937,0.0,0.0,,999.431,,,,,,999.431,6078.368,7623.018,1.07,4153.409,,,-1582.538,566.594,-380.802,2757.733,29.108,2786.841,10409.859,
03/31/2009,9896.644,493.433,453.062,40.371,1080.319,1080.319,0.0,1018.603,242.861,141.233,634.509,0.0,319.897,,314.1,23.194,138.589,2912.252,1042.055,1754.637,-712.582,0.0,5942.337,5309.602,2995.642,2313.96,,,295.441,6984.392,,488.801,440.701,48.1,,,145.656,139.224,,,,6.432,705.526,,1313.866,534.693,622.133,1339.983,3650.703,3650.703,,,,2256.73,,,,,,408.171,5907.433,7247.416,1.07,4157.781,197.71,3960.071,-1579.565,637.893,-599.401,2617.778,31.45,2649.228,9896.644,
06/30/2009,10242.684,459.594,429.477,30.117,1140.605,1140.605,,1077.088,269.809,160.32,646.959,0.0,345.288,,258.175,32.968,152.544,3022.575,1077.726,1844.984,-767.258,,6142.383,5608.427,3179.083,2429.344,,,242.813,7220.109,,535.074,443.473,91.601,,,158.639,152.274,,,,6.365,727.704,,1317.328,517.824,654.535,1421.417,3660.961,3660.961,,,,2248.018,,,,,,412.866,5908.979,7330.396,1.07,4047.614,197.751,3849.863,-1577.887,696.006,-270.75,2896.053,16.235,2912.288,10242.684,
09/30/2009,10762.568,618.445,584.411,34.034,1102.38,1102.38,,1119.042,287.993,184.063,646.986,0.0,422.062,,348.9,46.13,172.031,3261.929,1085.174,1890.748,-805.574,,6415.465,5782.523,3316.654,2465.869,,,237.912,7500.639,,536.487,476.605,59.882,,,174.801,167.074,,,,7.727,872.048,,1452.03,573.215,793.051,1583.336,3676.797,3676.797,,,,2430.543,,,,,,405.298,6107.34,7690.676,1.07,4022.186,197.884,3824.302,-1575.071,655.985,-45.335,3058.835,13.057,3071.892,10762.568,
12/31/2009,10801.734,408.075,380.516,27.559,1234.634,1234.634,,1114.219,287.128,198.28,628.811,0.0,528.458,,410.6,36.61,270.748,3285.386,1122.648,1958.791,-836.143,,6393.7,5716.095,3331.247,2384.848,,,230.395,7516.348,,587.374,518.252,69.122,,,193.874,184.352,0.0,0.0,,9.522,936.899,,1388.659,467.497,866.612,1718.147,3596.328,3596.328,0.0,0.0,,2342.061,,,,,,485.905,5938.389,7656.536,1.07,4033.016,198.342,3834.674,-1574.877,660.13,11.807,3131.146,14.052,3145.198,10801.734,
03/31/2010,10822.508,551.43,522.443,28.987,1197.485,1197.485,,1158.412,295.612,197.527,665.273,0.0,447.283,,531.7,37.629,187.974,3354.61,1111.046,1976.535,-865.489,,6356.852,5575.608,3288.993,2286.615,,,211.915,7467.898,,650.335,549.016,101.319,,,153.932,147.033,,,,6.899,835.633,,531.7,465.181,768.937,1639.9,4526.5,4526.5,,,,1477.63,,,,,,480.749,6004.13,7644.03,1.07,4058.115,199.219,3858.896,-1570.473,721.229,-43.195,3166.746,11.732,3178.478,10822.508,
06/30/2010,10597.818,833.212,809.421,23.791,1249.017,1249.017,,1096.365,301.052,204.614,590.699,0.0,450.734,,347.9,42.947,187.169,3629.328,1091.674,1967.367,-875.693,,5876.816,5263.401,3131.135,2132.266,,,222.568,6968.49,,628.263,527.844,100.419,,,171.654,161.593,,,,10.061,829.618,,347.9,476.198,784.687,1629.535,5047.384,5047.384,,,,941.943,,,,,,117.845,5989.327,7618.862,1.07,4079.911,199.626,3880.285,-1569.638,772.699,-317.358,2966.684,12.272,2978.956,10597.818,
09/30/2010,11407.041,641.029,610.921,30.108,1251.862,1251.862,,1221.765,317.619,235.647,668.499,0.0,348.629,,391.1,44.204,90.532,3463.285,1150.75,2079.03,-928.28,,6793.006,6130.906,3568.519,2562.387,,,226.796,7943.756,,608.192,551.329,56.863,,,158.536,158.536,,,,,955.613,,391.1,469.408,911.149,1722.341,4821.129,4821.129,,,,1320.631,,,,,,460.123,6141.76,7864.101,1.07,4090.005,199.672,3890.333,-1566.338,881.123,124.268,3530.128,12.812,3542.94,11407.041,
12/31/2010,11536.804,691.137,662.052,29.085,1157.081,1157.081,0.0,1240.271,337.087,230.243,672.941,0.0,470.954,,472.4,58.284,209.555,3559.443,1209.342,2173.579,-964.237,0.0,6768.019,6100.484,3599.334,2501.15,,,136.851,7977.361,,579.812,564.706,15.106,0.0,0.0,169.77,162.451,0.0,0.0,,7.319,1060.03,0.0,472.4,478.094,1024.532,1809.612,4790.976,4790.976,0.0,0.0,,1320.815,0.0,0.0,0.0,0.0,0.0,370.321,6111.791,7921.403,,4112.591,262.909,3849.682,-1566.289,883.71,171.867,3601.879,13.522,3615.401,11536.804,
03/31/2011,11878.125,638.971,608.087,30.884,1335.59,1335.59,,1326.761,348.238,261.708,716.815,0.0,455.431,,521.7,70.706,204.329,3756.753,1217.174,2222.427,-1005.253,,6904.198,6170.185,3694.002,2476.183,,,141.607,8121.372,,660.441,634.536,25.905,,,772.026,157.44,,,,614.586,960.813,,521.7,448.421,926.903,2393.28,4245.168,4245.168,,,,1322.703,,,,,,352.582,5567.871,7961.151,,4131.953,263.658,3868.295,-1554.525,987.884,338.404,3903.716,13.258,3916.974,11878.125,
06/30/2011,12005.775,466.138,434.939,31.199,1441.378,1441.378,,1408.96,373.851,255.184,779.925,0.0,443.137,,581.4,79.234,167.209,3759.613,1261.249,2309.507,-1048.258,,6984.913,6203.179,3758.911,2444.268,,,121.1,8246.162,,738.419,670.259,68.16,,,824.302,168.069,,,,656.233,958.331,,581.4,420.765,933.471,2521.052,4247.701,4247.701,,,,1356.037,,,,,,353.872,5603.738,8124.79,,4183.631,264.951,3918.68,-1903.443,1134.33,454.251,3868.769,12.216,3880.985,12005.775,
09/30/2011,11118.118,543.086,512.837,30.249,1280.011,1280.011,,1386.541,375.516,238.67,772.355,0.0,399.4,,294.9,75.306,164.51,3609.038,1238.762,2288.394,-1049.632,,6270.318,5784.96,3558.677,2226.283,,,115.152,7509.08,,588.413,532.921,55.492,,,860.341,178.464,,,,681.877,926.18,,914.281,428.619,881.687,2374.934,3568.94,3568.94,,,,1680.107,,,,,,337.207,5249.047,7623.981,,4048.178,265.063,3783.115,-1901.521,1291.029,43.871,3481.557,12.58,3494.137,11118.118,
12/31/2011,11598.143,405.742,375.056,30.686,1426.438,1426.438,,1396.742,370.423,253.492,772.827,0.0,339.922,,460.0,39.376,103.448,3568.844,1298.034,2371.084,-1073.05,,6731.265,6148.682,3517.935,2630.747,,,83.207,8029.299,,746.115,703.235,42.88,,,819.668,128.054,0.0,0.0,,691.614,997.373,,460.0,308.915,926.665,2563.156,4019.08,4019.08,0.0,0.0,,1511.125,,,,,0.0,742.21,5530.205,8093.361,,4060.531,265.158,3795.373,-1901.437,1420.52,-87.839,3491.775,13.007,3504.782,11598.143,
03/31/2012,11934.195,289.079,258.038,31.041,1537.698,1537.698,0.0,1488.281,402.216,226.763,859.302,0.0,424.08,,511.6,94.438,186.85,3739.138,1315.728,2393.288,-1077.56,0.0,6879.329,6188.149,3558.653,2629.496,,,85.142,8195.057,,720.556,679.841,40.715,,,542.335,443.567,,,,98.768,848.389,,511.6,371.585,806.301,2111.28,4394.771,4394.771,,,,1648.789,,,,,,765.604,6043.56,8154.84,0.0,4079.352,265.777,3813.575,-1891.969,1549.599,28.877,3765.859,13.496,3779.355,11934.195,
06/30/2012,11601.971,346.57,314.33,32.24,1526.315,1526.315,0.0,1473.36,414.577,235.477,823.306,0.0,405.682,,426.1,84.065,168.959,3751.927,1298.587,2351.941,-1053.354,0.0,6551.457,5959.301,3467.924,2491.377,,,81.991,7850.044,,736.191,678.451,57.74,,,504.509,406.13,,,,98.379,923.312,,426.1,293.801,849.978,2164.012,4739.831,4739.831,,,,1499.007,,,,,,779.106,6238.838,8402.85,0.0,4100.778,266.147,3834.631,-2390.864,1688.149,-212.874,3185.189,13.932,3199.121,11601.971,
09/30/2012,11706.418,365.996,332.316,33.68,1499.633,1499.633,0.0,1495.924,462.171,272.667,761.086,0.0,389.181,,524.8,91.647,127.063,3750.734,1335.837,2401.746,-1065.909,0.0,6619.847,5923.226,3531.134,2392.092,,,80.174,7955.684,,742.124,677.364,64.76,,,515.128,416.671,,,,98.457,912.321,,524.8,301.769,898.52,2169.573,4321.795,4321.795,,,,1590.814,,,,,,764.245,5912.609,8082.182,0.0,4136.692,266.899,3869.793,-2390.793,1899.405,-35.813,3609.491,14.745,3624.236,11706.418,
12/31/2012,11931.897,349.969,349.969,0.0,1554.342,1554.342,,1525.242,455.958,268.191,801.093,0.0,473.164,,636.3,87.655,201.351,3902.717,1397.216,2484.011,-1086.795,,6631.964,5740.112,3515.655,2224.457,,,167.897,8029.18,,811.639,777.908,33.731,,,397.035,298.987,0.0,0.0,,98.048,984.829,0.0,636.3,274.259,954.495,2193.503,4700.896,4700.896,0.0,0.0,,1681.67,0.0,0.0,0.0,0.0,0.0,771.111,6382.566,8576.069,,4256.578,269.832,3986.746,-2890.732,2061.37,-86.498,3340.718,15.11,3355.828,11931.897,
03/31/2013,11885.032,294.421,294.421,0.0,1514.48,1514.48,0.0,1623.246,507.519,271.23,844.497,0.0,518.247,,691.6,100.306,231.98,3950.394,1421.889,2535.343,-1113.454,0.0,6512.749,5556.946,3451.506,2105.44,,,163.897,7934.638,,785.941,766.075,19.866,,,590.223,485.486,,,,104.737,906.206,,691.6,265.472,891.513,2282.37,4980.542,4980.542,,,,1734.928,,,,,,777.856,6715.47,8997.84,0.0,4291.887,270.623,4021.264,-3380.261,2168.252,-208.402,2871.476,15.716,2887.192,11885.032,
06/30/2013,12211.711,277.379,277.379,0.0,1651.389,1651.389,0.0,1637.373,526.05,264.409,846.914,0.0,646.158,,779.7,98.147,352.117,4212.299,1431.455,2552.391,-1120.936,0.0,6567.957,5331.689,3359.543,1972.146,,,358.421,7999.412,,927.913,838.035,89.878,,,408.088,405.396,,,,2.692,990.331,,779.7,277.794,816.026,2326.332,5032.47,5032.47,,,,1907.593,,,,,,850.099,6940.063,9266.395,0.0,4316.252,270.93,4045.322,-3378.896,2345.941,-354.716,2928.581,16.735,2945.316,12211.711,
09/30/2013,12901.574,364.92,364.92,0.0,1717.281,1717.281,0.0,1645.806,516.689,296.142,832.975,0.0,615.16,,1202.043,95.088,272.804,4343.167,1459.046,2570.273,-1111.227,0.0,7099.361,5350.57,3427.962,1922.608,,,451.66,8558.407,,950.133,875.394,74.739,,,526.396,522.636,,,,3.76,1084.894,,1078.9,302.975,986.367,2561.423,4700.538,4700.538,,,,2406.939,,,,,,1025.064,7107.477,9668.9,0.0,4340.232,271.441,4068.791,-3378.815,2504.849,-250.947,3215.319,17.355,3232.674,12901.574,
12/31/2013,15294.8,291.3,291.3,0.0,1820.0,1820.0,0.0,1656.9,482.8,310.0,864.1,0.0,703.0,,93.1,77.8,362.6,4471.2,1665.5,2728.2,-1062.7,0.0,9158.1,6858.4,4340.5,2517.9,,,2128.8,10823.6,,1122.5,1072.8,49.7,0.0,0.0,443.4,439.8,0.0,0.0,,3.6,1398.1,0.0,0.0,515.3,1327.7,2964.0,7586.5,7586.5,0.0,0.0,,1784.4,0.0,0.0,0.0,0.0,0.0,1269.1,9370.9,12334.9,0.0,4375.6,272.0,4103.6,-3878.8,2685.1,-240.1,2941.8,18.1,2959.9,15294.8,
03/31/2014,15355.0,243.0,243.0,0.0,1678.6,1678.6,0.0,1737.9,550.4,321.4,866.1,0.0,682.7,,1590.1,85.4,395.4,4342.2,1705.0,2815.0,-1110.0,0.0,9307.8,6822.1,4359.6,2462.5,,,810.2,11012.8,,973.6,928.5,45.1,,,423.8,370.5,,,,53.3,1251.9,,,468.6,1240.1,2649.3,7780.6,7780.6,,,,1733.4,,,,,,1264.8,9514.0,12163.3,0.0,4394.9,272.6,4122.3,-3862.2,2801.0,-159.4,3174.3,17.4,3191.7,15355.0,
06/30/2014,15602.8,193.9,193.9,0.0,1761.6,1761.6,,1791.1,574.6,309.4,907.1,0.0,730.5,,1674.6,91.5,401.4,4477.1,1755.8,2892.4,-1136.6,,9369.9,6809.0,4392.8,2416.2,,,794.8,11125.7,,1108.5,962.5,74.9,71.1,,306.0,248.0,,,,58.0,1186.8,,1650.3,428.6,1185.1,2601.3,6267.9,6267.9,,,,3380.9,,,,,,1302.0,9648.8,12250.1,0.0,4421.3,272.8,4148.5,-3860.8,2926.2,-152.7,3334.0,18.7,3352.7,15602.8,
09/30/2014,15174.1,199.6,199.6,0.0,1733.3,1733.3,,1707.5,562.4,301.9,843.2,0.0,2177.4,,,110.3,435.0,5817.8,1738.3,2890.8,-1152.5,,7618.0,6729.6,4188.5,2541.1,,,778.1,9356.3,,1011.2,857.9,84.1,69.2,,2357.3,364.7,,,,1992.6,1105.4,,1387.9,296.1,1095.3,4473.9,4335.6,4335.6,,,,2958.3,,,,,,1274.3,7293.9,11767.8,0.0,4443.2,272.9,4170.3,-3860.7,3425.3,-620.3,3387.5,18.8,3406.3,15174.1,
12/31/2014,15820.5,225.5,225.5,0.0,2268.5,2268.5,0.0,1651.4,549.5,298.4,803.5,0.0,2295.8,,,397.4,393.5,6441.2,1785.7,2955.8,-1170.1,0.0,7593.6,6396.4,4049.3,2347.1,,,799.8,9379.3,,1130.1,905.6,160.7,63.8,0.0,2803.6,399.4,0.0,0.0,,2404.2,1370.3,0.0,1853.5,203.9,1318.1,5304.0,3846.4,3846.4,0.0,0.0,,3394.1,0.0,0.0,0.0,0.0,,1336.7,7240.5,12544.5,0.0,4486.1,273.3,4212.8,-3857.7,3614.5,-987.0,3255.9,20.1,3276.0,15820.5,
03/31/2015,22123.8,277.2,277.2,0.0,2264.6,2264.6,0.0,1908.3,598.7,324.6,985.0,0.0,2976.3,,,87.8,546.5,7426.4,1872.3,3062.2,-1189.9,0.0,12825.1,11886.4,5115.8,6770.6,,,850.9,14697.4,,1060.9,997.0,63.9,,,2780.6,169.2,,,,2611.4,1446.5,,,613.8,1333.4,5288.0,5750.4,5750.4,,,,1992.2,,,,,,1378.4,7742.6,13030.6,0.0,7013.1,5.5,7007.6,0.0,3671.1,-1610.9,9073.3,19.9,9093.2,22123.8,
06/30/2015,22794.6,439.7,439.7,0.0,2861.2,2861.2,,1934.3,623.2,365.4,945.7,0.0,2656.2,,,87.0,513.8,7891.4,1899.3,3135.3,-1236.0,,13003.9,12038.8,5212.4,6826.4,,,878.1,14903.2,,1183.3,1101.8,81.5,,,2599.7,436.3,,,,2163.4,1586.4,,1689.3,583.6,1531.7,5369.4,4201.1,4201.1,,,,3654.8,,,,,,1381.9,7855.9,13225.3,0.0,7080.6,5.5,7075.1,0.0,3838.9,-1351.6,9567.9,1.4,9569.3,22794.6,
09/30/2015,21316.5,587.0,587.0,0.0,2917.1,2917.1,,1944.1,594.2,416.7,933.2,0.0,1037.7,,,78.0,526.6,6485.9,1884.7,3146.2,-1261.5,0.0,12945.9,12013.5,5125.3,6888.2,,,854.4,14830.6,,1336.4,1236.2,100.2,,,568.3,0.8,,,,567.5,1779.4,,,613.1,1754.0,3684.1,5845.8,5845.8,,,,1971.6,,,,,,1358.5,7817.4,11501.5,0.0,7099.7,5.5,7094.2,0.0,4267.5,-1553.6,9813.6,1.4,9815.0,21316.5,
12/31/2015,22267.7,1236.0,1236.0,0.0,2689.1,2689.1,0.0,1951.0,592.4,387.0,971.6,0.0,596.6,,0.0,457.6,531.9,6472.7,1983.9,3294.0,-1310.1,0.0,13811.1,12602.0,5380.1,7221.9,,,751.5,15795.0,,1227.1,1109.6,92.4,25.1,0.0,1078.3,1.3,0.0,0.0,,1077.0,1816.8,0.0,0.0,718.1,1797.0,4122.2,6295.6,6295.6,0.0,0.0,,2084.1,0.0,0.0,0.0,0.0,,1366.0,8379.7,12501.9,0.0,7134.1,5.5,7128.6,-67.5,4462.1,-1764.3,9764.4,1.4,9765.8,22267.7,
03/31/2016,22644.1,1199.4,1199.4,0.0,2587.4,2587.4,0.0,2144.1,651.4,419.9,1072.8,0.0,696.7,,,441.0,611.8,6627.6,1998.8,3375.9,-1377.1,0.0,14017.7,12845.3,5566.9,7278.4,,,731.4,16016.5,,1164.3,1076.2,43.4,44.7,,1148.9,66.4,,,,1082.5,1646.2,,,744.0,1560.4,3959.4,6325.7,6325.7,,,,2084.1,,,,,,1340.1,8409.8,12369.2,0.0,7155.4,5.5,7149.9,-67.5,4476.0,-1290.5,10273.4,1.5,10274.9,22644.1,
06/30/2016,28836.3,6361.9,6361.9,0.0,2917.4,2917.4,0.0,2191.3,688.7,435.2,1067.4,0.0,716.1,,,326.3,611.8,12186.7,2057.6,3484.5,-1426.9,0.0,14592.0,13546.7,5830.2,7716.5,,,719.0,16649.6,,1177.1,1017.6,121.4,38.1,,710.6,55.9,,,,654.7,1886.9,,,682.5,1789.5,3774.6,12772.8,12772.8,,,,1957.6,,,,,,1275.1,14730.4,18505.0,0.0,7184.3,5.7,7178.6,-67.5,4644.4,-1431.3,10329.9,1.4,10331.3,28836.3,
09/30/2016,36538.5,1256.6,1256.6,0.0,3098.9,3098.9,0.0,2687.5,825.1,469.8,1392.6,0.0,922.1,,,441.8,821.3,7965.1,2284.2,3780.3,-1496.1,0.0,26289.2,25246.5,9633.1,15613.4,,,600.9,28573.4,,1533.7,1254.9,164.5,114.3,,4488.8,54.2,,,,4434.6,3531.5,,,2189.6,3506.3,9554.0,11328.6,11328.6,,,,3827.1,,,,,,1637.5,15155.7,24709.7,0.0,8490.6,6.0,8484.6,-67.5,4524.6,-1120.4,11827.3,1.5,11828.8,36538.5,
12/31/2016,34726.2,1082.5,998.8,83.7,3015.4,3015.4,0.0,2456.4,783.4,436.0,1237.0,0.0,968.2,169.1,0.0,633.2,737.0,7522.5,2322.2,3807.9,-1485.7,0.0,24881.5,23679.7,9231.9,14447.8,,320.6,248.0,27203.7,,1486.8,1348.1,97.7,41.0,0.0,336.4,46.4,0.0,0.0,,290.0,3217.5,0.0,0.0,2006.4,3202.2,5040.7,15202.9,15202.9,0.0,0.0,,3365.0,0.0,379.2,341.2,38.0,,979.4,18567.9,23608.6,0.0,8505.3,6.0,8499.3,-67.5,4942.1,-2263.7,11116.2,1.4,11117.6,34726.2,
03/31/2017,34272.6,723.8,723.8,0.0,2872.0,2872.0,0.0,2547.8,833.8,427.3,1286.7,0.0,921.9,,,564.0,762.2,7065.5,2338.0,3848.1,-1510.1,0.0,24869.1,23764.1,9394.1,14370.0,,,541.0,27207.1,,1303.1,1141.4,31.0,130.7,,325.4,31.0,,,,294.4,2895.7,,,2019.1,2887.2,4524.2,14700.8,14700.8,,,,3391.6,,,,,,1372.5,18092.4,22616.6,0.0,8528.0,6.0,8522.0,-67.5,5008.5,-1813.0,11656.0,0.0,11656.0,34272.6,
06/30/2017,35506.2,612.8,612.8,0.0,2951.0,2951.0,0.0,2610.2,907.6,409.3,1293.3,0.0,791.9,,,722.5,700.9,6965.9,2366.2,3947.6,-1581.4,0.0,26174.1,25003.0,9801.0,15202.0,,,448.6,28540.3,,1239.0,1133.4,34.0,71.6,,1032.3,6.1,,,,1026.2,2898.4,,,2111.6,2866.1,5169.7,14025.6,14025.6,,,,3478.0,,,,,,1366.4,17503.6,22673.3,0.0,8550.5,6.0,8544.5,-67.5,5305.5,-955.6,12832.9,0.0,12832.9,35506.2,
