Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Provision for Doubtful Accounts,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Property Additions,Property Improvements,Change in Investments,Change in Notes,Change in Mortgages,Change in Real Estate Interest,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Preferred Dividends Other Distributions,Proceeds from Repayments of Borrowings,Change in Unsecured Debt,Change in Secured Debt,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1998,57.992,18.881,35.47,7.194,3.269,-6.822,,0.0,-78.732,0.0,-0.262,0.802,0.0,0.0,-13.801,-91.993,2.693,0.0,0.0,3.705,5.6,-1.895,0.103,0.0,-1.115,-31.308,
06/30/1998,25.687,0.228,7.135,0.0,13.737,4.587,,0.0,-1.184,0.0,17.700001,0.0,0.0,0.0,-3.89,12.626,-38.313,0.0,0.0,-27.805,,,0.149,0.0,-10.657,0.0,
09/30/1998,26.853001,12.877,10.729,0.0,1.191,2.056,,0.0,-6.219,0.0,0.0,0.0,0.0,0.0,0.0,-6.219,-18.261,0.0,0.0,-16.906,,,0.005,0.0,-1.36,2.373,
12/31/1998,34.216999,13.653,10.836,0.0,17.846001,-8.118,,0.0,-7.178,0.0,0.0,0.0,0.0,0.0,-0.137,-7.315,-28.934,0.0,0.0,-28.913,,,0.001,0.0,-0.022,-2.032,
03/31/1999,39.008,20.338,11.597,0.0,1.218,5.855,,0.0,0.0,-0.122,0.0,0.0,0.0,0.0,0.0,-0.122,19.273,-26.489,0.0,45.762,,45.762,0.0,0.0,0.0,58.159,
06/30/1999,12.678,20.166,11.16,0.0,1.216,-19.864,,0.0,0.0,-0.178,0.0,-0.051,0.0,0.0,0.0,-0.229,-0.876,0.0,0.0,-0.88,,,0.004,0.0,0.0,11.573,
09/30/1999,28.457,13.027,11.161,7.5,0.964,-4.195,,0.254,0.0,0.001,0.0,0.346,0.0,0.0,0.0,0.601,20.724,0.0,,-0.881,,,0.0,0.0,21.605,49.782,
12/31/1999,23.437,-10.996,9.968,0.0,12.572,11.893,,0.0,0.0,0.0,0.0,-0.295,0.0,0.0,0.416,0.121,-3.816,0.0,0.0,-0.881,,,0.0,0.0,-2.935,19.743,
03/31/2000,45.536,2.733,11.058,0.0,5.57,26.175,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63.482,0.0,0.0,-50.879,,-50.879,0.013,0.0,-12.616,-17.946,
06/30/2000,-6.001,7.512,10.874,0.0,0.553,-24.94,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,,,0.001,0.0,0.0,-6.0,
