Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
04/30/1989,249.403,11.728,11.728,0.0,0.0,,,200.873993,,,,,6.529,,,,,219.130997,25.124001,55.827999,-30.704,0.0,5.148,,,,5.148,30.272,,59.507,59.507,,,,4.191,,,,,,10.620001,,,,10.620001,74.318001,63.022999,,,,,0.698,,,,,0.698,63.720999,138.039,0.0,32.416,,,-6.516,,85.463998,111.363998,0.0,111.363998,249.402998,
07/31/1989,229.888,3.546,3.546,0.0,0.0,,,186.044006,,,,,6.954,,,,,196.544006,28.232,60.144001,-31.912001,0.0,5.112,,,,5.112,33.344,,37.032001,37.032001,,,,3.794,,,,,,13.643,,,,13.643,54.469002,62.486,,,,,0.652,,,,,0.652,63.138,117.607002,0.0,32.431999,,,-6.514,,86.362999,112.280998,0.0,112.280998,229.888,
10/31/1989,249.891998,2.658,2.658,0.0,0.0,,,202.371002,,,,,7.371,,,,,212.399994,32.377998,65.777,-33.398998,0.0,5.114,,,,5.114,37.491998,,51.346001,51.346001,,,,7.826,,,,,,14.406002,,,,14.406002,73.578003,60.916,,,,,1.085,,,,,1.085,62.001,135.579003,0.0,32.665001,,,-6.562,,88.210002,114.313004,0.0,114.313004,249.892007,
01/31/1990,193.789993,6.48,6.48,0.0,0.0,,,140.365997,,,,,8.323,,,,,155.169006,32.931,63.535999,-30.605,0.0,5.69,,,,5.69,38.621,,22.051001,22.051001,,,,7.827,,,,,,15.184,,,,15.184,45.062,26.823999,,,,,1.264,,,,,1.264,28.087999,73.15,0.0,32.672001,,,-6.522,,94.490002,120.640003,0.0,120.640003,193.790003,
04/30/1990,248.847,8.391,8.391,0.0,0.0,,,192.440002,,,,,9.151,,,,,209.981995,33.216,65.343002,-32.126999,0.0,5.649,,,,5.649,38.865,,57.949001,57.949001,,,,7.827,,,,,,14.964996,,,,14.964996,80.740997,46.694,,,,,1.264,,,,,1.264,47.958,128.698998,0.0,32.679001,,,-6.497,,93.966002,120.148003,0.0,120.148003,248.847,
07/31/1990,245.496002,7.28,7.28,0.0,0.0,,,191.024994,,,,,8.05,,,,,206.354996,33.535,67.208,-33.673,0.0,5.606,,,,5.606,39.141,,40.539001,40.539001,,,,7.828,,,,,,16.429996,,,,16.429996,64.796997,57.648998,,,,,1.264,,,,,1.264,58.912998,123.709995,0.0,32.685001,,,-6.496,,95.596998,121.785999,0.0,121.785999,245.495995,
10/31/1990,269.932007,12.59,12.59,0.0,0.0,,,208.542007,,,,,8.538,,,,,229.669998,34.618,69.959,-35.341,0.0,5.644,,,,5.644,40.262,,56.528,56.528,,,,10.389,,,,,,17.765999,,,,17.765999,84.682999,60.247002,,,,,1.365,,,,,1.365,61.612002,146.295,0.0,32.685001,,,-6.496,,97.448003,123.637005,0.0,123.637005,269.932005,
01/31/1991,207.737,3.855,3.855,0.0,0.0,,,154.792007,,,,,9.581,,,,,168.227997,34.686001,68.119003,-33.432999,0.0,4.823,,,,4.823,39.509001,,31.487,31.487,,,,1.589,,,,,,22.062001,,,,22.062001,55.138,19.073,,,,,1.809,,,,,1.809,20.882,76.02,0.0,32.745998,,,-6.472,,105.443001,131.716999,0.0,131.716999,207.737,
04/30/1991,244.143997,5.931,5.931,0.0,0.0,,,187.556,,,,,10.646,,,,,204.132996,35.206001,70.144997,-34.938999,0.0,4.805,,,,4.805,40.011001,,67.291,67.291,,,,1.622,,,,,,17.417001,,,,17.417001,86.330002,24.072001,,,,,1.809,,,,,1.809,25.881001,112.211002,0.0,32.682999,,,-6.447,,105.697,131.932999,0.0,131.932999,244.144001,
07/31/1991,259.963013,8.795,8.795,0.0,0.0,,,197.647003,,,,,12.492,,,,,218.934006,36.320999,72.858002,-36.536999,0.0,4.708,,,,4.708,41.028999,,63.478001,63.478001,,,,1.297,,,,,,20.863,,,,20.863,85.638,38.313999,,,,,1.641,,,,,1.641,39.954999,125.593,0.0,59.854,,,-6.318,,80.833999,134.369999,0.0,134.369999,259.962999,
