Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
06/30/2016,4139,1951,839,-526,119.0,-387.0,-258,1875,164.0,210.0,1501,,-1192.0,-973.0,318.0,318.0,0.0,-1291.0,-1291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-219.0,-3655.0,-1847.0,-1956.0,-1953.0,0.0,-3.0,148.0,648.0,-500.0,0.0,-85.0,-793.0,
09/30/2016,3025,2714,728,-30,44.0,-177.0,103,-387,-424.0,-287.0,324,,-2121.0,-501.0,183.0,183.0,0.0,-684.0,-684.0,0.0,0.0,0.0,0.0,-14.0,0.0,-14.0,0.0,-1606.0,-507.0,-1851.0,1409.0,1519.0,891.0,-1001.0,-65.0,937.0,-1002.0,0.0,-43.0,354.0,
12/31/2016,3000,7875,707,-4983,60.0,-271.0,-4772,-599,-171.0,40.0,-468,,100.0,-648.0,97.0,97.0,0.0,-745.0,-745.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,0.0,750.0,-4232.0,-1786.0,-1082.0,1196.0,1750.0,-4028.0,-1364.0,137.0,-1501.0,0.0,-273.0,-1405.0,
03/31/2017,3040,2522,665,236,93.0,66.0,77,-383,436.0,102.0,-921,0.0,-1802.0,-670.0,131.0,131.0,0.0,-801.0,-801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1132.0,-1600.0,-1773.0,850.0,,,,-677.0,1324.0,-2001.0,0.0,128.0,-234.0,
06/30/2017,3688,2215,720,-378,154.0,-219.0,-313,1131,-163.0,216.0,1078,,-1866.0,-994.0,160.0,160.0,0.0,-1154.0,-1154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-872.0,-2229.0,-1826.0,222.0,,,,-625.0,75.0,-700.0,0.0,159.0,-248.0,
09/30/2017,3631,2853,692,416,84.0,426.0,-94,-330,-304.0,-357.0,331,0.0,-2534.0,-1012.0,120.0,120.0,0.0,-1132.0,-1132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1522.0,-1724.0,-1823.0,2021.0,48.0,2124.0,-151.0,-1922.0,580.0,-2502.0,0.0,82.0,-545.0,
12/31/2017,3684,2495,676,-2194,73.0,-2434.0,167,2707,-243.0,-100.0,3050,0.0,-1171.0,-687.0,81.0,81.0,0.0,-768.0,-768.0,0.0,0.0,0.0,0.0,-101.0,0.0,-101.0,0.0,-383.0,-152.0,-1813.0,3294.0,1476.0,2948.0,-1130.0,-1633.0,118.0,-1751.0,0.0,47.0,2408.0,
03/31/2018,3353,2511,716,2457,92.0,182.0,2183,-2331,97.0,0.0,-2428,0.0,97.0,-865.0,45.0,45.0,0.0,-910.0,-910.0,0.0,0.0,0.0,0.0,-7.0,0.0,-7.0,0.0,969.0,-5638.0,-1813.0,-2904.0,-2783.0,0.0,-121.0,-921.0,460.0,-1381.0,0.0,82.0,-2106.0,
06/30/2018,4199,1891,750,153,146.0,-18.0,25,1405,273.0,269.0,863,,97.0,-884.0,23.0,23.0,0.0,-907.0,-907.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,982.0,-6861.0,-1861.0,-3649.0,-2178.0,0.0,-1471.0,-1351.0,19.0,-1370.0,0.0,-192.0,-2757.0,
09/30/2018,3567,3199,643,-297,102.0,34.0,-433,22,-475.0,-494.0,991,0.0,-865.0,-1071.0,9.0,9.0,0.0,-1080.0,-1080.0,0.0,0.0,0.0,0.0,-237.0,0.0,-237.0,0.0,443.0,-2656.0,-1853.0,24.0,24.0,0.0,0.0,-827.0,425.0,-1252.0,0.0,-70.0,-24.0,
12/31/2018,4007,3194,650,343,79.0,3.0,261,-180,77.0,-37.0,-220,0.0,-3845.0,-692.0,9.0,9.0,0.0,-701.0,-701.0,0.0,0.0,0.0,0.0,-3611.0,0.0,-3611.0,0.0,458.0,1032.0,-1850.0,2572.0,1182.0,2368.0,-978.0,310.0,1061.0,-751.0,0.0,-43.0,1151.0,
03/31/2019,3517,2745,711,-613,118.0,-61.0,-670,674,-151.0,-70.0,895,0.0,573.0,-748.0,4.0,4.0,0.0,-752.0,-752.0,0.0,0.0,0.0,0.0,-95.0,0.0,-95.0,0.0,1416.0,-5066.0,-1858.0,-3062.0,-3038.0,0.0,-24.0,-146.0,1104.0,-1250.0,0.0,18.0,-958.0,
06/30/2019,4151,-5241,820,7576,216.0,-387.0,7747,996,273.0,362.0,361,0.0,647.0,-442.0,372.0,372.0,0.0,-814.0,-814.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,0.0,1091.0,-3304.0,-1937.0,-351.0,,,,-1016.0,734.0,-1750.0,0.0,7.0,1501.0,
09/30/2019,4169,3593,723,-489,110.0,-586.0,-13,342,-261.0,-549.0,1152,0.0,5079.0,-1073.0,6.0,6.0,0.0,-1079.0,-1079.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6152.0,-4118.0,-1932.0,-61.0,-61.0,0.0,0.0,-2125.0,875.0,-3000.0,0.0,-65.0,5065.0,
12/31/2019,4364,3717,677,199,92.0,37.0,70,-229,4.0,16.0,-249,0.0,-650.0,-596.0,9.0,9.0,0.0,-605.0,-605.0,0.0,0.0,0.0,0.0,-54.0,0.0,-54.0,0.0,0.0,-6795.0,-1923.0,-1553.0,-7.0,0.0,-1546.0,-3319.0,185.0,-3504.0,0.0,56.0,-3025.0,
03/31/2020,4064,2917,799,70,123.0,-39.0,-14,278,392.0,0.0,-114,0.0,-725.0,-718.0,13.0,13.0,0.0,-731.0,-731.0,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,0.0,-3.0,5945.0,-1906.0,8051.0,3088.0,4963.0,0.0,-200.0,701.0,-901.0,0.0,-170.0,9114.0,
06/30/2020,4806,2800,814,-445,233.0,-8.0,-670,1637,499.0,-104.0,1242,0.0,-659.0,-656.0,2.0,2.0,0.0,-658.0,-658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3399.0,-2028.0,-1588.0,-675.0,0.0,-913.0,217.0,217.0,0.0,0.0,40.0,788.0,
