Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/2001,,,,,,,8.169365,,6.27907,5.187836,4.709302,4.709302,,17.378916,0.0,,
06/30/2001,,,,,,,8.835276,,7.233655,5.713052,5.713052,5.713052,,21.021221,0.0,,
09/30/2001,,,,,,,7.480249,,6.419958,4.985447,4.814969,4.814969,,22.34456,0.0,,
12/31/2001,,,,,,,0.425477,,0.426408,0.911631,0.911631,0.911631,,,0.0,,
03/31/2002,,3.353069,0.255417,3.101649,7.126996,,15.710566,,15.710566,10.939043,-1.566568,-1.566568,,30.371429,0.0,3.353069,
06/30/2002,,3.329166,0.25048,3.090661,4.547151,,7.180475,,6.349818,4.983943,5.14665,5.14665,,21.510452,0.0,3.329166,
09/30/2002,,-0.810228,-0.063289,-0.134844,2.559534,,3.837868,-25.25055,2.254622,2.134375,-7.936269,-7.936269,,5.333333,0.0,-0.810228,
12/31/2002,,2.111668,0.159698,2.173054,0.711739,,7.310593,55.205932,11.912924,9.307508,9.230374,9.230374,,21.870504,38.581952,1.296945,
03/31/2003,,4.955786,0.368662,4.496871,1.833779,,10.579937,,9.67433,6.809474,6.778997,6.778997,,29.612961,0.0,4.955786,
06/30/2003,,5.839919,0.439478,,-45.111991,,10.356136,,10.356136,7.794005,10.361261,10.361261,,24.740228,0.0,5.839919,
09/30/2003,,10.747336,0.78921,,12.911815,,11.383804,,11.383804,8.554333,9.355509,9.355509,,24.855234,0.0,10.747336,
12/31/2003,,10.618348,0.755304,,-41.016229,,8.545491,28.433402,8.545491,7.803107,8.22675,8.22675,,8.687441,75.077559,2.646352,
03/31/2004,,10.580283,0.773933,,16.123051,,11.859568,-2.065978,10.407172,8.183503,9.695998,9.695998,,21.366699,0.0,10.580283,
06/30/2004,,9.561183,0.668303,,62.804595,,9.809567,,8.238622,6.511088,6.046371,6.046371,,20.968731,0.0,9.561183,
09/30/2004,,10.763397,0.764239,,-44.457336,,12.27079,27.272727,11.270168,9.321588,14.305549,14.305549,,17.28972,0.0,10.763397,
12/31/2004,,11.049324,0.745286,8.827902,7.920365,,12.973142,,12.262591,9.60808,9.541047,9.541047,,21.64723,77.44186,2.492522,
03/31/2005,,10.926217,0.746628,8.842098,9.301461,,13.938518,42.176871,13.04287,9.55824,9.586229,9.586229,,26.716738,0.0,10.926217,
