Date,Assets,Total Investments,Fixed Income-Trading/AFS & ST Inv,Loans & Mortgages,Fixed Income Securities-HTM,Equity Securities,Real Estate Investments,Other Investments,Cash & Near Cash Items,Net Receivables,Net Fixed Assets,Deferred Policy Acquisition Costs,Other Assets,Total Assets,Liabilities & Shareholders' Equity,Reserve for Outstanding Claim & Loss,Premium Reserve (Unearned),Life Policy Benefits,Other Insurance Reserves,Total Insurance Reserves,Short-Term Borrowings,Other Short-Term Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Policyholders' Equity,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1992,,795.632996,29.028,0.0,763.629028,2.976,0.0,0.0,9.258,26.261999,29.542999,38.055,26.205999,924.95697,,114.208,170.694,0.0,0.0,284.902008,,56.472,36.912998,35.581001,413.868008,0,0,0.0,310.20401,200.884995,511.089005,924.957012,
06/30/1992,,840.258972,57.834999,0.0,779.41803,3.006,0.0,0.0,5.925,21.607,29.966999,39.064999,24.393,961.216003,,110.639,187.259003,0.0,0.0,297.89801,,41.096001,36.853001,50.905998,426.75301,0,0,0.0,310.20401,224.259003,534.463013,961.216022,
09/30/1992,,869.64801,78.889999,0.0,787.752014,3.006,0.0,0.0,2.332,18.861,30.569,39.778999,27.671,988.859985,,115.876999,202.302002,0.0,0.0,318.178986,,33.778,36.797001,38.825001,427.578987,0,0,0.0,310.20401,251.076996,561.281006,988.859993,
12/31/1992,,896.119995,51.655998,0.0,841.382996,3.081,0.0,0.0,3.134,28.726999,31.459,42.102001,21.559,1023.101013,,122.347,212.175995,0.0,0.0,334.52301,0.281,28.392,36.458,31.247999,430.902009,0,0,0.0,312.679993,279.519012,592.199005,1023.101014,
03/31/1993,,935.133972,55.917999,0.0,876.13501,3.081,0.0,0.0,2.913,136.593002,32.505001,42.526001,24.271999,1173.942993,,179.028,273.968994,0.0,0.0,452.997009,,39.0,36.659,29.152,557.80801,0,0,0.0,313.085999,303.049011,616.13501,1173.94302,
06/30/1993,,985.369995,66.681,0.0,915.607971,3.081,0.0,0.0,4.429,137.513,33.304001,42.926998,19.677,1223.219971,,190.460007,283.345001,0.0,0.0,473.804993,,33.443001,36.587002,33.376999,577.211994,0,0,0.0,313.085999,332.921997,646.007996,1223.21999,
09/30/1993,,1056.524048,84.783997,0.0,968.658997,3.081,0.0,0.0,4.384,133.363007,34.693001,43.426998,17.849001,1290.23999,,202.102005,299.415009,0.0,0.0,501.516998,,37.823002,36.523998,36.446999,612.310997,0,0,0.0,313.261993,364.666992,677.928986,1290.239983,
12/31/1993,,1099.642944,86.250999,0.0,1010.007019,3.385,0.0,0.0,4.185,130.227997,36.284,45.785,27.08,1343.204956,,213.600006,306.846008,0.0,0.0,520.445984,0.312,37.965,36.146999,36.264999,631.134982,0,0,0.0,313.265015,398.804993,712.070008,1343.20499,
03/31/1994,,1171.30896,612.054016,0.0,555.960022,3.385,0.0,0.0,3.198,72.986,37.316002,45.233002,29.792999,1359.834961,,232.682007,285.480988,0.0,0.0,518.163025,,35.987999,36.370998,32.561001,623.083023,0,0,0.0,314.77301,421.979004,736.752014,1359.835037,
06/30/1994,,1196.60498,638.572998,0.0,554.646973,3.385,0.0,0.0,5.154,76.434998,38.897999,44.256001,21.434,1382.781982,,249.315994,280.441986,0.0,0.0,529.757996,,17.973,36.291,30.367001,614.388996,0,0,0.0,314.77301,453.619995,768.393005,1382.782001,
