Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1988,5029,,,,,,,,,,,,,,,,,,,,,,,,,,,435,,,435,435.0,,322.221985,1.35,1.35,1.35,322.221985,1.35,1.35,1.35,
12/25/1988,4543,,,,,,,,,,,,,,,,,,,,,,,,,,,312,,,312,312.0,,325.0,0.96,0.96,0.96,325.0,0.96,0.96,0.96,
03/31/1989,3900,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,200,200.0,,322.580994,0.62,0.62,0.62,322.580994,0.62,0.62,0.62,
06/30/1989,4500,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,60,60.0,,333.333008,0.18,0.18,0.18,333.333008,0.18,0.18,0.18,
09/30/1989,5112,,,,,,,,,,,,,,,,,,,,,,,,,,,329,,,329,329.0,,322.549011,1.02,1.02,1.02,322.549011,1.02,1.02,1.02,
12/31/1989,4886,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,-60,,,-60,-60.0,,324.299988,-0.19,-0.19,,324.299988,-0.19,-0.19,-0.19,
03/31/1990,4111,,,-2478.0,,1633.0,,-1135.0,,,,498.0,-155.0,,209.0,,,,-54.0,343.0,-144.0,199.0,0.0,,,199.0,,199,0.0,,199,199.0,,324.399994,0.61,0.61,,324.399994,0.61,0.61,0.61,
06/30/1990,4872,,,-2763.0,,2109.0,,-1265.0,,,,844.0,-182.0,,221.0,,,,-39.0,662.0,-278.0,384.0,0.0,,,384.0,,384,0.0,,384,384.0,,324.399994,1.19,1.19,,324.399994,1.19,1.19,1.19,
09/30/1990,4774,,,-2701.0,,2073.0,,-1238.0,,,,835.0,-1113.0,,209.0,,,,904.0,-278.0,72.0,-206.0,0.0,,,-206.0,,-206,0.0,,-206,-206.0,,324.399994,-0.64,-0.64,,324.399994,-0.64,-0.64,-0.64,
12/31/1990,5151,,,-1695.0,,3456.0,,-3677.0,,,,-221.0,751.0,,173.0,,,,-924.0,530.0,-204.0,326.0,0.0,,,326.0,,326,0.0,,326,326.0,,324.55249,1.01,1.01,1.01,324.55249,1.01,1.01,1.01,
03/31/1991,4422,,,-2602.0,,1820.0,,-1364.0,,,,456.0,-161.0,,202.0,,,,-41.0,295.0,-117.0,178.0,0.0,,,178.0,,178,0.0,,178,178.0,,324.399994,0.55,0.55,,324.399994,0.55,0.55,0.55,
06/30/1991,4989,,,-2880.0,,2109.0,,-1355.0,,,,754.0,-171.0,,198.0,,,,-27.0,583.0,-226.0,357.0,0.0,,,357.0,,357,0.0,,357,357.0,,324.5,1.1,1.1,,324.5,1.1,1.1,1.1,
09/30/1991,4926,,,-2868.0,,2058.0,,-2061.0,,,,-3.0,-213.0,,210.0,,,,3.0,-216.0,98.0,-118.0,0.0,,,-118.0,,-118,0.0,,-118,-118.0,,324.700012,-0.37,-0.37,,324.700012,-0.37,-0.37,-0.37,
12/31/1991,5082,,,-1635.0,,3447.0,,-3884.0,,,,-437.0,-214.0,,209.0,,,,5.0,-651.0,251.0,-400.0,0.0,,,-400.0,,-400,0.0,,-400,-400.0,,324.816498,-1.23,-1.23,-1.23,324.816498,-1.23,-1.23,-1.23,
03/31/1992,3524,,,-1714.0,,1810.0,,-1735.0,,,,75.0,96.0,,181.0,,,,-277.0,171.0,-95.0,76.0,-221.0,,,297.0,,297,0.0,,297,297.0,,352.0,0.88,0.24,,352.0,0.88,0.24,0.24,
06/30/1992,4287,,,-2056.0,,2231.0,,-1628.0,,,,603.0,-116.0,,182.0,,,,-66.0,487.0,-208.0,279.0,-82.0,,,361.0,,361,0.0,,361,361.0,,325.0,1.11,0.86,,325.0,1.11,0.86,0.86,
09/30/1992,4251,,,-2028.0,,2223.0,,-1670.0,,,,553.0,-355.0,,173.0,,,,182.0,198.0,-77.0,121.0,-68.0,,,189.0,,189,0.0,,189,189.0,,325.100006,0.58,0.37,,325.100006,0.58,0.37,0.37,
12/31/1992,4483,,,-2220.0,,2263.0,,-1666.0,,,,597.0,-235.0,,177.0,,,,58.0,362.0,-111.0,251.0,-48.0,,,299.0,,299,0.0,,299,299.0,,325.899994,0.92,0.77,0.77,325.899994,0.92,0.77,0.77,
03/31/1993,2668,,,-1419.0,,1249.0,,-984.0,,,,265.0,-23.0,,51.0,,,,-28.0,242.0,-94.0,148.0,2167.0,,,-2019.0,,-2019,0.0,,-2019,-2019.0,,326.700012,-6.18,0.45,,326.700012,-6.18,0.45,0.45,
06/30/1993,3353,,,-1644.0,,1709.0,,-1103.0,,,,606.0,-33.0,,53.0,,,,-20.0,573.0,-223.0,350.0,-21.0,,,371.0,,371,0.0,,371,371.0,,327.799988,1.13,1.07,,327.799988,1.13,1.07,1.07,
09/30/1993,3160,,,-1625.0,,1535.0,,-1060.0,,,,475.0,-550.0,,41.0,,,,509.0,-75.0,1.0,-74.0,-6.0,,,-68.0,,-68,0.0,,-68,-68.0,,328.700012,-0.21,-0.23,,328.700012,-0.21,-0.23,-0.23,
12/31/1993,3489,,,-1966.0,,1523.0,,-1137.0,,,,386.0,-49.0,,30.0,,,,19.0,337.0,-117.0,220.0,19.0,,,201.0,,201,0.0,,201,201.0,,328.5,0.61,0.67,0.67,328.5,0.61,0.67,0.67,
03/31/1994,2755,,,-1470.0,,1285.0,,-951.0,,,,334.0,-104.0,,57.0,,,,47.0,230.0,-85.0,145.0,63.0,,,82.0,,82,0.0,,82,82.0,,330.700012,0.25,0.44,,330.700012,0.25,0.44,0.44,
06/30/1994,3425,,,-1782.0,,1643.0,,-1155.0,,,,488.0,-21.0,,28.0,,,,-7.0,467.0,-172.0,295.0,31.0,,,264.0,,264,0.0,,264,264.0,,332.799988,0.79,0.88,,332.799988,0.79,0.88,0.88,
09/30/1994,3529,,,-1967.0,,1562.0,,-1193.0,,,,369.0,-51.0,,28.0,,,,23.0,318.0,-125.0,193.0,0.0,,,193.0,,193,0.0,,193,193.0,,339.399994,0.57,0.57,,339.399994,0.57,0.57,0.57,
12/31/1994,3848,,,-2106.0,,1742.0,,-1271.0,,,,471.0,-484.0,,29.0,,,,455.0,-13.0,-66.0,-79.0,-97.0,,,18.0,,18,0.0,,18,18.0,,337.549988,0.05,-0.23,,337.549988,0.05,-0.23,-0.23,
03/31/1995,3137,,,-1613.0,,1524.0,,-1114.0,,,,410.0,5.0,,19.0,,,,-24.0,415.0,-153.0,262.0,0.0,,,262.0,,262,0.0,,262,262.0,,340.0,0.77,0.77,0.77,340.0,0.77,0.77,0.77,
06/30/1995,3938,,,-2030.0,,1908.0,,-1331.0,,,,577.0,22.0,,19.0,,,,-41.0,599.0,-222.0,377.0,0.0,,,377.0,,377,0.0,,377,377.0,,375.0,1.11,1.11,1.11,375.0,1.11,1.11,1.11,
09/30/1995,3813,,,-1987.0,,1826.0,,-1281.0,,,,545.0,-33.0,,20.0,,,,13.0,512.0,-174.0,338.0,0.0,,,338.0,,338,0.0,,338,338.0,,342.0,0.99,0.99,0.99,342.0,0.99,0.99,0.99,
12/31/1995,4092,,,-2332.0,,1760.0,,-1367.0,,,,393.0,7.0,,20.0,,,,-27.0,400.0,-125.0,275.0,0.0,,,275.0,,275,0.0,,275,275.0,,343.75,0.8,0.8,0.8,343.75,0.8,0.8,0.8,
03/31/1996,3388,,,-1776.0,,1612.0,,-1212.0,,,,400.0,21.0,,18.0,,,,-39.0,421.0,-147.0,274.0,0.0,,,274.0,,274,0.0,,274,274.0,,343.399994,0.8,0.8,0.8,349.0,0.78,0.78,0.78,
06/30/1996,4117,,,-2100.0,,2017.0,,-1384.0,,,,633.0,27.0,,21.0,,,,-48.0,660.0,-220.0,440.0,0.0,,,440.0,,440,0.0,,440,440.0,,338.200012,1.3,1.3,1.3,344.0,1.28,1.28,1.28,
09/30/1996,4149,,,-2152.0,,1997.0,,-1371.0,,,,626.0,-4.0,,20.0,,,,-16.0,622.0,-212.0,410.0,0.0,,,410.0,,410,0.0,,410,410.0,,335.399994,1.22,1.22,1.22,340.899994,1.2,1.2,1.2,
12/31/1996,4314,,,-2298.0,,2016.0,,-1471.0,,,,545.0,-692.0,,24.0,,,,668.0,-147.0,34.0,-113.0,-277.0,,,164.0,,164,0.0,,164,164.0,,332.899994,0.49,-0.34,1.19,332.899994,0.49,-0.34,1.19,
03/31/1997,3133,,,-1643.0,,1490.0,,-1292.0,,,,198.0,27.0,,22.0,,,,-49.0,225.0,-76.0,149.0,0.0,,,149.0,0.0,149,0.0,,149,149.0,,332.399994,0.45,0.45,0.82,338.200012,0.44,0.44,0.8,
06/30/1997,3853,,,-2015.0,,1838.0,,-1287.0,,,,551.0,7.0,,21.0,,,,-28.0,558.0,-190.0,368.0,0.0,,,368.0,0.0,368,0.0,,368,368.0,,327.399994,1.12,1.12,1.12,332.600006,1.11,1.11,1.11,
09/30/1997,3773,,,-2045.0,,1728.0,,-1294.0,,,,434.0,-82.0,,26.0,,,,56.0,352.0,-120.0,232.0,0.0,,,232.0,0.0,232,0.0,,232,232.0,,325.200012,0.71,0.71,0.8,329.100006,0.71,0.71,0.8,
12/31/1997,3779,,,-2276.0,,1503.0,,-1083.0,,,,420.0,-1502.0,,29.0,,,,1473.0,-1082.0,338.0,-744.0,0.0,,,-744.0,0.0,-744,0.0,,-744,-744.0,,324.5,-2.29,-2.29,0.76,324.5,-2.29,-2.29,0.76,
03/31/1998,2911,,,-1585.0,,1326.0,,-976.0,,,,350.0,-9.0,,24.0,,,,-15.0,341.0,-116.0,225.0,0.0,,,225.0,0.0,225,0.0,,225,225.0,,323.0,0.7,0.7,0.74,326.399994,0.69,0.69,0.73,
06/30/1998,3541,,,-1828.0,,1713.0,,-1058.0,,,,655.0,95.0,,40.0,,,,-135.0,750.0,-255.0,495.0,0.0,,,495.0,0.0,495,0.0,,495,495.0,,323.0,1.53,1.53,1.4,327.200012,1.51,1.51,1.38,
09/30/1998,3391,,,-1780.0,,1611.0,,-985.0,,,,626.0,-23.0,,32.0,,,,-9.0,603.0,-205.0,398.0,0.0,,,398.0,0.0,398,0.0,,398,398.0,,323.899994,1.23,1.23,1.23,329.899994,1.21,1.21,1.21,
12/31/1998,3563,,,-2100.0,,1463.0,,-1206.0,,,,257.0,155.0,,14.0,,,,-169.0,412.0,-140.0,272.0,0.0,,,272.0,0.0,272,0.0,,272,272.0,,323.200012,0.84,0.84,1.06,327.799988,0.83,0.83,1.05,
03/31/1999,3100,,,-1869.0,,1231.0,,-953.0,,,,278.0,11.0,30.0,30.0,,,,-41.0,289.0,-98.0,191.0,0.0,,,191.0,,191,0.0,,191,191.0,,322.200012,0.59,0.59,0.8,325.200012,0.59,0.59,0.8,
06/30/1999,3610,,,-1886.0,,1724.0,,-1008.0,,,,716.0,29.0,38.0,38.0,,,,-67.0,745.0,-254.0,491.0,0.0,,,491.0,,491,0.0,,491,491.0,,319.100006,1.54,1.54,1.54,323.0,1.52,1.52,1.52,
09/30/1999,3580,,,-2087.0,,1493.0,,-1116.0,,,,377.0,-22.0,,39.0,,,,-17.0,355.0,-120.0,235.0,0.0,,,235.0,,235,0.0,,235,235.0,,316.200012,0.74,0.74,1.47,320.299988,0.73,0.73,1.45,
12/31/1999,3799,,,-2145.0,,1654.0,,-1035.0,,,,619.0,101.0,28.0,35.0,-7.0,,,-129.0,720.0,-245.0,475.0,0.0,,,475.0,,475,0.0,,475,475.0,,314.700012,1.51,1.51,1.28,317.399994,1.5,1.5,1.27,
03/31/2000,3095,,,-1756.0,,1339.0,,-883.0,,,,456.0,-18.0,37.0,37.0,,,,-19.0,438.0,-149.0,289.0,0.0,,,289.0,,289,0.0,0.0,289,289.0,,310.200012,0.93,0.93,0.95,312.299988,0.93,0.93,0.95,
06/30/2000,3749,,,-2043.0,,1706.0,,-960.0,,,,746.0,20.0,42.0,42.0,,,,-62.0,766.0,-260.0,506.0,0.0,,,506.0,,506,0.0,0.0,506,506.0,,309.700012,1.63,1.63,1.66,311.799988,1.62,1.62,1.65,
09/30/2000,3590,,,-1987.0,,1603.0,,-943.0,,,,660.0,-26.0,48.0,48.0,,,,-22.0,634.0,-216.0,418.0,0.0,,,418.0,,418,0.0,0.0,418,418.0,,305.399994,1.37,1.37,1.41,307.700012,1.36,1.36,1.4,
12/31/2000,3560,,,-2233.0,,1327.0,,-975.0,,,,352.0,-58.0,,51.0,,,,7.0,294.0,-100.0,194.0,0.0,,,194.0,,194,0.0,0.0,194,194.0,,294.399994,0.66,0.66,0.68,294.700012,0.66,0.66,0.68,
03/31/2001,2975,,,-1908.0,,1067.0,,-805.0,,,,262.0,-38.0,,61.0,,,,-23.0,224.0,-74.0,150.0,0.0,,,150.0,,150,0.0,0.0,150,150.0,,290.100006,0.52,0.52,0.54,290.5,0.52,0.52,0.54,
06/30/2001,3591,,,-2252.0,,1339.0,,-853.0,,,,486.0,-399.0,,58.0,,,,341.0,87.0,-49.0,38.0,2.0,,,36.0,,36,0.0,0.0,36,36.0,,290.5,0.12,0.13,1.12,291.299988,0.12,0.13,1.12,
09/30/2001,3305,,,-2171.0,,1134.0,,-897.0,,,,237.0,-104.0,,52.0,,,,52.0,133.0,-36.0,97.0,1.0,,,96.0,,96,0.0,0.0,96,96.0,,290.899994,0.33,0.33,0.52,291.299988,0.33,0.33,0.52,
12/31/2001,3358,,,-2330.0,,1028.0,,-1009.0,,,,19.0,-350.0,48.0,48.0,,,,302.0,-331.0,127.0,-204.0,2.0,,,-206.0,,-206,0.0,0.0,-206,-206.0,,290.9,-0.71,-0.7,0.13,291.1,-0.71,-0.7,0.13,
03/31/2002,2706,,,-1846.0,,860.0,,-727.0,,,,133.0,-75.0,44.0,44.0,,,,31.0,58.0,-17.0,41.0,2.0,,,39.0,,39,0.0,0.0,39,39.0,,291.299805,0.13,0.14,0.14,291.299805,0.13,0.14,0.14,
06/30/2002,3336,,,-2082.0,,1254.0,,-848.0,,,,406.0,-66.0,44.0,44.0,,,,22.0,340.0,-54.0,286.0,2.0,,,284.0,,284,0.0,0.0,284,284.0,,291.700012,0.97,0.98,0.86,291.799805,0.97,0.98,0.86,
09/30/2002,3352,,,-2062.0,,1290.0,,-820.0,,,,470.0,-52.0,40.0,40.0,,,,12.0,418.0,-82.0,336.0,2.0,,,334.0,,334,0.0,0.0,334,334.0,,291.799988,1.15,1.16,1.06,291.799988,1.15,1.16,1.06,
12/31/2002,3441,,,-2235.0,,1206.0,,-898.0,,,,308.0,-175.0,,45.0,,,,130.0,133.0,-3.0,130.0,17.0,,,113.0,,113,,0.0,113,113.0,,291.0,0.39,0.45,0.65,291.899902,0.39,0.45,0.65,
03/31/2003,2639,,,-1839.0,,800.0,,-756.0,,,,44.0,-90.0,,37.0,,,,53.0,-46.0,28.0,-18.0,-23.0,,,5.0,,5,0.0,0.0,5,5.0,,286.299988,0.02,-0.06,0.09,286.600006,0.02,-0.06,0.09,
06/30/2003,3259,,,-2163.0,,1096.0,0.0,-885.0,707.0,,178.0,211.0,-87.0,,34.0,,,,53.0,124.0,-18.0,106.0,-6.0,,,112.0,,112,,0.0,112,112.0,,286.5,0.39,0.37,0.4698,286.6,0.39,0.37,0.4697,
09/30/2003,3346,,,-2241.0,,1105.0,0.0,-822.0,630.0,,192.0,283.0,-194.0,,33.0,,,,161.0,89.0,26.0,115.0,-7.0,,,122.0,,122,0.0,0.0,122,122.0,,286.5,0.42,0.42,0.764,286.6,0.42,0.42,0.764,
12/31/2003,3645,,,-2492.0,,1153.0,,-942.0,,,,211.0,-306.0,,43.0,,,,263.0,-95.0,49.0,-46.0,-30.0,,,-16.0,,-16,0.0,0.0,-16,-16.0,,286.600006,-0.06,-0.16,0.51,286.600006,-0.06,-0.16,0.51,
03/31/2004,2920,,,-2113.0,,807.0,,-752.0,,,,55.0,-95.0,,44.0,,,,51.0,-40.0,48.0,8.0,-13.0,,,21.0,,21,0.0,0.0,21,21.0,,286.600006,0.07,0.03,0.23,287.0,0.07,0.03,0.23,
