Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2004,3469,,,-2354.0,,1115.0,0.0,-825.0,613.0,,212.0,290.0,-171.0,,43.0,,,,128.0,119.0,24.0,143.0,-11.0,,,154.0,,154,,0.0,154,154.0,,286.6,0.54,0.5,0.806,286.6,0.54,0.5,0.806,
09/30/2004,3374,,,-2296.0,,1078.0,,-848.0,,,,230.0,-246.0,43.0,43.0,,,,203.0,-16.0,28.0,12.0,-446.0,,,458.0,0.0,458,0.0,0.0,458,458.0,,286.600006,1.6,0.04,0.67,286.700012,1.6,0.04,0.67,
12/31/2004,3759,,,-2776.0,,983.0,,-886.0,,,,97.0,-186.0,,38.0,,,,148.0,-89.0,31.0,-58.0,1.0,,,-59.0,,-59,0.0,0.0,-59,-59.0,,286.7,-0.2,-0.2,0.68,286.7,-0.2,-0.2,0.68,
03/31/2005,2832,,,-2141.0,,691.0,,-777.0,,,,-86.0,-118.0,38.0,38.0,,0.0,,80.0,-204.0,57.0,-147.0,-1.0,,,-146.0,,-146,0.0,0.0,-146,-146.0,,286.899994,-0.51,-0.51,0.01,286.899994,-0.51,-0.51,0.01,
06/30/2005,3686,,,-2648.0,,1038.0,,-922.0,,,,116.0,-339.0,49.0,49.0,,0.0,,290.0,-223.0,68.0,-155.0,0.0,,,-155.0,0.0,-155,0.0,0.0,-155,-155.0,,287.100006,-0.54,-0.54,0.53,287.100006,-0.54,-0.54,0.53,
09/30/2005,3553,,,-2631.0,,922.0,,-882.0,,,,40.0,-229.0,57.0,57.0,,0.0,,172.0,-189.0,-726.0,-915.0,-1.0,,,-914.0,0.0,-914,0.0,0.0,-914,-914.0,,287.200012,-3.18,-3.19,0.17,287.200012,-3.18,-3.19,0.17,
12/31/2005,4197,,,-3230.0,,967.0,,-979.0,,,,-12.0,-175.0,,67.0,,31.0,,77.0,-187.0,46.0,-141.0,-91.0,,,-50.0,4.0,-46,0.0,0.0,-46,-46.0,,287.200012,-0.16,-0.48,0.54,287.200012,-0.16,-0.48,0.54,
03/31/2006,2292,,,-1823.0,,469.0,,-655.0,,,,-186.0,-152.0,,41.0,,0.0,,111.0,-338.0,-8.0,-346.0,-48.0,,,-298.0,0.0,-298,0.0,0.0,-298,-298.0,,287.200012,-1.04,-1.21,-0.55,287.200012,-1.04,-1.21,-0.55,
06/30/2006,2688,,,-2113.0,,575.0,,-670.0,,,,-95.0,-199.0,43.0,43.0,,0.0,,156.0,-294.0,-61.0,-355.0,-73.0,,,-282.0,0.0,-282,0.0,0.0,-282,-282.0,,287.299988,-0.98,-1.24,-0.52,287.299988,-0.98,-1.24,-0.52,
09/30/2006,2595,,,-1944.0,,651.0,,-554.0,,,,97.0,-150.0,51.0,51.0,,0.0,,99.0,-53.0,-30.0,-83.0,-46.0,,,-37.0,0.0,-37,0.0,0.0,-37,-37.0,,287.200012,-0.13,-0.29,0.19,287.200012,-0.13,-0.29,0.19,
12/31/2006,3106,,,-2366.0,,740.0,,-592.0,,,,148.0,-37.0,,37.0,,1.0,,-1.0,111.0,-126.0,-15.0,-31.0,,,16.0,0.0,16,0.0,0.0,16,16.0,,287.3,0.06,-0.05,0.5,287.3,0.06,-0.05,0.5,
03/31/2007,2080,,,-1652.0,,428.0,,-529.0,,,,-101.0,-92.0,,25.0,,0.0,,67.0,-193.0,18.0,-175.0,-24.0,,,-151.0,0.0,-151,0.0,0.0,-151,-151.0,,287.299988,-0.53,-0.61,-0.28,287.299988,-0.53,-0.61,-0.28,
06/30/2007,2468,,,-1824.0,,644.0,,-538.0,,,,106.0,-303.0,31.0,31.0,,0.0,,272.0,-197.0,43.0,-154.0,-729.0,,,575.0,0.0,575,0.0,-8.0,567,567.0,,287.600006,2.0,-0.53,0.5,287.600006,2.0,-0.53,0.5,
09/30/2007,2533,,,-1856.0,,677.0,,-562.0,,,,115.0,-90.0,28.0,28.0,,0.0,,62.0,25.0,7.0,32.0,-5.0,,,37.0,0.0,37,0.0,0.0,37,37.0,,287.799988,0.13,0.11,0.46,288.600006,0.13,0.11,0.46,
12/31/2007,3220,,,-2425.0,,795.0,,-602.0,,,,193.0,-84.0,,29.0,,-2.0,,57.0,109.0,-17.0,92.0,-123.0,,,215.0,0.0,215,0.0,0.0,215,215.0,,286.7,0.75,0.32,0.42,302.8,0.71,0.31,0.4,
03/31/2008,2093,,,-1669.0,,424.0,,-515.0,,,,-91.0,17.0,,28.0,,0.0,,-45.0,-74.0,-40.0,-114.0,1.0,,,-115.0,0.0,-115,0.0,0.0,-115,-115.0,,288.100006,-0.4,-0.4,-0.39,288.100006,-0.4,-0.4,-0.39,
06/30/2008,2485,,,-1899.0,,586.0,0.0,-586.0,438.0,,148.0,0.0,-33.0,,26.0,,,,7.0,-33.0,213.0,180.0,-295.0,,,475.0,0.0,495,0.0,1.0,496,496.0,1.3,288.2,1.721027,0.69,0.69,308.3,1.608823,0.651962,0.03,
09/30/2008,2405,,,-1744.0,,661.0,0.0,-466.0,363.0,,103.0,195.0,-66.0,,26.0,,,,40.0,129.0,-28.0,101.0,5.0,,,96.0,0.0,96,0.0,0.0,96,96.0,31.2,283.1,0.34,0.36,0.470208,301.9,0.33,0.35,0.453345,
12/31/2008,2433,,,-1936.0,,497.0,0.0,-1302.0,408.0,,894.0,-805.0,-111.0,,28.0,,0.0,,83.0,-916.0,2.0,-914.0,4.0,,,-918.0,0.0,-918,0.0,0.0,-918,-918.0,65.0,268.6,-3.42,-3.4,-3.158004,268.6,-3.42,-3.4,-3.158004,
03/31/2009,1477,1477.0,,-1283.0,1283.0,194.0,0.0,-530.0,313.0,105.0,112.0,-336.0,-40.0,,25.0,,,,15.0,-376.0,16.0,-360.0,-7.0,-7.0,0.0,-353.0,,-353,0.0,0.0,-353,-281.35,78.65,268.2,-1.32,-1.34,-1.049031,268.2,-1.32,-1.34,-1.049031,
06/30/2009,1766,1766.0,,-1440.0,1440.0,326.0,0.0,-445.0,324.0,84.0,37.0,-119.0,-9.0,,23.0,,,,-14.0,-128.0,-63.0,-191.0,-2.0,4.0,-6.0,-189.0,,-189,,0.0,-189,-166.3,24.7,268.2,-0.7,-0.71,-0.62006,268.2,-0.7,-0.71,-0.62006,
09/30/2009,1781,1781.0,,-1420.0,1420.0,361.0,0.0,-442.0,318.0,81.0,43.0,-81.0,-18.0,,27.0,,,,-9.0,-99.0,-12.0,-111.0,0.0,0.0,0.0,-111.0,,-111,,0.0,-111,-89.55,21.45,268.2,-0.41,-0.41,-0.333893,268.2,-0.41,-0.41,-0.333893,
12/31/2009,2582,2582.0,,-1695.0,1695.0,887.0,0.0,-379.0,347.0,86.0,-54.0,508.0,-22.0,,44.0,,,,-22.0,486.0,-56.0,430.0,-14.0,-14.0,0.0,444.0,-1.0,443,0.0,0.0,443,397.8,-31.2,268.0,1.65,1.6,1.484328,323.0,1.4,1.36,1.263406,
03/31/2010,1914,1351.0,563.0,-1121.0,1121.0,793.0,0.0,-404.0,309.0,78.0,17.0,389.0,-144.0,,38.0,,,,106.0,245.0,-126.0,119.0,0.0,0.0,0.0,119.0,,119,0.0,0.0,119,193.75,74.75,268.3,0.44,0.44,0.722139,326.2,0.4,0.4,0.629154,
06/30/2010,1555,1543.0,12.0,-1252.0,1252.0,303.0,0.0,-403.0,313.0,81.0,9.0,-100.0,-41.0,,41.0,,,,0.0,-141.0,-26.0,-167.0,1.0,1.0,0.0,-168.0,,-168,0.0,0.0,-168,-153.35,13.65,268.5,-0.63,-0.62,-0.571136,268.5,-0.63,-0.62,-0.571136,
09/30/2010,1756,1521.0,235.0,-1282.0,1282.0,474.0,0.0,-416.0,313.0,82.0,21.0,58.0,-30.0,,38.0,,,,-8.0,28.0,-71.0,-43.0,0.0,0.0,0.0,-43.0,,-43,0.0,0.0,-43,-24.15,18.85,268.5,-0.16,-0.16,-0.089944,268.5,-0.16,-0.16,-0.089944,
12/31/2010,1942,1848.0,94.0,-1566.0,1566.0,376.0,0.0,-1059.0,340.0,77.0,642.0,-683.0,-10.0,,32.0,,,,-22.0,-693.0,109.0,-584.0,11.0,11.0,0.0,-595.0,,-595,0.0,0.0,-595,61.5,645.5,268.8,-2.213542,-2.172619,0.228795,268.8,-2.213542,-2.172619,0.228795,
03/31/2011,1322,1307.0,15.0,-1197.0,1197.0,125.0,0.0,-352.0,311.0,78.0,-37.0,-227.0,-46.0,,38.0,,,,8.0,-273.0,24.0,-249.0,-3.0,-3.0,0.0,-246.0,,-246,0.0,0.0,-246,-226.25,22.75,268.9,-0.91,-0.92,-0.841391,268.9,-0.91,-0.92,-0.841391,
06/30/2011,1485,1473.0,12.0,-1274.0,1274.0,211.0,0.0,-385.0,289.0,68.0,28.0,-174.0,-21.0,,38.0,,,,-17.0,-195.0,16.0,-179.0,0.0,0.0,0.0,-179.0,,-179,0.0,0.0,-179,-155.6,23.4,268.9,-0.67,-0.67,-0.578654,268.9,-0.67,-0.67,-0.582979,
09/30/2011,1261,1248.0,13.0,-1081.0,1081.0,180.0,0.0,-347.0,259.0,59.0,29.0,-167.0,-48.0,,41.0,,,,7.0,-215.0,1.0,-214.0,8.0,8.0,0.0,-222.0,,-222,0.0,0.0,-222,-202.3,11.7,268.9,-0.83,-0.8,-0.752324,268.9,-0.83,-0.8,-0.756489,
12/31/2011,1471,1384.0,87.0,-1156.0,1156.0,315.0,0.0,-337.0,250.0,52.0,35.0,-22.0,-44.0,,39.0,,,,5.0,-66.0,-51.0,-117.0,0.0,0.0,0.0,-117.0,,-117,0.0,0.0,-117,-126.55,-9.55,269.7,-0.433815,-0.433815,-0.469225,269.7,-0.433815,-0.433815,-0.469225,
03/31/2012,928,986.0,-58.0,-868.0,868.0,60.0,0.0,-347.0,209.0,60.0,78.0,-287.0,-128.0,,36.0,,,,92.0,-415.0,105.0,-310.0,56.0,56.0,0.0,-366.0,,-366,0.0,0.0,-366,-241.1,68.9,271.1,-1.35,-1.14,-0.88934,271.1,-1.35,-1.14,-0.88934,
