Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1998,59.963001,37.03,5.571,31.459,6.072,,,,0.0,,,,,1.327,,,,,44.429001,4.297,,,0.182,11.055,2.319,,,8.736,15.534,,0.18,0.18,,,,0.0,,,,,,13.613,,,,13.613,13.793,0.0,,,,,0.0,,,,,0.0,0.0,13.793,0.0,36.513,,,-0.003,,9.66,46.17,0.0,46.17,59.963,
09/30/1998,63.391998,40.026001,4.751,35.275002,7.326,,,,0.0,,,,,0.912,,,,,48.264,3.937,,,0.182,11.009,2.485,,,8.524,15.128,,0.229,0.229,,,,0.0,,,,,,14.159,,,,14.159,14.388,0.0,,,,,0.0,,,,,0.0,0.0,14.388,0.0,36.638,,,-0.005,,12.371,49.004001,0.0,49.004001,63.392,
12/31/1998,67.998001,42.727001,6.589,36.138,8.943,,,,0.0,,,,,2.01,,,,,53.68,3.748,8.856,-5.108,0.182,10.388,2.716,,,7.671999,14.317999,,0.205,0.205,,,,0.0,,,,,,15.426,,,,15.426,15.631,0.0,,,,,0.0,,,,,0.0,0.0,15.631,0.0,36.820999,,,0.0,,15.546,52.366999,0.0,52.366999,67.997998,
03/31/1999,73.283997,48.316001,8.033,40.283001,8.262,,,,0.0,,,,,2.298,,,,,58.875999,4.016,,,0.182,10.21,2.762,0.447,2.315,7.448,14.408,,0.614,0.614,,,,0.0,,,,,,16.424,,,,16.424,17.038,0.0,,,,,0.0,,,,,0.0,0.0,17.038,0.0,36.987,,,-0.004,,19.263001,56.246,0.0,56.246,73.284,
06/30/1999,77.092003,51.389999,17.667999,33.722,8.202,,,,0.0,,,,,3.662,,,,,63.254002,3.861,,,0.182,9.795,2.709,0.421,2.288,7.086,13.838,,0.086,0.086,,,,0.0,,,,,,16.920001,,,,16.920001,17.006001,0.0,,,,,0.0,,,,,0.0,0.0,17.006001,0.0,37.279999,,,0.0,,22.806,60.085999,0.0,60.085999,77.091999,
09/30/1999,79.269997,54.849001,6.691,48.158001,7.806,,,,0.0,,,,,3.157,,,,,65.811996,3.76,,,0.182,9.516,2.782,0.492,2.29,6.734,13.458,,0.055,0.055,,,,0.0,,,,,,15.469,,,,15.469,15.524,0.0,,,,,0.0,,,,,0.0,0.0,15.524,0.0,37.574001,,,0.0,,26.172001,63.746002,0.0,63.746002,79.270002,
12/31/1999,83.890999,57.131999,10.401,46.730999,10.518,,,,0.0,,,,,3.265,,,,,70.915001,3.529,10.42,-6.891,0.182,9.265,1.104,0.428,0.676,8.161,12.976,,0.222,0.222,,,,0.0,0.0,0.0,0.0,,,18.038,,,,18.038,18.26,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,18.26,0.0,37.709,,,-2.375,,30.297001,65.631001,0.0,65.631001,83.891001,
03/31/2000,88.629997,63.351999,13.059,50.292999,9.531,,,,0.0,,,,,2.945,,,,,75.828003,3.666,,,0.0,9.136,2.519,0.492,2.027,6.617,12.802,,0.295,0.295,,,,0.0,,,,,,20.528999,,,,20.528999,20.823999,0.0,,,,,0.0,,,,,0.0,0.0,20.823999,0.0,37.613998,,,-4.723,,34.914999,67.805998,0.0,67.805998,88.629997,
06/30/2000,85.343002,58.579,23.872999,34.706001,9.51,,,,0.0,,,,,3.605,,,,,71.694,4.39,,,0.375,8.884,2.428,0.463,1.965,6.456,13.649,,0.089,0.089,,,,0.0,,,,,,19.571,,,,19.571,19.66,0.0,,,,,0.0,,,,,0.0,0.0,19.66,0.0,37.627998,,,-10.951,,39.006001,65.682999,0.0,65.682999,85.342999,
09/30/2000,94.748001,50.605,11.437,39.167999,10.362,,,,0.0,,,,,3.637,,,,,64.603996,5.281,,,0.375,24.488001,19.724001,9.795,9.929001,4.764,30.144001,,0.237,0.237,,,,0.0,,,,,,22.856,,,,22.856,23.093,0.0,,,,,0.0,,,,,0.0,0.0,23.093,0.0,37.451,,,-8.074,,42.277999,71.654999,0.0,71.654999,94.747999,
12/31/2000,94.224998,47.540001,6.313,41.227001,14.403,,,,0.0,,,,,2.964,,,,,64.906998,5.152,13.389,-8.237,0.5,23.666,18.771,9.227,9.544,4.895,29.318,,0.459,0.459,,,,0.0,0.0,0.0,0.0,,,24.402,,,,24.402,24.861,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,24.861,0.0,37.754002,,,-15.127,,46.737001,69.364003,0.0,69.364003,94.225003,
03/31/2001,84.000999,41.974001,17.294001,24.68,10.896,,,,0.0,,,,,2.675,,,,,55.544998,5.233,,,0.5,22.723,17.971001,9.229,8.742001,4.751999,28.455999,,0.234,0.234,,,,0.0,,,,,,22.699001,,,,22.699001,22.933001,0.0,,,,,0.0,,,,,0.0,0.0,22.933001,0.0,37.409,,,-25.448999,,49.108,61.068001,0.0,61.068001,84.001001,
06/30/2001,91.376999,49.664,19.785999,29.878,11.701,,,,0.0,,,,,2.666,,,,,64.030998,5.446,,,0.5,21.4,16.781,8.703,8.078,4.618999,27.346,,0.231,0.231,,,,0.0,,,,,,24.213,,,,24.213,24.444,0.0,,,,,0.0,,,,,0.0,0.0,24.444,0.0,37.411999,,,-23.002001,,52.523001,66.932999,0.0,66.932999,91.376999,
09/30/2001,92.116997,47.77,17.995001,29.775,12.948,,,,0.0,,,,,5.18,,,,,65.898003,5.16,,,1.0,20.059,15.525,8.176,7.349,4.534,26.219,,0.572,0.572,,,,0.0,,,,,,24.772,,,,24.772,25.344,0.0,,,,,0.0,,,,,0.0,0.0,25.344,0.0,37.143002,,,-25.615999,,55.245998,66.773001,0.0,66.773001,92.117001,
12/31/2001,117.762001,53.448,28.545,24.903,15.352,,,,0.0,,,,,14.602,,,,,83.402,4.915,15.253,-10.338,0.5,28.945,24.253,16.937,7.316,4.691999,34.36,,0.624,0.624,,,,0.0,,,,,,42.744999,,,,42.744999,43.368999,0.0,,,,,0.0,,,,,0.0,0.0,43.368999,0.0,37.987999,,,-23.952999,,60.357998,74.392998,0.0,74.392998,117.761997,
03/31/2002,113.748001,50.300001,18.457001,31.843,13.057,,,,0.0,,,,,14.58,,,,,77.936996,4.995,,,1.1,29.716,25.139,18.468,6.671,4.577,35.811,,0.406,0.406,,,,0.0,,,,,,34.147001,,,,34.147001,34.553001,0.0,,,,,0.0,,,,,0.0,0.0,34.553001,0.0,39.250999,,,-24.007,,63.951,79.195,0.0,79.195,113.748001,
06/30/2002,113.237999,50.636999,22.802999,27.834,13.523,,,,0.0,,,,,14.1,,,,,78.260002,4.916,,,1.083,28.979,24.232,17.806999,6.425001,4.747,34.978,,0.666,0.666,,,,0.0,,,,,,33.419999,,,,33.419999,34.085999,0.0,,,,,0.0,,,,,0.0,0.0,34.085999,0.0,39.188,,,-29.075001,,69.039001,79.152,0.0,79.152,113.237999,
09/30/2002,116.274002,55.269001,25.429001,29.84,12.785,,,,0.0,,,,,13.805,,,,,81.859001,4.667,,,1.018,28.73,23.679001,17.806,5.873001,5.050999,34.414999,,0.578,0.578,,,,0.0,,,,,,31.784999,,,,31.784999,32.362999,0.0,,,,,0.0,,,,,0.0,0.0,32.362999,0.0,41.32,,,-30.566999,,73.157999,83.910999,0.0,83.910999,116.273998,
12/31/2002,127.001,61.132,46.198,14.934,15.875,15.875,,,,,,,,15.484,,,,,92.491,4.302,16.622,-12.32,0.486,29.722,24.684,18.615,6.069,5.038,34.51,,0.627,0.627,,,,0.0,,,,,,34.981,,,,34.981,35.608,0.0,,,,,,,,,,,0.0,35.608,,41.582,,,-30.337,79.388,0.76,91.393,,91.393,127.001,
03/31/2003,147.332993,51.792999,36.848999,14.944,18.878,,,,0.0,0.0,0.0,0.0,0.0,18.320999,,,,,88.991997,5.953,,,0.486,51.902,31.160999,30.212,0.948999,20.741001,58.341,,1.133,1.133,,,,0.0,,,,,,48.760002,,,,48.760002,49.893002,0.0,,,,,0.0,,,,,0.0,0.0,49.893002,0.0,41.618999,,,-29.997999,,85.818998,97.439999,0.0,97.439999,147.333,
06/30/2003,155.682007,62.832001,47.852001,14.98,16.035,,,,0.0,0.0,0.0,0.0,0.0,18.544001,,,,,97.411003,5.877,,,0.636,51.757999,48.044998,31.093,16.951998,3.713001,58.270999,,0.93,0.93,,,,0.0,,,,,,46.246998,,,,46.246998,47.176998,0.0,,,,,0.0,,,,,0.0,0.0,47.176998,0.0,43.824001,,,-25.886,88.139,2.427999,108.505001,0.0,108.505001,155.681999,
09/30/2003,162.445007,72.269998,67.280998,4.989,16.034,,,,0.0,0.0,0.0,0.0,0.0,18.354,,,,,106.657997,5.482,,,0.0,50.305,50.167999,34.126999,16.041,0.137001,55.787,,1.279,1.279,,,,0.0,,,,,,43.964999,,,,43.964999,45.243999,0.0,,,,,0.0,,,,,0.0,0.0,45.243999,0.0,44.372002,,,-23.479,93.5,2.808002,117.201004,0.0,117.201004,162.445004,
12/31/2003,179.345993,83.014002,78.038002,4.976,20.028,,,,0.0,0.0,0.0,0.0,0.0,19.517,,,,,122.558998,5.801,20.186001,-14.385,0.0,50.986,50.986,35.151001,15.834999,0.0,56.787,,0.988,0.988,,,,0.0,,,,,,50.636001,,,,50.636001,51.624001,0.0,,,,,0.648,,,,,0.648,0.648,52.272001,0.0,44.701,,,-22.768,100.700996,4.440004,127.074001,0.0,127.074001,179.346002,
03/31/2004,193.455994,96.282998,91.294998,4.988,18.653,,,,0.0,0.0,0.0,0.0,0.0,22.325001,,,,,137.261002,5.923,,,0.0,50.271999,50.271999,35.175999,15.096,0.0,56.194999,,1.555,1.555,,,,0.0,,,,,,54.211998,,,,54.211998,55.766998,0.0,,,,,0.609,,,,,0.609,0.609,56.375998,0.0,46.541,,,-21.83,107.842003,4.526998,137.080001,0.0,137.080001,193.455999,
06/30/2004,202.675995,109.370998,89.266998,20.104,16.652,,,,0.0,0.0,0.0,0.0,0.0,20.74,,,,,146.763,6.159,,,0.0,49.754002,48.881001,34.985001,13.896,0.873001,55.913002,,0.719,0.719,,,,0.0,,,,,,55.120001,,,,55.120001,55.839001,0.0,,,,,0.0,,,,,0.0,0.0,55.839001,0.0,47.841,,,-20.471001,115.418999,4.048004,146.837002,0.0,146.837002,202.676003,
09/30/2004,212.878998,124.259998,114.279999,9.98,14.716,,,,0.0,0.0,0.0,0.0,0.0,18.865999,,,,,157.841995,5.827,,,0.0,49.209999,47.598999,12.234,35.364999,1.611,55.036999,,0.774,0.774,,,,0.0,,,,,,53.456999,,,,53.456999,54.230999,0.0,,,,,0.0,,,,,0.0,0.0,54.230999,0.0,49.77,,,-123.017998,123.017998,108.877998,158.647999,0.0,158.647999,212.878998,
12/31/2004,239.646,138.446,83.547,54.899,18.792,,,,0.0,0.0,0.0,0.0,0.0,27.016,,,,,184.254,5.551,23.399,-17.848,0.0,49.841,49.283,36.277,13.006,0.558,55.392,,1.1,1.1,,,,0.0,,,,,,63.077,,,,63.077,64.177,0.0,,,,,0.0,,,,,0.0,0.0,64.177,0.0,51.2,,,-17.7,135.268,6.701,175.469,0.0,175.469,239.646,
03/31/2005,254.979004,149.743996,69.905998,79.837997,17.591999,17.591999,,,0.0,0.0,0.0,0.0,0.0,28.021999,,,,,195.358002,6.168,,,0.0,53.452999,52.598999,38.715,13.883999,0.854,59.620999,,1.214,1.214,,,,0.0,,,,,,65.789998,,,,65.789998,67.003998,0.0,,,,,0.0,,,,,0.0,0.0,67.003998,0.0,53.653,,,-16.556999,144.951004,5.928001,187.975006,0.0,187.975006,254.979004,
06/30/2005,262.010986,163.370005,153.324005,10.046,15.359,15.359,,,0.0,0.0,0.0,0.0,0.0,24.922001,,,,,203.651001,6.391,,,0.0,51.969002,50.731998,37.875999,12.855999,1.237003,58.360002,,0.904,0.904,,,,0.0,,,,,,64.538001,,,,64.538001,65.442001,0.0,,,,,0.0,,,,,0.0,0.0,65.442001,0.0,54.993999,,,-17.643,154.725998,4.491999,196.568996,0.0,196.568996,262.010998,
09/30/2005,273.018,164.43,164.43,0.0,16.448,16.448,,,0.0,,,,,34.442,,,,,215.32,6.234,,,0.0,51.464,49.404,37.949,11.455,2.06,57.698,,0.947,0.947,,,,0.0,,,,,,63.035,,,,63.035,63.982,0.0,,,,,0.0,,,,,0.0,0.0,63.982,0.0,58.358,,,-20.046,165.9,4.824,209.036,0.0,209.036,273.018,
12/31/2005,305.509,194.232,176.166,18.066,19.134,19.134,,,0.0,0.0,0.0,0.0,0.0,29.12,,,,,242.486,6.362,26.581,-20.219,0.0,56.661,54.508,43.277,11.231,2.153,63.023,,1.33,1.33,,,,0.0,,,,,,79.202,,,,79.202,80.532,0.0,,,,,0.0,,,,,0.0,0.0,80.532,0.0,59.875,,,-18.34,179.171,4.271,224.977,0.0,224.977,305.509,
03/31/2006,325.543,203.23,197.159,6.071,22.491,22.491,,,0.0,0.0,0.0,0.0,0.0,32.193,,,,,257.914,6.265,,,0.0,61.364,54.55,44.582,9.968,6.814,67.629,,1.385,1.385,,,,0.0,,,,,,78.937,,,,78.937,80.322,0.0,,,,,1.375,,,,,1.375,1.375,81.697,0.0,63.245,,,-16.028,192.084,4.545,243.846,0.0,243.846,325.543,
06/30/2006,868.894,103.109,102.648,0.461,29.937,29.937,,,0.0,0.0,0.0,0.0,0.0,58.402,,,,,191.448,24.252,,,0.0,653.194,650.135,430.823,219.312,3.059,677.446,,2.514,2.514,,,,24.361,,,,,,139.745,,,,139.745,166.62,146.191,,,,,52.781,,,,,52.781,198.972,365.592,0.0,339.062,,,-15.252,172.691,6.801,503.302,0.0,503.302,868.894,
09/30/2006,854.554,101.768,101.618,0.15,27.816,27.816,,,0.0,0.0,0.0,0.0,0.0,54.595,,,,,184.179,24.43,,,0.0,645.945,643.103,431.05,212.053,2.842,670.375,,3.026,3.026,,,,19.806,,,,,,134.971,,,,134.971,157.803,128.715,,,,,50.429,,,,,50.429,179.144,336.947,0.0,342.824,,,-12.696,181.063,6.416,517.607,0.0,517.607,854.554,
12/31/2006,902.696,104.486,104.315,0.171,37.341,37.341,,,0.0,0.0,0.0,0.0,0.0,74.117,,,,,215.944,25.53,51.288,-25.758,0.0,661.222,658.205,452.824,205.381,3.017,686.752,,3.599,3.599,,,,13.927,,,,,,162.012,,,,162.012,179.538,109.393,,,,,78.972,,,,,78.972,188.365,367.903,0.0,345.398,,,-11.65,193.327,7.718,534.793,0.0,534.793,902.696,
03/31/2007,903.402,117.543,117.374,0.169,43.55,43.55,,,0.0,0.0,0.0,0.0,0.0,84.407,,,,,245.5,27.391,,,0.0,630.511,434.234,430.509,3.725,196.277,657.902,,3.979,3.979,,,,13.29,,,,,,177.107,,,,177.107,194.376,101.512,,,,,53.498,,,,,53.498,155.01,349.386,0.0,349.392,,,-11.969,207.898,8.695,554.016,0.0,554.016,903.402,
06/30/2007,906.791,137.971,137.784,0.187,41.079,41.079,,,0.0,0.0,0.0,0.0,0.0,74.016,,,,,253.066,28.46,,,0.0,625.265,622.46,431.624,190.836,2.805,653.725,,3.491,3.491,,,,11.752,11.752,0.0,0.0,,,174.43,,,,174.43,189.673,86.707,85.73,0.977,0.977,,51.016,,,,,51.016,137.723,327.396,0.0,352.654,,,-10.459,226.153,11.047,579.395,0.0,579.395,906.791,
09/30/2007,928.76,150.867,150.651,0.216,39.49,39.49,,,0.0,0.0,0.0,0.0,0.0,90.925,,,,,281.282,29.01,,,0.0,618.468,615.702,430.728,184.974,2.766,647.478,,2.78,2.78,,,,9.348,,,,,,180.563,,,,180.563,192.691,66.153,65.348,0.805,0.805,,56.393,,,,,56.393,122.546,315.237,0.0,354.274,,,-2.088,244.85,16.487,613.523,0.0,613.523,928.76,
12/31/2007,969.292,171.851,167.224,4.627,48.281,48.281,,,0.0,0.0,0.0,0.0,0.0,85.037,,,,,305.169,29.082,57.581,-28.499,0.0,635.041,631.434,453.689,177.745,3.607,664.123,,3.603,3.603,,,,7.716,,,,,,184.548,,,,184.548,195.867,52.43,,,,,79.785,,,,,79.785,132.215,328.082,0.0,356.024,,,-5.182,274.139,16.229,641.21,0.0,641.21,969.292,
03/31/2008,1018.988,201.227,200.903,0.324,54.978,54.978,,,0.0,0.0,0.0,0.0,0.0,99.731,,,,,355.936,29.678,,,0.0,633.374,626.984,454.094,172.89,6.39,663.052,,4.078,4.078,,,,6.395,,,,,,206.727,,,,206.727,217.2,41.809,,,,,82.698,,,,,82.698,124.507,341.707,0.0,356.066,,,0.0,299.993,21.222,677.281,0.0,677.281,1018.988,
06/30/2008,996.112,202.044,195.405,6.639,51.718,51.718,,,0.0,0.0,0.0,0.0,0.0,84.12,,,,,337.882,31.519,,,0.0,626.711,619.119,454.045,165.074,7.592,658.23,,2.679,2.679,,,,0.33,,,,,,206.355,,,,206.355,209.364,0.044,,,,,77.734,,,,,77.734,77.778,287.142,0.0,361.889,,,0.0,328.122,18.959,708.97,0.0,708.97,996.112,
09/30/2008,1841.091,212.374,209.532,2.842,57.844,57.844,,,0.0,0.0,0.0,0.0,0.0,88.12,,,,,358.338,33.621,,,0.0,1449.132,1440.61,1056.17,384.44,8.522,1482.753,,2.852,2.852,,,,30.978,,,,,,212.712,,,,212.712,246.542,269.266,,,,,162.844,,,,,162.844,432.11,678.652,0.0,802.346,,,0.0,353.896,6.197,1162.439,0.0,1162.439,1841.091,
12/31/2008,1864.514,233.875,228.176,5.699,61.823,61.823,,,0.0,0.0,0.0,0.0,0.0,101.455,,,,,397.153,36.812,71.982,-35.17,0.0,1430.549,1421.923,1048.003,373.92,8.626,1467.361,,3.069,3.069,,,,29.63,,,,,,234.965,,,,234.965,267.664,249.795,,,,,164.156,,,,,164.156,413.951,681.615,0.0,807.652,,,-9.079,385.81,-1.484,1182.899,0.0,1182.899,1864.514,
03/31/2009,1824.568,229.603,229.269,0.334,53.445,53.445,0.0,,0.0,0.0,0.0,0.0,0.0,95.16,,0.458,,84.201,378.208,37.065,,,,1409.295,1401.184,1045.25,355.934,7.653,1446.36,,56.68,2.493,14.739,,39.448,29.559,0.0,,,,29.559,178.512,,,120.19,0.0,264.751,242.403,242.403,,,,156.49,,,,,36.3,398.893,663.644,0.0,807.215,0.897,806.318,-43.628,406.905,-9.568,1160.924,0.0,1160.924,1824.568,
06/30/2009,1835.124,254.187,251.703,2.484,50.886,50.886,0.0,,0.0,0.0,0.0,0.0,0.0,94.234,,0.813,,77.596,399.307,36.246,,,,1399.571,1392.575,1046.019,346.556,6.183,1435.817,,55.302,2.225,9.978,,43.099,26.645,0.0,,,,26.645,183.005,,,117.453,0.0,264.952,211.911,211.911,,,,149.52,,,,,32.067,361.431,626.383,0.0,804.175,0.897,803.278,-33.545,434.042,4.069,1208.741,0.0,1208.741,1835.124,
09/30/2009,1852.729,293.706,293.338,0.368,51.056,51.056,0.0,,0.0,0.0,0.0,0.0,0.0,85.719,,0.93,,66.804,430.481,36.034,,,,1386.214,1379.035,1042.157,336.878,6.249,1422.248,,55.156,1.885,8.258,,45.013,26.787,0.0,,,,26.787,162.257,,,113.984,0.0,244.2,205.344,205.344,,,,146.144,,,,,32.16,351.488,595.688,0.0,804.817,0.897,803.92,-22.117,464.571,9.77,1257.041,,1257.041,1852.729,
12/31/2009,1920.182,343.844,335.878,7.966,67.084,67.084,0.0,,0.0,0.0,0.0,0.0,0.0,104.562,,2.576,,86.735,515.49,35.131,79.212,-44.081,0.0,1369.561,1361.137,1038.824,322.313,5.848,1404.692,,70.59,2.426,12.262,0.0,55.902,26.758,0.0,,,,26.758,169.418,0.0,,107.313,0.0,266.766,198.668,198.668,,,,142.117,0.0,0.0,,,34.804,340.785,607.551,0.0,802.471,0.897,801.574,-0.853,502.201,8.812,1312.631,0.0,1312.631,1920.182,
03/31/2010,1954.531,390.312,389.24,1.072,67.389,67.389,0.0,,0.0,0.0,0.0,0.0,0.0,108.381,,4.056,,93.81,566.082,34.081,,,,1354.368,1344.684,1035.91,308.774,5.628,1388.449,,63.402,3.828,15.184,,44.39,25.086,0.0,,,,25.086,189.869,,,99.808,0.0,278.357,180.26,180.26,,,,136.876,,,,,37.068,317.136,595.493,0.0,817.77,0.904,816.866,0.0,534.57,6.698,1359.038,0.0,1359.038,1954.531,
06/30/2010,1953.55,416.585,415.488,1.097,63.522,63.522,0.0,,0.0,0.0,0.0,0.0,0.0,98.635,,5.366,,81.73,578.742,33.565,,,,1341.243,1330.624,1034.738,295.886,5.253,1374.808,,61.39,3.767,11.052,,46.571,21.436,0.0,,,,21.436,190.441,,,95.154,0.0,273.267,148.839,148.839,,,,128.894,,,,,33.74,277.733,551.0,0.0,828.919,0.908,828.011,0.0,570.063,3.568,1402.55,0.0,1402.55,1953.55,
09/30/2010,2118.482,495.836,494.716,1.12,54.042,54.042,,,0.0,0.0,0.0,0.0,0.0,136.514,,6.425,,116.686,686.392,34.715,,,,1397.375,1325.408,1035.613,289.795,65.542,1432.09,,149.398,3.554,85.175,,60.669,26.691,0.0,,,,26.691,179.454,,,92.368,0.0,355.543,138.2,138.2,,,,164.599,,,,,72.231,302.799,658.342,0.0,837.602,0.909,836.693,0.0,606.193,16.345,1460.14,,1460.14,2118.482,
