Date,Cash From Operating Activities,Net Income,Depreciation Expense,Amortization - Nuclear Fuel,AFC - Debts & Equity,Deferred Income Taxes,Investment Tax Credits,Other Non-Cash Adjustments,Changes In Restricted Bond Proceeds,Accts Receivable & Unbilled Revenue,Changes in Fossil Fuel,Change In Inventories,Prepayments & Others,Accounts Payable & Accruals,Accrued Taxes,Change in Other Working Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Additions to Utility Plant Less AFC,Changes in Decommissioning Funds,Non-Utility Cap Expenditure,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1990,55.400002,20.712999,14.591,1.449,-0.216,,-0.649,-2.014,0.0,21.641001,-4.806,0.43,1.704,-6.843,10.328,-0.928,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1990,3.075,10.1,14.721,1.887,-0.346,,-0.649,4.037,0.0,0.587,-2.266,-1.969,-1.318,-11.084,-10.432,-0.193,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1990,41.422001,18.872,13.349,2.462,-0.288,,-0.684,11.494,0.0,2.671,-2.45,-2.797,4.656,0.623,0.114,-6.6,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1990,23.149,13.664,12.636,2.494,-0.454,,-0.455,-9.568,0.0,-19.877001,7.082,-0.681,-3.477,33.376999,-1.941,-9.651,,,0.0,,,,,,,,,,,,,0.0,,,23.149,
03/31/1991,60.228001,19.802,13.45,1.754,-0.246,,-0.566,4.216,0.0,18.018999,4.779,4.922,0.22,-17.330999,7.71,3.499,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1991,-5.973,11.262,13.384,1.379,-0.411,,-0.566,-3.25,0.0,-3.002,-1.436,-3.772,-1.853,-10.847,-13.11,6.249,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1991,42.278999,18.85,13.383,2.614,-0.494,,-0.565,2.051,0.0,1.937,-3.523,-2.721,4.908,1.493,4.045,0.301,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1991,-3.969,18.830999,12.801,2.563,-0.808,,-0.444,4.832,-31.986,-19.257999,-1.294,1.893,-9.472,25.399,-0.488,-6.538,,,0.0,,,,,,,,,,,,,0.0,,,-3.969,
03/31/1992,34.230999,19.372999,14.428,1.767,-0.369,,-0.527,1.569,0.0,-1.287,4.91,5.974,7.959,-28.618,6.009,3.043,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1992,19.718,8.053,13.283,1.786,-0.603,,-0.525,1.567,0.0,-3.669,-0.482,-2.969,-2.23,11.101,-13.71,8.116,,,0.0,,,,,,,,,,,,,0.0,,,,
