Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,FFO Per Share,FFO Per Share Surprise %,EBIT,EBIT Surprise %,EBITDA,EBITDA Surprise %,Net Income,Net Income Surprise %,Source: Bloomberg
03/31/1994,,,4.984,,4.984,4.984,,,,,,,,,
06/30/1994,,,7.8,,7.8,7.8,,,,,,,,,
09/30/1994,,,6.326,,6.326,6.326,,,,,,,,,
12/31/1994,,,5.843,,5.843,5.843,,,,,,,,,
03/31/1995,,,4.865,,4.865,4.865,,,,,,,,,
06/30/1995,,,4.637,,4.637,4.637,,,,,,,,,
09/30/1995,,,3.347,,3.347,3.347,,,,,,,,,
12/31/1995,,,0.785,,0.785,0.785,,,,,,,,,
03/31/1996,,,5.677,,5.677,5.677,,,,,,,,,
06/30/1996,,,8.569,,8.569,8.569,,,,,,,,,
09/30/1996,,,7.383,,7.383,7.383,,,,,,,,,
12/31/1996,,,9.046,,9.046,9.046,,,,,,,,,
03/31/1997,,,9.826,,9.826,9.826,,,,,,,,,
06/30/1997,,,11.928,,11.928,11.928,,,,,,,,,
09/30/1997,,,11.773,,11.773,11.773,,,,,,,,,
12/31/1997,,,12.951,,12.951,12.951,,,,,,,,,
03/31/1998,,,13.409,,13.409,13.409,,,,,,,,,
06/30/1998,,,13.907,,13.907,13.907,,,,,,,,,
09/30/1998,,,14.365,,14.364999,14.364999,,,,,,,,,
12/31/1998,,,16.468,,16.468,16.468,,,,,,,,,
03/31/1999,,,16.219,,16.219,16.219,,,,,,,,,
06/30/1999,,,15.787,,15.787,15.787,,,,,,,,,
09/30/1999,,,16.195,,16.195,16.195,,,,,,,,,
12/31/1999,,,14.623,,14.623,14.623,,,,,,,,,
03/31/2000,,,14.757,,14.757,14.757,,,,,,,,,
06/30/2000,,,14.587,,14.587,14.587,,,,,,,,,
09/30/2000,,,13.785,,13.785,13.785,,,,,,,,,
12/31/2000,,,11.434,,11.434,11.434,,,,,,,,,
03/31/2001,,,11.827,,11.827,11.827,,,,,,,,,
06/30/2001,,,11.747,,11.747,11.747,,,,,,,,,
09/30/2001,,,13.804,,13.591,13.591,,,,,,,,,
12/31/2001,,,10.615,,9.881,9.881,,,,,,,,,
03/31/2002,,,11.846,,12.511,12.511,,,,,,,,,
06/30/2002,,,13.641,,13.49,13.49,,,,,,,,,
09/30/2002,,,15.147,,16.885,16.885,,,,,,,,,
12/31/2002,,,14.747,,12.303,12.303,,,,,,,,,
03/31/2003,,,16.423,,16.451,16.451,,,,,,,,,
06/30/2003,,,16.743999,,16.744,16.744,,,,,,,,,
09/30/2003,,,15.275,,20.601,20.601,,,,,,,,,
12/31/2003,,,19.898001,,16.935,16.935,,,,,,,,,
03/31/2004,,,18.655001,,18.655,18.655,,,,,,,,,
06/30/2004,,,17.712,,19.207,19.207,,,,,,,,,
09/30/2004,,,19.318001,,19.004,19.004,,,,,,,,,
12/31/2004,,,17.023001,,15.768,15.768,,,,,,,,,
03/31/2005,,,17.864,,17.803,17.803,,,,,,,,,
06/30/2005,,,16.877001,,-1.606,-1.606,,-16.2790697674419,,,,,,,
09/30/2005,,20.5,19.681999,,19.908,19.908,,2.63157894736842,,,,,,-3.9902487804878,
12/31/2005,,19.7,25.412001,,26.587,26.587,,21.2121212121212,,,,,,28.9949289340102,
03/31/2006,,,17.822001,,19.645,19.645,,16.9686985172982,,,,,,,
06/30/2006,,,21.608,,22.668,22.668,,1.78817056396149,,,,,,,
09/30/2006,,22.2,21.056,5.00000390117034,21.48,21.48,,0.274725274725275,,,,,,-5.15315315315315,
12/31/2006,,28.65,19.799,-2.72908254847646,17.494,17.494,,3.63391655450875,,,,,,-30.8935427574171,
03/31/2007,,25.1,22.191999,6.26886509433963,23.356,23.356,,2.84167794316644,,,,,,-11.5856613545817,
06/30/2007,,29.65,24.195,-93.0454545454545,25.62,25.62,,2.63157894736842,,,,,,-18.397976391231,
09/30/2007,,28.075,29.597,7.82413448275862,24.529,24.529,,-0.378310214375788,,,,,,5.42119323241319,
12/31/2007,,29.8,29.982,10.6615711006323,42.768,42.768,,-0.497512437810946,,,,,,0.610738255033552,
03/31/2008,,28.067,29.013,10.5989473512818,29.249,29.249,,1.50375939849624,,,,,,3.37050628852389,
06/30/2008,,37.3,41.653,2.94545454545455,155.41,155.41,,4.44177671068428,,,,,,11.6702412868633,
09/30/2008,,40.02,40.311001,11.2451931702305,53.589,53.589,,2.62529832935561,,,,,,0.727138930534718,
12/31/2008,,47.85,30.962999,7.07641994177582,21.85,21.85,,0.362756952841596,,,,,,-35.2915381400209,
03/31/2009,,53.15,46.85,5.47747984769756,61.119,39.843,,3.31632653061225,,10.7214814814815,,1.13610503282276,,-11.8532455315146,
06/30/2009,,47.35,64.759,3.42043795620438,59.24,46.975,,0.25062656641604,,,,,,36.766631467793,
09/30/2009,,43.933,49.007,6.29890109890111,19.2,45.416,,0.653594771241831,,-20.9566909975669,,4.17546848381601,,11.5494047754535,
12/31/2009,,58.72,30.377,7.35891285804894,31.7,27.48,,0.13351134846462,,34.2722929936306,,2.20867430441898,,-48.2680517711172,
