Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
04/28/1990,63.504002,,-48.395,,15.109001,,-12.863,,,,2.246,0.903,,0.107,,0.0,-1.01,3.149,-1.258,1.891,-0.918,,,2.809,0.0,2.809,0.0,,2.809,2.809,,255.394303,0.010925,0.007414,,255.394303,0.010925,0.007414,0.007414,
07/28/1990,64.513,,-49.855999,,14.657001,,-14.889,,,,-0.232,0.506,,0.755,,0.0,-1.261,0.274,-0.109,0.165,-0.087,,,0.252,0.0,0.252,0.0,,0.252,0.252,,256.988997,0.00078,0.00078,,256.988997,0.00078,0.00078,0.00078,
10/27/1990,78.862,,-58.925999,,19.936001,,-17.983,,,,1.953,-0.17,,1.417,,0.0,-1.247,1.783,-0.506,1.277,-0.443,,,1.72,0.0,1.72,0.0,,1.72,1.72,,253.176714,0.006633,0.005072,,253.176714,0.006633,0.005072,0.005072,
01/26/1991,91.853996,,-68.313004,,23.540993,,-19.541,,,,4.0,-3.581,,1.635,,0.0,1.946,0.419,-0.097,0.322,-0.097,,,0.419,0.0,0.419,0.0,,0.419,0.419,,255.110145,0.001171,0.001171,,255.110145,0.001171,0.001171,0.001171,
04/27/1991,121.672997,,-94.241997,,27.431,,-26.841999,,,,0.589,-0.899,,1.868,,0.0,-0.969,-0.31,-0.095,-0.405,-0.016,,,-0.389,0.0,-0.389,0.0,,-0.389,-0.389,,265.858376,-0.001171,-0.001171,,265.858376,-0.001171,-0.001171,-0.001171,
07/27/1991,125.158997,,-97.568001,,27.590996,,-27.468,,,,0.123,-1.542,,1.725,,0.0,-0.183,-1.419,0.432,-0.987,0.016,,,-1.003,0.0,-1.003,0.0,,-1.003,-1.003,,266.707389,-0.003512,-0.003512,,266.707389,-0.003512,-0.003512,-0.003512,
10/26/1991,159.718994,,-121.782997,,37.935997,,-32.356998,,,,5.579,-1.593,,1.741,,0.0,-0.148,3.986,-1.596,2.39,-1.154,,,3.544,0.0,3.544,0.0,,3.544,3.544,,296.626909,0.012291,0.008194,,296.626909,0.012291,0.008194,0.008194,
02/01/1992,204.729996,,-155.944,,48.785995,,-38.132999,,,,10.653,-7.218,,1.581,,0.0,5.637,3.435,-3.741,-0.306,-0.046,,,-0.26,0.0,-0.26,0.0,,-0.26,-0.26,,319.336181,-0.001171,-0.001171,,319.336181,-0.001171,-0.001171,-0.001171,
05/02/1992,187.425995,,-145.559998,,41.865997,,-38.581001,,,,3.285,-1.12,,1.557,,,-0.437,2.165,-0.86,1.305,0.0,,,1.305,0.0,1.305,0.0,,1.305,1.305,,340.309315,0.004097,0.004097,,340.309315,0.004097,0.004097,0.004097,
08/01/1992,192.863998,,-151.384995,,41.479004,,-39.421001,,,,2.058,-2.704,,1.5,,,1.204,-0.646,-0.24,-0.886,0.0,,,-0.886,0.0,-0.886,0.0,,-0.886,-0.886,,321.316246,-0.002926,-0.002926,,321.316246,-0.002926,-0.002926,-0.002926,
