Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2011,6794.033,6794.033,,-6063.685,5767.466,296.219,730.348,0.0,-633.302,79.183,,554.119,97.046,-10.599,,10.599,,,,0.0,86.447,-204.4,-117.953,-4.025,-4.025,0.0,-113.928,0.0,-113.928,0.0,0.0,-113.928,254.33445,372.28745,193.605,-0.59,-0.61,1.313677,194.486,-0.59,-0.61,1.304212,
03/31/2012,6953.861,6953.861,,-6344.898,6012.31,332.588,608.963,0.0,-140.996,88.159,,52.837,467.967,-2.331,,5.316,,,,-2.985,465.636,-184.198,281.438,-8.633,-8.633,0.0,290.071,0.0,290.071,0.0,0.0,290.071,269.5755,-11.8625,193.92226,1.5,1.45,1.390121,194.884733,1.49,1.44,1.379131,
06/30/2012,7146.728,7146.728,,-6473.502,6163.68,309.822,673.226,0.0,-184.308,87.619,,96.689,488.918,-0.881,,2.122,,,,-1.241,488.037,-196.731,291.306,-4.131,-4.131,0.0,295.437,0.0,295.437,0.0,0.0,295.437,294.58655,3.28055,194.208795,1.52,1.5,1.516855,194.846202,1.52,1.5,1.516837,
09/30/2012,2655.356,2655.356,,-2107.811,1796.556,311.255,547.545,0.0,-160.326,66.143,,94.183,387.219,-9.988,,1.48,,,,8.508,377.231,-165.551,211.68,-15.001,-15.001,0.0,226.681,0.0,226.681,0.0,0.0,226.681,233.6344,21.9544,194.290277,1.17,1.09,1.202502,195.057952,1.16,1.08,1.192553,
12/31/2012,1302.671,1302.671,,-691.896,320.554,371.342,610.775,0.0,-404.296,67.086,,337.21,206.479,-6.014,6.014,6.014,0.0,,,0.0,200.465,-76.53,123.935,-34.752,-34.752,0.0,158.687,0.0,158.687,0.0,0.0,158.687,254.0936,130.1586,193.452,0.82,0.64,1.313471,194.403,0.82,0.64,1.30953,
03/31/2013,1298.928,1298.928,,-727.324,364.182,363.142,571.604,0.0,-189.96,81.467,,108.493,381.644,-21.63,13.64,13.64,0.0,,,7.99,360.014,-177.331,182.683,-177.916,-177.916,0.0,360.599,0.0,360.599,0.0,0.0,360.599,187.2252,4.5422,190.810201,1.89,0.96,0.981212,191.765395,1.88,0.95,0.973686,
06/30/2013,1315.6,1315.6,,-665.454,284.07,381.384,650.146,0.0,-197.263,86.904,,110.359,452.883,1.271,15.115,15.115,0.0,,,-16.386,454.154,-194.265,259.889,-142.755,-142.755,0.0,402.644,0.0,402.644,0.0,0.0,402.644,272.94165,13.05265,189.002146,2.13,1.38,1.444119,189.944793,2.12,1.37,1.438718,
09/30/2013,2904.791,2904.791,,-2221.218,1814.653,406.565,683.573,0.0,-253.981,106.102,,147.879,429.592,20.037,20.524,20.524,0.0,,,-40.561,449.629,-197.514,252.115,-32.694,-32.694,0.0,284.809,0.0,284.809,0.0,0.0,284.809,252.7104,0.5954,186.938328,1.52,1.35,1.351838,188.337511,1.51,1.34,1.343161,
12/31/2013,1347.669,1347.669,,-861.632,447.431,414.201,486.037,0.0,-268.568,111.463,0.0,157.105,217.469,-22.621,22.621,22.621,0.0,0.0,,0.0,194.848,-14.361,180.487,105.066,105.066,0.0,75.421,0.0,75.421,0.0,0.0,75.421,262.7101,82.2231,185.204,0.41,0.98,1.41849,186.62,0.4,0.96,1.400591,
03/31/2014,1281.208,1281.208,,-696.895,300.646,396.249,584.313,0.0,-230.492,92.026,,138.466,353.821,-19.64,24.018,24.018,0.0,,,-4.378,334.181,-164.895,169.286,14.033,14.033,0.0,155.253,0.0,155.253,0.0,0.0,155.253,179.0217,9.7357,181.367565,0.86,0.94,0.987066,182.57657,0.85,0.93,0.983324,
06/30/2014,1357.905,1357.905,,-786.078,327.085,458.993,571.827,0.0,-229.812,95.0,,134.812,342.015,-37.422,28.716,28.716,0.0,,,8.706,304.593,-161.925,142.668,13.256,13.256,0.0,129.412,0.0,129.412,0.0,0.0,129.412,142.6798,0.0118,178.50044,0.72,0.8,0.799325,180.04502,0.72,0.79,0.790066,
09/30/2014,1431.007,1431.007,,-805.843,306.692,499.151,625.164,0.0,-200.526,82.96,,117.566,424.638,-28.146,29.647,29.647,0.0,,,-1.501,396.492,-125.435,271.057,25.35,25.35,0.0,245.707,0.0,245.707,0.0,0.0,245.707,213.1399,-57.9171,177.535503,1.38,1.52,1.200548,178.856078,1.37,1.51,1.18618,
12/31/2014,1407.626,1407.626,,-865.312,313.458,551.854,542.314,0.0,-268.221,94.018,0.0,174.203,274.093,-57.09,33.438,33.438,0.0,0.0,0.0,23.652,217.003,224.958,441.961,66.723,66.723,0.0,375.238,0.0,375.238,0.0,0.0,375.238,50.3206,-391.6404,177.497,2.11,2.49,0.283501,178.415,2.1,2.48,0.283501,
03/31/2015,749.15,749.15,,-746.008,264.981,481.027,3.142,0.0,-79.824,86.967,,-7.143,-76.682,-41.046,28.085,28.085,0.0,,,12.961,-117.728,121.258,3.53,17.971,17.971,0.0,-14.441,0.0,-14.441,0.0,0.0,-14.441,-164.67,-168.2,177.734159,-0.08,0.02,-0.926496,178.241616,-0.08,0.02,-0.926496,
06/30/2015,718.621,718.621,,-661.672,258.282,403.39,56.949,0.0,-125.889,79.176,,46.713,-68.94,-41.151,28.643,28.643,0.0,,,12.508,-110.091,21.105,-88.986,-15.152,-15.152,0.0,-73.834,0.0,-73.834,0.0,0.0,-73.834,-81.786,7.2,174.488842,-0.42,-0.51,-0.468718,174.488842,-0.42,-0.51,-0.468737,
09/30/2015,665.589,665.589,,-643.715,210.009,433.706,21.874,0.0,-2430.854,71.791,,2359.063,-2408.98,0.963,30.145,30.145,0.0,,,-31.108,-2408.017,820.935,-1587.082,8.344,8.344,0.0,-1595.426,0.0,-1595.426,0.0,0.0,-1595.426,-76.721,1510.361,172.205433,-9.26,-9.22,-0.44552,172.205433,-9.26,-9.22,-0.449307,
12/31/2015,653.757,653.757,,-515.193,213.492,301.701,138.564,0.0,-762.023,68.729,,693.294,-623.459,-22.967,30.502,30.502,0.0,,,-7.535,-646.426,63.192,-583.234,3.898,3.898,0.0,-587.132,0.0,-587.132,0.0,0.0,-587.132,-148.8158,434.4182,172.031,-3.41,-3.39,-0.865052,172.031,-3.41,-3.39,-0.865052,
03/31/2016,429.094,429.094,,-470.014,183.865,286.149,-40.92,0.0,-195.489,73.507,,121.982,-236.409,-28.625,30.22,30.22,0.0,,,-1.595,-265.034,65.549,-199.485,-0.683,-0.683,0.0,-198.802,0.0,-198.802,0.0,0.0,-198.802,-111.0993,88.3857,172.114012,-1.16,-1.16,-0.645498,172.114012,-1.16,-1.16,-0.64647,
06/30/2016,411.217,411.217,,-437.554,182.315,255.239,-26.337,0.0,-100.432,67.113,,33.319,-126.769,-4.498,34.45,34.45,0.0,,,-29.952,-131.267,134.172,2.905,-0.025,-0.025,0.0,2.93,0.0,2.93,0.0,0.0,2.93,-43.17085,-46.07585,172.196914,0.02,0.02,-0.250706,172.799827,0.02,0.02,-0.250706,
09/30/2016,486.276,486.276,,-396.198,140.298,255.9,90.078,0.0,-82.605,55.523,,27.082,7.473,-24.232,39.219,39.219,0.0,,,-14.987,-16.759,2.176,-14.583,1.593,1.593,0.0,-16.176,0.0,-16.176,0.0,0.0,-16.176,-19.7085,-5.1255,172.19935,-0.09,-0.08,-0.114452,172.19935,-0.09,-0.08,-0.114452,
12/31/2016,482.988,482.988,,-400.243,143.45,256.793,82.745,0.0,-127.556,69.067,,58.489,-44.811,-35.244,44.281,44.281,0.0,,,-9.037,-80.055,17.275,-62.78,1.142,1.142,0.0,-63.922,0.0,-63.922,0.0,0.0,-63.922,-13.3453,49.4347,172.201,-0.37,-0.36,-0.077498,172.201,-0.37,-0.36,-0.077498,
03/31/2017,546.112,546.112,,-380.065,143.911,236.154,166.047,0.0,48.453,51.255,,-99.708,214.5,-59.618,44.597,44.597,0.0,,,15.021,154.882,-97.387,57.495,-0.969,-0.969,0.0,58.464,0.0,58.464,0.0,0.0,58.464,-76.405,-133.9,172.422,0.34,0.33,-0.443128,173.089,0.34,0.33,-0.44359,
06/30/2017,504.421,504.421,,-367.341,132.349,234.992,137.08,0.0,-75.529,52.809,,22.72,61.551,-83.45,45.145,45.145,0.0,,,38.305,-21.899,4.545,-17.354,0.217,0.217,0.0,-17.571,0.0,-17.571,0.0,0.0,-17.571,-52.2869,-34.9329,172.558,-0.1,-0.1,-0.303011,172.558,-0.1,-0.1,-0.303011,
09/30/2017,497.619,497.619,,-377.857,134.221,243.636,119.762,0.0,-81.62,51.374,,30.246,38.142,-101.7,48.681,48.681,0.0,,,53.019,-63.558,-2.76,-66.318,-0.425,-0.425,0.0,-65.893,0.0,-65.893,0.0,0.0,-65.893,-54.59405,11.72395,172.573,-0.38,-0.38,-0.316353,172.573,-0.38,-0.38,-0.316353,
12/31/2017,539.656,539.656,,-386.988,144.051,242.937,152.668,0.0,-126.097,48.135,,77.962,26.571,-24.196,43.36,43.36,0.0,,,-19.164,2.375,-287.136,-284.761,2.03,2.03,0.0,-286.791,0.0,-286.791,0.0,0.0,-286.791,21.339,306.1,172.573,-1.66,-1.65,0.123652,172.573,-1.66,-1.65,0.123652,
03/31/2018,366.827,366.827,,-290.105,107.362,182.743,76.722,0.0,-57.826,48.096,,9.73,18.896,-39.954,44.541,44.541,0.0,,,-4.587,-21.058,111.639,90.581,-77.672,-77.672,0.0,168.253,0.0,168.253,0.0,0.0,168.253,-26.05119,-116.63219,172.805,0.96,0.52,-0.150755,174.62,0.96,0.52,-0.150755,
06/30/2018,389.143,389.143,,-291.259,100.508,190.751,97.884,0.0,-75.405,56.295,,19.11,22.479,-45.042,44.325,44.325,0.0,,,0.717,-22.563,-2.622,-25.185,-70.704,-70.704,0.0,45.519,0.0,45.519,0.0,0.0,45.519,-15.43023,9.75477,173.043,0.27,-0.14,-0.08917,173.983,0.25,-0.14,-0.08917,
09/30/2018,490.511,490.511,,-302.786,105.283,197.503,187.725,0.0,-64.965,60.683,,4.282,122.76,-48.792,44.209,44.209,0.0,,,4.583,73.968,-17.837,56.131,-37.812,-37.812,0.0,93.943,0.0,93.943,0.0,0.0,93.943,12.43304,-43.69796,173.047,0.54,0.32,0.071848,174.175,0.54,0.32,0.069115,
12/31/2018,503.448,476.074,27.374,-324.487,119.87,204.617,178.961,0.0,-127.509,40.118,,87.391,51.452,-38.797,47.284,47.284,0.0,,,-8.487,12.655,34.956,47.611,-64.16,-64.16,0.0,111.771,-8.392,103.379,0.0,0.0,103.379,-6.81892,-46.03792,173.055,0.6,0.23,-0.039403,174.312,0.59,0.22,-0.044112,
03/31/2019,629.354,629.354,,-380.539,151.133,229.406,248.815,0.0,-164.253,63.36,,100.893,84.562,-50.817,46.069,46.069,0.0,,,4.748,33.745,-10.822,22.923,-49.846,-49.846,0.0,72.769,-32.587,40.182,0.0,0.0,40.182,23.09432,32.75832,173.341,0.23,-0.06,0.133231,174.491,0.23,-0.06,0.127736,
06/30/2019,738.352,680.436,57.916,-424.403,160.101,264.302,313.949,0.0,-142.946,57.532,,85.414,171.003,-63.064,54.096,54.096,0.0,,,8.968,107.939,-9.115,98.824,-24.418,-24.418,0.0,123.242,-30.97,92.272,0.0,0.0,92.272,41.53158,-26.32242,168.538,0.55,0.4,0.246423,169.272,0.54,0.4,0.244496,
09/30/2019,817.077,817.077,,-497.584,172.022,325.562,319.493,0.0,-93.029,55.366,,37.663,226.464,-49.348,44.93,44.93,0.0,,,4.418,177.116,-18.782,158.334,-953.368,-953.368,0.0,1111.702,-22.7,1089.002,0.0,0.0,1089.002,56.15671,-79.47729,160.366,6.79,0.85,0.350178,160.98,6.76,0.84,0.346291,
12/31/2019,634.965,756.984,-122.019,-538.961,210.389,328.572,96.004,0.0,-132.74,56.478,,76.262,-36.736,-78.566,74.18,74.18,0.0,,,4.386,-115.302,24.036,-91.266,-36.855,-36.855,0.0,-54.411,-17.313,-71.724,0.0,0.0,-71.724,24.72844,133.30744,154.007,-0.47,-0.71,0.160567,154.915,-0.47,-0.71,0.15052,
03/31/2020,1001.23,600.558,400.672,-534.638,228.536,306.102,466.592,0.0,-1021.109,36.772,,984.337,-554.517,-40.856,41.097,41.097,0.0,,,-0.241,-595.373,91.533,-503.84,4.862,4.862,0.0,-508.702,92.598,-416.104,0.0,0.0,-416.104,-47.51542,363.72658,153.313,-2.71,-2.68,-0.309924,153.313,-2.71,-2.68,-0.309924,
06/30/2020,209.865,285.745,-75.88,-393.001,161.555,231.446,-183.136,0.0,-191.001,39.1,,151.901,-374.137,-43.769,38.598,38.598,0.0,,,5.171,-417.906,94.773,-323.133,1.267,1.267,0.0,-324.4,7.216,-317.184,0.0,0.0,-317.184,-112.64183,203.27517,153.581,-2.06,-2.05,-0.733436,153.581,-2.06,-2.05,-0.733436,
09/30/2020,477.818,,,,,,,,,,,,22.62,,,,,,,,-43.866,,-35.263,,,,,,-35.263,,,-35.263,-35.263,,,-0.198,-0.198,-0.198,,-0.198,-0.198,-0.198,
12/31/2020,512.083,,,,,,,,,,,,35.1,,,,,,,,-22.092,,-18.03,,,,,,-18.03,,,-18.03,-18.03,,,-0.061,-0.061,-0.061,,-0.061,-0.061,-0.061,
