Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Other Electric Revenue,Revenue from Gas,Regulated Gas Revenue,Unregulated Gas Revenue,Other Gas Revenue,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1993,314.605011,314.605011,,,,0.0,,,,0.0,0.0,-153.291,153.291,153.291,,0.0,,,161.314011,-90.287003,24.582001,40.931,24.774,,71.027,-18.506,,,0.0,19.236,20.000999,-0.765,0.0,-0.73,52.521,-13.421,39.099998,0.0,,,39.100001,0.0,39.099998,-0.892,,38.207998,38.207998,,115.281998,0.33,0.33,0.33,115.281998,0.33,0.33,0.33,
09/30/1993,364.705994,364.705994,,,,0.0,,,,0.0,0.0,-172.570007,172.570007,172.570007,,0.0,,,192.135986,-95.802002,24.364,41.646,29.792,,96.334,-17.087001,,,0.822,18.783001,18.974001,-0.191,0.0,-0.874,79.246999,-26.521,52.726002,0.0,,,52.725999,0.0,52.726002,-0.892,,51.834002,51.834002,,115.447998,0.45,0.45,0.45,115.447998,0.45,0.45,0.45,
12/31/1993,322.324005,322.324005,,,,0.0,,,,0.0,0.0,-165.074997,165.074997,165.074997,,0.0,,,157.249008,-94.610001,26.993,42.467999,25.149,,62.639,-17.307,,,0.763,18.452,19.021,-0.569,0.0,-0.382,45.332,-8.991,36.341,0.0,,,36.341,0.0,36.341,-0.892,,35.449,35.449,,115.571999,0.31,0.31,0.31,115.571999,0.31,0.31,0.31,
03/31/1994,306.622009,306.622009,,,,0.0,,,,0.0,0.0,-153.332001,153.332001,153.332001,,0.0,,,153.290009,-93.392998,22.513,43.173,27.707001,,59.896999,-15.452999,,,0.273,18.601999,19.238001,-0.636,0.0,-2.876,44.444,-9.95,34.493999,0.0,,,34.494,0.0,34.493999,-0.892,,33.601999,33.601999,,115.690002,0.29,0.29,0.29,115.690002,0.29,0.29,0.29,
06/30/1994,353.319,353.319,,,,0.0,,,,0.0,0.0,-178.528,178.528,178.528,,0.0,,,174.791,-99.017998,26.493,44.021,28.504,,75.773003,-17.868,,,0.371,19.233,20.052999,-0.82,0.0,-0.994,57.905003,-15.153,42.751999,0.0,,,42.752003,0.0,42.751999,-0.892,,41.859999,41.859999,,115.900002,0.36,0.36,0.36,115.900002,0.36,0.36,0.36,
09/30/1994,366.592987,366.592987,,,,0.0,,,,0.0,0.0,-176.479004,176.479004,176.479004,,0.0,,,190.113983,-95.442001,24.326,43.535999,27.58,,94.671997,-17.137,,,0.459,18.539,19.610001,-1.071,0.0,-0.943,77.534998,-22.076,55.459,0.0,,,55.458997,0.0,55.459,-0.892,,54.567,54.567,,116.005997,0.47,0.47,0.47,116.005997,0.47,0.47,0.47,
12/31/1994,324.319,324.319,,,,0.0,,,,0.0,0.0,-187.526993,187.526993,187.526993,,0.0,,,136.792007,-97.322998,27.733999,43.257,26.332001,,39.469002,-16.803,,,2.438,20.763,20.763,,0.0,-1.522,22.666002,1.374,24.040001,0.0,,,24.040002,0.0,24.040001,-0.892,,23.148001,23.148001,,116.137001,0.2,0.2,0.2,116.137001,0.2,0.2,0.2,
03/31/1995,319.134003,319.134003,,,,0.0,,,,0.0,0.0,-155.421005,155.421005,155.421005,,0.0,,,163.712997,-97.666,23.934,44.597,29.135,,66.046997,-18.61,,,1.799,20.601,21.684999,-1.084,0.0,-0.192,47.436997,-10.041,37.396,0.0,,,37.395997,0.0,37.396,-0.892,,36.504,36.504,,116.265999,0.31,0.31,0.31,116.265999,0.31,0.31,0.31,
06/30/1995,349.699005,349.699005,,,,0.0,,,,0.0,0.0,-169.617996,169.617996,169.617996,,0.0,,,180.081009,-99.346001,25.858999,44.611,28.875999,,80.735001,-18.425999,,,2.521,21.212999,22.732,-1.519,0.0,-0.266,62.309001,-15.037,47.271999,0.0,,,47.272001,0.0,47.271999,-0.892,,46.379999,46.379999,,116.394997,0.4,0.4,0.4,116.394997,0.4,0.4,0.4,
09/30/1995,389.096985,389.096985,,,,0.0,,,,0.0,0.0,-187.785995,187.785995,187.785995,,0.0,,,201.310989,-94.242996,24.563,41.235001,28.445,,107.068001,-17.222,,,3.234,20.368999,22.318001,-1.949,0.0,0.087,89.846001,-25.707001,64.139,0.0,,,64.139001,0.0,64.139,-0.892,,63.247,63.247,,116.516998,0.55,0.55,0.55,116.516998,0.55,0.55,0.55,
12/31/1995,334.369995,334.369995,,,,0.0,,,,0.0,0.0,-171.774994,171.774994,171.774994,,0.0,,,162.595001,-98.745003,26.944,44.257,27.544001,,63.849998,-14.642,,,6.146,21.017,22.065001,-1.048,0.0,-0.229,49.207998,-8.315,40.893002,0.0,,,40.892999,0.0,40.893002,-0.924,,39.969002,39.969002,,116.660004,0.34,0.34,0.34,116.660004,0.34,0.34,0.34,
03/31/1996,442.299988,341.140991,,,,101.158997,,,,0.0,,-177.070007,177.070007,177.070007,,0.0,,,265.22998,-179.429993,20.903,44.963001,30.056,83.508003,85.800003,-23.15,,,5.019,20.618999,22.67,-2.051,0.0,7.55,62.650003,-11.558,51.091999,0.2,,,50.892004,0.0,50.891998,-0.892,,49.999998,49.999998,,128.205002,0.39,0.39,0.39,128.205002,0.39,0.39,0.39,
06/30/1996,434.700012,434.700012,,,,,,,,0.0,,-236.600006,236.600006,236.600006,,0.0,,,198.100006,-110.199997,25.299999,50.200001,34.700001,,87.900002,-18.9,,,5.4,24.1,26.299999,-2.2,0.0,0.2,69.000001,-17.5,51.5,0.6,,,50.900001,0.0,50.900002,-0.4,,50.500002,50.500002,,129.300003,0.39,0.39,0.39,129.300003,0.39,0.39,0.39,
09/30/1996,458.200012,458.200012,,,,,,,,0.0,,-237.899994,237.899994,237.899994,,0.0,,,220.300018,-109.5,26.1,50.0,33.400002,,110.800003,-18.6,,,5.8,24.0,26.299999,-2.3,0.0,0.4,92.200003,-25.799999,66.400002,-0.3,,,66.700004,0.0,66.699997,-0.2,,66.499997,66.499997,,129.399994,0.51,0.52,0.52,129.399994,0.51,0.52,0.52,
12/31/1996,440.100006,440.100006,,,,,,,,0.0,,-220.421997,90.321999,90.321999,,130.100006,,,219.678009,-122.377998,25.097,57.637001,39.644001,,97.300003,-20.000001,,,0.281,29.981001,29.83,-0.151,0.0,-9.7,77.300002,-26.941999,50.208,0.4,,,49.958003,0.0,49.807999,-0.308,,49.499999,49.499999,,130.263,0.38,0.38,0.38,130.263,0.38,0.38,0.38,
03/31/1997,450.299988,272.799988,,,,76.800003,,,,0.0,100.699997,-137.5,99.499997,88.699997,10.8,38.0,,,312.799988,-214.800003,24.1,55.700001,37.400002,97.599998,98.0,-25.9,,,0.1,26.9,26.9,,0.0,-0.9,72.1,-21.1,51.0,0.0,,,51.0,0.0,51.0,-0.2,,50.8,50.8,,130.600006,0.39,0.39,0.39,130.600006,0.39,0.39,0.39,
06/30/1997,460.899994,300.0,,,,57.099998,,,,0.0,103.800003,-133.399994,106.399997,90.699997,15.7,27.0,,,327.5,-224.0,29.1,56.200001,36.099998,102.599998,103.5,-25.500001,,,0.0,26.700001,26.700001,0.0,0.0,-1.2,77.999999,-27.299999,50.700001,0.0,,,50.7,0.0,50.700001,-0.2,,50.500001,50.500001,,130.699997,0.39,0.39,0.39,131.100006,0.39,0.39,0.39,
09/30/1997,494.700012,342.299988,,,,49.700001,,,,0.0,102.699997,-149.600006,127.400003,98.300003,29.1,22.200001,,,345.100006,-219.5,30.1,56.5,35.0,97.900002,125.599998,-26.8,,,0.0,26.4,26.4,,0.0,0.4,98.799998,-31.200001,67.599998,8.2,,,59.399997,0.0,59.400002,-0.1,,59.300002,59.300002,,130.800003,0.45,0.51,0.51,130.800003,0.45,0.51,0.51,
12/31/1997,456.400055,274.099975,,,,66.000004,,,,0.0,116.300003,-140.200012,107.799994,95.699997,12.099997,32.399997,,,316.200043,-230.699028,30.898997,56.999992,35.0,107.800039,85.501015,14.800982,,,0.0,25.800001,25.900001,-0.1,0.0,-40.600983,100.301997,-15.099997,42.601002,1.3,,,83.902,0.0,41.300998,0.0,,41.300998,41.300998,,130.899994,0.31,0.33,0.37,130.899994,0.31,0.33,0.37,
03/31/1998,467.8,273.4,,,,80.7,,,,,113.7,,,,,,,,,-397.9,28.0,56.9,37.7,275.3,69.9,-28.8,,,0.0,25.9,25.9,0.0,0.0,2.9,41.1,-10.3,30.8,-22.2,,,53.0,0.0,53.0,0.0,,53.0,53.0,,131.6,0.4,0.23,0.23,132.1,0.4,0.23,0.23,
06/30/1998,490.6,320.9,,,,58.0,,,,,111.7,,,,,,,,,-380.2,31.9,57.4,37.2,253.7,110.4,-26.5,,,0.0,26.0,26.0,0.0,0.0,0.5,83.9,-26.0,57.9,0.0,,,57.9,0.0,57.9,0.0,,57.9,57.9,,131.7,0.44,0.44,0.44,132.2,0.44,0.44,0.44,
09/30/1998,525.3,353.7,,,,49.6,,,,0.0,122.0,,,,,,,,,-396.4,29.3,58.1,38.2,270.8,128.9,-25.4,,,0.0,25.8,25.8,,0.0,-0.4,103.5,-32.3,71.2,0.4,,,70.8,0.0,70.8,0.0,,70.8,70.8,,131.8,0.54,0.54,0.54,132.2,0.54,0.54,0.54,
12/31/1998,472.0,1234.6,,,,252.8,,,,0.0,468.3,-566.7,451.3,366.6,84.7,115.4,,,-94.7,186.8,39.7,60.6,36.3,,92.1,-33.1,,,0.0,26.6,26.6,0.0,0.0,6.5,59.0,-14.7,44.3,19.5,,,24.8,0.0,24.8,0.0,,24.8,24.8,,131.7,0.19,0.31,0.42,133.2,0.19,0.31,0.42,
03/31/1999,445.7,260.9,,,,71.1,,,,0.0,113.7,,,,,,,,,-349.6,27.5,58.0,37.8,226.3,96.1,-25.4,,,0.0,26.1,26.1,0.0,0.0,-0.7,70.7,-21.2,49.5,0.3,,,49.2,0.0,49.2,0.0,,49.2,49.2,,132.0,0.38,0.38,0.38,132.0,0.38,0.38,0.38,
06/30/1999,491.7,304.3,,,,56.7,,,,0.0,130.7,,,,,,,,,-392.0,32.8,55.7,37.5,266.0,99.7,-26.2,,,0.0,27.6,27.6,0.0,0.0,-1.4,73.5,-21.6,51.9,0.0,,,51.9,0.0,51.9,0.0,,51.9,51.9,,132.0,0.39,0.4,0.4,132.2,0.39,0.4,0.4,
09/30/1999,555.9,358.6,,,,57.2,,,,,140.1,,,,,,,,,-417.1,30.5,58.1,37.4,291.1,138.8,-51.1,,,0.0,37.4,37.4,0.0,0.0,13.7,87.7,-31.8,55.9,13.6,,,42.3,0.0,42.3,0.0,,42.3,42.3,,131.9,0.32,0.42,0.54,132.0,0.32,0.42,0.54,
12/31/1999,489.0,276.0,,,,66.7,,,,0.0,146.3,,,,,,,,,-81.6,34.5,62.9,36.0,265.2,90.4,-33.0,,,1.3,32.6,33.1,,0.0,1.7,57.4,-12.9,44.5,1.7,,,42.8,0.0,42.8,0.0,,42.8,42.8,,128.8,0.33,0.33,0.36,128.9,0.33,0.33,0.36,
03/31/2000,524.5,292.6,,,,86.6,,,,0.0,145.3,,,,,,,,,-416.4,35.9,62.0,38.9,279.6,108.1,-33.9,,,0.0,35.7,35.7,0.0,0.0,-1.8,74.2,-20.7,53.5,0.0,,,53.5,0.0,53.5,0.0,,53.5,53.5,,126.2,0.42,0.42,0.42,126.2,0.42,0.42,0.42,
06/30/2000,559.5,340.4,,,,71.4,,,,0.0,147.7,,,,,,,,,-459.8,43.7,64.0,37.9,314.2,99.7,-33.5,,,0.0,39.3,39.3,0.0,0.0,-5.8,66.2,-8.7,57.5,0.0,,,57.5,0.0,57.5,0.0,,57.5,57.5,,125.3,0.46,0.46,0.46,125.4,0.46,0.46,0.46,
09/30/2000,614.7,391.8,,,,72.0,,,,0.0,150.9,,,,,,,,,-493.7,29.9,68.8,37.1,357.9,121.0,-37.4,,,0.0,48.8,48.8,0.0,0.0,-11.4,83.6,-1.6,82.0,0.0,,,82.0,0.0,82.0,0.0,,82.0,82.0,,125.6,0.65,0.65,0.65,126.1,0.65,0.65,0.65,
12/31/2000,596.4001,328.1,,,,84.5,,,,0.0,183.8,,,,,,,,,-511.60009,30.5,73.40001,37.3,370.40008,84.80001,-36.20002,,,1.6,43.09999,43.80001,-0.7,0.0,-5.29997,48.59999,12.5,57.89999,0.0,,,61.09999,0.0,57.89999,0.0,,57.89999,57.89999,,126.1,0.46,0.46,0.46,127.3,0.44,0.44,0.44,
03/31/2001,671.2,459.9,,,,,,,,0.0,211.3,-158.3,76.3,42.9,33.4,82.0,,,512.9,-403.4,36.8,69.5,46.2,250.9,109.5,-39.5,,,0.8,45.2,41.2,-0.3,4.3,-4.9,70.0,-0.3,69.7,0.0,,,69.7,0.0,69.7,0.0,0.0,69.7,69.7,,128.6,0.54,0.54,0.54,129.8,0.53,0.53,0.53,
06/30/2001,641.8,359.1,,,,82.3,,,,0.0,200.4,,,,,,,,,-535.9,37.5,73.1,43.9,381.4,105.9,-31.5,,,1.3,46.3,46.8,-0.5,0.0,-13.5,74.4,-2.5,71.9,0.0,,,71.9,0.0,71.9,-4.2,0.0,67.7,67.7,,135.7,0.53,0.53,0.53,136.9,0.52,0.52,0.52,
09/30/2001,659.6,462.0,,,,,,,,0.0,197.6,-147.4,113.1,70.2,42.9,34.3,,,512.2,-380.4,32.8,71.7,40.0,235.9,131.8,-31.3,,,2.0,43.2,39.7,-0.7,4.2,-9.9,100.5,-9.7,90.8,-6.5,,,97.3,0.0,97.3,0.0,,97.3,97.3,,136.0,0.72,0.67,0.67,136.9,0.71,0.66,0.66,
12/31/2001,574.0,574.0,,,,,,,,0.0,,-109.5,82.8,72.3,10.5,26.7,,,464.5,-396.4,44.2,73.9,31.2,247.1,68.1,-19.3,,,2.5,39.4,40.5,-1.1,0.0,-17.6,48.8,14.6,63.4,-5.7,,,69.1,0.0,69.1,-4.3,,64.8,64.8,,138.71,0.47,0.43,0.43,139.3,0.47,0.43,0.43,
03/31/2002,606.6,424.1,,,,,,,,0.0,182.5,-128.7,93.4,66.3,27.1,35.3,,,477.9,-388.7,40.0,78.0,43.7,227.0,89.2,-27.4,,,4.3,46.8,39.5,-1.7,9.0,-15.1,61.8,8.1,69.9,-5.5,,,75.4,0.0,75.4,0.0,,75.4,75.4,,139.7,0.54,0.5,0.5,140.3,0.54,0.5,0.5,
06/30/2002,677.7,481.1,,,,,,,,0.0,196.6,-175.8,137.6,87.7,49.9,38.2,,,501.9,-404.2,40.9,76.9,44.2,242.2,97.7,-22.5,,,5.7,41.6,33.9,-2.2,9.9,-13.4,75.2,5.7,80.9,-4.8,,,85.7,0.0,85.7,0.0,,85.7,85.7,,144.2,0.59,0.56,0.56,144.7,0.59,0.56,0.56,
09/30/2002,725.6,512.7,,,,,,,,0.0,212.9,-200.4,162.8,96.2,66.6,37.6,,,525.2,-388.6,34.8,78.1,41.0,234.7,136.6,-19.1,,,6.9,40.2,32.9,-2.7,10.0,-14.2,117.5,-6.9,110.6,-8.3,,,118.9,0.0,118.9,0.0,,118.9,118.9,,156.1,0.76,0.71,0.71,156.1,0.76,0.71,0.71,
12/31/2002,665.9,449.1,,,,,,,,,216.8,-159.0,121.2,62.5,58.7,37.8,,,506.9,-441.4,46.4,70.4,44.3,280.3,65.5,-60.2,,,8.0,47.8,40.8,-3.0,10.0,20.4,5.3,31.5,36.8,-13.3,,,50.1,0.0,50.1,-215.8,0.0,-165.7,-165.7,,172.8,-0.958912,-1.03588,-1.03588,172.8,-0.958912,-1.03588,-1.03588,
03/31/2003,651.8,341.9,,,,126.9,,,,0.0,183.0,-161.3,90.5,51.1,39.4,70.8,,,490.5,-394.5,34.6,79.8,43.4,236.7,96.0,-155.3,,,7.6,64.5,57.4,-2.9,10.0,98.4,-59.3,39.0,-20.3,-23.0,,,2.7,0.0,2.7,0.0,,2.7,2.7,,175.9,0.01,-0.12,0.4,175.9,0.01,-0.12,0.4,
06/30/2003,695.3,407.8,,,,94.7,,,,0.0,192.8,-180.1,127.8,94.2,33.6,52.3,,,515.2,-432.8,36.6,96.4,43.8,256.0,82.4,-188.2,,,4.1,86.7,77.0,-1.6,11.3,105.6,-105.8,87.4,-18.4,106.9,,,-125.3,23.4,-101.9,0.0,,-101.9,-101.9,,176.4,-0.58,0.03,0.22,176.6,-0.58,0.03,0.22,
09/30/2003,759.1,456.2,,,,103.2,,,,0.0,199.7,-220.4,157.3,111.0,46.3,63.1,,,538.7,-435.5,35.5,86.9,45.2,267.9,103.2,-119.9,,,3.9,91.5,83.0,-1.5,10.0,32.3,-16.7,10.0,-6.7,24.1,,,-30.8,11.3,-19.5,0.0,,-19.5,-19.5,,179.5,-0.11,0.03,0.07,179.8,-0.11,0.03,0.07,
12/31/2003,261.900049,379.999976,,,,83.599994,,,,0.0,-201.700012,-173.199976,135.399991,88.599994,46.799997,37.8,,,88.700073,-22.8,29.899994,40.200006,39.7,-87.0,65.900012,182.400001,,,4.199999,57.3,50.200006,-1.6,8.7,-235.500002,248.300013,-60.3,188.0,1027.299976,,,-839.299963,14.099999,-825.200024,0.0,,-825.200024,-825.200024,,179.699997,-4.59,4.26,3.35,179.699997,-4.59,4.26,3.35,
03/31/2004,642.3,370.8,,,,117.8,,,,0.0,153.7,-208.8,149.9,120.8,29.1,58.9,,,433.5,-374.3,31.4,72.1,48.4,222.4,59.2,-45.0,,,0.7,88.6,88.9,-0.3,0.0,-42.9,14.2,-8.7,5.5,26.2,,,-20.7,23.2,2.5,0.0,,2.5,2.5,,188.0,0.01,0.15,0.17,188.6,0.01,0.15,0.17,
06/30/2004,713.0,429.6,,,,105.7,,,,0.0,177.7,-233.6,173.4,120.4,53.0,60.2,,,479.4,-396.8,33.6,73.5,49.2,240.5,82.6,-199.3,,,0.0,84.0,84.0,0.0,0.0,115.3,-116.7,15.8,-100.9,25.7,,,-126.6,18.4,-108.2,0.0,,-108.2,-108.2,,188.349,-0.57,-0.44,0.22,188.349,-0.57,-0.44,0.22,
09/30/2004,698.1,472.8,,,,92.3,,,,0.0,133.0,-259.2,207.0,153.9,53.1,52.2,,,438.9,-362.5,31.7,68.1,45.2,217.5,76.4,-30.4,,,0.0,75.2,75.2,0.0,0.0,-44.8,46.0,-19.5,26.5,4.5,,,22.0,19.3,41.3,0.0,0.0,41.3,41.3,,194.1,0.21,0.23,0.23,194.4,0.21,0.23,0.23,
12/31/2004,656.4,414.2,,,,101.4,,,,0.0,140.8,-233.6,178.7,141.6,37.1,54.9,,,422.8,-381.6,39.2,69.0,43.2,230.2,41.2,-670.5,,,0.0,77.9,77.9,0.0,0.0,592.6,-629.3,259.6,-369.7,136.4,,,-506.1,18.5,-487.6,0.0,0.0,-487.6,-487.6,,199.7,-2.44,-1.76,0.17,199.7,-2.44,-1.76,0.17,
03/31/2005,684.7,380.1,,,,142.7,,,,0.0,161.9,-239.0,155.5,114.6,40.9,83.5,,,445.7,-365.8,39.0,70.1,50.1,206.6,79.9,-23.2,,,0.0,75.5,75.5,0.0,0.0,-52.3,56.7,-27.8,28.9,18.8,,,10.1,22.6,32.7,0.0,0.0,32.7,32.7,,205.1,0.16,0.25,0.25,206.0,0.16,0.25,0.25,
06/30/2005,719.0,244.1,,,,113.0,,,,0.0,361.9,-239.1,172.7,127.8,44.9,66.4,,,479.9,-387.2,37.1,69.9,44.7,235.5,92.7,-99.9,,,0.0,76.4,76.4,0.0,0.0,23.5,-7.2,-4.0,-11.2,-82.8,,,71.6,23.6,95.2,0.0,0.0,95.2,95.2,,206.7,0.46,0.06,0.28,208.9,0.44,0.04,0.26,
09/30/2005,836.4,524.0,,,,139.2,,,,0.0,173.2,-321.7,225.0,120.4,104.6,96.7,,,514.7,-414.1,52.4,71.2,51.7,238.8,100.6,11.4,,,0.0,68.3,68.3,0.0,0.0,-79.7,112.0,-39.2,72.8,-0.1,,,72.9,21.7,94.6,0.0,0.0,94.6,94.6,,207.1,0.46,0.46,0.47,209.3,0.45,0.45,0.46,
