Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1989,86.373993,,-70.313004,,16.060989,,-9.294,,,,,,6.766994,0.094,,0.209,,0.0,-0.303,6.860994,-2.891,3.969994,0.0,,,3.969994,0.0,3.969994,0.0,,3.969994,3.969994,,104.0,0.03875,0.03875,,104.0,0.03875,0.03875,0.03875,
03/31/1990,83.620987,,-68.598,,15.022987,,-10.283,,,,,,4.739994,-0.467,,0.202,,0.0,0.265,4.272994,-1.334,2.938994,0.0,,,2.938994,0.0,2.938994,0.0,,2.938994,2.938994,,104.0,0.02875,0.02875,,104.0,0.02875,0.02875,0.02875,
06/30/1990,83.272003,,-66.653,,16.619003,,-10.406,,,,,,6.213,0.519,,0.121,,0.0,-0.64,6.732,-2.054,4.678,0.0,,,4.678,0.0,4.678,0.0,,4.678,4.678,,104.0,0.045,0.045,,104.0,0.045,0.045,0.045,
09/30/1990,96.949989,,-73.653999,,23.29599,,-11.887,,,,,,11.40899,-0.436,,0.842,,-0.997,0.591,10.97299,-2.908,8.064988,0.0,,,8.06499,-1.169,6.895988,0.0,,6.895988,6.895988,,104.0,0.065,0.065,0.065,104.0,0.065,0.065,0.065,
12/31/1990,102.064003,,-80.181,,21.883003,,-11.853,,,,,,10.029993,-0.673,,0.781,,,-0.108,9.356993,-2.999,6.357993,0.0,,,6.357993,0.0,6.357993,0.0,,6.357993,6.357993,,104.0,0.06125,0.06125,,104.0,0.06125,0.06125,0.06125,
03/31/1991,95.161987,,-78.112999,,17.048988,,-11.892,,,,,,5.156993,-0.388,,0.898,,,-0.51,4.768993,-1.435,3.333993,0.0,,,3.333993,0.0,3.333993,0.0,,3.333993,3.333993,,104.0,0.0325,0.0325,,104.0,0.0325,0.0325,0.0325,
06/30/1991,94.928993,,-75.612999,,19.315994,,-12.785,,,,,,6.530993,-0.539,,0.984,,,-0.445,5.991993,-1.548,4.443994,0.0,,,4.443993,0.0,4.443994,0.0,,4.443994,4.443994,,104.0,0.0425,0.0425,,104.0,0.0425,0.0425,0.0425,
09/30/1991,98.140991,,-80.603996,,17.536995,,-8.994,,,,,,8.542994,2.472,,0.472,,-1.56,-1.384,11.014994,0.812,11.82699,0.0,,,11.826994,-1.541,10.28599,0.0,,10.28599,10.28599,,104.0,0.09875,0.09875,0.09875,104.0,0.09875,0.09875,0.09875,
12/31/1991,88.652992,,-74.209999,,14.442993,,-10.909,,,,,,3.533994,-0.901,,0.739,,,0.162,2.632994,-0.459,2.173994,0.0,,,2.173994,0.0,2.173994,0.0,,2.173994,2.173994,,104.299911,0.02125,0.02125,,104.299911,0.02125,0.02125,0.02125,
03/31/1992,78.079994,,-65.699997,,12.379997,,-26.202999,,,,,,-13.823006,-1.1,,0.624,,,0.476,-14.923006,5.133,-9.790006,0.0,,,-9.790006,0.0,-9.790006,0.0,,-9.790006,-9.790006,,104.299911,-0.09375,-0.09375,,104.299911,-0.09375,-0.09375,-0.09375,
06/30/1992,79.369995,,-65.516998,,13.852997,,-9.958,,,,,,3.894994,-0.597,,0.747,,,-0.15,3.297995,-0.66,2.637995,0.0,,,2.637994,0.0,2.637995,0.0,,2.637995,2.637995,,104.299911,0.025,0.025,,104.299911,0.025,0.025,0.025,
09/30/1992,83.925003,,-70.199997,,13.725006,,-9.57,,,,,,4.154994,0.645,,0.867,,-0.262,-1.25,4.799994,-0.357,4.442994,0.0,,,4.442994,-0.569,3.873994,0.0,,3.873994,3.873994,,104.30096,0.0375,0.0375,0.0375,104.30096,0.0375,0.0375,0.0375,
12/31/1992,94.444,,-79.349998,,15.094002,,-10.704,,,,,,4.39,-0.537,,1.443,,,-0.906,3.853,-0.771,3.082,0.0,,,3.082,0.0,3.082,0.0,,3.082,3.082,,118.541603,0.02625,0.02625,,118.541603,0.02625,0.02625,0.02625,
03/31/1993,100.106003,,-85.091003,,15.014999,,-11.299,,,,,,3.716,-0.857,,1.496,,,-0.639,2.859,-0.572,2.287,0.0,,,2.287,0.0,2.287,0.0,,2.287,2.287,,124.655121,0.01875,0.01875,,124.655121,0.01875,0.01875,0.01875,
06/30/1993,96.692001,,-79.061996,,17.630005,,-11.411,,,,,,6.219,-2.303,,1.393,,0.0,0.91,3.916,-0.666,3.25,0.0,,,3.25,0.0,3.25,0.0,,3.25,3.25,,125.416,0.02625,0.02625,,125.416,0.02625,0.02625,0.02625,
09/30/1993,103.121002,,-85.766998,,17.354004,,-11.478,,,,,,5.876,0.334,,1.082,,-0.228,-1.188,6.21,0.416,6.626,0.0,,,6.626,-0.684,5.942,0.0,,5.942,5.942,,125.904,0.0475,0.0475,0.0475,125.904,0.0475,0.0475,0.0475,
12/31/1993,104.757004,,-87.477997,,17.279007,,-11.061,,,,,,6.218,-1.808,,1.542,,0.0,0.266,4.41,-0.838,3.572,10.4,,,-6.828,0.0,-6.828,0.0,,-6.828,-6.828,,125.304001,-0.05375,0.02875,,125.304001,-0.05375,0.02875,0.02875,
03/31/1994,98.450996,,-85.570999,,12.879997,,-11.203,,,,,,1.677,-1.121,,1.514,,0.0,-0.393,0.556,-0.111,0.445,0.0,,,0.445,0.0,0.445,0.0,,0.445,0.445,,125.304001,0.00375,0.00375,,125.304001,0.00375,0.00375,0.00375,
06/30/1994,106.318001,,-90.573997,,15.744003,,-11.487,,,,,,4.257,-1.825,,1.736,,0.0,0.089,2.432,-0.365,2.067,0.0,,,2.067,0.0,2.067,0.0,,2.067,2.067,,125.335999,0.01625,0.01625,,125.335999,0.01625,0.01625,0.01625,
09/30/1994,124.949997,,-104.774002,,20.175995,,-12.106,,,,,,8.07,-2.58,,2.591,,0.0,-0.011,5.49,-0.692,4.798,0.0,,,4.798,-0.132,4.666,0.0,,4.666,4.666,,125.36,0.0375,0.0375,0.0375,125.36,0.0375,0.0375,0.0375,
