Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Market Cap,EV/EBITDA,EV/EBIT,EV/Book Value,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/1990,4539.463324,,213.882996,0.0,35097.889648,,36172.422638,97.029414,,,,,,4597.060924,,,,
06/30/1990,5192.96875,,213.882996,0.0,37251.790039,,38378.228027,97.064904,,,,,,5286.309576,,,,
09/30/1990,4088.231379,,213.882996,0.0,38256.699219,,39417.153259,97.055967,,,,,,4136.295955,,,,
12/30/1990,4313.213546,-25.733,213.882996,0.0,39043.580078,43544.94362,40136.957062,97.275885,0.896627,10.095708,12.716912,108.831345,49.51136,4428.634993,43660.365067,44.108628,,
03/31/1991,5207.819862,,213.882996,0.0,40610.570312,,41736.410309,97.302499,,,,,,4878.179903,,,,
06/30/1991,4872.41993,,213.882996,0.0,41081.549805,,42202.71579,97.34338,,,,,,4973.587532,,,,
09/30/1991,5487.267955,,213.882996,0.0,41671.201172,,42783.317169,97.400585,,,,,,5555.975069,,,,
12/31/1991,6862.98172,-23.534,213.882996,0.0,43139.069336,50192.400051,44288.831329,97.403946,0.859474,7.313498,16.55509,106.930896,53.631292,6891.619797,50221.038128,51.542745,,
03/31/1992,5938.934793,,213.882996,0.0,44035.749023,,45190.786987,97.444085,,,,,,5987.432579,,,,
06/30/1992,6196.030701,,213.882996,0.0,42839.80957,,43986.498566,97.393089,,,,,,6247.748013,,,,
09/30/1992,6526.372885,,213.882996,0.0,43650.820312,,44830.884308,97.367743,,,,,,6547.361616,,,,
12/31/1992,6157.700454,-21.281,213.882996,0.0,44440.450195,50790.752645,45660.552216,97.327886,0.874971,8.248331,20.206748,72.413907,50.476836,6338.359654,50971.411845,54.105125,,
03/31/1993,4269.907297,,213.882996,0.0,43566.839844,,44779.560822,97.291798,,,,,,4332.487426,,,,
06/30/1993,3747.871923,,213.882996,0.0,43674.250977,,44911.881958,97.244313,,,,,,3778.017113,,,,
09/30/1993,3836.339951,,213.882996,0.0,43585.349609,,44840.400635,97.201071,,,,,,4412.835159,,,,
12/31/1993,3771.788737,-26.131001,213.882996,0.0,44543.929688,48503.47042,45824.013672,97.206521,0.918366,12.859541,21.01454,58.621409,45.491864,3809.932419,48541.614101,54.959227,,
03/31/1994,3567.084217,,213.882996,0.0,45640.040039,,47233.21698,96.626999,,,,,,3607.621822,,,,
06/30/1994,2882.916046,,213.882996,0.0,47939.759766,,49519.789795,96.809296,,,,,,2946.563965,,,,
09/30/1994,2507.17626,,213.882996,0.0,49691.589844,,51202.460815,97.049222,,,,,,2575.983942,,,,
12/31/1994,2389.497585,-56.021999,213.882996,0.0,50335.039062,52882.397644,51806.283081,97.160105,0.95183,22.131179,19.434056,91.393216,42.058245,2439.352474,52932.252533,68.501267,,
03/31/1995,2551.81488,,213.882996,0.0,51553.889648,,53201.784607,96.902557,,,,,,2565.359917,,,,
06/30/1995,3210.9375,,213.882996,0.0,51268.151367,,52787.010376,97.122665,,,,,,3336.703062,,,,
09/30/1995,3381.73502,,213.882996,0.0,51671.80957,,52956.289612,97.574452,,,,,,3527.612352,,,,
12/31/1995,3808.596085,-32.419998,213.882996,0.0,47529.619141,51519.678223,48610.824158,97.775794,0.922553,13.52721,14.581996,100.535422,59.400865,3950.891968,51661.974106,85.028176,,
03/31/1996,4366.633575,,0.0,213.882996,45722.830078,,46747.56308,97.807943,,,,,,4440.252757,,,,
06/30/1996,4107.147919,,0.0,213.882996,44718.039062,,45735.213043,97.77595,,,,,,4150.142014,,,,
09/30/1996,4063.928264,-35.525002,0.0,213.882996,44964.5,49206.786258,45981.482986,97.788277,0.913787,12.108183,15.008086,81.732738,61.271058,4120.419386,49263.27738,86.054585,,
12/31/1996,4999.974551,-270.886993,0.0,213.882996,44762.78125,49705.751803,45810.611229,97.712692,0.900555,9.941201,15.608789,81.79324,59.603012,5073.915682,49779.692934,88.168985,,
03/31/1997,5027.294884,-75.648003,0.0,213.882996,43105.369141,48270.899017,44115.126144,97.711087,0.892989,9.601764,,77.178242,60.651433,5109.591096,48353.19523,87.101716,,
06/30/1997,6646.417953,-2223.438965,0.0,213.882996,44841.441406,49478.303391,45897.910427,97.69822,0.906285,7.444356,,76.312423,58.721961,6730.111004,49561.996441,90.041262,,
09/30/1997,7797.151354,-92.116997,0.0,213.882996,40530.951172,48449.868525,41432.620142,97.82377,0.836554,6.213791,,67.26075,70.443234,8051.303925,48704.021095,91.431495,,
12/31/1997,6893.08745,-54.021999,0.0,213.882996,37716.822754,44769.7712,38605.277748,97.698618,0.842462,6.494879,,58.927133,66.367669,7005.917408,44882.601159,86.057151,,
03/31/1998,7417.122675,-67.608002,0.0,213.882996,36310.07129,43873.468959,37145.386289,97.751228,0.827609,5.91516,,55.190571,70.600595,7594.894419,44051.240703,86.016288,,
06/30/1998,8206.323902,-60.365002,0.0,213.882996,33231.270508,41591.112404,34075.533528,97.522378,0.798999,5.068178,,49.45906,65.97784,8384.292098,41769.0806,82.780245,,
09/30/1998,5375.185688,-81.103996,0.0,213.882996,33756.731445,39264.696133,34636.982448,97.458638,0.859722,7.304807,,49.96748,58.923441,5469.935787,39359.446232,78.98323,,
