Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,629.541016,31.006001,31.006001,,37.040001,,186.697006,,,,,19.237,273.980011,247.873993,,,,107.686996,,,,107.686996,355.560989,,54.933998,54.933998,7.68,,,,39.426003,39.426003,102.040001,6.789,,,,54.596001,54.596001,61.385001,163.425002,,190.630005,-45.124001,,320.609993,466.115997,,466.115997,629.540999,
06/30/1990,615.851013,16.285,16.285,,38.646,,180.841003,,,,,21.282,257.053986,249.503998,,,,109.292999,,,,109.292999,358.796997,,63.737999,63.737999,7.789,,,,16.586999,16.586999,88.113998,3.06,,,,54.347,54.347,57.407,145.520998,,201.173996,-78.635002,,347.791008,470.330002,,470.330002,615.851,
09/30/1990,623.96698,35.389,35.389,,39.179001,,166.285004,,,,,23.040001,263.893005,263.445007,,,,96.628998,,,,96.628998,360.074005,,69.716003,69.716003,1.789,,,,18.951997,18.951997,90.457001,3.06,,,,55.002998,55.002998,58.062998,148.519999,,209.699005,-111.606003,,377.353989,475.446991,,475.446991,623.96699,
12/31/1990,622.594971,46.568001,46.568001,,34.884998,,169.949005,,,,,14.452,265.854004,267.042999,380.700012,-113.656998,47.18,42.518002,,,,42.518002,356.741001,,13.134,13.134,1.789,,,,53.737004,53.737004,68.660004,3.06,,,,77.001999,77.001999,80.061999,148.722003,,212.910995,0.0,,260.962006,473.873001,,473.873001,622.595004,
03/31/1991,629.140015,16.768,16.768,,42.707001,,198.442993,,,,,19.395,277.312988,273.684998,,,,78.141998,,,,78.141998,351.826996,,35.265999,35.265999,1.789,,,,42.846002,42.846002,79.901001,3.06,,,,77.292999,77.292999,80.352999,160.254,,228.444,-44.814999,,285.257,468.886002,,468.886002,629.140002,
06/30/1991,622.546021,9.167,9.167,,45.658001,,194.875,,,,,23.177999,272.877991,272.092987,,,,77.574997,,,,77.574997,349.667984,,54.347,54.347,1.25,,,,18.560997,18.560997,74.157997,0.0,,,,76.827003,76.827003,76.827003,150.985001,,243.457993,-88.996002,,317.098999,471.560989,,471.560989,622.54599,
09/30/1991,627.835022,16.921,16.921,,52.491001,,178.384003,,,,,25.399,273.195007,273.519012,,,,81.121002,,,,81.121002,354.640015,,52.435001,52.435001,1.25,,,,23.495998,23.495998,77.181,0.0,,,,76.983002,76.983002,76.983002,154.164001,,257.049011,-139.082001,,355.703995,473.671005,,473.671005,627.835007,
12/31/1991,656.513,41.534,41.534,,50.076,,193.729004,,,,,20.091,305.429993,275.022003,406.123993,-131.102005,25.805,50.256001,,,,50.256001,351.083004,,20.173,20.173,1.25,,,,74.032001,74.032001,95.455002,0.0,,,,78.182999,78.182999,78.182999,173.638,,322.90799,0.0,,159.966995,482.874985,,482.874985,656.512985,
03/31/1992,668.356995,42.952999,42.952999,,48.706001,,214.076996,,,,,18.737,324.472992,275.07901,,,,68.805,,,,68.805,343.88401,,51.945999,51.945999,1.25,,,,53.340004,53.340004,106.536003,0.0,,,,78.170998,78.170998,78.170998,184.707001,,331.191986,-35.073002,,187.530994,483.649979,,483.649979,668.356979,
06/30/1992,652.677979,32.390999,32.390999,,53.987,,200.552994,,,,,26.975,313.906006,277.822998,,,,60.949001,,,,60.949001,338.771999,,70.073997,70.073997,,,,,24.829002,24.829002,94.903,0.0,,,,78.584,78.584,78.584,173.487,,339.579987,-83.977997,,223.588989,479.190979,,479.190979,652.677979,
