Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
09/30/1998,24.066999,16.141001,7.228,11.073,,11.073,-10.375,,,-10.375,,-39.009998,-31.882,0.0,,,-31.882,,,0.0,0.0,0.0,,,,,-7.127998,73.667003,-1.258,76.750003,,,,-1.208,0.0,-1.208,-0.617,,58.723999,,,
12/31/1998,1.409,-2.495,9.854,14.021,,14.021,-19.971001,,,-19.971001,,-116.900002,-35.945,0.0,,,-35.945,,,0.0,0.0,0.0,,,,,-80.955002,-8.423001,-1.255,-7.168001,,,,0.0,0.0,0.0,0.0,,-123.914001,,,
03/31/1999,9.192,-3.896,10.56,0.886,,0.886,1.642,,,1.642,,-6.737,-6.737,3.289,,,-10.026,,,0.0,0.0,0.0,,,,,0.0,-5.833,-1.255,-4.578,,,,0.0,0.0,0.0,0.0,,-3.378,,1.111,
06/30/1999,14.76,-2.493,10.7,-4.66,,-4.66,11.213,,,11.213,,-4.543,-4.752,0.0,,,-4.752,,,0.0,0.0,0.0,,,,,0.209,-16.722999,-1.254,-15.184999,,,,0.0,0.0,0.0,-0.284,,-6.506,,2.769,
09/30/1999,-2.951,-7.469,10.683,5.076,,5.076,-11.241,,,-11.241,,-4.14,-4.14,0.0,,,-4.14,,,0.0,0.0,0.0,,,,,0.0,9.289999,-1.255,10.549999,,,,0.0,0.0,0.0,-0.005,,2.199,,4.65,
12/31/1999,-1.458,-17.532,10.75,2.468,,2.468,2.856,,,2.856,,-6.243,-6.243,0.0,,,-6.243,,,0.0,0.0,0.0,,,,,0.0,21.829001,0.0,21.829001,,,,0.0,0.0,0.0,0.0,,14.128,,6.669,
03/31/2000,17.909,-15.121,10.79,3.03,,3.03,19.209999,,,19.209999,,4.885,-2.115,0.0,,,-2.115,,,0.0,0.0,0.0,,,,,7.0,-37.160993,0.0,-36.776993,,,,0.0,0.0,0.0,-0.384,,-14.367,0.521,1.703,
06/30/2000,11.38,-9.518,10.616,-3.279,,-3.279,13.561,,,13.561,,-2.699,-2.699,0.0,,,-2.699,,,0.0,0.0,0.0,,,,,0.0,-8.754996,0.0,-9.312996,,,,0.0,0.0,0.0,0.558,,-0.074,-6.628,2.212,
09/30/2000,11.989,-7.909,10.359,-3.511,,-3.511,13.05,,,13.05,,-1.874,-1.8,0.038,,,-1.838,,,0.0,0.0,0.0,,,,,-0.074,-10.832004,0.0,-10.757004,,,,0.0,0.0,0.0,-0.075,,-0.717,-0.287,1.404,
12/31/2000,22.049999,-6.354,10.177,-4.557,,-4.557,22.784,,,22.784,,-4.53,-4.53,0.0,,,-4.53,,,0.0,0.0,0.0,,,,,0.0,-13.236999,0.0,-13.195999,,,,0.0,0.0,0.0,-0.041,,4.283,-1.844,2.323,
03/31/2001,-13.081,-3.616,10.072,-0.103,,-0.103,-19.434,,,-19.434,,-2.601,-2.601,0.0,,,-2.601,,,0.0,0.0,0.0,,,,,0.0,10.727001,0.0,10.679001,,,,0.0,0.0,0.0,0.048,,-4.955,0.668,1.323,
06/30/2001,68.211998,29.552,10.089,25.541,,25.541,3.03,,,3.03,,-1.599,-1.599,0.0,,,-1.599,,,0.0,0.0,0.0,,,,,0.0,-46.652009,0.0,-47.179009,,,,0.513,0.513,0.0,0.014,,19.961,1.258,0.804,
09/30/2001,-7.597,4.34,9.984,4.584,,4.584,-26.504999,,,-26.504999,,-3.692,-3.722,0.0,,,-3.722,,,0.0,0.0,0.0,,,,,0.03,2.191,0.0,2.361,,,,0.0,0.0,0.0,-0.17,,-9.098,0.672,0.486,
12/31/2001,14.981,-72.042,9.989,56.816002,,56.816002,20.218,,,20.218,,-8.201,-8.171,0.031,,,-8.202,,,0.0,0.0,0.0,,,,,-0.03,2.016002,0.0,2.496002,,,,-0.513,0.0,-0.513,0.033,,8.796,1.594,0.452,
03/31/2002,-19.201,-80.392,9.034,70.056,-1.016,71.072,-17.899,3.077,-8.704,-12.272,,-1.282,-1.282,0.0,,,-1.282,,,0.0,0.0,0.0,,,,,0.0,1.896,0.0,2.192,,,,0.0,0.0,0.0,-0.296,,-18.587,0.691,0.413,
06/30/2002,-0.156,-12.345,9.214,0.635,,0.635,2.34,,,2.34,,-2.055,-2.055,0.0,,,-2.055,,,0.0,0.0,0.0,,,,,0.0,3.669999,0.0,5.363999,,,,0.0,0.0,0.0,-1.694,,1.459,1.562,0.463,
09/30/2002,0.707,-9.148,9.375,-0.788,,-0.788,1.268,,,1.268,,-1.428,-1.428,0.0,,,-1.428,,,0.0,0.0,0.0,,,,,0.0,-1.416,0.0,-1.82,,,,0.0,0.0,0.0,0.404,,-2.137,0.675,0.586,
12/31/2002,5.055,-9.645,9.475,-0.912,,-0.912,6.137,,,6.137,,-2.682,-2.682,0.3,,,-2.982,,,0.0,0.0,0.0,,,,,0.0,-1.373999,0.0,0.568001,,,,0.0,0.0,0.0,-1.942,,0.999,0.677,0.582,
03/31/2003,26.434,-13.59,9.547,0.542,0.113,0.429,29.935,-17.007,13.906,33.036,,-1.487,-1.487,0.0,,,-1.487,,,0.0,0.0,0.0,,,,,0.0,-4.605,0.0,-4.623,,,,0.0,0.0,0.0,0.018,,20.342,0.677,0.455,
06/30/2003,13.791,-6.351,9.039,5.264,,5.264,5.839,,,5.839,,-2.055,-2.092,0.0,,,-2.092,,,0.0,0.0,0.0,,,,,0.037,-11.857996,0.0,-9.437996,,,,0.0,0.0,0.0,-2.42,,-0.122,0.614,0.344,
09/30/2003,10.38,-2.986,9.358,-4.029,,-4.029,8.037,,,8.037,,-2.406,-2.405,0.0,,,-2.405,,,0.0,0.0,0.0,,,,,-0.001,-4.493995,0.0,-4.397995,,,,0.0,0.0,0.0,-0.096,,3.48,-0.828,0.155,
03/31/2004,14.177,-1.225,8.483,4.47,0.013,4.457,2.449,-12.275,-9.252,23.975999,,-16.054001,-3.28,0.0,,,-3.28,,,-12.774,0.0,-12.774,,,,,0.0,-0.403,0.0,0.0,,,,0.0,0.0,0.0,-0.403,,-2.28,0.039,0.366,
06/30/2004,-16.315001,3.385,7.902,-19.962999,-0.109,-19.853999,-7.639,-4.585,-14.276,11.222,,-7.193,-3.434,0.0,,,-3.434,,,-3.759,0.0,-3.759,,,,,0.0,-0.036,0.0,1.0,,,,0.0,0.0,0.0,-1.036,,-23.544001,-0.039,25.493999,
09/30/2004,-17.275999,26.292,7.918,0.101,-1.174,1.275,-51.587002,-1.994,-27.164,-22.429002,,-16.756001,-4.154,0.0,,,-4.154,,,-12.602,0.0,-12.602,,,,,0.0,32.788998,0.0,32.266998,,,,0.0,0.0,0.0,0.522,,-1.243,0.0,4.003,
12/31/2004,-3.019,17.8,8.525,-3.685,-4.441,0.756,-25.659,-6.733,-17.841,-1.085,,-4.525,-0.715,11.973,,,-12.688,,,29.135,29.135,0.0,,,,,-32.945,6.765,-3.298,9.909,,,,0.075,0.075,0.0,0.079,,-0.779,0.0,0.761,
03/31/2005,21.607,41.405,7.933,-23.784,-25.023,1.239,-3.947,-13.525,-23.557,33.135,,-10.518,-11.143,0.0,,,-11.143,,,0.0,0.0,0.0,,,,,0.625,-4.453,-3.298,-2.175,,,,0.0,0.0,0.0,1.02,,6.636,0.815,0.478,
06/30/2005,-11.754,36.899,7.834,16.903,6.55,10.353,-73.39,-24.135,-30.064,-19.191,,-16.682,-14.41,1.289,,,-15.699,,,0.0,0.0,0.0,,,,,-2.272,19.544,-3.299,25.67,,,,1.107,1.107,0.0,-3.934,,-8.892,2.922,0.75,
09/30/2005,-0.848,36.263,7.59,7.702,7.924,-0.222,-52.403,-11.201,-33.136002,-8.065998,,-8.404,-7.115,1.289,,,-8.404,,,0.0,0.0,0.0,,,,,-1.289,9.853995,-5.306,9.035995,,,,5.256,5.256,0.0,0.868,,0.602,1.477,1.069,
12/31/2005,55.844,38.6,8.175,17.21,12.68,4.53,-8.141,-3.738,-21.92,17.517,,-17.836,-17.836,0.0,,,-17.836,,,2.223,2.223,0.0,,,,,-2.223,-25.943,-0.603,-24.26,,,,1.187,1.187,0.0,-2.267,,12.065,2.666,1.095,
03/31/2006,9.431,58.846,8.289,6.502,5.165,1.337,-64.206,-47.526,-33.148,16.468,,-17.546,-16.886,0.0,,,-16.886,,,0.0,0.0,0.0,,,,,-0.66,2.246,-2.225,-2.732,,,,7.905,7.905,0.0,-0.702,,-5.869,3.844,0.674,
06/30/2006,13.466,56.173,8.563,-11.139,3.507,-14.646,-40.131,-1.856,-30.018,-8.257,,-18.018,-18.018,0.0,,,-18.018,,,0.0,0.0,0.0,,,,,0.0,6.57,-2.06,-1.426,,,,12.238,12.238,0.0,-2.182,,2.018,46.68,0.44,
09/30/2006,34.611,54.169,8.614,2.159,1.089,1.07,-30.331,19.491,-51.601,1.779,,-27.556,-27.556,0.0,,,-27.556,,,0.0,0.0,0.0,,,,,0.0,5.851,-1.446,6.814,,,,0.499,0.499,0.0,-0.016,,12.906,24.452,0.725,
12/31/2006,21.576,112.089,8.584,-47.71,0.548,-48.258,-51.387,-31.361,-6.524,-13.502,,36.58,-38.42,0.0,,,-38.42,,,0.0,0.0,0.0,,,,,75.0,-55.456,-1.446,-55.283,,,,0.517,0.517,0.0,0.756,,2.7,25.141,1.527,
03/31/2007,59.900002,76.400002,8.9,2.9,-0.8,3.7,-28.299999,-9.2,-15.7,-3.4,,-13.3,-13.3,0.0,,,-13.3,,,0.0,0.0,0.0,,,,,0.0,-0.4,-1.4,0.0,,,,0.4,0.4,0.0,0.6,,46.200001,17.5,0.8,
06/30/2007,-2.6,77.7,10.3,6.3,3.3,3.0,-96.9,-18.6,-25.6,-52.7,,-20.6,-20.6,0.0,,,-20.6,,,0.0,0.0,0.0,,,,,0.0,-8.4,-1.4,0.0,,,,1.2,1.2,0.0,-8.2,,-31.6,71.4,0.7,
09/30/2007,72.5,53.700001,10.9,-4.9,-0.8,-4.1,12.8,40.0,-18.799999,-8.400001,,-36.700001,-26.700001,0.0,,,-26.700001,,,0.0,0.0,0.0,,,,,-10.0,-1.9,-1.4,0.0,,,,0.1,0.1,0.0,-0.6,,33.900002,41.799999,0.7,
12/31/2007,62.3,60.4,11.0,-20.8,-16.4,-4.4,11.7,-4.5,8.7,7.5,,-37.6,-40.3,0.0,,,-40.3,,,0.0,0.0,0.0,,,,,2.7,-12.6,-15.1,0.0,,,,1.4,1.4,0.0,1.1,,12.1,35.2,0.6,
03/31/2008,59.0,40.4,11.4,-0.3,-3.1,2.8,7.5,7.6,-4.6,4.5,,-50.4,-35.6,0.0,,,-35.6,,,,,,,,,,-14.8,-48.6,-13.7,0.0,,,,-36.5,0.0,-36.5,1.6,,-40.0,5.3,0.2,
06/30/2008,23.8,47.4,12.0,-4.5,-2.7,-1.8,-31.1,20.1,-25.1,-26.1,,-39.0,-30.6,0.0,,,-30.6,,,0.0,0.0,0.0,,,,,-8.4,3.0,-13.6,22.5,,,,0.0,0.0,0.0,-5.9,,-12.2,36.0,0.3,
09/30/2008,41.599998,40.299999,12.1,1.1,-0.7,1.8,-11.9,-2.2,-14.5,4.8,,-21.5,-23.1,0.0,,,-23.1,,,0.0,0.0,0.0,,,,,1.6,-25.1,-13.6,-9.4,,,,0.0,0.0,0.0,-2.1,,-5.0,12.7,0.6,
12/31/2008,69.599998,34.400002,12.2,-2.8,2.4,-5.2,25.799999,21.4,-1.1,5.5,,-31.700001,-32.0,0.0,,,-32.0,,,0.0,0.0,0.0,,,,,0.299999,-29.299999,-13.7,-13.099999,,,,0.6,0.6,0.0,-3.1,,8.6,6.9,0.5,
03/31/2009,24.9,19.7,12.3,-0.6,-0.5,-0.1,-6.5,14.0,4.6,-25.1,0.0,-5.2,-8.1,0.0,0.0,0.0,-8.1,-8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-0.1,0.1,-0.4,19.3,3.1,0.2,
06/30/2009,51.5,8.7,12.8,1.4,-0.8,2.2,28.6,7.0,33.4,-11.8,0.0,-7.7,-11.7,0.0,0.0,0.0,-11.7,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-4.4,0.0,0.0,0.0,0.0,0.0,-4.3,0.0,-4.3,-0.1,2.9,42.3,9.2,0.1,
09/30/2009,53.1,1.2,13.0,0.1,-0.8,0.9,38.8,-6.3,33.8,11.3,0.0,-9.0,-8.5,0.1,0.1,0.0,-8.6,-8.6,0.0,0.5,,,0.0,0.0,0.0,0.0,-1.0,-7.1,0.0,0.0,0.0,0.0,0.0,-1.5,0.0,-1.5,-5.6,0.0,37.0,1.8,0.3,
12/31/2009,77.3,5.0,13.4,6.6,5.3,1.3,52.3,49.5,36.2,-33.4,0.0,-42.2,-8.1,0.0,0.0,0.0,-8.1,-8.1,0.0,-33.3,,,0.0,0.0,0.0,0.0,-0.8,-8.8,0.0,0.0,0.0,0.0,0.0,-8.8,0.0,-8.8,0.0,-0.5,25.8,8.6,,
03/31/2010,51.8,16.8,13.1,2.0,0.6,1.4,19.9,-28.5,36.8,11.6,0.0,-6.6,-2.4,0.0,0.0,0.0,-2.4,-2.4,0.0,-4.1,27.1,-31.2,0.0,0.0,0.0,0.0,-0.1,-1.4,0.0,0.0,0.0,0.0,0.0,-1.3,0.0,-1.3,-0.1,-1.7,42.1,0.5,,
06/30/2010,28.3,19.1,13.1,3.8,2.2,1.6,-7.7,-11.2,3.2,0.3,0.0,-46.4,-3.2,0.0,0.0,0.0,-3.2,-3.2,0.0,-43.0,59.2,-102.2,0.0,0.0,0.0,0.0,-0.2,-4.8,0.0,0.0,0.0,0.0,0.0,-2.6,0.0,-2.6,-2.2,-2.5,-25.4,7.8,,
09/30/2010,26.1,21.5,13.1,3.9,2.8,1.1,-12.4,-2.0,-18.3,7.9,0.0,6.3,-5.7,0.0,0.0,0.0,-5.7,-5.7,0.0,15.1,90.5,-75.4,0.0,0.0,0.0,0.0,-3.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,3.5,35.8,12.1,,
12/31/2010,15.2,23.3,13.2,5.7,2.1,3.6,-27.0,2.2,-23.9,-5.3,0.0,47.2,-12.2,0.1,0.1,0.0,-12.3,-12.3,0.0,59.7,102.7,-43.0,0.0,0.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,61.5,8.1,,
03/31/2011,-6.2,28.9,12.3,-7.8,1.9,-9.7,-39.6,-25.1,-36.5,22.0,0.0,-196.6,-7.6,0.0,0.0,0.0,-7.6,-7.6,0.0,-187.0,43.7,-230.7,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,-200.3,1.1,,
06/30/2011,-19.5,31.5,12.3,0.8,1.4,-0.6,-64.1,-17.8,-40.0,-6.3,0.0,88.0,-9.7,0.0,0.0,0.0,-9.7,-9.7,0.0,-97.8,133.5,-231.3,0.0,0.0,0.0,0.0,195.5,-58.2,-13.6,0.0,0.0,0.0,0.0,-41.2,0.0,-41.2,-3.4,0.2,10.5,21.0,,
09/30/2011,11.5,25.0,12.8,8.4,5.1,3.3,-34.7,-3.0,-42.6,10.9,0.0,36.0,-14.9,0.0,0.0,0.0,-14.9,-14.9,0.0,86.0,111.0,-25.0,0.0,0.0,0.0,0.0,-35.1,-48.9,-13.2,0.0,0.0,0.0,0.0,-35.6,0.0,-35.6,-0.1,-3.3,-4.7,12.2,,
12/31/2011,-27.8,28.6,13.1,5.8,3.0,2.8,-75.3,9.9,-93.2,8.0,0.0,4.8,-21.9,0.0,0.0,0.0,-21.9,-21.9,0.0,32.4,61.9,-29.5,0.0,0.0,0.0,0.0,-5.7,-19.0,-13.1,0.0,0.0,0.0,0.0,-3.8,0.0,-3.8,-2.1,0.4,-41.6,8.8,,
03/31/2012,-33.5,25.6,13.2,4.0,1.3,2.7,-76.3,-21.1,-55.0,-0.2,0.0,8.5,-9.7,0.0,0.0,0.0,-9.7,-9.7,0.0,14.4,30.8,-16.4,0.0,0.0,0.0,0.0,3.8,15.9,-13.1,29.0,0.0,63.1,-34.1,0.0,0.0,0.0,0.0,1.2,-7.9,1.5,,
06/30/2012,-44.3,30.2,13.7,1.9,1.1,0.8,-90.1,-7.5,-61.8,-20.8,0.0,-32.2,-18.0,0.0,0.0,0.0,-18.0,-18.0,0.0,-16.1,17.5,-33.6,0.0,0.0,0.0,0.0,1.9,48.3,-13.2,62.9,0.0,101.1,-38.2,-1.4,0.0,-1.4,0.0,0.5,-27.7,30.3,,
09/30/2012,9.6,18.6,13.9,4.3,1.9,2.4,-27.2,22.3,-43.1,-6.4,0.0,-7.6,-26.2,0.0,0.0,0.0,-26.2,-26.2,0.0,18.6,23.2,-4.6,0.0,0.0,0.0,0.0,0.0,-2.2,-13.0,10.9,0.0,82.6,-71.7,0.0,0.0,0.0,-0.1,-0.8,-1.0,10.4,,
