Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Net Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1990,208.019989,215.051994,215.051994,,1.453137,0.683091,0.144151,0.115,0.115,,0.115,0.115,0.115,0.031667,0.276677,,11.074417,2.622825,,
06/30/1990,207.05999,214.049995,214.049995,,1.523943,0.704508,0.161644,0.128333,0.128333,,0.128333,0.128333,0.128333,0.031667,-0.022425,,14.978751,2.714672,,
09/30/1990,204.299995,211.326004,211.326004,,1.604157,0.742928,0.180763,0.135,0.135,,0.135,0.135,0.135,0.031667,0.271145,,18.784141,2.78463,,
12/31/1990,203.616006,203.958,203.958,,1.692505,0.803597,0.176017,0.136667,0.136667,0.136667,0.136667,0.136667,0.136667,0.035,0.094627,,16.065535,2.890244,,
03/31/1991,204.665199,210.387634,210.387634,,1.557126,0.808508,0.192502,0.14,0.14,,0.14,0.14,0.14,0.035,0.22815,,12.485269,3.010282,,
06/30/1991,208.876511,212.158516,212.158516,,1.482854,0.81967,0.198437,0.145,0.145,,0.145,0.145,0.145,0.035,0.177226,,12.504039,3.084598,,
09/30/1991,206.120682,213.110298,213.110298,,1.457461,0.802871,0.185819,0.14,0.14,,0.14,0.14,0.14,0.035,0.304537,,13.469779,3.252463,,
12/31/1991,206.987226,206.553954,206.553954,,1.488231,0.869506,0.200432,0.153333,0.153333,0.153333,0.153333,0.153333,0.153333,0.04,0.411515,,13.252509,3.385233,,
03/31/1992,208.032005,214.985916,214.985916,,1.442885,0.927037,0.226992,0.16,0.16,,0.16,0.16,0.16,0.04,0.220014,,12.091409,3.535514,,
06/30/1992,208.877998,215.926712,215.926712,,1.443545,0.937355,0.236191,0.163333,0.163333,,0.163333,0.163333,0.163333,0.04,0.483961,,11.470332,3.686362,,
09/30/1992,209.435989,216.485825,216.485825,,1.402863,0.94602,0.245282,0.168333,0.168333,,0.168333,0.168333,0.168333,0.04,0.266992,,15.249529,3.828855,,
12/31/1992,211.324004,175.476516,175.476516,,1.742114,1.220106,0.305454,0.21,0.21,0.21,0.21,0.21,0.21,0.04625,0.800107,,16.031307,3.977305,,
03/31/1993,211.768005,217.919998,217.919998,,1.414739,0.996696,0.262482,0.1775,0.1775,,0.1775,0.1775,0.1775,0.04625,-0.218888,,13.187072,4.14463,,
06/30/1993,212.160004,218.643478,218.643478,,1.430182,0.994313,0.258412,0.1825,0.1825,,0.1825,0.1825,0.1825,0.04625,0.736816,,15.31627,4.302885,,
09/30/1993,212.436005,218.300415,218.300415,,1.466786,1.01878,0.273476,0.1875,0.1875,,0.1875,0.1875,0.1875,0.04625,0.429225,,17.147282,4.451694,,
12/31/1993,213.171996,218.559996,218.559996,,1.453148,1.028093,0.277269,0.19,0.19,0.19,0.19,0.19,0.19,0.055,0.493228,,19.645638,4.605202,,
03/31/1994,213.511993,218.726562,218.726562,,1.524278,1.05657,0.302661,0.2,0.2,,0.2,0.2,0.2,0.055,0.063092,,18.763817,4.749148,,
06/30/1994,216.244003,221.044205,221.044205,,1.71097,1.176688,0.323917,0.2125,0.2125,,0.2125,0.2125,0.2125,0.055,0.694431,,16.923013,4.877823,,
09/30/1994,216.647995,221.339996,221.339996,,1.686997,1.073462,0.318063,0.2075,0.2075,,0.2075,0.2075,0.2075,0.055,0.436884,,16.727596,5.035357,,
12/31/1994,216.356004,221.151992,221.151992,,1.650449,0.952738,0.11214,0.1725,0.1725,0.1725,0.1725,0.1725,0.1725,0.065,0.559344,,17.721717,5.133669,,
03/31/1995,223.919998,220.671997,220.671997,,1.915966,1.133356,0.323104,0.215,0.215,,0.215,0.215,0.215,0.065,0.072053,0.016314,14.018847,5.261254,,
06/30/1995,223.483994,227.511993,227.511993,,1.932206,1.127413,0.338883,0.225,0.225,,0.225,0.225,0.225,0.065,-0.031647,-0.06637,14.100786,5.460346,,
09/30/1995,221.863998,226.744003,226.744003,,2.025191,1.159016,0.376195,0.245,0.245,,0.245,0.245,0.245,0.065,-0.059097,-0.11599,14.911387,5.591714,,
12/31/1995,222.656004,226.404008,226.404008,,2.033975,1.176216,0.383385,0.255,0.255,0.255,0.255,0.255,0.255,0.0775,0.647073,0.608646,13.647061,5.760456,,
