Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Net Utility Plant,Source: Bloomberg
03/31/1990,110.748002,110.746002,110.746002,,6.87213,2.310269,1.51349,0.7,0.7,0.7,0.7,0.7,0.7,0.275,2.056101,2.056101,0.280348,19.328637,,48.050418,
06/30/1990,110.774002,110.755997,110.755997,,6.567319,1.869163,1.029669,0.47,0.47,0.47,0.47,0.47,0.47,0.325,-0.325147,-0.325147,0.066857,19.148888,,48.480221,
09/30/1990,110.774002,110.774002,110.774002,,7.684827,2.811743,1.903244,0.92,0.92,0.92,0.92,0.92,0.92,0.325,1.755294,1.755294,0.09254,20.06561,,48.792504,
12/31/1990,110.776001,110.776001,110.776001,,6.90144,1.982343,1.001508,0.42,0.42,0.42,0.42,0.42,0.42,0.325,1.843152,,0.101981,19.834549,,48.168427,
03/31/1991,110.778,110.778,110.778,,7.420472,2.266154,1.408267,1.15,0.625,0.625,1.15,0.625,0.625,0.325,2.485809,2.485809,0.774531,20.53442,,48.563453,
06/30/1991,110.808998,110.786003,110.786003,,7.309515,2.143276,1.319914,0.59,0.59,0.59,0.59,0.59,0.59,0.1875,-0.031845,-0.031845,0.091879,20.280303,,49.285698,
09/30/1991,110.815002,110.813004,110.813004,,8.314936,2.66328,1.75086,0.79,0.79,0.79,0.79,0.79,0.79,0.375,1.770424,1.770424,0.137238,21.117141,,49.568074,
12/31/1991,110.815002,110.815002,110.815002,,7.385092,1.659252,0.306745,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,0.375,2.301223,2.301223,0.046212,20.809764,,50.279643,
03/31/1992,110.817001,110.817001,110.817001,,8.052943,2.510869,1.57243,0.66,0.66,0.66,0.66,0.66,0.66,0.375,1.897786,1.897786,0.553245,21.471218,,50.37313,
06/30/1992,110.818001,110.817001,110.817001,,7.321882,1.996697,1.074555,0.38,0.38,0.38,0.38,0.38,0.38,0.4,-0.243979,-0.243979,0.395089,21.049821,,50.780659,
09/30/1992,110.818001,110.817001,110.817001,,8.032766,2.551955,1.630138,0.76,0.76,0.76,0.76,0.76,0.76,0.4,2.678262,2.678262,0.240683,21.810086,,51.12044,
12/31/1992,110.818001,110.908997,110.908997,,7.575526,2.146679,1.248456,0.47,0.47,0.47,0.47,0.47,0.47,0.4,1.799295,,0.093757,21.470655,,52.598802,
