Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Source: Bloomberg
09/30/1989,71.112,70.612,70.612,,3.430932,0.364202,0.122656,0.07,0.07,,0.07,0.07,0.07,0.04,0.076149,,2.39757,10.648175,
12/31/1989,71.606003,71.157997,71.157997,,4.015909,0.452598,0.205135,0.075,0.075,,0.075,0.075,0.075,0.04,-0.068172,,2.477837,10.974555,
03/31/1990,72.185997,71.629997,71.629997,,4.072218,0.209675,-0.064917,-1.505,-1.505,,-1.505,-1.505,-1.505,0.04,0.001954,,1.587607,9.501053,
06/30/1990,72.848,71.524002,71.524002,,4.124364,0.214935,-0.091634,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,0.04,-0.135801,,1.881067,9.478188,
09/30/1990,73.767998,72.998001,72.998001,,4.004671,0.447396,0.187772,0.045,0.045,,0.045,0.045,0.045,0.04,0.002575,,2.058806,9.765888,
12/31/1990,74.594002,73.776001,73.776001,,4.300613,0.426927,0.151255,0.015,0.015,,0.015,0.015,0.015,0.04,0.209648,,2.002936,9.904831,
03/31/1991,75.508003,74.624001,74.624001,,4.314872,0.338644,0.06246,-0.02,-0.02,,-0.02,-0.02,-0.02,0.04,0.118782,,1.849115,9.205991,
06/30/1991,76.482002,74.446,74.446,,4.270263,0.113774,-0.150109,-0.345,-0.345,-0.345,-0.345,-0.345,-0.345,0.04,-0.006125,,1.292186,8.524528,
09/30/1991,77.386002,76.491997,76.491997,,3.976665,0.560176,0.315745,0.095,0.095,,0.095,0.095,0.095,0.04,0.191576,,1.192528,8.931228,
12/31/1991,78.414001,77.491997,77.491997,,4.238993,0.497174,0.247638,-0.155,-0.05,,-0.155,-0.05,-0.05,0.04,0.304844,,1.354414,9.140383,
03/31/1992,79.568001,78.556,78.556,,3.985183,0.202174,-0.047037,0.07,0.07,,0.07,0.07,0.07,0.04,0.093564,,1.773854,8.810037,
06/30/1992,80.484002,78.307998,78.307998,,4.47681,0.373257,0.112236,-0.33,-0.33,-0.33,-0.33,-0.33,-0.33,0.04,0.249923,,1.849585,8.886089,
10/01/1992,81.606003,80.566002,80.566002,,4.327371,0.582069,0.343445,0.07,0.045,,0.07,0.045,0.045,0.04,-0.035126,,1.71208,8.950101,
12/31/1992,82.798477,81.769997,81.769997,,4.304244,0.541715,0.309123,0.04,0.04,,0.04,0.04,0.04,0.04,0.300147,,1.866315,8.62947,
03/31/1993,83.108002,82.910004,82.910004,,3.908358,0.299976,0.06425,0.005,0.005,,0.005,0.005,0.005,0.04,0.153866,,1.957357,8.364694,
07/01/1993,83.75,83.688004,83.688004,,4.344374,0.388658,0.11556,0.005,0.005,0.005,0.005,0.005,0.005,0.04,0.262343,,1.599355,8.232884,
09/30/1993,84.393997,85.924004,85.924004,,4.136586,0.521787,0.277757,0.075,0.075,,0.075,0.075,0.075,0.04,-0.146525,,1.076854,8.286478,
12/31/1993,84.914001,86.344002,86.344002,,4.097968,0.332322,0.123772,0.02,0.02,,0.02,0.02,0.02,0.04,-0.018392,,0.985574,8.216172,
03/31/1994,85.505997,86.877602,86.877602,,4.158471,0.387246,0.132428,0.01,0.01,,0.01,0.01,0.01,0.04,0.405858,,1.336514,8.361262,
06/30/1994,86.012002,85.849998,85.849998,,4.554304,0.380012,0.087036,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,0.04,0.05477,,0.907897,8.521183,
09/30/1994,86.755997,86.482002,86.482002,,4.256897,0.475452,0.216461,-0.66,-0.56,,-0.66,-0.56,-0.56,0.04,0.041072,,0.792406,7.969582,
12/31/1994,87.153999,88.449997,88.449997,,4.324409,0.660565,0.540769,0.235,0.225,,0.235,0.225,0.225,0.04,0.159457,,1.314765,8.102004,
03/31/1995,87.306,88.867996,88.867996,,4.149795,0.593217,0.397207,0.125,0.125,,0.125,0.125,0.125,0.04,0.707983,,1.658626,8.698142,
06/30/1995,87.339996,87.440064,87.440064,,4.702078,0.917691,0.638815,-0.045,-0.045,-0.045,-0.045,-0.045,-0.045,0.04,0.55685,,1.351809,8.583215,
09/30/1995,88.117996,89.811996,89.811996,,4.570826,0.947312,0.702545,0.36,0.36,0.36,0.36,0.36,0.36,0.04,0.574344,0.351635,1.667968,8.803696,
12/31/1995,88.559998,91.713997,91.713997,,4.481879,0.732745,0.542524,0.275,0.275,0.275,0.275,0.275,0.275,0.04,0.743071,0.491463,1.908198,8.92745,
03/31/1996,89.029999,93.360001,93.360001,,4.475353,0.832466,0.627592,0.445,0.445,0.445,0.445,0.445,0.445,0.05,0.47093,0.321155,1.97566,9.127092,
06/30/1996,89.550004,92.370002,92.370002,,4.678748,0.815102,0.589152,0.525,0.525,0.525,0.525,0.525,0.525,0.05,0.65767,0.424608,2.50268,9.393701,
09/30/1996,89.330002,92.236,89.542,,4.805689,1.014909,0.799334,0.81,0.81,0.595,0.79,0.79,0.58,0.05,0.355878,0.187152,1.294112,9.946916,
