Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EBIT,EBIT Surprise %,EBITDA,Gross Margin %,Gross Margin Surprise %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Source: Bloomberg
03/31/1999,,,2.078,,2.642,2.642,,,,,,,,,,
06/30/1999,,,1.819,,2.524,2.524,,,,,,,,,,
09/30/1999,,,1.973,,0.401,0.401,,,,,,,,,,
12/31/1999,,,4.143,,4.143,4.143,,,,,,,,,,
03/31/2000,,,2.42302,,-1.868,-1.868,,,,,,,,,,
06/30/2000,,,4.923,,4.826,4.826,,,,,,,,,,
09/30/2000,,,2.578,,-5.612,-5.612,,,,,,,,,,
12/31/2000,,,26.173,,-51.672,-51.672,,,,,,,,,,
03/31/2001,,,8.01,,-39.564999,-39.564999,,,,,,,,,,
06/30/2001,,,10.75,,-35.098,-35.098,,,,,,,,,,
09/30/2001,,,21.945999,,-37.421,-37.421,,,,,,,,,,
12/31/2001,,,25.028,,-35.582,-35.582,,,,,,,,,,
03/31/2002,,,25.120001,,14.518,14.518,,,,,,,,,,
06/30/2002,,,26.115999,,8.063,8.063,,,,,,,,,,
09/30/2002,,,24.556,,14.935,14.935,,,,,,,,,,
12/31/2002,,,19.938999,,10.151,10.151,,,,,,,,,,
03/31/2003,,,27.165001,,16.912,16.912,,,,,,,,,,
06/30/2003,,,29.419001,,16.931,16.931,,,,,,,,,,
09/30/2003,,,33.098999,,13.698,13.698,,,,,,,,,,
12/31/2003,,,30.59,,12.589,12.589,,,,,,,,,,
03/31/2004,,,37.806999,,10.509,10.509,,,,,,,,,,
06/30/2004,,,42.181,,19.689,19.689,,,,,,,,,,
09/30/2004,,,43.042,,28.163,28.163,,,,,,,,,,
12/31/2004,,,45.195,,30.464,30.464,,,,,,,,,,
03/31/2005,,,53.001999,,47.074,47.074,,,,,,,,,,
06/30/2005,,,48.438,,14.906,14.906,,,,,,,,,,
09/30/2005,,78.3,48.563,,23.867,23.867,,,,,,,,,,
12/31/2005,,75.5,53.501999,,49.594,49.594,,,,,,,,,,
03/31/2006,,66.84,41.695,-1.63587983816286,19.218,19.218,,,,,,,,,,
06/30/2006,,71.933,48.925999,-1.78372012914419,19.68,19.68,,,,,,,,,,
09/30/2006,,66.943,39.991001,-0.274767874318682,-129.793,-129.793,,,,,,,,,,
12/31/2006,,62.957,42.151001,4.13672087148722,-100.154,-100.154,,,,,,,,,,
03/31/2007,,61.525,51.745998,5.77553632625085,30.266,30.266,,,,,,,,,,
06/30/2007,,57.486,48.002998,8.24024293405115,40.878,40.878,,,,,,,,,,
09/30/2007,,62.44,49.286999,2.92778267973857,30.996,30.996,,,,,,,,,,
12/31/2007,,73.3,51.896,2.79407485487319,41.051,41.051,,,,,,,,,,
03/31/2008,,79.94,70.113998,3.99075563130607,53.477,53.477,,,,,,,,,,
06/30/2008,,82.929,65.851997,3.89575847457626,46.874,46.874,,,,,,,,,,
09/30/2008,,81.717,61.116001,2.62510186015366,18.776,18.776,,,,,,,,,,
12/31/2008,,95.66,99.265999,-13.941741324419,-113.415,-113.415,,,,,,,,,,
03/31/2009,,140.75,119.77,3.33969656318979,15.604,34.15825,,,19.1216685979143,,,,,13.0301953818828,,
06/30/2009,,158.4,141.076,3.89330252658579,38.943,57.86125,,,21.7972251867663,,,2.50972074938142,,12.7342171717172,,
09/30/2009,,159.333,134.615,1.71578030085542,41.136,60.56905,,,16.0031678986272,,,2.00974421437271,,10.180565231308,,
12/31/2009,,190.833,82.634,3.02956830277942,48.912,75.34425,,,1.77727682596933,,,-1.15571776155719,,-1.88384608532067,,
03/31/2010,,214.0,164.998,2.48282873796279,91.507,113.82735,,,8.28471074380164,,,1.14173170045462,,1.81355140186916,,
06/30/2010,,238.429,174.557,0.0672995848201352,110.568,132.52565,,,2.85515688629993,,,-0.504093000014702,,-0.982263063637399,,
09/30/2010,,211.2,164.838,1.60564167767155,105.54,128.44665,,,6.91893220964097,,,-1.03703703703704,,1.26420454545455,,
12/31/2010,,,172.325,,70.649,103.35245,,,,,,,,,,
03/31/2011,,,157.739,,93.687,103.23095,,,,,,,,,,
06/30/2011,,,163.555,,95.466,106.350551,,,,,,,,,,
09/30/2011,,,174.913,,95.621,120.762394,,,,,,,,,,
12/31/2011,,,195.478,,92.484,130.545142,,,,,,,,,,
03/31/2012,,,181.357,,132.639,139.322492,,,,,,,,,,
06/30/2012,,,173.897,,122.354,128.668336,,,,,,,,,,
09/30/2012,,219.0,162.926,1.01807095343681,65.857,114.324805,,,2.53012048192772,,,0.152671755725182,,2.1296803652968,,
12/31/2012,,,195.864,,110.006,146.512216,,,,,,,,,,
03/31/2013,,248.0,186.148,0.506576200417531,121.196,138.419431,,,,,,,,,,
06/30/2013,,259.0,172.633,,126.64,138.385517,,,-10.8620689655172,,,0.457317073170749,,-11.3181467181467,,
09/30/2013,,,178.734,,118.246,134.614969,,,,,,,,,,
