Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,1284.406006,-1056.043945,228.362061,-68.140999,160.220993,-33.917999,0.0,-1.045,125.257994,-54.823002,70.434998,0.0,-0.661,69.774002,-6.938,62.836002,,,62.835992,,0.68,0.68,92.546997,0.68,0.68,0.68,92.546997,
06/30/1990,1260.012939,-1063.737061,196.275879,-71.602997,124.672997,-35.540001,0.0,3.273,92.405996,-29.518999,62.887001,0.0,0.582,63.469002,-6.938,56.531002,,,56.530996,,0.61,0.61,92.560997,0.61,0.61,0.61,92.560997,
09/30/1990,1293.71106,-1075.899048,217.812012,-62.831001,154.981003,-41.488998,0.0,15.142,128.634005,-66.344002,62.290001,0.0,0.172,62.462002,-6.938,55.524002,,,55.524003,,0.6,0.6,92.57,0.6,0.6,0.6,92.57,
12/31/1990,1251.813965,-1094.155029,157.658936,-64.158997,93.5,-45.470001,4.506,20.962,73.497999,-46.278,27.219999,0.0,-0.302,26.917999,-6.936,19.981999,,,19.981999,0.22,0.22,0.22,92.968002,0.22,0.22,0.22,92.968002,
03/31/1991,1164.812012,-1022.893982,141.91803,-64.706001,77.211998,-52.32,0.0,6.275,31.166998,-16.018999,15.148,0.0,-0.362,14.786,-6.938,7.848,,,7.847999,,0.08,0.08,92.573997,0.08,0.08,0.08,92.573997,
06/30/1991,1178.463989,-1074.064941,104.399048,-72.089996,32.308998,-54.876999,0.0,26.334999,3.766998,0.843,4.61,0.0,-0.081,4.529,-6.938,-2.409,,,-2.409002,,-0.02,-0.02,92.586998,-0.02,-0.02,-0.02,92.586998,
09/30/1991,1228.302979,-1121.829956,106.473022,-66.890999,39.582001,-49.452,,31.648001,21.778002,-12.371,9.407,0.0,1.121,10.528,-6.938,3.59,,,3.590001,,0.04,0.04,92.595001,0.04,0.04,0.04,92.595001,
12/31/1991,1214.823975,-1113.167969,101.656006,-71.574997,30.080999,-53.877998,-1.466,42.433998,17.170999,-10.308,6.863,0.0,3.637,10.5,-6.936,3.564,,,3.563999,0.04,0.04,0.04,92.919502,0.04,0.04,0.04,92.919502,
03/31/1992,1200.276978,-1106.937012,93.339966,-72.373001,20.966999,-53.268002,,15.142,-17.159002,10.355,-6.804,-454.314026,,-461.118011,-6.938,-468.056012,,,-13.742003,,-0.14,-5.05,92.605003,-0.14,-0.14,-5.05,92.605003,
06/30/1992,1229.569946,-1140.635986,88.93396,-73.653,15.281,-51.652,,29.110001,-7.261,9.267,2.006,0.0,,2.006,-6.938,-4.932,,,-4.932,,-0.05,-0.05,92.639,-0.05,-0.05,-0.05,92.639,
09/30/1992,1259.185059,-1155.855957,103.329102,-69.049004,34.280102,-51.050999,,88.931,72.160103,-24.52,47.640099,0.0,,47.640099,-6.938,40.702098,,,40.702102,,0.43,0.43,92.653999,0.43,0.43,0.43,92.653999,
12/31/1992,1237.438965,-1161.208008,76.230957,-73.388,2.8429,-50.324001,-5.116,17.305,-35.292101,9.226,-26.066099,0.0,-2.856,-28.9221,-6.936,-35.8581,,,-35.858101,-0.38,-0.38,-0.38,92.657997,-0.38,-0.38,-0.38,92.657997,
03/31/1993,1266.975952,-1163.182983,103.792969,-74.046997,29.746,-53.573002,,-22.945999,-46.773001,18.709,-28.063999,-7.523,,-35.587002,-6.938,-42.525002,,,-35.002001,,-0.38,-0.46,92.692001,-0.38,-0.38,-0.46,92.692001,
06/30/1993,1256.29895,-1163.853027,92.445923,-76.885002,15.561,-54.303001,,1.506,-37.236001,14.894,-22.341999,0.0,,-22.341999,-6.938,-29.279999,,,-29.280002,,-0.31,-0.31,92.768997,-0.31,-0.31,-0.31,92.768997,
09/30/1993,1245.331055,-1176.639038,68.692017,-66.803001,1.889,-54.596001,,3.888,-48.819001,-4.665,-53.484001,0.0,,-53.484001,-6.938,-60.422001,,,-60.422001,,-0.65,-0.65,92.836998,-0.65,-0.65,-0.65,92.836998,
