Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1990,,-4.676,1.174,7.871,-4.07,0.299,,,,,,,,,,,,,,,,,
06/30/1990,,3.448,1.307,-0.624,-1.942,2.189,,,,,,,,,,,,,,,,,
09/30/1990,,3.963,1.363,-0.186,-2.857,2.283,,,,,,,,,,,,,,,,,
12/31/1990,,4.094,1.286,0.045,8.823,14.247999,,,,,,,,,,,,,,,,,
03/31/1991,,4.715,1.657,-0.109,-14.482,-8.219,,,,,,,,,,,,,,,,,
06/30/1991,,4.943,3.286,0.751,13.366,22.346001,,,,,,,,,,,,,,,,,
09/30/1991,,5.714,2.729,0.215,-7.751,0.907,,,,,,,,,,,,,,,,,
01/01/1992,,-442.408997,17.026999,51.890003,376.778015,3.285999,,,,,,,,,,,,,,,,,
03/31/1992,,-41.083,4.916,42.902,-49.598,-42.862999,,,,,,,,,,,,,,,,,
06/30/1992,,-3.774,6.77,-0.675,-19.636999,-17.316,,,,,,,,,,,,,,,,,
09/30/1992,,-7.538,6.648,5.785,-6.886,-1.991,,,,,,,,,,,,,,,,,
12/31/1992,,-46.856998,5.617001,1.801999,30.498997,-8.939002,,,,,,,,,,,,,,,,,
03/31/1993,,2.517,6.227,1.231,-17.077,-7.102,,,,,,,,,,,,,,,,,
06/30/1993,,5.383,5.809,-9.848,-1.757,-0.413,,,,,,,,,,,,,,,,,
09/30/1993,,4.946,7.001,-3.45,-2.89,5.607,,,,,,,,,,,,,,,,,
12/31/1993,,5.538001,6.003001,5.981,-0.165,17.357,,,,,,,,,,,,,,,,,
03/31/1994,,4.817,10.031,1.743,-35.999001,-19.408001,,,,,,,,,,,,,,,,,
06/30/1994,,5.11,10.357,6.755,-6.676,15.546,,,,,,,,,,,,,,,,,
09/30/1994,,12.567,13.153,2.332,-22.499001,5.553,,,,,,,,,,,,,,,,,
12/31/1994,,-4.169,15.888,13.089001,-11.327997,13.480001,,,,,,,,,,,,,,,,,
04/02/1995,,-385.778015,22.666,256.227997,102.560997,-4.323,,,-28.586,,,,,,,,,,,,,,
06/30/1995,,0.83,23.556999,-11.239,-82.648003,-69.5,,,-20.556,,,,,,,,,,,,,,
09/30/1995,,-145.106995,21.538,127.848,16.530001,20.809,,,-21.417,,,,,,,,,,,,,,
12/31/1995,,17.591997,31.336,26.548014,-56.492996,18.983002,,,-30.493002,,,,,,,,,,,,,,
03/31/1996,,12.744,27.666,7.332,-42.393002,5.349,,,-31.841,,,,,,,,,,,,,,
06/30/1996,,15.355,26.712999,-14.643,-38.346001,-10.921,,,-23.509001,,,,,,,,,,,,,,
09/30/1996,,11.778,27.657,7.518,-31.336,15.617,,,-14.164,,,,,,,,,,,,,,
12/31/1996,,15.268001,30.289997,16.245998,-20.296,41.508003,-50.648003,,-50.648003,,,,,,,,,,,,-9.14,,
03/31/1997,,15.336,22.149,5.376,-13.543,29.318001,7.864,0.0,-15.499,,,23.363001,-5.961,0.0,8.271,0.0,-29.698,15.466,0.0,0.0,31.221001,,
06/30/1997,,15.742,28.485001,0.059,-12.217,32.069,-40.374001,0.0,-20.884001,0.0,0.0,-19.49,20.896999,0.0,7.743,0.0,-1.12,14.274,0.0,0.0,12.592,,
09/30/1997,,-12.681,26.921,20.021,-11.938,22.323,-52.932999,0.0,-13.521,0.0,0.0,-39.411999,22.219999,0.0,-0.083,0.0,-0.419,22.722,0.0,0.0,-8.39,,
12/31/1997,,52.822002,25.033997,-2.418999,-9.635,65.801994,-83.519005,29.927999,-27.620003,,,-85.826996,12.663002,0.0,4.658001,0.0,-1.034999,9.039999,0.0,0.0,-5.054001,,
03/31/1998,,54.480999,,,,-0.638,177.195999,0.0,-10.896,0.0,0.0,188.091995,-97.450996,0.0,-114.483002,0.0,-0.308,17.34,0.0,0.0,79.107002,,
06/30/1998,,25.386999,0.0,0.0,0.0,46.060001,-51.873001,18.482,-24.652,0.0,0.0,-45.702999,-14.933,0.0,-22.542,0.0,-1.011,8.62,0.0,0.0,-20.746,,
09/30/1998,,84.434998,,,,39.068001,-133.572998,19.83,-46.931999,0.0,0.0,-106.471001,16.853001,0.0,7.225,0.0,-0.374,10.002,0.0,0.0,-77.652,,
12/31/1998,,359.809998,,,,145.903,263.05899,0.258,-43.823002,0.0,0.0,306.623993,23.885,0.0,0.667,0.0,-7.376,30.594,0.0,0.0,432.846985,,
03/31/1999,,23.738001,,,,-130.274002,-341.54599,0.0,-33.889,0.0,0.0,-307.657013,27.650999,0.0,1.024,0.0,-0.887,28.069,-0.555,0.0,-444.169006,,
06/30/1999,,36.743,,,,5.028,-30.683001,0.0,-8.461,0.0,0.0,-22.222,4.043,0.0,7.091,0.0,-0.306,3.449,-6.191,0.0,-21.612,,
09/30/1999,,68.329002,,,,88.153999,88.681999,0.0,-13.392,0.0,0.0,102.073997,-18.601999,0.0,-0.181,8.114,-0.794,36.573002,-62.313999,0.0,158.233994,,
12/31/1999,,31.767,,,,57.977001,166.720001,21.750999,-8.852,0.0,0.0,153.820999,-66.599998,0.0,-23.266001,0.0,-0.456,30.059,-71.759003,-1.178,158.097,,
03/31/2000,,40.236,2.124,,,15.471,150.458,1.0,-11.736,0.0,0.0,161.194,-149.468,0.0,-6.25,0.0,-67.882,38.983,-114.319,0.0,16.461,,
06/30/2000,,59.602,,,,121.697,56.335,0.0,-10.247,0.0,0.0,66.582,-83.908,0.0,-16.163,0.0,-1.548,11.827,-78.024,0.0,94.124,,
09/30/2000,,43.078999,,,,62.199001,-357.303986,0.0,-2.354,0.0,0.0,-354.950012,1.128,0.0,6.088,0.0,-1.417,13.986,-20.761999,3.233,-293.97699,,
12/31/2000,,-134.403,,,,174.080002,-90.065002,0.0,-30.016001,0.0,0.0,-60.049,-97.498001,0.0,-2.602,0.0,-0.231,9.891,-101.322998,-3.233,-13.483,,
03/31/2001,,44.743,11.547,,,48.758,25.474,4.87,-12.284,0.0,0.0,32.888,-22.916,0.0,0.226,0.0,-1.071,15.153,-37.224,0.0,51.316,,
06/30/2001,,37.597,11.338,,,-33.442,-291.056,3.316,-13.545,0.0,0.0,-280.827,400.897,0.0,-0.343,402.345,-0.555,24.789,-25.894,0.0,76.399,,
09/30/2001,,52.893002,,,,92.802002,-45.327999,0.005,-16.219,0.0,0.0,-29.114,-92.299004,0.0,0.329,,,12.244,-100.069,-4.803,-44.825001,,
12/31/2001,,44.803001,,,,153.876007,-60.183998,0.026,-22.83,0.0,0.0,-37.380001,-22.899,0.0,-0.831,,,21.712,-37.859001,-5.921,70.792999,,
03/31/2002,,-18.937,,,,17.055,-38.294998,0.109,-26.993,0.0,0.0,-11.411,9.537,0.0,-0.081,0.0,0.0,15.289,-5.671,0.0,-11.703,,
06/30/2002,,50.444,,,,65.511,-71.247,0.073,-27.33,0.0,0.0,-43.99,-34.906,0.0,-0.227,0.0,0.0,4.766,-39.445,0.0,-40.642,,
09/30/2002,,82.216003,,,,109.263,-14.383,0.247,-19.788,0.0,0.0,5.158,-46.263,0.0,-0.322,0.0,0.0,5.626,-51.567001,0.0,48.617001,,
12/31/2002,,67.101997,,,,76.402,-94.241997,0.022,-31.628,0.0,0.0,-62.636002,-51.154999,0.0,0.175,0.0,-0.174,7.21,-58.366001,0.0,-68.995003,,
03/31/2003,,62.494999,,,,65.316002,-36.386002,0.0,-33.890999,0.0,0.0,-2.495,-31.372999,0.0,-0.071,0.0,-0.022,4.94,-37.084,0.864,-2.443,,
06/30/2003,,61.997002,,,,61.997002,592.877014,0.0,-18.48,0.0,0.0,611.356995,-9.338,0.0,0.0,0.0,-0.073,21.73,-30.995001,0.0,645.536011,,
09/30/2003,,-18.979,,,,136.095993,-956.437012,0.0,-29.000999,0.0,0.0,-927.435974,432.890015,0.0,-2.273,500.536011,-62.245998,59.325001,-64.596001,2.144,-387.450989,,
12/31/2003,,121.800003,,,,153.276993,-263.742004,0.0,-58.027,0.0,0.0,-205.714996,-25.172001,0.0,-0.092,,-0.113,39.773998,-75.014,10.273,-135.636993,,
03/31/2004,,39.771999,,,,11.08,-138.582001,0.0,-44.599998,0.0,0.0,-93.982002,22.311001,0.0,0.0,0.973,-0.084,35.603001,-8.459,-5.722,-105.191002,,
06/30/2004,,35.271,,,,63.650002,327.281006,0.0,0.0,0.0,0.0,376.450989,0.0,0.0,0.0,386.343994,0.0,9.398,0.0,0.0,335.944,,
09/30/2004,,26.997,,,,57.903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.679,0.0,19.177,0.0,4.948,0.0,,
12/31/2004,,-23.122999,,,,38.022999,-43.687,0.0,-49.612,0.0,286.487,-280.561981,14.19,0.0,0.0,0.564,-7.659,4.965,-5.342,21.662001,8.526,,
03/31/2005,,-8.942,,,,123.393997,-79.198997,0.0,-48.446999,-321.571014,287.204987,3.614,11.234,0.0,0.0,0.0,-0.064,9.97,0.0,1.328,55.429001,,
06/30/2005,,0.049,,,,37.462002,-54.789001,0.0,-49.355,-177.751007,172.334,-0.017,2.865,0.0,0.0,1.002,-0.287,8.385,0.0,-6.235,-14.462,,
09/30/2005,,51.311001,,,,22.872999,-20.431999,0.0,-43.150002,-214.828995,234.080002,3.467,17.618999,0.0,0.0,0.0,-0.248,20.264,0.0,-2.397,20.059999,,
12/31/2005,,138.052,,,,65.513,-369.781,0.168,-59.02,-449.013,143.403,-5.319,325.167,0.0,0.0,0.726,-0.406,334.327,0.0,-9.48,20.899,,
