Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Equity Float,Market Cap (Listed Shares),Listed Shares Outstanding,Source: Bloomberg
06/30/2013,15.25,,15.28,16.37,14.85,8826.771446,378.873993,378.874,,,
09/30/2013,16.06,5.311475,15.59,17.26,14.39,9296.09972,378.873993,378.8729,,,
12/31/2013,18.02,12.204234,16.05,18.09,15.510687,10432.2234,379.191559,379.1884,,,
03/31/2014,17.22,-4.439512,18.05,18.53,15.44,9970.779935,379.572815,379.5696,,,
06/30/2014,17.94,4.181185,17.34,18.175,16.32,10387.676657,379.392975,379.3898,,,
09/30/2014,16.35,-8.862876,18.02,18.41,16.325,9484.184002,380.425476,380.394,,,
12/31/2014,15.69,-4.036697,16.27,16.34,14.28,9109.578572,380.445557,380.4138,,,
03/31/2015,16.01,2.039516,15.82,17.55,14.68,9334.279737,381.095551,381.0922,,,
06/30/2015,14.59,-8.869457,16.03,16.385,14.17,8463.965536,381.874451,381.871,,,
09/30/2015,12.62,-13.502399,14.73,15.92,12.16,7337.293101,381.592651,381.465,,,
12/31/2015,13.36,5.863708,12.77,15.68,12.35,7765.572986,381.545044,381.4176,,,
03/31/2016,12.77,-4.416168,13.12,13.32,10.21,7405.540448,380.790619,380.6632,,,
06/30/2016,11.35,-11.119812,12.68,13.06,10.54,6584.373463,380.353882,380.2265,,,
09/30/2016,13.98,23.171806,11.36,14.34,11.05,8126.78932,380.538239,380.3278,,,
12/31/2016,11.46,-18.025751,13.89,14.68,10.99,6662.901873,381.714722,379.3375,,,
03/31/2017,13.0,13.438045,11.55,13.48,11.51,7562.3899,381.860779,379.481,,,
06/30/2017,13.7,5.384615,12.96,13.92,12.185,7972.365677,382.181338,379.801514,,,
09/30/2017,13.26,-3.211679,13.74,14.485,12.84,7725.362468,382.305541,379.91037,,,
12/31/2017,16.21,22.24736,13.29,16.87,13.14,9445.86045,382.991582,380.726929,,,
03/31/2018,15.8,-2.529303,16.3,17.29,15.22,9209.632723,383.108677,380.844025,,,
06/30/2018,15.5,-1.898734,15.76,16.6511,14.97,9070.758953,383.2675,381.002869,,,
09/30/2018,13.19,-14.903226,15.44,15.805,12.235,7713.943234,385.202454,382.937805,,,
12/31/2018,11.35,-13.949962,13.22,14.38,10.65,6638.502113,385.214811,382.950165,,,
03/31/2019,12.44,9.603524,11.21,13.41,11.12,7278.333771,385.325489,383.078796,,,
06/30/2019,13.49,8.440514,12.52,13.69,11.22,7894.48634,385.531724,383.266296,,,
09/30/2019,13.92,3.187546,13.73,14.655,12.485,8186.66378,385.645432,383.380432,5192.411706,385.7661,
12/31/2019,14.14,1.58046,13.94,14.27,12.505,8317.596196,388.557267,386.292267,,,
03/31/2020,8.975,-36.527581,14.17,15.07,7.97,5281.551987,388.635928,386.370941,,,
06/30/2020,11.86,32.144847,8.42,13.375,7.9,6980.238485,388.856866,386.603302,,,
09/12/2020,15.06,,14.97,15.205,14.88,8862.68035448,388.9937,386.7401,,,
