Date,Total Assets,Cash & Cash Equivalents,Interbanking Assets,Fed Funds Sold & Repos,Other Interbank Assets,ST And LT Investments,Trading Securities/FVTPL,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Other Investments,Total Commercial Loans,Commercial RE Loans,Other Commercial Loans,Total Consumer Loans,Home Equity Loans,1-4 Family Residential Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Total Derivative Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,ST Lease Liabilities,ST Finance Leases,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,7021.21582,427.002014,73.983002,,,1580.096952,,,,,,,,,,,,,4640.044922,-58.969002,4581.076172,159.354996,,,,,,,0.0,199.702684,,1132.708984,4384.243164,,4384.243164,0.0,5516.952148,627.11499,,,,160.641006,,,,,,,,,138.919006,6443.627151,18.531,97.089996,,,-22.447001,,484.414988,577.588984,0.0,577.588984,7021.216135,
06/30/1990,7066.679199,455.657013,49.110001,,,1549.839034,,,,,,,,,,,,,4720.561035,-62.932999,4657.62793,155.658997,,,,,,,0.0,198.786225,,1174.220947,4339.733887,,4339.733887,0.0,5513.955078,670.718018,,,,161.121002,,,,,,,,,135.343002,6481.1371,18.531,97.001999,,,-26.052999,,496.062002,585.542002,0.0,585.542002,7066.679102,
09/30/1990,7253.745117,441.468994,89.582001,,,1597.010977,,,,,,,,,,,,,4842.503906,-64.138,4778.366211,156.259003,,,,,,,0.0,191.057932,,1173.468994,4451.408203,,4451.408203,0.0,5624.876953,720.437988,,,,160.837997,,,,,,,,,154.546005,6660.698944,18.531,96.936996,,,-30.854,,508.432003,593.046,0.0,593.046,7253.744944,
12/31/1990,7460.148926,614.455017,139.938004,,,1666.595009,,,,,2787.8479,,,1761.385986,,,,218.544006,4767.777832,-68.723,4699.055176,156.326004,,,,,,,0.0,183.779716,,1446.381958,4533.239136,2027.30603,2505.933105,0.0,5979.621094,515.867004,,,,178.447006,,,,,,,,,186.998001,6860.933105,18.531,96.714996,,,-32.752998,,516.723,599.215998,0.0,599.215998,7460.149103,
03/31/1991,7140.393066,349.90799,172.220001,,,1555.57002,,,,,,,,,,,,,4781.789062,-69.376999,4712.412109,154.065002,,,,,,,0.0,196.217944,,1123.088989,4514.913818,2074.846924,2440.066895,0.0,5638.00293,551.117981,,,,170.582001,,,,,,,,,163.149994,6522.852905,18.531,96.308998,,,-30.642,,533.342012,617.54001,0.0,617.54001,7140.392916,
06/30/1991,7258.303223,447.276001,135.686005,,,1561.714987,,,,,,,,,,,,,4824.901855,-71.388,4753.51416,155.179001,,,,,,,0.0,204.933069,,1250.162964,4565.531982,2169.675049,2395.856934,0.0,5815.694824,473.234009,,,,176.399002,,,,,,,,,157.360001,6622.687836,18.531,96.228996,,,-28.966999,,549.82198,635.614977,0.0,635.614977,7258.302813,
09/30/1991,7388.331055,488.266998,271.837006,,,1568.400986,,,,,,,,,,,,,4790.763184,-74.783997,4715.979004,154.309006,,,,,,,0.0,189.538055,,1294.987061,4605.609863,2254.22998,2351.379883,0.0,5900.597168,483.035004,,,,180.317993,,,,,,,,,168.667999,6732.618164,18.531,96.166,,,-27.652,,568.667992,655.712992,0.0,655.712992,7388.331156,
12/31/1991,7627.813965,551.893982,321.924011,,,1708.940033,,,,,2814.398926,,,1755.284058,,,,203.858002,4773.541016,-73.915001,4699.625977,153.651001,,,,,,,0.0,191.778961,,1496.189941,4636.88916,2225.954102,2410.935059,0.0,6133.079102,464.09201,,,,182.319,,,,,,,,,173.322006,6952.812119,18.531,96.301003,,,-26.195,,586.364983,675.001986,0.0,675.001986,7627.814104,
03/31/1992,7607.992188,534.906982,323.729004,,,1650.080971,,,,,2783.312988,,,1848.468994,,,,212.548004,4844.330078,-76.186996,4768.143066,153.031998,,,,,,,0.0,178.100166,,1410.230957,4553.024902,2454.968018,2098.056885,0.0,5963.255859,612.734009,,,,187.184998,,,,,,,,,154.962006,6918.136871,18.531,95.987999,,,-24.521,,599.856998,689.854998,0.0,689.854998,7607.991869,
06/30/1992,7389.13623,444.855988,187.042999,,,1647.745949,,,,,1803.744019,,,2825.105957,,,,224.201996,4853.051758,-75.619003,4777.433105,154.389008,,,,,,,0.0,177.669182,,1370.686035,4532.358887,4532.358887,,0.0,5903.044922,431.644012,,,,193.108994,,,,,,,,,149.820007,6677.617935,18.531,96.186996,,,-23.346001,,620.145988,711.517984,0.0,711.517984,7389.13592,
09/30/1992,7520.190918,424.617004,180.139008,,,1795.583054,,,,,1778.244019,,,2864.830078,,,,227.292007,4870.366211,-82.803001,4787.562988,156.994003,,,,,,,0.0,175.294861,,1385.27002,4555.76709,4555.76709,,0.0,5941.037109,546.718994,,,,136.408997,,,,,,,,,162.869995,6787.035095,18.531,96.682999,,,-22.013,,639.955017,733.156015,0.0,733.156015,7520.191111,
12/31/1992,7850.344238,491.825989,189.179993,,,2002.772003,,,,,2847.944092,,,1801.625,,,,229.154999,4878.724121,-85.884003,4792.839844,168.889008,,,,,,,0.0,204.837402,,1636.152954,4575.976074,2572.455078,2003.520996,,6212.128906,550.375977,,,,130.201004,,,,,,,,,196.998001,7089.703888,18.531,97.542999,,,-18.798,,663.363979,760.639978,0.0,760.639978,7850.343866,
03/31/1993,7629.02002,394.464996,166.798996,,,1874.863037,,,,,2829.539062,,,1863.369995,,,,229.457001,4922.366211,-88.43,4833.936035,171.065994,,,,,,,0.0,187.890961,,1373.557983,4443.812988,2643.262939,1800.550049,,5817.371094,737.854004,,,,125.091003,,,,,,,,,162.671005,6842.987106,18.531,97.529999,,,-16.479,,686.450985,786.032984,0.0,786.032984,7629.02009,
06/30/1993,12020.071289,582.518982,68.036003,,,2735.937012,,,,,4621.123047,,,3331.072021,,,,247.949005,8200.143555,-129.335007,8070.809082,285.636993,,,,,,,0.0,277.133217,,2010.259033,7717.118896,3797.10791,3920.010986,0.0,9727.37793,742.700989,,,,186.781006,,,,,,,,,244.393005,10901.25293,18.531,310.877991,,,-46.924,,836.332996,1118.817987,0.0,1118.817987,12020.070917,
09/30/1993,12191.838867,588.000977,104.626999,,,2681.579102,,,,,4802.870117,,,3319.775879,,,,251.811005,8374.457031,-131.662003,8242.794922,286.96701,,,,,,,0.0,287.869858,,2089.406982,7662.073975,3911.0,3751.073975,0.0,9751.481445,812.161011,,,,263.352997,,,,,,,,,238.666,11065.661453,18.531,309.791992,,,-67.393997,,865.248978,1126.177973,0.0,1126.177973,12191.839426,
12/31/1993,12485.936523,667.114014,76.906998,,,2666.14389,,,,,4918.379883,,,3441.370117,,,,257.622009,8617.37207,-133.600006,8483.772461,299.800995,,,,,,,0.0,292.198166,,2290.23291,7881.575928,3979.177979,3902.397949,0.0,10171.808594,716.716003,,,,234.417999,,,,,,,,,248.481003,11371.423599,18.531,321.856995,,,-121.106003,,895.231003,1114.512995,0.0,1114.512995,12485.936594,
03/31/1994,12449.510742,586.39502,222.542007,,,2559.353912,,,,,5027.676758,,,3345.427979,,,,251.298996,8624.404297,-137.173996,8487.230469,298.743988,,,,,,,0.0,295.245346,,2059.85498,7707.75,3977.668945,3730.081055,0.0,9767.605469,1116.062988,,,,227.770004,,,,,,,,,223.240005,11334.678467,18.531,321.458008,,,-136.378998,,911.222992,1114.833002,0.0,1114.833002,12449.511469,
06/30/1994,12512.665039,728.450989,61.208,,,2547.716034,,,,,5078.553223,,,3410.715088,,,,257.583008,8746.850586,-149.371002,8597.480469,287.826996,,,,,,,0.0,289.982552,,2063.092041,7570.334961,3957.468018,3612.866943,0.0,9633.426758,1176.463013,,,,383.562012,,,,,,,,,251.524002,11444.975784,34.894001,265.247009,,,-88.223999,,855.771973,1067.688984,0.0,1067.688984,12512.664768,
