Date,Cash From Operating Activities,Net Income,Depreciation Expense,Amortization - Nuclear Fuel,AFC - Debts & Equity,Deferred Income Taxes,Investment Tax Credits,Other Non-Cash Adjustments,Changes In Restricted Bond Proceeds,Accts Receivable & Unbilled Revenue,Changes in Fossil Fuel,Change In Inventories,Prepayments & Others,Accounts Payable & Accruals,Accrued Taxes,Change in Other Working Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Additions to Utility Plant Less AFC,Changes in Decommissioning Funds,Non-Utility Cap Expenditure,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1990,348.600006,141.800003,134.800003,,-0.9,-23.0,-8.2,-33.299999,0.0,154.800003,,-38.400002,0.0,21.0,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1990,121.599998,100.199997,133.0,,-1.0,-11.6,-4.4,31.1,0.0,-24.299999,,3.2,0.0,-104.599998,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1990,348.399994,174.199997,130.300003,,-0.5,11.6,-0.2,32.900002,0.0,-71.099998,,4.6,0.0,66.599998,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1990,307.399994,87.699997,122.900002,,-0.9,20.1,-8.9,-1.1,0.0,179.5,-60.5,26.200001,0.0,-50.799999,,-6.8,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1991,262.0,117.699997,139.0,,-4.3,-7.7,-6.2,33.0,0.0,-57.200001,,13.7,0.0,34.0,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1991,132.100006,102.199997,137.699997,,-1.5,21.700001,-4.3,-58.799999,0.0,7.6,,32.599998,0.0,-105.099998,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1991,484.299988,194.199997,138.699997,,-1.5,2.9,-4.3,28.4,0.0,11.8,,5.4,0.0,108.699997,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1991,232.399994,97.300003,137.800003,,-0.9,1.7,-4.0,25.4,0.0,66.0,30.0,-33.700001,0.0,-87.199997,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1992,430.5,121.800003,131.0,,-1.3,9.6,-4.3,33.799999,0.0,37.5,,36.400002,0.0,66.0,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1992,111.800003,72.699997,149.899994,,-1.2,-0.5,-4.3,2.8,0.0,8.7,,-43.299999,0.0,-73.0,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,
