Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/26/1994,2167.14209,46.426998,46.426998,0.0,635.893005,,,338.444,,,,,153.074997,,,1173.838989,292.794006,,,0.0,700.508972,,,,,,700.508972,993.302979,,105.249001,105.249001,,,,132.701996,,,,,,364.518974,,,364.518974,602.469971,200.457993,,,,,70.945999,,,,70.945999,271.403992,873.873962,0.0,336.496002,,,-3.851,,960.622973,1293.267975,0.0,1293.267975,2167.141937,
09/25/1994,2716.313965,60.044001,43.234001,16.809999,1118.621948,,,333.088989,,,,,147.167007,,,1658.921997,296.985992,,,0.0,760.406006,,,,,,760.406006,1057.391998,,133.059998,133.059998,,,,489.455994,,,,,,522.255981,,,522.255981,1144.771973,150.436996,,,,,73.056999,,,,73.056999,223.493996,1368.265968,0.0,327.915009,,,-13.646,,1033.778996,1348.048004,0.0,1348.048004,2716.313972,
12/31/1994,2378.375,137.028,137.028,0.0,717.890015,,,244.406998,,,,,153.138,,,1252.463013,308.878998,472.237,-163.358002,0.0,817.03302,,,,,,817.03302,1125.912018,,165.378006,165.378006,,,,81.805,,,,,,516.548989,,,516.548989,763.731995,150.0,,,,,69.225998,,,,69.225998,219.225998,982.957993,0.0,326.194,,,-16.719,,1085.942022,1395.417022,0.0,1395.417022,2378.375015,
04/02/1995,2329.762939,189.776993,189.776993,0.0,475.812988,,,276.937988,,,,,170.322998,,,1112.850952,308.468994,,,0.0,908.442993,,,,,,908.442993,1216.911987,,115.259003,115.259003,,,,162.735992,,,,,,415.957031,,,415.957031,693.952026,150.0,,,,,65.808998,,,,65.808998,215.808998,909.761024,0.0,324.938995,,,-13.48,,1108.542988,1420.001984,0.0,1420.001984,2329.763008,
07/02/1995,2459.768066,86.212997,86.212997,0.0,654.216003,,,364.041992,,,,,161.093002,,,1265.563965,309.571014,,,0.0,884.632996,,,,,,884.632996,1194.20401,,115.320999,115.320999,,,,353.050995,,,,,,372.468033,,,372.468033,840.840027,149.992996,,,,,66.292,,,,66.292,216.284996,1057.125023,0.0,323.976013,,,-9.947,,1088.613992,1402.643005,0.0,1402.643005,2459.768028,
10/01/1995,2917.509033,53.785,53.785,0.0,1128.119019,,,390.095001,,,,,158.264008,,,1730.262939,306.463989,,,0.0,880.781982,,,,,,880.781982,1187.245972,,140.742996,140.742996,,,,566.820007,,,,,,532.878036,,,532.878036,1240.44104,149.990997,,,,,65.142998,,,,65.142998,215.133995,1455.575035,0.0,323.363007,,,-7.724,,1146.295045,1461.934052,0.0,1461.934052,2917.509087,
12/31/1995,2616.387939,161.029999,161.029999,0.0,791.111023,,,315.619995,,,,,157.737,,,1425.498047,313.23999,500.890015,-187.649994,,877.650024,,,,,,877.650024,1190.890014,,198.328003,198.328003,,,,119.987,,,,,,551.549011,,,551.549011,869.864014,149.990997,,,,,70.920998,,,,70.920998,220.911995,1090.776009,0.0,323.330994,,,-22.410999,,1224.692005,1525.612,0.0,1525.612,2616.388009,
03/31/1996,2403.860107,136.860001,136.860001,0.0,528.632019,,,335.066986,,,,,175.960999,,,1176.52002,307.21701,,,0.0,920.122986,,,,,,920.122986,1227.339996,,107.607002,107.607002,,,,93.402,,,,,,426.871002,,,426.871002,627.880005,149.987,,,,,72.408997,,,,72.408997,222.395996,850.276001,0.0,350.371002,,,-32.574001,,1235.787014,1553.584015,0.0,1553.584015,2403.860016,
06/30/1996,2527.513916,69.998001,69.998001,0.0,683.906006,,,398.098999,,,,,160.835999,,,1312.838989,305.772003,,,0.0,908.903015,,,,,,908.903015,1214.675018,,106.444,106.444,,,,288.872009,,,,,,373.827972,,,373.827972,769.143982,149.919998,,,,,72.066002,,,,72.066002,221.986,991.129982,0.0,349.959015,,,-42.277,,1228.702049,1536.384064,0.0,1536.384064,2527.514046,
09/30/1996,2999.475098,57.752998,57.752998,0.0,1184.61499,,,402.70401,,,,,155.940994,,,1801.012939,301.453003,,,0.0,897.008972,,,,,,897.008972,1198.461975,,136.587006,136.587006,,,,553.135986,,,,,,518.360016,,,518.360016,1208.083008,149.906998,,,,,70.556,,,,70.556,220.462997,1428.546005,0.0,348.453003,,,-66.913002,,1289.388954,1570.928955,0.0,1570.928955,2999.47496,
12/29/1996,2701.509033,218.970993,218.970993,0.0,807.148987,,,273.247009,,,,,187.222,,,1486.588989,313.545013,528.71698,-215.171997,0.0,901.375,,,,,,901.375,1214.920013,,174.337006,174.337006,,,,120.736,,,,,,535.744987,,,535.744987,830.817993,149.382004,,,,,69.263,,,,69.263,218.645004,1049.462997,0.0,349.002014,,,-81.234001,,1384.277946,1652.045959,0.0,1652.045959,2701.508957,
03/30/1997,2449.887939,289.54599,289.54599,0.0,517.021973,,,268.945007,49.983002,16.025,302.213013,,180.395004,,,1255.907959,299.626007,,,0.0,894.354004,927.877991,,,,,-33.523987,1193.980011,,91.967003,91.967003,,,,69.542999,,,,,,436.341011,,,436.341011,597.851013,149.207993,,,,,68.936996,,,,68.936996,218.144989,815.996002,0.0,346.212006,,,-96.589996,,1384.27005,1633.892059,0.0,1633.892059,2449.888062,
06/29/1997,2646.794922,82.510002,82.510002,0.0,714.211975,,,368.221008,49.983002,16.025,302.213013,,188.912994,,,1353.855957,296.139008,558.283997,-262.144989,0.0,996.799988,927.877991,,,,,68.921997,1292.938995,,89.967003,89.967003,,,,314.287994,,,,,,427.263008,,,427.263008,831.518005,149.039993,,,,,67.206001,,,,67.206001,216.245995,1047.764,0.0,345.885986,,,-122.336998,,1375.482018,1599.031006,0.0,1599.031006,2646.795006,
09/28/1997,3023.950928,80.029999,80.029999,0.0,1153.910034,,,347.778992,49.370998,13.273,285.13501,,175.533997,,,1757.253052,279.915985,533.812012,-253.895996,0.0,986.781982,917.067017,,,,,69.714966,1266.697968,,120.775002,120.775002,,,,462.894012,,,,,,587.502983,,,587.502983,1171.171997,148.751007,,,,,68.924004,,,,68.924004,217.675011,1388.847008,0.0,345.68399,,,-152.891998,,1442.312042,1635.104034,0.0,1635.104034,3023.951042,
12/28/1997,2899.717041,361.785004,361.785004,0.0,783.007996,,,242.701996,32.278999,12.208,198.214996,,186.378998,,,1573.874023,280.602997,499.709015,-219.106003,0.0,1045.23999,965.299988,,,,,79.940002,1325.842987,,179.156006,179.156006,,,,122.024002,,,,,,702.366013,,,702.366013,1003.546021,0.0,,,,,58.054001,,,,58.054001,58.054001,1061.600021,0.0,559.346985,,,-174.822006,,1453.592026,1838.117004,0.0,1838.117004,2899.717026,
03/29/1998,2591.966064,430.601013,430.601013,0.0,362.328003,,,269.096985,35.249001,14.743,219.104996,0.0,205.209,,,1267.234985,271.606995,520.02002,-248.412994,0.0,1053.124023,965.031982,,,,,88.092041,1324.731018,,83.074997,83.074997,,,,112.464996,,,,,,533.939987,,,533.939987,729.47998,0.0,,,,,59.771,,,,59.771,59.771,789.25098,0.0,557.633972,,,-197.431,,1442.512054,1802.715027,0.0,1802.715027,2591.966007,
06/28/1998,3027.764893,180.595001,180.595001,0.0,600.254028,,,331.638,36.814999,17.215,277.608002,0.0,223.740005,,,1336.227051,281.326996,538.669006,-257.34201,0.0,1410.21106,1323.072021,,,,,87.139038,1691.538055,,124.478996,124.478996,,,,527.258972,,,,,,552.38105,,,552.38105,1204.119019,0.0,,,,,77.886002,,,,77.886002,77.886002,1282.00502,0.0,558.273987,,,-242.046997,,1429.532959,1745.759949,0.0,1745.759949,3027.764969,
09/27/1998,3676.304,176.486,176.486,,1030.751,1030.751,,383.809,38.425,16.627,328.757,0.0,336.261,,,1927.307,287.872,,,,1461.125,716.123,,,,,745.002,1748.997,,152.35,152.35,,,,507.596,,,,,,877.556,,,877.556,1537.502,300.0,,,,,80.01,,,,80.01,380.01,1917.512,,558.435,,,-294.905,1500.478,-5.216,1758.792,,1758.792,3676.304,
12/27/1998,3793.844971,177.748001,177.748001,0.0,958.825989,,,334.800995,38.943001,12.698,283.160004,,318.610992,,,1789.985962,330.355011,558.174988,-227.820007,0.0,1673.504028,1542.18103,,,,,131.322998,2003.859039,,209.119003,209.119003,,,,372.248993,,,,,,784.932053,,,784.932053,1366.300049,407.179993,,,,,75.57,,,,75.57,482.749992,1849.050041,0.0,626.164978,,,-293.544006,,1612.174011,1944.794983,0.0,1944.794983,3793.845024,
03/28/1999,3407.243,217.276,217.276,0.0,518.183,518.183,,353.842,38.157,13.339,302.346,0.0,347.124,,,1436.425,319.908,,,0.0,1650.91,820.939,,,,,829.971,1970.818,,123.179,123.179,,,,295.548,295.548,0.0,0.0,,,593.867,,,593.867,1012.594,410.146,410.146,0.0,0.0,,75.723,,,,75.723,485.869,1498.463,0.0,626.268,,,-320.118,1623.865,-21.235,1908.78,0.0,1908.78,3407.243,
06/27/1999,3901.137,97.765,97.765,0.0,843.58,843.58,,433.46,48.134,12.409,372.917,0.0,586.115,,,1960.92,308.42,,,0.0,1631.797,811.423,,,,,820.374,1940.217,,132.787,132.787,,,,823.202,823.202,0.0,0.0,,,653.389,,,653.389,1609.378,409.937,409.937,0.0,0.0,,77.7,,,,77.7,487.637,2097.015,0.0,571.668,,,-385.997,1644.46,-26.009,1804.122,0.0,1804.122,3901.137,
09/26/1999,4193.269,108.627,108.627,0.0,1167.66,1167.66,,438.662,54.012,17.839,366.811,0.0,552.274,,,2267.223,303.667,,,0.0,1622.379,1488.362,,,,,134.017,1926.046,,140.845,140.845,,,,889.405,889.405,0.0,0.0,,,808.859,,,808.859,1839.109,407.584,407.584,0.0,0.0,,82.451,,,,82.451,490.035,2329.144,0.0,571.911,,,-398.288,1717.972,-27.47,1864.125,0.0,1864.125,4193.269,
12/26/1999,4463.348,280.159,280.159,0.0,1084.118,,,408.571,47.043,13.47,348.058,0.0,358.804,,,2131.652,318.825,617.591,-298.766,0.0,2012.871,1755.881,806.092,949.789,,,256.99,2331.696,,284.772,284.772,,,,714.669,,,,,,1071.886,,,1071.886,2071.327,420.654,,,,,92.392,,,,92.392,513.046,2584.373,0.0,573.176,,,-425.329,,1731.128,1878.975,0.0,1878.975,4463.348,
04/02/2000,4006.686,343.643,343.643,0.0,455.374,455.374,,442.15,34.942,25.634,381.574,0.0,451.596,,,1692.763,315.091,,,0.0,1998.832,931.336,,,,,1067.496,2313.923,,156.739,156.739,,,,79.597,79.597,0.0,0.0,,,981.69,,,981.69,1218.026,1169.406,1169.406,0.0,0.0,,105.18,,,,105.18,1274.586,2492.612,0.0,574.555,,,-776.576,1768.99,-52.895,1514.074,0.0,1514.074,4006.686,
07/02/2000,4015.216,188.545,188.545,0.0,573.869,573.869,,508.16,50.847,43.051,414.262,0.0,456.279,,,1726.853,320.176,,,0.0,1968.187,917.546,,,,,1050.641,2288.363,,163.733,163.733,,,,363.375,363.375,0.0,0.0,,,717.471,,,717.471,1244.579,1168.959,1168.959,0.0,0.0,,99.857,,,,99.857,1268.816,2513.395,0.0,578.793,,,-777.203,1765.166,-64.935,1501.821,0.0,1501.821,4015.216,
10/01/2000,4370.586,164.307,164.307,0.0,889.09,889.09,,540.307,43.621,40.681,456.005,0.0,442.651,,,2036.355,313.301,,,0.0,2020.93,948.023,,,,,1072.907,2334.231,,200.961,200.961,,,,539.434,539.434,0.0,0.0,,,879.215,,,879.215,1619.61,1168.764,1168.764,0.0,0.0,,90.887,,,,90.887,1259.651,2879.261,0.0,575.601,,,-776.37,1768.659,-76.565,1491.325,0.0,1491.325,4370.586,
12/31/2000,3828.459,127.115,127.115,0.0,685.975,,,335.493,30.538,19.071,285.884,0.0,431.63,,,1580.213,296.729,550.262,-253.533,0.0,1951.517,1706.082,803.189,902.893,,,245.435,2248.246,,191.749,191.749,,,,228.085,,,,,,819.978,,,819.978,1239.812,1167.838,,,,,93.403,,,,93.403,1261.241,2501.053,0.0,568.931,,,-773.312,,1531.787,1327.406,0.0,1327.406,3828.459,
04/01/2001,3362.958,180.766,180.766,0.0,255.45,255.45,,306.624,26.669,22.508,257.447,0.0,390.596,,,1133.436,279.184,,,0.0,1950.338,1664.218,791.809,872.409,,,286.12,2229.522,,129.591,129.591,,,,92.229,92.229,0.0,0.0,,,583.443,,,583.443,805.263,1167.528,1167.528,0.0,0.0,,116.784,,,,116.784,1284.312,2089.575,0.0,568.315,,,-772.773,1553.199,-75.358,1273.383,0.0,1273.383,3362.958,
07/01/2001,3333.789,56.819,56.819,0.0,399.402,399.402,,336.638,21.629,24.007,291.002,0.0,385.422,,,1178.281,268.054,,,0.0,1887.454,1633.671,784.67,849.001,,,253.783,2155.508,,148.703,148.703,,,,174.982,174.982,0.0,0.0,,,468.138,,,468.138,791.823,1167.035,1167.035,0.0,0.0,,117.0,,,,117.0,1284.035,2075.858,0.0,566.996,,,-770.671,1529.689,-68.083,1257.931,0.0,1257.931,3333.789,
09/30/2001,3590.586,37.08,37.08,0.0,785.807,785.807,,345.69,23.783,23.888,298.019,0.0,388.092,,,1556.669,256.982,,,0.0,1776.935,830.408,,,,,946.527,2033.917,,187.968,187.968,,,,302.042,302.042,0.0,0.0,,,558.789,,,558.789,1048.799,1166.36,1166.36,0.0,0.0,,90.293,,,,90.293,1256.653,2305.452,0.0,565.813,,,-767.237,1575.11,-88.552,1285.134,0.0,1285.134,3590.586,
12/30/2001,3368.979,233.095,233.095,0.0,572.499,,,217.479,17.554,19.639,180.286,0.0,345.545,,,1368.618,235.36,539.838,-304.478,0.0,1765.001,1566.602,805.027,761.575,,,198.399,2000.361,,123.109,123.109,,,,36.328,,,,,,599.154,,,599.154,758.591,1165.649,,,,,91.875,,,,91.875,1257.524,2016.115,0.0,562.391,,,-760.535,,1551.008,1352.864,0.0,1352.864,3368.979,
03/31/2002,3134.548,355.112,355.112,0.0,287.379,287.379,,232.17,17.518,16.518,198.134,0.0,323.748,,,1198.409,227.086,,,0.0,1709.053,1541.022,760.2,780.822,,,168.031,1936.139,,93.547,93.547,,,,360.895,360.895,0.0,0.0,,,419.821,,,419.821,874.263,840.399,840.399,0.0,0.0,,94.567,,,,94.567,934.966,1809.229,0.0,560.671,,,-757.674,1600.152,-77.83,1325.319,0.0,1325.319,3134.548,
06/30/2002,2884.777,57.057,57.057,0.0,479.443,479.443,,279.873,15.808,13.405,250.66,0.0,290.919,,,1107.292,228.588,,,0.0,1548.897,1228.576,465.212,763.364,,,320.321,1777.485,,124.127,124.127,,,,294.994,294.994,0.0,0.0,,,429.081,,,429.081,848.202,846.361,846.361,0.0,0.0,,98.185,,,,98.185,944.546,1792.748,0.0,564.031,,,-755.939,1323.336,-39.399,1092.029,0.0,1092.029,2884.777,
09/29/2002,3124.198,43.85,43.85,0.0,799.122,799.122,,282.146,13.238,8.611,260.297,0.0,290.6,,,1415.718,213.628,,,0.0,1494.852,1206.519,465.444,741.075,,,288.333,1708.48,,180.197,180.197,,,,318.64,318.64,0.0,0.0,,,535.461,,,535.461,1034.298,856.257,856.257,0.0,0.0,,94.561,,,,94.561,950.818,1985.116,0.0,563.046,,,-755.232,1373.989,-42.721,1139.082,0.0,1139.082,3124.198,
12/29/2002,3142.881,495.372,495.372,0.0,555.144,555.144,,190.144,10.845,6.131,173.168,0.0,190.964,,,1431.624,213.499,551.061,-337.562,0.0,1497.758,1176.729,460.993,715.736,,,321.029,1711.257,,166.316,166.316,,,,222.892,,,,,,577.642,,,577.642,966.85,857.274,,,,,127.391,,,,127.391,984.665,1951.515,0.0,562.977,,,-755.134,1430.95,-47.427,1191.366,0.0,1191.366,3142.881,
03/30/2003,2804.006,310.526,310.526,0.0,286.576,286.576,,222.296,10.513,8.103,203.68,0.0,228.3,,,1047.698,210.264,,,0.0,1546.044,1228.469,767.581,460.888,,,317.575,1756.308,,111.883,111.883,,,,19.135,19.135,0.0,0.0,,,420.524,,,420.524,551.542,856.936,856.936,0.0,0.0,,133.165,,,,133.165,990.101,1541.643,0.0,629.589,,,-755.338,1426.895,-38.783,1262.363,0.0,1262.363,2804.006,
06/29/2003,2904.227,172.577,172.577,0.0,485.108,485.108,,273.803,13.973,9.772,250.058,0.0,234.917,,,1166.405,211.96,,,0.0,1525.862,1215.468,461.967,753.501,,,310.394,1737.822,,153.741,153.741,,,,18.016,18.016,0.0,0.0,,,424.034,,,424.034,595.791,861.28,861.28,0.0,0.0,,137.294,,,,137.294,998.574,1594.365,0.0,628.652,,,-741.404,1433.099,-10.485,1309.862,0.0,1309.862,2904.227,
09/28/2003,3248.494,155.357,155.357,0.0,879.669,879.669,,289.411,14.936,7.762,266.713,0.0,222.704,,,1547.141,206.756,,,0.0,1494.597,1196.32,462.088,734.232,,,298.277,1701.353,,169.352,169.352,,,,105.795,105.795,0.0,0.0,,,698.559,,,698.559,973.706,856.934,856.934,0.0,0.0,,146.463,,,,146.463,1003.397,1977.103,0.0,514.634,,,-732.943,1496.388,-6.688,1271.391,0.0,1271.391,3248.494,
12/28/2003,3163.376,520.747,520.747,0.0,607.556,607.556,,168.979,8.655,5.144,155.18,0.0,211.981,,,1509.263,199.854,557.812,-357.958,0.0,1454.259,1174.319,463.68,710.639,,,279.94,1654.113,,158.969,158.969,,,,24.687,,,,,,746.399,,,746.399,930.055,686.871,,,,,141.21,,,,141.21,828.081,1758.136,0.0,502.725,,,-694.983,1567.693,29.805,1405.24,0.0,1405.24,3163.376,
03/28/2004,2905.903,631.72,631.72,0.0,206.201,206.201,,188.257,11.624,6.133,170.5,0.0,242.366,,,1268.544,197.793,,,0.0,1439.566,1168.673,473.056,695.617,,,270.893,1637.359,,100.323,100.323,,,,17.15,17.15,0.0,0.0,,,555.065,,,555.065,672.538,686.191,686.191,0.0,0.0,,142.926,,,,142.926,829.117,1501.655,0.0,496.413,,,-676.412,1563.649,20.598,1404.248,0.0,1404.248,2905.903,
06/27/2004,2877.151,480.144,480.144,0.0,307.013,307.013,,237.129,13.163,7.079,216.887,0.0,264.46,,,1288.746,203.586,,,0.0,1384.819,1154.704,473.402,681.302,,,230.115,1588.405,,125.696,125.696,,,,44.345,44.345,0.0,0.0,,,493.334,,,493.334,663.375,651.281,651.281,0.0,0.0,,145.37,,,,145.37,796.651,1460.026,0.0,490.766,,,-661.959,1571.871,16.447,1417.125,0.0,1417.125,2877.151,
