Date,P/Book,Average,High,Low,P/Sales,P/Cash Flow,EV/Sales,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
09/30/1980,,,,,,,,,10.208333,,
12/31/1980,,,,,,,,,11.25,,
03/31/1981,,,,,,,,,10.375,,
06/30/1981,,,,,,,,,9.770833,,
09/30/1981,,,,,,,,,8.041667,,
12/31/1981,,,,,,,,,8.958333,,
03/31/1982,,,,,,,,,7.708333,,
06/30/1982,,,,,,,,,7.0,,
09/30/1982,,,,,,,,,7.229167,,
12/31/1982,,,,,,,,,7.729167,,
03/31/1983,,,,,,,,,8.958333,,
06/30/1983,,,,,,,,,10.708333,,
09/30/1983,,,,,,,,,9.604167,,
12/31/1983,,,,,,,,,9.875,,
03/31/1984,,,,,,,,,10.520833,,
06/30/1984,,,,,,,,,11.041667,,
09/30/1984,,,,,,,,,8.9375,,
12/31/1984,,,,,,,,,11.6875,,
03/31/1985,,,,,,,,,13.416667,,
06/30/1985,,,,,,,,,18.041667,,
09/30/1985,,,,,,,,,18.125,,
12/31/1985,,,,,,,,,22.25,,
03/31/1986,,,,,,,,,27.833333,,
06/30/1986,,,,,,,,,31.541667,,
09/30/1986,,,,,,,,,28.833333,,
12/31/1986,,,,,,,,,31.083333,,
03/31/1987,,,,,,,,,39.708333,,
06/30/1987,,,,,,,,,45.25,,
09/30/1987,,,,,,,,,44.75,,
12/31/1987,,,,,,,,,30.0,,
03/31/1988,,,,,,,,,29.0,,
06/30/1988,,,,,,,,,32.375,,
09/30/1988,,,,,,,,,31.125,,
12/31/1988,,,,,,,,,28.75,,
03/31/1989,,,,,,,,,28.125,,
06/30/1989,,,,,,,,,29.75,,
09/30/1989,,,,,,,,,37.5,,
12/31/1989,,,,,,,,,38.5,,
03/31/1990,4.367176,7575.5132,7575.5132,7575.5132,,,,,38.875,7339.153129,
06/30/1990,4.516521,7397.89932,8117.233754,6850.073878,,,,,41.0,7755.866325,
09/30/1990,3.665534,7431.007091,8264.384846,6473.515274,,,,,35.375,6678.285378,
12/31/1990,3.774313,7020.641995,7607.404662,6542.118726,2.25301,13.862878,2.361477,11.649175,38.0,7133.710183,
03/31/1991,4.602397,7674.058909,8985.439202,6646.46005,2.800548,15.560538,2.944043,14.553036,48.0,8971.437493,
06/30/1991,4.004776,8376.814952,9117.745205,7804.666989,2.427092,11.911836,2.577974,12.391932,42.375,7996.786136,
09/30/1991,4.280195,8360.647887,8901.23587,8047.502952,2.619315,12.783219,2.743187,12.924895,47.0,8741.364673,
12/31/1991,3.597655,7861.570589,8606.092341,7152.504733,2.137021,11.560722,2.268379,11.123866,41.0,7716.569822,
03/31/1992,3.155813,7773.585177,8587.39218,7059.5136,1.898363,10.816098,2.099794,10.515422,37.25,7295.326233,
06/30/1992,2.615979,6857.114911,7294.506615,6287.020386,1.61497,11.603361,1.814465,9.431747,32.0,6347.942801,
09/30/1992,2.905716,6688.105156,6963.640463,6218.883215,1.624883,13.127742,1.897897,10.053257,32.875,6758.784409,
12/31/1992,3.278504,6511.927398,6846.305609,6211.780544,1.586242,12.496017,1.781642,9.396219,32.25,6375.626054,
03/31/1993,2.923802,5810.756234,6390.474053,5349.96029,1.449511,9.588363,1.718074,9.116921,29.875,6217.548485,
06/30/1993,2.834762,6209.35797,6456.839134,5906.701263,1.442058,7.684833,1.711905,8.956834,29.875,6214.152784,
09/30/1993,2.869286,5883.441783,6125.701931,5496.085632,1.378274,7.171086,1.649992,9.147265,28.5,5962.306248,
12/31/1993,2.812522,6399.360424,7090.951107,5666.824484,1.514049,7.121005,1.694891,9.01786,29.0,5660.862178,
03/31/1994,2.514295,5646.544863,5840.462088,5465.751166,1.462939,6.293443,1.734783,9.455181,27.125,5600.549562,
06/30/1994,2.579029,5982.846174,6616.677769,5405.971821,1.605938,7.668458,1.900561,10.439184,29.125,5991.350323,
09/30/1994,2.892886,6727.409033,7354.063942,5967.254753,1.904673,8.488487,2.17638,12.031289,34.125,6775.239634,
12/31/1994,2.550427,6415.616193,6921.703987,5686.348101,1.72363,7.519686,1.835307,11.139939,30.75,5684.933439,
03/31/1995,2.79051,6222.591882,6963.609627,5599.754099,1.992631,11.13731,2.152548,13.101615,35.625,6684.863335,
06/30/1995,2.944652,6835.052165,7225.285202,6511.928337,2.092852,10.025862,2.265088,13.85728,37.625,7070.774281,
09/30/1995,,7525.077308,8454.254261,6832.988659,2.48897,,,,44.625,,
