Date,P/E,Average,High,Low,P/Book,P/Tangible Book,P/Sales,P/Free Cash Flow,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
12/31/1982,,,,,,,,,,,,4.758078,,
03/31/1983,,,,,,,,,,,,4.758078,,
06/30/1983,,,,,,,,,,,,4.758078,,
09/30/1983,,,,,,,,,,,,5.062595,,
12/31/1983,,,,,,,,,,,,4.986466,,
03/31/1984,,,,,,,,,,,,4.681949,,
06/30/1984,,,,,,,,,,,,4.52969,,
09/30/1984,,,,,,,,,,,,5.252918,,
12/31/1984,,,,,,,,,,,,5.747758,,
03/31/1985,,,,,,,,,,,,6.09034,,
06/30/1985,,,,,,,,,,,,6.737439,,
09/30/1985,,,,,,,,,,,,5.938082,,
12/31/1985,,,,,,,,,,,,6.775503,,
03/31/1986,,,,,,,,,,,,7.460666,,
06/30/1986,,,,,,,,,,,,7.232279,,
09/30/1986,,,,,,,,,,,,7.346473,,
12/31/1986,,,,,,,,,,,,7.727119,,
03/31/1987,,,,,,,,,,,,8.031636,,
06/30/1987,,,,,,,,,,,,7.384537,,
09/30/1987,,,,,,,,,,,,6.775503,,
12/31/1987,,,,,,,,,,,,6.813568,,
03/31/1988,,,,,,,,,,,,6.813568,,
06/30/1988,,,,,,,,,,,,7.118085,,
09/30/1988,,,,,,,,,,,,6.547115,,
12/31/1988,,,,,,,,,,,,6.813568,,
03/31/1989,,,,,,,,,,,,7.041956,,
06/30/1989,,,,,,,,,,,,8.031636,,
09/30/1989,,,,,,,,,,,,8.260024,,
12/31/1989,,,,,,,,,,,,8.869058,,
03/31/1990,,,,,1.218111,,,,,,,7.993571,18506.077415,
06/30/1990,,18100.687248,18424.447098,17677.485687,1.16446,,,,,,,7.689054,18424.447098,
09/30/1990,,18102.972306,18621.730843,17544.798958,1.092264,,,,,,,7.232279,17544.798958,
12/31/1990,10.721154,18371.268129,18868.855019,17702.625954,1.299189,,1.110132,4.766432,2.36721,6.033397,8.805271,8.488411,18878.5,
03/31/1991,10.720974,18694.534657,19283.202652,18277.003784,1.33879,,1.122867,4.742397,2.383386,6.029636,8.698902,8.716799,19283.202652,
