Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Funds From Operations - Basic,Funds From Operations - Diluted,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/2000,,1455.0,1455.0,,4.439863,,0.638488,0.32,0.32,0.32,0.32,0.32,0.32,0.0,,,,,,,,
06/30/2000,,1455.0,1455.0,,4.793127,,0.756701,0.39,0.39,0.39,0.39,0.39,0.39,0.0,,,,,,,,
09/30/2000,,1455.0,1455.0,,4.271478,,0.630928,0.38,0.38,0.38,0.38,0.38,0.38,0.0,,,,,,,,
12/31/2000,,1455.0,1455.0,,4.730584,,0.731271,0.29,0.29,0.29,0.29,0.29,0.29,0.0,,,,,,,,
03/31/2001,,1455.0,1455.0,,4.946392,1.042612,0.750515,0.22,0.22,0.25,0.22,0.22,0.25,0.0,0.001375,-0.118213,,,,,,
06/30/2001,1735.0,1510.0,1510.0,,4.949007,1.175497,0.903974,0.33,0.33,0.33,0.33,0.33,0.33,0.0,0.41457,0.233113,,,0.107781,13.261095,-4.829971,
09/30/2001,1735.0,1735.0,1735.0,,4.044957,0.902017,0.67781,0.29,0.29,0.3,0.29,0.29,0.3,0.13,0.451873,0.311816,,,0.100865,13.433429,-4.706052,
12/31/2001,1735.0,1736.0,1735.0,,4.34928,0.971182,0.730259,0.32,0.32,0.32,0.32,0.32,0.32,0.13,1.104323,0.868012,,,0.093372,13.531988,-7.192507,
03/31/2002,1735.0,1737.0,1735.0,,4.119308,0.85072,0.751585,0.4,0.4,0.46,0.4,0.4,0.46,0.13,0.124496,0.012104,,,0.087608,13.76196,-6.955043,
06/30/2002,1735.0,1738.0,1735.0,,4.330259,1.032277,0.933141,0.52,0.52,0.55,0.52,0.52,0.55,0.13,0.535447,0.392507,,,0.080692,14.316427,-6.614409,
09/30/2002,1732.821,1737.0,1734.0,,4.161476,1.002307,0.899654,0.5,0.5,0.5,0.5,0.5,0.5,0.15,0.623414,0.44233,,,0.073291,14.617205,-6.367651,
12/31/2002,1730.619019,1734.0,1731.0,,4.533218,1.005199,0.893125,0.54,0.54,0.51,0.54,0.54,0.51,0.15,0.863085,0.616407,,,0.124233,14.926451,-6.118042,
03/31/2003,1731.574,1730.0,1729.0,,4.256217,0.972238,0.860613,0.49,0.49,0.49,0.49,0.49,0.49,0.15,0.182186,0.054945,,,0.096444,15.290135,-5.855366,
06/30/2003,1731.627,1728.0,1728.0,,4.537616,1.054977,0.94213,0.55,0.55,0.55,0.55,0.55,0.55,0.15,0.731481,0.571181,,,0.869702,15.913935,-5.381644,
09/30/2003,1729.18,1729.0,1728.0,,4.328704,0.923032,0.806134,0.47,0.47,0.46,0.47,0.47,0.46,0.18,0.718171,0.56713,,,0.286841,16.044021,-5.122081,
12/31/2003,1721.937,1723.0,1722.0,,4.76597,0.965738,0.836237,0.5,0.49,0.49,0.5,0.49,0.49,0.18,0.754355,0.56446,,,0.298501,16.56855,-4.848609,
03/31/2004,1735.0,1720.0,1717.0,,4.411765,0.85032,0.728596,0.33,0.32,0.45,0.33,0.32,0.45,0.18,0.287711,0.201514,,,0.165418,16.603458,-4.617867,
06/30/2004,1716.25,1715.0,1712.0,,4.726051,0.898364,0.77278,0.41,0.4,0.46,0.41,0.4,0.46,0.18,0.489486,0.369743,,,0.095557,16.825637,-4.660743,
09/30/2004,1710.891,1710.0,1707.0,,4.521383,0.864675,0.742238,0.46,0.45,0.48,0.46,0.45,0.48,0.205,0.677211,0.547745,,,0.118067,17.07882,-4.478368,
12/31/2004,1705.355,1707.0,1702.0,,5.160987,0.927145,0.782609,0.37,0.4,0.49,0.37,0.4,0.49,0.205,0.893067,0.639248,,,0.165361,17.539457,-3.45969,
03/31/2005,1704.140728,1703.0,1696.0,,4.751769,0.830778,0.702241,0.42,0.41,0.44,0.42,0.41,0.43,0.205,0.142689,0.060731,,,0.129097,17.676944,-3.250905,
06/30/2005,1697.092311,1698.0,1691.0,,4.928445,0.885866,0.756949,0.28,0.45,0.47,0.28,0.45,0.47,0.205,0.620934,0.442342,,,0.23334,17.592443,-3.3086,
09/30/2005,1683.849293,1689.0,1681.0,,4.79298,0.835812,0.707912,0.4,0.4,0.01,0.4,0.4,0.01,0.23,0.443783,0.239738,,,0.139561,17.682699,-3.348875,
12/31/2005,1669.880755,1693.0,1668.0,,5.793165,1.03777,0.901079,0.46,0.46,0.58,0.46,0.46,0.58,0.23,0.854916,0.622902,,,0.189235,17.721625,-3.336166,
03/31/2006,1662.962975,1662.0,1657.0,,4.902233,0.876282,0.745926,0.61,0.61,0.45,0.61,0.61,0.45,0.23,0.28968,0.178033,,,0.160557,18.026258,-3.080045,
06/30/2006,1653.35336,1656.0,1647.0,,5.233151,0.998786,0.867031,0.41,0.41,0.51,0.41,0.41,0.51,0.23,0.683667,0.522769,,,0.243142,18.367519,-3.090688,
09/30/2006,1644.155512,1648.0,1638.0,,5.032357,0.90232,0.767399,0.46,0.46,0.47,0.45,0.45,0.46,0.25,0.726496,0.581807,,,0.398381,18.488519,-3.294701,
12/31/2006,1635.972645,1642.0,1630.0,,5.74908,0.963804,0.818405,0.38,0.38,0.52,0.38,0.38,0.52,0.25,0.566871,0.271166,,,0.14609,17.454448,-4.38577,
03/31/2007,1634.432893,1636.0,1627.0,,5.277197,0.871543,0.736325,0.43,0.43,0.469,0.43,0.43,0.469,0.25,0.098955,-0.011678,,,0.15357,17.577351,-4.117636,
06/30/2007,1418.422808,1606.0,1587.0,,5.800252,0.982357,0.84247,0.45,0.45,0.51,0.44,0.44,0.5,0.25,1.070573,0.865154,,,0.295399,19.370811,-5.710568,
09/30/2007,,1576.0,1557.0,,5.626204,,0.679512,0.38,0.34,0.4,0.38,0.34,0.4,0.27,,,,,,,,
12/31/2007,1533.315478,1552.0,1532.0,,6.785901,0.896214,0.75,0.38,0.38,0.44,0.38,0.38,0.44,0.27,0.918407,0.668407,,,0.369787,17.801294,-10.498818,
03/31/2008,1516.031559,1542.0,1532.0,,6.557441,0.922324,0.760444,0.39,0.35,0.4,0.39,0.35,0.4,0.27,0.141645,-0.035248,,,0.399068,17.985114,-10.817717,
06/30/2008,1518.113053,1532.0,1522.0,,7.098555,1.221419,1.051248,0.49,0.44,0.51,0.49,0.44,0.51,0.27,0.743758,0.534166,,,0.466368,18.411014,-10.794321,
