Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
06/30/2011,,0.0,0.0,,,,,,,,,,,,,,
09/30/2011,,,,,,,,,,,,,,,,,
12/31/2011,,,,,,,,,,,,,,,,,
03/31/2012,,,,,,,,,,,,,,,,,
06/30/2012,,-1133.0,0.0,110.0,0.0,,8919.0,0.0,,,,,,,,,
09/30/2012,,,,,,,,,,,,,,,,,
12/31/2012,,,,,,,,,,,,,,,,,
03/31/2013,,-1539.0,,,0.0,,12566.0,0.0,,,,,,,,,
06/30/2013,8826.771446,-2381.0,20.0,118.0,0.0,6583.771446,12696.0,0.0,0.0,0.740498,,,8829.75,6586.75,11.374772,,
09/30/2013,9296.09972,-2688.0,20.0,118.0,0.0,6746.09972,12959.0,0.0,0.0,0.763998,,,9314.8,6764.8,11.654604,,
12/31/2013,10432.2234,-2908.0,20.0,122.0,0.0,7666.2234,12891.0,0.0,0.0,0.87644,,,10444.392,7678.392,13.242177,,
03/31/2014,9970.779935,-3207.0,20.0,134.0,0.0,6917.779935,13188.0,0.0,0.0,0.800206,,,9984.156,6931.156,11.947327,,
06/30/2014,10387.676657,-3145.0,20.0,156.0,0.0,7418.676657,13419.0,0.0,0.0,0.865253,11.413349,75.700782,10405.2,7436.2,12.812399,,
09/30/2014,9484.184002,-2735.0,20.0,141.0,0.0,6910.184002,13002.0,0.0,0.0,0.802577,9.51816,36.178974,9481.365,6907.365,11.912623,,
12/31/2014,9109.578572,-1918.0,20.0,157.0,0.0,7368.578572,12787.0,0.0,0.0,0.853833,9.569583,29.953571,9139.425,7398.425,12.691366,,
03/31/2015,9334.279737,-2027.0,20.0,157.0,0.0,7484.279737,12546.0,0.0,0.0,0.870974,9.607548,27.414944,9337.032,7487.032,12.836911,,
06/30/2015,8463.965536,-1951.0,20.0,171.0,0.0,6703.965536,12136.0,0.0,0.0,0.786481,7.786255,18.468225,8520.56,6760.56,11.55615,,
09/30/2015,7337.293101,-2040.0,20.0,165.0,0.0,5482.293101,11801.0,0.0,0.0,0.650331,6.693887,16.920658,7353.674,5498.674,9.429436,,
12/31/2015,7765.572986,-1883.0,20.0,187.0,0.0,6089.572986,11999.0,0.0,0.0,0.730778,8.206972,24.261247,7788.88,6112.88,10.476586,,
03/31/2016,7405.540448,-1972.0,20.0,199.0,369.0,6021.540448,12234.0,3.016184,0.06128,0.73586,14.269053,,7409.154,6025.154,10.383452,,
