Date,Cash From Operating Activities,Net Income,Depreciation Expense,Amortization - Nuclear Fuel,AFC - Debts & Equity,Deferred Income Taxes,Investment Tax Credits,Other Non-Cash Adjustments,Changes In Restricted Bond Proceeds,Accts Receivable & Unbilled Revenue,Changes in Fossil Fuel,Change In Inventories,Prepayments & Others,Accounts Payable & Accruals,Accrued Taxes,Change in Other Working Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Additions to Utility Plant Less AFC,Changes in Decommissioning Funds,Non-Utility Cap Expenditure,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1990,227.735001,77.487999,85.276001,,-2.505,-1.93,,44.439999,0.0,21.74,-1.326,,,-38.245998,27.485001,15.313,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1990,118.830002,52.263,72.573997,,-2.635,6.676,,-21.171,0.0,29.166,1.742,,,38.772999,-46.196999,-12.361,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1990,136.457001,77.130997,84.387001,,-2.473,15.761,,-8.021,0.0,-16.141001,-13.389,,,-23.471001,21.243999,1.429,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1990,130.707993,49.09,83.116997,,-3.022,12.559,,16.221001,0.0,-10.163,-5.994,,,-1.806,16.695,-25.989,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1991,196.080002,79.919998,81.375999,,-2.454,12.048,,-5.487,0.0,-25.496,15.59,,,-13.248,24.288,29.542999,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1991,140.395004,61.299,70.408997,,-2.475,29.674,,-48.987,0.0,25.086,8.032,,,42.382999,-25.614,-19.412001,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1991,107.279999,78.112,70.579002,,-2.043,29.344,,-35.799,0.0,-6.779,-7.065,,,-13.759,-2.771,-2.539,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1991,145.343994,59.966999,70.107002,,-1.757,38.754002,,-36.442001,0.0,-50.099998,16.634001,,,68.514999,-42.111,21.777,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1992,200.574997,85.273003,79.695999,,-1.572,9.592,,-5.321,0.0,29.125,-3.193,,,-56.819,31.643999,32.150002,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1992,286.475006,75.510002,87.637001,,-2.066,16.853001,,109.186996,0.0,33.127998,-8.296,,,-22.471001,-22.327999,19.320999,,,0.0,,,,,,,,,,,,,0.0,,,,
