Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/2001,,68.737,68.003998,,3.171843,0.541953,0.389536,0.22,0.22,0.22,0.22,0.22,0.22,0.0,0.106582,0.06082,,,,
06/30/2001,68.619003,69.000999,68.267998,,3.335106,0.6865,0.525136,0.31,0.31,0.31,0.31,0.31,0.31,0.0,0.40694,0.061405,0.691397,6.008205,2.829275,
09/30/2001,68.737999,69.367996,68.617996,,3.176761,0.794704,0.622592,0.35,0.35,0.38,0.35,0.35,0.37,0.0,0.700239,0.496182,0.62811,2.322514,-0.927275,
03/31/2002,69.458,69.962997,68.867996,,3.410031,0.548687,0.403395,0.23,0.23,0.23,0.23,0.23,0.23,0.0,0.379088,0.202852,0.344654,3.395376,-0.04682,
06/30/2002,69.196999,70.403999,69.052002,,3.698213,0.724454,0.554915,0.33,0.33,0.33,0.33,0.33,0.33,0.0,0.624775,0.411704,0.309146,3.233753,0.111175,
09/30/2002,68.872002,69.450996,68.849998,,3.696529,0.830777,0.677647,0.32,0.32,0.4,0.32,0.32,0.4,0.0,0.398678,0.212084,0.259075,3.064191,0.313974,
12/31/2002,66.396,66.592,66.3,,3.970603,0.878039,0.775626,0.44,0.44,0.47,0.44,0.44,0.47,0.0,0.451735,0.312066,0.213356,2.988779,-0.027938,
03/31/2003,65.936996,66.202003,65.839996,,3.647768,0.659295,0.510267,0.19,0.19,0.31,0.18,0.18,0.3,0.0,0.737576,0.609508,0.524698,3.112441,-1.462017,
06/30/2003,66.167999,66.077003,65.536003,,3.774902,0.720444,0.564041,0.35,0.35,0.35,0.35,0.35,0.35,0.0,0.555176,0.324188,0.601786,3.833651,0.579797,
09/30/2003,64.842003,65.82,65.018997,,3.56745,0.875113,0.642674,0.4,0.39,0.39,0.4,0.38,0.38,0.05,0.524954,0.360049,0.688844,3.678834,0.333966,
12/31/2003,64.351997,65.013,64.000999,,4.251684,1.012672,0.820597,0.48,0.5,0.5,0.48,0.5,0.5,0.05,0.297152,0.14617,0.346221,4.057978,-0.879382,
03/31/2004,63.891998,64.642998,63.676998,,3.758657,0.720323,0.470657,0.28,0.26,0.26,0.28,0.26,0.26,0.05,0.580052,0.469714,0.72826,4.07569,-0.174936,
06/30/2004,63.681999,64.272003,63.083,,4.052819,0.837167,0.593551,0.36,0.34,0.34,0.36,0.33,0.33,0.05,0.863894,0.704057,0.90027,4.099542,-1.878568,
09/30/2004,62.502998,63.848999,62.588001,,4.196651,0.967997,0.71322,0.44,0.41,0.41,0.43,0.41,0.41,0.05,0.480348,0.298635,0.695295,3.995184,-1.951043,
12/31/2004,62.383,62.966,61.935,,4.55061,1.177396,0.911343,0.6,0.57,0.57,0.59,0.56,0.56,0.05,0.369613,0.168984,0.67007,4.810012,-1.30675,
03/31/2005,61.81,127.92,127.92,,5.093652,1.272303,0.680214,0.35,0.35,0.35,0.35,0.35,0.35,0.05,0.611109,0.540306,0.819042,5.296214,-0.808882,
06/30/2005,61.990002,127.919998,127.919998,,5.540283,1.508372,0.919231,0.38,0.38,0.38,0.38,0.38,0.38,0.05,1.080722,0.803963,1.640055,6.254331,1.967462,
09/30/2005,62.112,127.919998,127.919998,,5.457388,1.520521,0.96719,0.45,0.45,0.45,0.45,0.45,0.45,0.05,1.470677,1.318074,1.694697,6.793325,2.416892,
12/31/2005,127.9,129.657,127.92,,5.532231,1.45487,0.847053,0.36,0.36,0.5,0.35,0.35,0.49,0.05,0.167511,0.045669,1.041063,5.430571,-17.491626,
