Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,EV/Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
12/31/1993,,,,,,,,,,,,,,,,,,
03/31/1994,,-8.328,0.0,0.0,6.916,,43.739,15.811975,,,,,,,,,,
06/30/1994,166.518007,-38.987,0.0,0.0,1.527,129.058008,75.760002,2.015575,0.011832,1.726275,,,,160.434002,122.974002,3.487677,,
09/30/1994,248.620636,-36.657001,0.0,0.0,2.352,214.315634,79.262999,2.967337,0.010974,2.610549,,,,252.759368,218.454366,5.791688,,
12/31/1994,270.65025,-39.353001,0.0,0.0,2.156,233.453249,81.002001,2.661663,0.009235,2.591995,16.631278,24.576613,21.074756,275.56425,238.367249,6.307502,,
03/31/1995,336.726234,-40.111,0.0,0.0,22.040001,318.655235,104.524002,21.086067,0.069166,3.174806,20.905021,30.958441,25.088445,346.260002,328.189002,8.576145,,
06/30/1995,434.159989,-30.816999,0.0,0.0,22.141001,425.48399,118.831999,18.632187,0.052037,3.6184,24.251011,36.165235,49.726428,438.885012,430.209013,11.025187,,
09/30/1995,569.704008,-13.396,0.0,0.0,25.015,581.323008,124.147,20.1495,0.043031,4.266716,28.915788,42.902067,138.052289,581.444973,593.063973,15.050823,,
12/31/1995,1320.855984,-80.060997,0.0,0.0,60.497999,1301.292986,222.303007,27.214206,0.046491,6.524996,35.966197,67.501451,,1356.690006,1337.127008,20.196378,,
03/31/1996,1413.230065,-72.538002,0.0,0.0,20.33,1361.022063,183.101995,11.103101,0.014937,4.799277,,10.457977,,2203.63,2151.421998,31.299374,,
06/30/1996,1432.824,-165.634998,0.0,0.0,160.728007,1427.917009,329.159007,48.829898,0.112561,3.794493,,5.538555,,2268.309316,2263.402325,32.762413,,
09/30/1996,1598.900935,-60.289001,0.0,0.0,142.356003,1680.967936,316.748005,44.942983,0.084687,3.530785,,,,2568.511149,2650.578151,38.504856,,
12/31/1996,2265.021195,-106.353004,0.0,0.0,191.511,2350.179191,342.056006,55.9882,0.081488,4.240463,,,,2319.213748,2404.371743,34.370401,,
03/31/1997,1874.580526,-128.893997,0.0,0.0,190.790003,1936.476532,487.081992,39.169997,0.098524,3.078419,,,,1937.668229,1999.564234,27.826938,,
06/30/1997,2487.144258,-132.963001,0.0,0.0,184.905006,2539.086264,500.671009,36.931439,0.072823,3.621002,,,,2578.283252,2630.225257,35.539531,,
09/30/1997,3090.963977,-111.408997,0.0,0.0,187.259999,3166.81498,525.355008,35.644468,0.059132,4.08302,,,,3146.147624,3221.998627,43.15873,,
12/31/1997,2880.378038,-124.619004,0.0,0.0,195.995994,2951.755028,584.635005,33.524505,0.0664,3.460845,23.150475,33.235993,,2864.618924,2935.995914,39.197851,,
03/31/1998,3621.194376,-88.492001,0.0,0.0,211.953007,3744.655383,625.264992,33.898109,0.056601,3.997237,24.524883,37.380764,,5214.803148,5338.264154,49.830405,,
06/30/1998,3719.214386,-45.541,0.0,0.0,195.949003,3869.622389,629.264991,31.139346,0.050638,3.752296,22.005871,35.490052,,5502.11378,5652.521783,51.176682,,
09/30/1998,3358.512449,-88.499001,0.0,0.0,178.416995,3448.430444,643.363986,27.73189,0.051739,3.050318,17.336637,29.127225,,4861.368608,4951.286603,44.921326,,
12/31/1998,5645.794052,-160.862003,0.033,0.0,192.521999,5677.487048,838.653968,22.956071,0.03391,4.646913,26.669769,43.879209,,5995.079984,6026.77298,53.674624,,
03/31/1999,4225.84828,-312.280006,0.0,0.0,274.906998,4188.475271,1124.465019,24.447803,0.065634,3.199911,18.691624,30.496904,,4142.269609,4104.896601,37.416143,,
06/30/1999,4817.064056,-268.809998,0.0,0.0,269.196991,4817.45105,1164.775002,23.111501,0.05588,3.408741,20.29101,32.213841,,4932.185944,4932.572937,42.003374,,
