Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
05/04/1991,-7.029,22.771999,7.072,-3.28,,,-3.28,-33.592999,,,,-33.592999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/31/1991,,21.17902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/1991,25.295,12.584,2.567,-2.526,,,-2.526,12.67,,,,12.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/15/1992,18.231001,10.821,2.868,1.223,,,1.223,3.319,,,,3.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/09/1992,25.287001,14.337,3.046,-1.196,,,-1.196,9.1,,,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/29/1992,40.532001,25.546,5.859,-0.001,,,-0.001,9.128,,,,9.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/1992,28.985001,17.118999,3.585,0.191,,,0.191,8.09,,,,8.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/13/1993,0.866,16.030001,4.973,-2.087,,,-2.087,-18.049999,,,,-18.049999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/08/1993,38.914001,19.849001,4.22,10.454,,,10.454,4.391,,,,4.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/29/1993,48.210999,33.937,9.232,-13.445,,,-13.445,18.487,,,,18.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/1993,37.310001,22.02,6.543,-1.929,,,-1.929,10.676,,,,10.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/12/1994,-0.005,20.934999,5.606,-1.705,,,-1.705,-24.841,,,,-24.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/07/1994,50.853001,28.208,7.343,-4.46,,,-4.46,19.761999,,,,19.761999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/27/1994,40.118999,45.223,12.937,9.032,,,9.032,-27.073,,,,-27.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/1994,41.415001,27.634001,8.985,0.0,,,0.0,4.796,,,,4.796,,,-55.091999,,,,-55.091999,,,,,,,,,,55.091999,,,,,,,,,,,,,
02/11/1995,-4.88,23.836,9.608,-4.12,,,-4.12,-34.203999,,,,-34.203999,,,-51.710999,,,,-51.710999,,,,,,,,,,51.710999,,,,,,,,,,,,,
05/06/1995,53.674999,32.414001,10.768,-8.135,,,-8.135,18.628,,,,18.628,,,-59.967999,,,,-59.967999,,,,,,,,,,59.967999,,,,,,,,,,,,,
08/26/1995,89.858002,54.896999,18.372,8.343,,,8.343,8.246,,,,8.246,,-91.289001,-91.289001,,,,-91.289001,,,,,,,,,,0.0,,,,,,,,,,,,-1.430999,
11/18/1995,57.094002,34.797001,12.679,-5.334,,,-5.334,14.952,,,,14.952,,,-69.099998,,,,-69.099998,,,,,,,,,,69.099998,,,,,,,,,,,,,
02/10/1996,-16.427,27.323999,13.693,10.56,,,10.56,-68.003998,,,,-68.003998,,,-51.82,,,,-51.82,,,,,,,,,,51.82,,,,,,,,,,,,,
05/04/1996,37.938,37.605,15.168,-8.77,,,-8.77,-6.065,,,,-6.065,,,-62.261002,,,,-62.261002,,,,,,,,,,62.261002,,,,,,,,,,,,,
08/31/1996,95.550003,67.439003,21.379,12.443,,,12.443,-5.711,,,,-5.711,,-105.000999,-105.000999,,,,-105.000999,,,,,,,,,,0.0,,,,,,,,,,,,-9.450996,
11/23/1996,12.653,37.974998,17.482,-10.874,,,-10.874,-31.93,,,,-31.93,,,-54.209999,,,,-54.209999,,,,,,,,,,54.209999,,,,,,,,,,,,,
