Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Other Electric Revenue,Revenue from Gas,Regulated Gas Revenue,Unregulated Gas Revenue,Revenue from Water,Other Revenue,Intracompany Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Other Cost of Revenue,Intracompany Cost,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,817.874023,660.453979,,,0.0,,,0.0,157.419998,,-302.347992,302.348007,196.673004,105.675003,0.0,,,,515.526031,-432.191986,180.156998,102.485001,49.301998,100.248001,83.334,-77.694001,,,0.902,,115.57,109.539001,-2.607,8.638,-36.973999,5.639999,-2.72,2.92,0.0,,,2.919999,0.0,2.92,-11.792,,-8.872,-8.872,,253.352005,-0.035,-0.035,-0.035,253.352005,-0.035,-0.035,-0.035,
06/30/1990,1074.125,898.125977,,,0.0,,,0.0,175.998993,,-378.562988,378.563011,266.239014,112.323997,0.0,,,,695.562012,-426.864014,185.751007,104.535004,48.130001,88.447998,268.697998,-135.371001,,,0.85,,123.957001,108.903,-1.983,17.037001,12.264,133.326997,-43.805,89.522003,0.0,,,89.521997,0.0,89.522003,-11.977,,77.545003,77.545003,,254.011993,0.305,0.305,0.305,254.011993,0.305,0.305,0.305,
09/30/1990,1279.197998,1087.149048,,,0.0,,,0.0,192.048996,,-392.734985,392.734993,284.925995,107.808998,0.0,,,,886.463013,-477.911011,192.432007,102.001999,45.59,137.886993,408.552002,-93.450002,,,0.831,,120.385002,108.448997,-1.937,13.873,-26.104,315.102,-93.970001,221.132004,0.0,,,221.131999,0.0,221.132004,-11.927,,209.205004,209.205004,,254.869995,0.82,0.82,0.82,254.869995,0.82,0.82,0.82,
12/31/1990,1007.379028,822.953003,,,0.0,,,0.0,184.425995,,-347.384003,347.384003,239.330002,108.054001,0.0,,,,659.995026,-470.049011,326.617004,98.467003,44.965,,189.945999,-84.677997,,,1.258,,115.242996,108.857002,-2.938,9.324,-29.306999,105.268002,-31.635,73.633003,0.0,,,73.633002,0.0,73.633003,-12.057,,61.576003,61.576003,,255.798004,0.24,0.24,0.24,255.798004,0.24,0.24,0.24,
03/31/1991,918.159973,734.369995,,,0.0,,,0.0,183.789993,,-319.424011,319.424004,213.020004,106.403999,0.0,,,,598.735962,-465.424988,186.388,102.510002,48.962002,127.565002,133.311005,-49.986002,,,1.511,,115.808998,106.785004,-2.833,11.857,-64.311996,83.325003,-19.599001,63.726002,0.0,,,63.726002,0.0,63.726002,-11.877,,51.849002,51.849002,,256.579987,0.205,0.205,0.205,256.579987,0.205,0.205,0.205,
06/30/1991,1059.60498,870.804016,,,0.0,,,0.0,188.800995,,-348.549011,348.548996,237.983994,110.565002,0.0,,,,711.055969,-495.037994,203.248001,105.356003,45.978001,140.455994,216.018005,-73.850998,,,1.479,,116.737999,109.319,-2.519,9.938,-41.408001,142.167007,-42.826,99.341003,0.0,,,99.341007,0.0,99.341003,-11.917,,87.424004,87.424004,,257.269989,0.345,0.345,0.345,257.269989,0.345,0.345,0.345,
09/30/1991,1370.609009,1172.751953,,,0.0,,,0.0,197.856995,,-374.096008,374.095993,262.93399,111.162003,0.0,,,,996.513,-536.565002,214.735992,111.348999,53.062,157.417999,459.947998,-106.094003,,,1.449,,112.454002,108.257004,-2.467,6.664,-4.911,353.853995,-118.066002,235.787994,0.0,,,235.787994,0.0,235.787994,-11.957,,223.830995,223.830995,,257.947998,0.875,0.875,0.875,257.947998,0.875,0.875,0.875,
12/31/1991,1095.36499,896.617004,,,0.0,,,0.0,198.748001,,-362.062012,362.061996,246.153,115.908997,0.0,,,,733.302979,-516.624023,354.446991,119.653,42.523998,,216.679001,-124.904,,,1.31,,117.82,105.539001,-2.23,14.511,8.394,91.775001,-27.688999,64.085999,0.0,,,64.086002,0.0,64.085999,-10.436,,53.649999,53.649999,,258.618011,0.22,0.22,0.22,258.618011,0.22,0.22,0.22,
03/31/1992,959.666016,770.379028,,,0.0,,,0.0,189.287003,,-313.924988,313.924995,194.561996,119.362999,0.0,,,,645.741028,-592.695007,189.960007,114.850998,53.745998,234.138,53.046001,-108.227001,,,1.511,,106.498001,102.918999,-1.715,5.294,3.24,-55.181,22.643,-32.537998,-94.180008,,,61.642008,0.0,61.641998,-9.693,,51.948998,51.948998,,259.028015,0.2,-0.165,-0.165,259.028015,0.2,-0.165,-0.165,
06/30/1992,1032.362061,972.534973,,,0.0,,,0.0,59.827,,-344.22699,344.226997,224.378998,119.848,0.0,,,,688.135071,-395.311005,194.378006,111.436996,53.57,35.925999,292.824005,-100.364,,,1.963,,106.319,100.415001,-1.886,7.79,-3.992,192.460005,-62.126999,130.332993,0.0,,,130.333006,0.0,130.332993,-10.133,,120.199992,120.199992,,259.028015,0.465,0.465,0.465,259.028015,0.465,0.465,0.465,
