Date,P/Book,Average,High,Low,P/Sales,P/Cash Flow,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
12/31/1983,,,,,,,,,,6.667525,,
03/31/1984,,,,,,,,,,6.223023,,
06/30/1984,,,,,,,,,,5.746772,,
09/30/1984,,,,,,,,,,6.699275,,
12/31/1984,,,,,,,,,,6.540525,,
03/31/1985,,,,,,,,,,7.048527,,
06/30/1985,,,,,,,,,,8.445532,,
09/30/1985,,,,,,,,,,8.223281,,
12/31/1985,,,,,,,,,,8.858283,,
03/31/1986,,,,,,,,,,9.652036,,
06/30/1986,,,,,,,,,,8.572532,,
09/30/1986,,,,,,,,,,7.302527,,
12/31/1986,,,,,,,,,,7.524778,,
03/31/1987,,,,,,,,,,10.160038,,
06/30/1987,,,,,,,,,,12.700048,,
09/30/1987,,,,,,,,,,16.160811,,
12/31/1987,,,,,,,,,,11.684044,,
03/31/1988,,,,,,,,,,4.349766,,
06/30/1988,,,,,,,,,,5.016519,,
09/30/1988,,,,,,,,,,4.984769,,
12/31/1988,,,,,,,,,,4.381516,,
03/31/1989,,,,,,,,,,5.39752,,
06/30/1989,,,,,,,,,,5.524521,,
09/30/1989,,,,,,,,,,5.905522,,
12/31/1989,,,,,,,,,,4.699018,,
03/31/1990,3.229235,5882.635004,5882.635004,5882.635004,,,,,,4.921269,5895.306389,
06/30/1990,3.518469,6155.207883,6428.792664,5862.958004,,,,,,5.36577,6245.745394,
09/30/1990,2.006335,5732.010756,6262.187569,4971.821211,,,,,,3.492513,5172.502478,
12/31/1990,1.233196,4647.473751,5302.118982,2968.743,0.452208,4.606872,1.292806,,10.201666,3.5893,2969.704966,
03/31/1991,1.430523,3056.826451,3249.578761,2817.523745,0.591537,5.509478,1.476947,,15.58411,4.210525,3127.730839,
06/30/1991,1.633898,3305.619844,3476.984837,3070.762268,0.744155,6.579115,1.646057,,15.876103,4.900775,3335.569074,
09/30/1991,1.71428,3410.1484,3553.959081,3291.15789,0.863013,6.969248,1.797888,,19.553055,5.176875,3441.337484,
12/31/1991,2.427783,3712.455946,4246.747465,3357.647076,1.051745,10.360285,1.778885,7.627486,12.275345,7.7308,4198.167962,
03/31/1992,1.998259,3863.222228,4164.147459,3694.32497,0.884778,7.768957,1.554574,6.519965,10.281415,6.557375,3749.631844,
06/30/1992,1.986847,3829.618927,4009.885498,3640.797497,0.89921,8.209166,1.550731,6.498101,10.237839,6.695425,3796.190648,
09/30/1992,2.330369,3741.178464,3897.102906,3591.19888,0.892951,7.8748,1.521554,13.587524,60.97976,6.695425,3786.843003,
12/31/1992,2.521295,3901.167064,4103.508996,3626.327504,0.952442,7.61633,1.479099,12.572089,47.582766,7.109575,3692.42253,
03/31/1993,2.582611,3869.525544,4133.536892,3681.156903,1.126453,9.236185,1.588416,14.510797,74.516406,8.283,3912.110733,
06/30/1993,2.78158,4124.607159,4585.307854,3846.941933,1.381311,11.423861,1.864892,17.068436,98.28941,10.146675,4599.943142,
09/30/1993,2.820987,4542.216317,4691.482019,4334.67189,1.409633,9.523691,1.916694,9.139084,14.830842,10.07765,4619.807106,
12/31/1993,3.256012,4924.80218,5275.298248,4634.528069,1.728575,11.468054,2.172962,10.344003,16.478125,12.28645,5235.100103,
03/31/1994,3.156986,5527.551877,5932.838372,5239.918984,1.741942,11.52187,2.208602,10.077309,16.096199,12.56255,5427.638313,
06/30/1994,3.328174,5325.190118,5670.578663,4915.36005,1.55477,8.939717,1.969415,9.388621,14.00436,11.389125,4936.536757,
09/30/1994,3.502885,4962.753415,5379.52887,4535.735573,1.6473,9.108489,2.022178,8.506687,12.502221,12.493525,5259.684555,
12/31/1994,2.621728,3976.089057,4367.030075,3383.752817,1.24576,6.305453,1.637454,6.974659,10.235137,17.5,4389.85009,
03/31/1995,6.764445,4881.531676,6253.533569,4367.030075,1.578907,9.853181,1.999059,8.695618,12.326323,22.875,5455.63077,
06/30/1995,7.107657,5719.199564,6448.125092,5322.53014,1.673085,10.835243,2.142136,8.688925,12.508945,25.5,5875.451422,
