Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1998,986.827026,142.591003,142.591003,0.0,149.639999,,,212.059006,41.984001,107.688004,62.387001,,23.905001,,,,,528.195007,329.20401,397.190002,-67.986,0.0,,,129.427994,80.735001,,,,,48.692993,458.632004,,81.953003,81.953003,,,,7.347,,,,,68.268997,,,,68.268997,157.569,115.745003,,,,45.959999,,,45.959999,161.705002,319.274002,0.0,348.286987,,,-1.208,,111.352997,458.431984,209.121002,667.552986,986.826988,
12/31/1998,953.245972,15.464,15.464,0.0,126.987999,,,225.880005,,,,,27.488001,,,,,395.820007,351.222992,418.993011,-67.769997,0.0,,,206.203003,,,,,,206.203003,557.425995,,69.302002,69.302002,,,,5.905,,,,,61.742003,,,,61.742003,136.949005,110.018997,,,,48.414001,,,48.414001,158.432999,295.382004,0.0,348.286987,,,-1.208,,101.297996,448.376984,209.487,657.863983,953.245987,
03/31/1999,913.361023,11.466,11.466,0.0,116.179001,,,212.548996,66.720001,97.946999,61.213001,,24.847,,,,,365.040985,346.673004,420.955994,-74.282997,0.0,,,201.647003,76.269997,57.125,19.144997,,,125.377006,548.320007,,57.926998,57.926998,,,,5.869,,,,,45.121002,,,,45.121002,108.917,105.476997,95.735997,9.741,9.741,51.507999,,,51.507999,156.984996,265.901996,0.0,348.286987,,,-1.208,,90.638,437.716987,209.742004,647.458991,913.360987,
06/30/1999,886.323975,5.044,5.044,0.0,107.973999,,,207.334,54.437,93.481003,59.416,,22.907,,,,,343.259003,340.171997,420.815002,-80.637001,0.0,,,202.886993,73.903999,56.332001,17.571998,,,128.982994,543.05899,,56.105999,56.105999,,,,9.42,,,,,42.851,,,,42.851,108.376999,87.476997,78.032997,9.444,9.444,49.300999,,,49.300999,136.777996,245.154995,0.0,348.299011,,,-1.208,,85.785003,432.876014,208.292999,641.169013,886.324008,
09/30/1999,881.554016,6.792,6.792,0.0,98.255997,,,203.669006,34.66,103.216003,65.792999,,25.544001,,,,,334.260986,339.709015,427.846008,-88.137001,0.0,,,207.584,73.341003,56.311001,17.030002,,,134.242997,547.293015,,50.477001,50.477001,,,,11.104,,,,,42.492996,,,,42.492996,104.073997,94.251999,84.453999,9.798,9.798,46.252998,,,46.252998,140.504997,244.578994,0.0,348.299011,,,-1.208,,81.169998,428.261009,208.714005,636.975014,881.554008,
12/31/1999,883.10498,20.671,20.671,0.0,106.204002,,,191.535004,45.004002,69.808998,83.892998,18.329,24.149,,,,,342.55899,333.384003,425.81601,-92.431999,0.0,,,207.162003,71.114998,54.789001,16.325996,,,136.047005,540.546005,,48.679001,48.679001,,,,95.314003,,,,,50.428001,,,,50.428001,194.421005,32.201,22.425,9.776,9.776,39.876999,,,39.876999,72.077999,266.499004,0.0,348.299011,,,-1.208,,60.990001,408.081013,208.524994,616.606007,883.105011,
03/31/2000,818.765015,6.304,6.304,0.0,76.18,,,186.044006,60.108002,92.406998,59.028999,-25.5,22.917,,,,,291.445007,323.093994,411.881989,-88.788002,0.0,,,204.225998,69.085999,53.604,15.481998,,,135.139999,527.319992,,41.215,41.215,,,,53.709,,,,,48.169994,,,,48.169994,143.093994,35.507,26.154,9.353,9.353,41.099998,,,41.099998,76.606998,219.700993,0.0,348.299011,,,-1.208,,43.235,390.326012,208.738007,599.064018,818.765011,
06/30/2000,785.835999,6.23,6.23,0.0,80.792,,,160.039993,51.813,80.896004,52.831001,-25.5,18.299,,,,,265.360992,314.15799,410.755005,-96.597,0.0,,,206.317001,51.914001,51.914001,0.0,,,154.403,520.474991,,35.556999,35.556999,,,,46.066002,,,,,41.624001,,,,41.624001,123.247002,32.623001,23.696001,8.927,8.927,44.493999,,,44.493999,77.117001,200.364002,0.0,350.354004,,,-1.208,,26.854,376.000004,209.472,585.472004,785.836006,
09/30/2000,759.357971,5.513,5.513,0.0,78.678001,,,145.985001,43.720001,81.026001,46.738998,-13.397,16.412001,,,,,246.587997,304.247986,407.84201,-103.594002,0.0,,,208.522003,71.114998,50.311001,20.803997,,,137.407005,512.769989,,69.836998,69.836998,,,,1.968,,,,,38.334002,,,,38.334002,110.139,30.625999,22.101999,8.524,8.524,45.574001,,,45.574001,76.200001,186.339001,201.25,350.354004,,,-1.208,,14.728,565.124004,7.895,573.019004,759.358005,
12/31/2000,759.145996,9.796,9.796,0.0,75.913002,,,148.384003,46.118,74.630997,53.685001,-26.049999,14.112,,,,,248.205002,302.130005,412.843994,-110.713997,80.0,,,128.811005,13.258,49.305,-36.047,,,115.553005,510.94101,,50.456001,50.456001,,,,26.122999,,,,,39.263003,,,,39.263003,115.842003,27.594999,18.952999,8.642,8.642,49.099998,,,49.099998,76.694997,192.537,,350.397003,,,-1.208,,8.326,357.515003,209.093994,566.608997,759.145997,
03/31/2001,755.820984,4.841,4.841,0.0,89.584999,,,141.985992,45.326,75.019997,47.689999,-26.049999,15.25,,,,,251.662003,293.923004,411.269012,-117.346001,0.0,,,210.235992,60.015999,47.674,12.341999,,,150.219993,504.158996,,43.832001,43.832001,,,,37.708,,,,,51.911003,,,,51.911003,133.451004,25.593,17.303,8.29,8.29,37.942001,,,37.942001,63.535001,196.986005,0.0,350.406006,,,-1.208,,0.615,349.813006,209.022003,558.835009,755.821014,
06/30/2001,736.252014,24.802,24.802,0.0,80.136002,,,147.434998,45.318001,82.779999,45.087002,-25.75,18.917,,,,,271.290009,274.627014,392.85199,-118.224998,80.0,,,110.334999,57.717999,46.217999,11.5,,,52.617,464.962013,,50.248001,50.248001,,,,2.442,2.27,0.172,0.172,,47.114,,,,47.114,99.804001,13.211,5.122,8.089,8.089,37.244999,,,37.244999,50.455999,150.26,0.0,350.869995,,,-1.208,,26.933,376.594995,209.397003,585.991998,736.251998,
09/30/2001,756.526978,15.364,15.364,0.0,89.732002,,,165.953995,45.581001,94.148003,49.944,-23.749001,21.049999,,,,,292.100006,273.984985,400.725006,-126.739998,80.0,,,110.442001,56.652,45.744999,10.907001,,,53.790001,464.426986,,54.153999,54.153999,,,,2.156,1.968,0.188,0.188,,49.859,,,,49.859,106.168999,16.667999,7.833999,8.834,8.834,35.502998,,,35.502998,52.170997,158.339996,0.0,350.950012,,,-1.208,,38.452999,388.195011,209.992004,598.187015,756.527011,
12/31/2001,699.382996,24.5,24.5,0.0,83.347,,,185.052002,57.339001,94.709,54.074001,-21.07,15.788,,,,,308.687012,275.308014,409.769989,-134.462006,27.5,,,87.888,54.146,44.310001,9.835999,,,33.742,390.696014,,42.820999,42.820999,,,,2.034,1.694,0.34,0.34,,77.505002,,,,77.505002,122.360001,20.263,11.665,8.598,8.598,48.678001,,,48.678001,68.941001,191.301002,0.0,350.833008,,,-1.208,,-51.511002,298.114006,209.968002,508.082008,699.38301,
03/31/2002,646.992,5.913,5.913,0.0,79.526,79.526,,192.766,52.507,90.904,58.495,-9.14,13.475,,,,,291.68,267.577,410.017,-142.44,0.0,,,87.735,53.43,44.166,9.264,,21.155,13.15,355.312,,34.04,34.04,,,,2.302,,,,,70.968,,,,70.968,107.31,222.73,214.003,8.727,8.727,46.86,,,46.86,269.59,376.9,0.0,350.833,,,-1.208,-51.923,-36.855,260.847,9.245,270.092,646.992,
06/30/2002,642.667,7.372,7.372,,76.819,,,197.716,53.79,88.566,65.711,-10.351,6.137,,,,,288.044,265.369,418.795,-153.426,,,,89.254,54.002,45.077,8.925,,21.776,13.476,354.623,,25.297,25.297,,,,11.435,,,,,71.816,,,,71.816,108.548,219.973,210.812,9.161,9.161,47.203,,,47.203,267.176,375.724,,350.98,,,-1.208,,-92.343,257.429,9.514,266.943,642.667,
09/30/2002,582.403015,4.562,4.562,0.0,78.206001,,,190.445007,71.966003,83.990997,62.577999,-28.09,5.62,,,,,278.833008,258.600006,421.115997,-162.516006,0.0,,,44.970001,8.412,0.0,8.412,,,36.558001,303.570007,,28.693001,28.693001,,,,18.025,,,,,64.611001,,,,64.611001,111.329002,10.54,1.302,9.238,9.238,44.166,,,44.166,54.706,166.035002,0.0,350.977997,,,-1.208,,-144.204003,205.565994,210.802002,416.367996,582.402998,
12/31/2002,570.140015,6.214,6.214,0.0,68.791,,,181.932007,67.658997,81.184998,63.458,-30.370001,5.735,,,,,262.671997,254.671997,418.971008,-164.298996,0.0,,,52.796001,8.442,0.0,8.442,,,44.354001,307.467999,,26.459999,26.459999,,,,13.636,12.994,0.642,0.642,,52.529001,,,,52.529001,92.625,223.440994,213.865994,9.575,9.575,84.307999,,,84.307999,307.748993,400.373993,0.0,350.92099,,,-1.208,-127.371002,-62.991997,159.349991,10.416,169.765991,570.139984,
03/31/2003,577.266,26.556,26.556,0.0,82.95,82.95,,167.716,46.594,79.028,58.765,-16.671,7.587,,,,,284.809,245.686,417.74,-172.054,0.0,,,46.771,7.857,,,,22.831,16.083,292.457,,27.532,27.532,,,,3.867,,,,,80.092,,,,80.092,111.491,229.409,220.48,8.929,8.929,79.902,,,79.902,309.311,420.802,0.0,350.711,,,-1.208,-140.961,-62.985,145.557,10.907,156.464,577.266,
06/30/2003,564.390991,26.434,26.434,0.0,83.516998,,,160.315994,53.661999,76.219002,60.237999,-29.802999,6.101,,,,,276.368011,242.184006,425.194,-183.009995,0.163,,,45.675999,7.551,,,,,38.124999,288.023004,,27.139999,27.139999,,,,5.971,5.384,0.587,0.587,,73.835999,,,,73.835999,106.946999,9.289,0.0,9.289,9.289,92.928001,,,92.928001,102.217001,209.164,0.0,350.765015,,,-1.208,-147.313004,-58.120995,144.123016,211.104004,355.22702,564.39102,
09/30/2003,548.296021,29.914,29.914,0.0,68.253998,,,162.397003,50.456001,75.745003,62.067001,-25.871,6.477,,,,,267.041992,235.449005,417.837006,-182.388,0.0,,,45.805,7.85,,,,,37.955,281.254005,,27.778,27.778,,,,1.433,0.864,0.569,0.569,,62.977004,,,,62.977004,92.188004,9.16,0.0,9.16,9.16,93.974998,,,93.974998,103.134998,195.323002,0.0,350.744995,,,-1.208,-150.298996,-57.349007,141.888992,211.084,352.972992,548.295994,
12/31/2003,567.408997,35.040001,35.040001,,67.431999,67.431999,,165.720993,45.445999,76.572998,62.687,-18.985001,7.785,,,,,275.977997,239.182007,432.958008,-193.776001,,,,52.249001,6.294,,,,,45.955001,291.431008,,29.200001,29.200001,,,,0.524,0.0,0.524,0.524,,48.780996,,,,48.780996,78.504997,217.231003,207.465003,9.766,9.766,101.785004,,,101.785004,319.016007,397.521004,,350.674988,,,-1.208,-140.427994,-50.282005,158.756989,11.131,169.887989,567.408993,
03/31/2004,603.289978,32.778999,32.778999,0.0,80.332001,,,175.975998,53.495998,81.476997,60.415001,-19.412001,6.926,,,,,296.013,236.537003,439.677002,-203.139999,24.131001,,,46.609001,5.938,0.0,5.938,,,40.671001,307.277004,,30.365999,30.365999,,,,0.176,0.0,0.176,0.176,,94.433999,,,,94.433999,124.975998,217.548996,207.464996,10.084,10.084,86.036003,,,86.036003,303.584999,428.560997,0.0,350.664001,,,-1.208,-142.082001,-43.945992,163.428009,11.301,174.729009,603.290006,
06/30/2004,591.338989,9.216,9.216,0.0,86.286003,,,187.039001,62.316002,85.010002,60.646,-20.933001,4.892,,,,,287.433014,230.886002,439.243011,-208.356995,23.118,,,49.902,5.545,0.0,5.545,,,44.357,303.906002,,86.286003,86.286003,,,,1.17,1.0,0.17,0.17,,25.527998,,,,25.527998,112.984001,217.279007,207.465007,9.814,9.814,84.779999,,,84.779999,302.059006,415.043007,0.0,350.666992,,,-1.208,-140.216003,-43.737999,165.50499,10.791,176.29599,591.338997,
09/30/2004,626.796997,7.973,7.973,0.0,86.371002,86.371002,,213.574997,78.353996,90.757004,66.447998,-21.983999,6.596,,,,,314.515015,227.438004,442.42099,-214.983002,40.77,,,44.074001,5.165,0.0,5.165,,,38.909001,312.282005,,41.695,41.695,,,,33.929001,33.759001,0.17,0.17,,64.217995,,,,64.217995,139.841995,21.75,12.01,9.74,9.74,84.037003,,,84.037003,105.787003,245.628998,173.649994,350.971985,,,-1.208,-114.974998,-38.399002,370.039978,11.128,381.167978,626.796976,
12/31/2004,700.603,7.194,7.194,0.0,96.756,96.756,,266.634,83.464,97.47,67.756,17.944,8.095,,,,,378.679,228.173,451.942,-223.769,47.214,,,46.537,5.057,,,,,41.48,321.924,,44.164,44.164,,,,43.176,,,,,83.142,,,,83.142,170.482,12.01,11.813,0.197,0.197,99.144,,,99.144,111.154,281.636,173.65,351.026,,,-1.208,-77.044,-39.996,406.428,12.539,418.967,700.603,
06/30/2005,805.294,4.938,4.938,,130.023,130.023,,305.261,101.691,121.309,82.261,,5.447,,,,,445.669,242.048,465.711,-223.663,55.587,,,61.99,4.529,,,,,57.461,359.625,,60.878,60.878,,,,66.672,,,,,87.841,,,,87.841,215.391,12.01,,,,94.997,,,94.997,107.007,322.398,173.65,352.922,,,-1.208,-5.337,-48.15,471.877,11.019,482.896,805.294,
09/30/2005,841.362976,5.54,5.54,,140.352997,140.352997,,337.157013,103.489998,145.031006,88.636002,,8.13,,,,,491.179993,245.257004,473.777008,-228.520004,48.740002,,,56.186001,4.309,,,,,51.877001,350.183006,,55.939999,55.939999,,,,64.996002,,,,,88.825993,,,,88.825993,209.761993,16.691999,,,,94.066002,,,94.066002,110.758001,320.519995,167.686005,364.890991,,,,27.618999,-51.59,508.605995,12.237,520.842996,841.36299,
12/31/2005,907.264,17.605,17.605,,142.902,142.902,,365.696,102.445,169.856,73.395,385.696,24.067,,,,,550.27,252.99,486.924,-233.934,46.477,,,57.527,0.683,,,,,56.844,356.994,,61.457,61.457,,,,0.0,,,,,105.393,,,,105.393,166.85,57.211,,,,107.512,,,107.512,164.723,331.573,132.493,401.767,,,,66.179,-38.271,562.168,13.523,575.691,907.264,
03/31/2006,989.885,11.943,11.943,0.0,190.554,190.554,,400.637,119.23,195.722,65.556,20.129,16.548,,,,,619.682,262.894,503.463,-240.569,46.066,46.066,,61.243,,,,,28.607,32.636,370.203,,66.725,66.725,,,,0.0,,,,,113.44,,,,113.44,180.165,48.791,,,,105.572,,,105.572,154.363,334.528,108.645,444.488,,,,122.8,-36.774,639.159,16.198,655.357,989.885,
06/30/2006,1056.299,13.754,13.754,0.0,196.758,196.758,,436.489,132.585,209.704,75.992,18.208,15.411,,,,,662.412,276.401,528.761,-252.36,50.806,,,66.68,1.125,,,,32.613,32.942,393.887,,75.221,75.221,,,,0.0,,,,,91.525,,,,91.525,166.746,48.436,,,,113.759,,,113.759,162.195,328.941,76.21,483.922,,,,176.913,-25.844,711.201,16.157,727.358,1056.299,
09/30/2006,1127.626,26.66,26.66,0.0,178.11,178.11,,489.155,159.573,225.98,82.582,21.02,23.699,,,,,717.624,295.865,552.976,-257.111,44.395,44.395,,69.742,,,,,34.001,35.741,410.002,,70.566,70.566,,,,0.0,,,,,109.73,,,,109.73,180.296,55.283,,,,115.511,,,115.511,170.794,351.09,85.688,474.824,,,0.0,229.636,-31.622,758.526,18.01,776.536,1127.626,
12/31/2006,1216.873,29.36,29.36,0.0,213.014,213.014,,501.507,151.729,239.396,90.283,20.099,13.685,,,,,757.566,329.836,596.536,-266.7,56.826,,,72.645,0.0,0.0,0.0,,,72.645,459.307,,87.845,87.845,,,,0.0,,,,,123.286,,,,123.286,211.131,0.0,,,,105.546,,,105.546,105.546,316.677,75.045,485.984,,,0.0,340.279,-22.436,878.872,21.324,900.196,1216.873,
03/31/2007,1285.099976,75.599998,75.599998,0.0,222.899994,222.899994,,518.299988,143.899994,245.199997,105.900002,23.299999,14.4,,,,,831.200012,334.899994,608.400024,-273.5,46.099998,,,72.900002,0.0,0.0,0.0,,,72.900002,453.899994,,80.5,80.5,,,,0.0,,,,,129.600006,,,,129.600006,210.100006,0.0,,,,104.400002,,,104.400002,104.400002,314.500008,73.900002,487.899994,,,0.0,415.200012,-31.100006,945.900002,24.700001,970.600002,1285.10001,
06/30/2007,1315.8,44.0,44.0,0.0,243.1,243.1,,546.4,148.6,268.7,105.8,23.3,15.6,,,,,849.1,344.4,629.0,-284.6,52.2,52.2,,70.1,0.0,0.0,0.0,,,70.1,466.7,,67.7,67.7,,,,0.0,,,,,89.9,,,,89.9,157.6,0.0,,,,105.3,,,105.3,105.3,262.9,73.4,489.2,,,0.0,491.5,-20.9,1033.2,19.7,1052.9,1315.8,
09/30/2007,1382.400024,78.800003,78.800003,0.0,205.199997,205.199997,,570.200012,152.199997,265.700012,130.699997,21.6,28.6,,,,,882.799988,360.799988,654.0,-293.200012,55.400002,,,83.400002,0.0,0.0,0.0,,,83.400002,499.599991,,66.199997,66.199997,,,,0.0,,,,,92.5,,,,92.5,158.699997,0.0,,,,106.5,,,106.5,106.5,265.199997,73.400002,489.299988,,,0.0,543.700012,-11.299988,1095.100014,22.1,1117.200014,1382.400011,
12/31/2007,1419.9,90.0,90.0,0.0,209.9,209.9,,562.7,145.2,268.7,125.8,23.0,35.2,,,,,897.8,382.0,681.4,-299.4,53.2,,,86.9,0.0,0.0,0.0,,,86.9,522.1,,72.6,72.6,,,,0.0,,,,,105.1,,,,105.1,177.7,0.0,,,,85.6,,,85.6,85.6,263.3,4.1,560.0,,,0.0,589.0,-20.4,1132.7,23.9,1156.6,1419.9,
03/31/2008,1426.0,50.0,50.0,0.0,206.8,206.8,,574.1,121.2,276.2,132.6,44.1,26.8,,,,,857.7,407.2,709.5,-302.3,70.4,21.1,,90.7,0.0,,,,,90.7,568.3,,82.6,82.6,,,,0.0,,,,,96.4,,,,96.4,179.0,0.0,,,,82.7,,,82.7,82.7,261.7,3.2,1050.2,,,0.0,615.6,-533.1,1135.9,28.4,1164.3,1426.0,
06/30/2008,1457.0,41.4,41.4,0.0,186.4,186.4,,598.1,118.0,305.3,125.5,49.3,31.2,,,,,857.1,425.2,737.2,-312.0,80.1,,,94.6,,,,,,94.6,599.9,,78.6,78.6,,,,0.0,,,,,81.9,,,,81.9,160.5,22.5,,,,80.0,,,80.0,102.5,263.0,3.2,1050.4,,,0.0,649.3,-531.8,1171.1,22.9,1194.0,1457.0,
09/30/2008,1438.400024,36.400002,36.400002,0.0,182.0,182.0,,598.0,152.199997,308.5,119.400002,17.9,30.1,,,,,846.5,428.299988,742.599976,-314.299988,66.300003,,,97.300003,0.0,0.0,0.0,,,97.300003,591.899994,,74.300003,74.300003,,,,0.0,,,,,85.699997,,,,85.699997,160.0,13.1,,,,74.900002,,,74.900002,88.000002,248.000002,3.2,525.200012,,,0.0,675.900024,-36.400024,1167.900012,22.5,1190.400012,1438.400014,
12/31/2008,1367.699951,45.0,45.0,0.0,145.399994,145.399994,,569.700012,166.600006,264.100006,119.800003,19.200001,28.799999,,,,,788.900024,427.100006,731.700012,-304.600006,74.800003,,,76.900002,0.0,0.0,0.0,,,76.900002,578.800011,,58.5,58.5,,,,0.0,,,,,93.699997,,,,93.699997,152.199997,0.0,,,,115.199997,,,115.199997,115.199997,267.399994,3.2,525.200012,,,0.0,696.700012,-145.5,1079.600024,20.700001,1100.300025,1367.700019,
03/31/2009,1362.5,64.3,64.3,0.0,130.7,130.7,0.0,563.7,132.2,262.8,119.0,49.7,28.9,,18.8,0.5,5.7,787.6,423.0,736.0,-313.0,72.7,14.3,58.4,79.2,,,,44.1,,16.3,574.9,,109.4,46.9,2.4,,60.1,0.0,0.0,,,,17.9,0.0,0.0,1.4,17.9,127.3,0.0,0.0,,,116.6,28.9,77.0,9.3,116.6,243.9,3.2,525.3,1.8,523.5,0.0,716.4,-147.4,1097.5,21.1,1118.6,1362.5,
06/30/2009,1390.6,106.6,106.6,0.0,128.9,128.9,0.0,547.0,127.4,250.3,119.4,49.9,29.1,,22.1,2.3,4.4,811.6,427.3,757.1,-329.8,69.9,12.0,57.9,81.8,,,,43.4,,16.3,579.0,,104.6,40.1,1.9,,62.6,0.0,0.0,,,,18.9,,,1.4,18.9,123.5,0.0,0.0,,,122.4,29.3,82.3,9.4,122.4,245.9,3.2,521.1,1.8,519.3,0.0,725.0,-121.5,1127.8,16.9,1144.7,1390.6,
09/30/2009,1403.3,143.6,143.6,0.0,134.2,134.2,0.0,512.5,130.4,224.2,108.1,49.8,35.3,,21.5,4.2,9.0,825.6,420.8,755.8,-335.0,76.1,17.0,59.1,80.8,,,,42.8,,16.5,577.7,,111.9,35.3,5.2,,71.4,0.0,0.0,,,,22.5,,,1.5,21.1,134.4,0.0,0.0,,,120.9,29.7,80.5,9.2,120.9,255.3,3.2,519.6,1.8,517.8,0.0,726.2,-118.5,1130.5,17.5,1148.0,1403.3,
12/31/2009,1378.6,169.4,169.4,0.0,85.0,85.0,0.0,475.6,132.1,203.2,89.5,50.8,77.3,0.0,16.8,8.2,43.8,807.3,416.1,757.2,-341.1,79.8,20.6,59.2,75.4,2.1,2.1,0.0,42.2,,14.3,571.3,,83.4,30.1,0.9,,52.4,0.0,0.0,0.0,0.0,,21.2,0.0,0.0,1.6,20.8,104.6,0.0,0.0,0.0,0.0,149.9,19.9,120.8,7.6,149.9,254.5,3.2,510.8,1.8,509.0,0.0,731.0,-138.0,1107.0,17.1,1124.1,1378.6,
