Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1990,-36.299999,36.200001,61.200001,-9.5,,-9.5,-124.199997,,,,-124.199997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,-27.6,47.099998,61.0,-26.0,,-26.0,-109.699997,,,,-109.699997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,107.199997,55.400002,65.800003,-54.0,,-54.0,40.0,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,103.400002,58.700001,61.599998,-24.200001,,-24.200001,7.3,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.400002,,,
03/31/1991,-54.0,27.4,64.300003,-4.1,,-4.1,-141.600006,,,,-141.600006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,102.900002,32.299999,68.5,10.5,,10.5,-8.4,,,,-8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,109.800003,24.6,73.300003,9.7,,9.7,2.2,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,127.5,-57.700001,88.400002,-4.1,,-4.1,100.900002,,,,100.900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.5,,,
03/31/1992,55.0,-4.1,68.199997,72.900002,,72.900002,-82.0,,,,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,98.599998,14.0,71.900002,-24.200001,,-24.200001,36.900002,,,,36.900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
