Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Net Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1990,719.974823,719.887894,719.887894,,1.277977,0.412564,1.201576,0.219479,0.154167,0.154167,,0.154167,0.154167,0.154167,0.033333,2.596238,,9.967015,2.643148,,
06/30/1990,720.159988,720.078003,720.078003,,1.405403,0.433286,1.326245,0.233308,0.164167,0.164167,,0.164167,0.164167,0.164167,0.033333,1.510947,,12.25561,2.774384,,
09/30/1990,720.267471,720.195007,720.195007,,1.395455,0.460986,1.303814,0.248544,0.170833,0.170833,,0.170833,0.170833,0.170833,0.033333,1.15802,,8.187236,2.911418,,
12/31/1990,720.429749,720.359985,720.359985,,1.470098,0.503915,1.346549,0.113832,0.085833,0.085833,,0.085833,0.085833,0.085833,0.033333,-2.343273,,6.744585,2.964897,,
03/31/1991,720.558243,720.240005,720.240005,,1.466178,0.485949,1.364823,0.249917,0.176667,0.176667,,0.176667,0.176667,0.176667,0.041667,1.549483,,9.80351,3.098986,,
06/30/1991,720.210068,720.480011,720.480011,,1.449034,0.509383,1.342161,0.265101,0.184167,0.184167,,0.184167,0.184167,0.184167,0.041667,4.215245,,11.38279,3.239333,,
09/30/1991,720.424576,720.480011,720.480011,,1.485121,0.551022,1.378248,0.2998,0.206667,0.206667,,0.206667,0.206667,0.206667,0.041667,-1.925105,,10.908845,3.403549,,
12/31/1991,720.238678,720.240005,720.240005,,1.516161,0.560924,1.399533,0.295735,0.203333,0.203333,,0.203333,0.203333,0.203333,0.041667,4.32217,,11.089379,3.562708,,
03/31/1992,720.396011,720.359985,720.359985,,1.506191,0.546949,1.388195,0.28458,0.195,0.195,,0.195,0.195,0.195,0.0475,7.937698,,14.604467,3.711847,,
06/30/1992,720.763977,720.200012,720.200012,,1.552347,0.615107,1.424604,0.337406,0.22,0.22,,0.22,0.22,0.22,0.0475,-7.098028,,17.606318,3.854244,,
09/30/1992,721.14801,721.039978,721.039978,,1.556086,0.606069,1.425718,0.320371,0.2075,0.2075,,0.2075,0.2075,0.2075,0.0475,-6.5461,,20.416059,4.015819,,
12/31/1992,721.33142,720.0,720.0,,1.677778,0.595833,1.530556,0.308333,0.2,0.2,0.2,0.2,0.2,0.2,0.0475,7.918056,,8.945957,4.170067,,
03/31/1993,721.059998,721.252014,721.252014,,1.644363,0.698785,1.457188,0.407625,0.265,0.265,,0.265,0.265,0.265,0.055,-5.439153,,15.661665,4.37689,,
06/30/1993,721.463989,721.195984,721.195984,,1.869117,0.662788,1.669449,0.359126,0.235,0.235,,0.235,0.235,0.235,0.055,9.151465,,14.056142,4.567103,,
09/30/1993,721.955994,722.200012,722.200012,,1.970368,0.706176,1.750208,0.382166,0.2575,0.2575,,0.2575,0.2575,0.2575,0.055,-5.776793,,15.106184,4.744056,,
12/31/1993,722.14398,722.059996,722.059996,,2.253275,0.721547,2.049691,0.414093,0.26,0.26,0.26,0.26,0.26,0.26,0.055,16.758995,,4.453406,4.90207,,
03/31/1994,722.200012,722.223999,722.223999,,2.229225,0.805844,2.107379,0.533076,0.3,0.36,,0.3,0.36,0.36,0.065,-0.890306,,13.685959,5.184159,,
06/30/1994,723.187988,722.283997,722.283997,,2.273344,0.778087,2.141817,0.497034,0.3225,0.3225,,0.3225,0.3225,0.3225,0.065,-2.80776,,11.286139,5.452248,,
