Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,EBITDA Margin,Operating Margin,Incremental Operating Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/1994,,,,,,,84.050279,55.775037,,54.224144,54.224144,54.224144,,0.0,0.0,,
06/30/1994,,,,,,,81.930271,52.602041,,57.202381,57.202382,57.202382,,0.0,0.0,,
09/30/1994,,,,,,,77.802414,49.478526,,-43.483617,-43.483617,-43.483617,,,,,
12/31/1994,,,,,,,79.211043,52.165679,,56.402365,56.402367,56.402367,,0.0,163.743187,,
03/31/1995,,,,,,,80.516427,52.473169,-177.709088,50.310191,50.310192,50.310192,,0.0,146.242299,,
06/30/1995,,4.053059,3.691713,3.735364,,,81.181084,51.890878,34.575593,47.325003,47.325003,47.325003,,0.0,151.484298,-2.086689,
09/30/1995,,7.310187,6.526038,6.630592,7.205186,,84.101661,54.625246,122.378319,46.710423,46.710424,46.710424,,0.0,153.611117,-3.919073,
12/31/1995,,7.142489,6.645838,6.844463,7.550833,,87.59978,59.200394,114.685802,53.808992,53.808991,53.808991,,0.0,250.331825,-10.737434,
03/31/1996,,7.680426,7.138909,7.26861,8.017212,,84.910727,55.34185,73.837872,56.974888,56.974887,56.974887,,0.0,90.738855,0.711295,
06/30/1996,,8.261722,7.400665,7.530558,8.238848,,87.52658,57.8353,110.043023,55.840727,55.840725,55.840725,,0.0,140.302037,-3.329642,
09/30/1996,,8.594315,7.449245,7.606585,8.154044,,87.940752,58.663296,130.352373,57.008672,57.008669,57.008669,,0.0,133.954372,-2.918146,
12/31/1996,,8.528416,7.392834,7.63344,8.194168,,87.574834,60.527322,73.873229,56.476883,56.476883,56.476883,,0.0,123.094276,-1.969576,
03/31/1997,,8.637334,7.373128,7.513182,8.242163,,88.733855,59.896643,96.768531,52.874679,52.874681,52.874681,,0.0,132.693953,-2.823886,
06/30/1997,,8.828029,7.237961,7.381147,8.42825,,89.059115,61.247911,79.96786,50.040319,50.040317,50.040317,,0.0,134.618243,-3.056108,
09/30/1997,,9.041767,6.854979,7.018274,8.404919,,89.212132,61.271743,73.293357,50.264203,50.264201,50.264201,,0.0,128.32507,-2.561087,
12/31/1997,,8.611167,6.744136,6.884085,8.512744,,89.398999,63.991566,78.500911,51.673433,51.673433,51.673433,,0.0,122.117208,-1.90455,
