Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1989,12.251,,-5.998,,6.253,,-3.917,,,,,2.336,-0.082,,0.202,,0.0,-0.12,2.254,-0.59,1.664,0.0,,,1.664,0.0,1.664,0.0,,1.664,1.664,,204.720001,0.008125,0.008125,,204.720001,0.008125,0.008125,0.008125,
12/31/1989,13.157,,-6.451,,6.705999,,-4.109,,,,,2.597,-0.113,,0.231,,0.0,-0.118,2.484,-0.678,1.806,0.0,,,1.806,0.0,1.806,0.0,,1.806,1.806,,204.927994,0.00875,0.00875,,204.927994,0.00875,0.00875,0.00875,
03/31/1990,14.423,,-7.011,,7.412,,-4.558,,,,,2.854,-0.18,,0.221,,0.0,-0.041,2.674,-0.701,1.973,0.0,,,1.973,0.0,1.973,0.0,,1.973,1.973,,210.160004,0.009375,0.009375,,210.160004,0.009375,0.009375,0.009375,
06/30/1990,16.129,,-8.269,,7.86,,-4.955,,,,,2.905,-0.144,,0.214,,0.0,-0.07,2.761,-0.601,2.16,0.0,,,2.16,0.0,2.16,0.0,,2.16,2.16,,214.096,0.01,0.01,0.01,214.096,0.01,0.01,0.01,
09/30/1990,17.316999,,-8.386,,8.931,,-5.259,,,,,3.672,-0.179,,0.214,,0.0,-0.035,3.493,-1.223,2.27,0.0,,,2.27,0.0,2.27,0.0,,2.27,2.27,,211.744003,0.010625,0.010625,,211.744003,0.010625,0.010625,0.010625,
12/30/1990,18.045,,-8.681,,9.364,,-5.542,,,,,3.822,-0.086,,0.202,,0.0,-0.116,3.736,-1.307,2.429,0.0,,,2.429,0.0,2.429,0.0,,2.429,2.429,,215.679993,0.01125,0.01125,,215.679993,0.01125,0.01125,0.01125,
03/31/1991,18.822001,,-9.034,,9.788,,-5.694,,,,,4.094,-0.069,,0.178,,0.0,-0.109,4.025,-1.409,2.616,0.0,,,2.616,0.0,2.616,0.0,,2.616,2.616,,220.287994,0.011875,0.011875,,220.287994,0.011875,0.011875,0.011875,
06/30/1991,19.622,,-9.043,,10.579,,-6.182,,,,,4.397,-0.054,,0.165,,0.0,-0.111,4.343,-1.52,2.823,0.0,,,2.823,0.0,2.823,0.0,,2.823,2.823,,224.896,0.0125,0.0125,0.0125,224.896,0.0125,0.0125,0.0125,
09/30/1991,20.421,,-9.282,,11.139,,-6.436,,,,,4.703,0.096,,0.136,,0.0,-0.232,4.799,-1.68,3.119,0.0,,,3.119,0.0,3.119,0.0,,3.119,3.119,,226.960007,0.01375,0.01375,,226.960007,0.01375,0.01375,0.01375,
12/31/1991,21.108999,,-9.344,,11.764999,,-6.813,,,,,4.952,0.168,,0.115,,0.0,-0.283,5.12,-1.792,3.328,0.0,,,3.328,0.0,3.328,0.0,,3.328,3.328,,231.455994,0.014375,0.014375,,231.455994,0.014375,0.014375,0.014375,
