Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1996,348.82901,187.431004,139.408005,48.022999,59.541,,,40.195,,,,,8.648,,,,,,295.815002,29.975,47.772999,-17.798,10.466,,12.573,,,,12.573,53.014,,23.396,23.396,,,,0.0,,,,,,26.615002,,,26.615002,50.011002,0.0,,,,,0.0,,,,,,0.0,0.0,50.011002,0.0,239.834,,,0.0,,58.984001,298.818001,0.0,298.818001,348.829002,
09/30/1996,356.634003,170.137001,125.473,44.664001,63.171001,,,41.034,,,,,11.43,,,,,,285.772003,35.617001,56.358002,-20.740999,6.925,,28.32,,,,28.32,70.862,,14.102,14.102,,,,3.0,,,,,,30.449998,,,30.449998,47.551998,0.0,,,,,0.0,,,,,,0.0,0.0,47.551998,0.0,252.145996,,,0.0,,56.936001,309.081997,0.0,309.081997,356.633995,
12/31/1996,373.85199,173.636997,127.740997,45.896,66.633003,,,48.402,,,,,13.045,,,,,,301.71701,36.394001,59.257,-22.863001,7.255,,28.486,,,,28.486,72.135001,,18.691999,18.691999,,,,3.0,,,,,,29.434999,,,29.434999,51.126999,0.0,,,,,0.0,,,,,,0.0,0.0,51.126999,0.0,256.894989,,,0.0,,65.830002,322.724991,0.0,322.724991,373.85199,
03/31/1997,372.666992,143.397003,109.759003,33.638,62.318001,,,60.883999,,,,,8.295,,,,,,274.894012,38.924,63.794998,-24.871,19.045,,39.804001,,,,39.804001,97.773001,,17.507999,17.507999,,,,4.5,,,,,,27.293999,,,27.293999,49.301998,0.0,,,,,0.0,,,,,,0.0,0.0,49.301998,0.0,258.725006,,,0.0,,64.639999,323.365005,0.0,323.365005,372.667004,
06/30/1997,377.862,158.389,119.152,39.237,46.540001,,,71.325996,,,,,8.917,,,,,,285.171997,41.098,68.287003,-27.188999,11.805,,39.786999,,,,39.786999,92.689999,,23.895,23.895,,,,4.5,,,,,,27.338001,,,27.338001,55.733002,0.0,,,,,0.0,,,,,,0.0,0.0,55.733002,0.0,259.463013,,,0.0,,62.666,322.129013,0.0,322.129013,377.862015,
09/30/1997,374.953003,142.548004,105.521004,37.027,48.73,,,63.043999,,,,,16.781,,,,,,271.102997,42.466999,72.174004,-29.707001,11.76,,49.623001,,,,49.623001,103.85,,9.922,9.922,,,,3.5,,,,,,56.531003,,,56.531003,69.953003,0.0,,,,,0.0,,,,,,0.0,0.0,69.953003,0.0,259.796997,,,0.0,,45.202999,304.999996,0.0,304.999996,374.952999,
12/31/1997,377.048004,142.473999,106.972,35.501999,47.341,,,60.174,,,,,24.228001,,,,,,274.21701,41.027,71.414001,-30.386999,11.134,,50.669998,,,,50.669998,102.830998,,12.472,12.472,,,,4.087,,,,,,57.756002,,,57.756002,74.315002,0.0,,,,,0.0,,,,,,0.0,0.0,74.315002,0.0,261.09201,,,0.0,,41.640999,302.733009,0.0,302.733009,377.048012,
03/31/1998,375.522003,137.575996,108.853996,28.722,51.657001,,,55.845001,,,,,20.118,,,,,,265.195984,41.499001,74.760002,-33.261002,20.089001,,48.737999,,,,48.737999,110.326,,12.963,12.963,,,,2.597,,,,,,53.484998,,,53.484998,69.044998,0.0,,,,,0.0,,,,,,0.0,0.0,69.044998,0.0,261.546997,,,0.0,,44.93,306.476997,0.0,306.476997,375.521996,
06/30/1998,385.563995,165.313992,129.636993,35.676998,49.245998,,,51.049,10.171,7.384,33.493999,,19.483999,,,,,,285.092987,40.376995,76.103996,-35.727001,12.53,,47.563999,,,,47.563999,100.470994,,15.686,15.686,,,,2.547,,,,,,53.354998,,,53.354998,71.587997,0.0,,,,,0.0,,,,,,0.0,0.0,71.587997,0.0,264.20401,,,0.0,,49.771999,313.976009,0.0,313.976009,385.564007,
09/30/1998,380.351013,172.425003,138.690002,33.735001,43.932999,,,42.979,9.49,6.952,26.537001,,18.325001,,,,,,277.661987,40.059002,78.664001,-38.605,17.500999,,45.129002,,,,45.129002,102.689003,,7.486,7.486,,,,1.536,,,,,,49.304,,,49.304,58.326,0.0,,,,,0.0,,,,,,0.0,0.0,58.326,0.0,264.872986,,,0.0,,57.152,322.024986,0.0,322.024986,380.350986,
12/31/1998,386.548004,138.353004,109.063004,29.290001,47.946999,,,55.428001,11.342,5.784,38.301998,0.0,21.618,,,,,,263.346008,41.48,82.492996,-41.013,17.297001,,64.425003,57.799999,,,6.625004,123.202003,,26.816,26.816,,,,5.19,,,,,,42.510998,,,42.510998,74.516998,4.191,,,,,0.0,,,,,,0.0,4.191,78.707998,0.0,280.178986,,,0.0,,27.660999,307.839985,0.0,307.839985,386.547983,
03/31/1999,387.621002,124.310001,91.291,33.019001,57.955002,,,46.841999,7.81,5.058,33.973999,,20.431,,,,,,249.537994,41.687,85.288002,-43.601002,27.792,,68.603996,,,,68.603996,138.082996,,12.026,12.026,,,,5.598,,,,,,48.004998,,,48.004998,65.628998,4.202,,,,,0.0,,,,,,0.0,4.202,69.830998,0.0,283.520996,,,0.0,,34.269001,317.789997,0.0,317.789997,387.620995,
06/30/1999,409.248993,146.786995,107.075996,39.710999,57.919998,,,47.462002,8.587,5.476,33.398998,,18.802,,,,,,270.971008,41.34082,87.306,-45.965,29.691999,,67.245003,,,,67.245003,138.277822,,13.689,13.689,,,,5.332,,,,,,56.512997,,,56.512997,75.533997,4.211,,,,,0.0,,,,,,0.0,4.211,79.744997,0.0,287.578003,,,0.0,,41.925999,329.504002,0.0,329.504002,409.248998,
09/30/1999,383.131012,120.911003,74.677002,46.234001,55.869999,,,48.369999,8.736,5.35,34.284,0.0,19.091999,,,,,,244.242996,40.132,87.357002,-47.224998,35.751999,,63.004002,0.0,,,63.004002,138.888,,11.219,11.219,,,,4.152,,,,,,54.850001,,,54.850001,70.221001,4.208,,,,,0.0,,,,,,0.0,4.208,74.429001,0.0,287.746002,,,-30.163,,51.118999,308.702002,0.0,308.702002,383.131002,
12/31/1999,360.15799,105.410999,58.576,46.834999,58.353001,,,47.487999,6.385,4.19,36.912998,0.0,21.163,,,,,,232.414993,39.549999,88.657997,-49.108002,25.517,,62.675999,51.469002,33.317001,18.152,11.206997,127.742998,,19.646999,19.646999,,,,3.25,3.25,0.0,0.0,,,52.627003,,,52.627003,75.524002,0.293,0.293,0.0,0.0,,0.0,,,,,,0.0,0.293,75.817002,0.0,288.416992,,,-64.222,,60.146,284.340992,0.0,284.340992,360.157994,
03/31/2000,361.802002,110.350002,68.369003,41.980999,62.686001,,,47.187,7.498,4.193,35.495998,0.0,21.622,,,,,,241.845001,39.321999,90.43,-51.108002,21.865,,58.77,,,,58.77,119.956999,,16.399,16.399,,,,3.519,,,,,,53.070998,,,53.070998,72.988998,0.0,,,,,0.0,,,,,,0.0,0.0,72.988998,0.0,293.511993,,,0.0,,-4.699,288.812994,0.0,288.812994,361.801992,
06/30/2000,376.088989,124.417,73.653999,50.763,63.293999,,,56.747002,11.526,3.317,41.903999,0.0,21.290001,,,,,,265.747986,39.504002,93.491997,-53.987999,13.98,,56.856998,0.0,,,56.856998,110.341,,18.908001,18.908001,,,,3.376,,,,,,64.755001,,,64.755001,87.039001,0.0,,,,,0.0,,,,,,0.0,0.0,87.039001,0.0,295.792999,,,-83.572998,,76.829998,289.049999,0.0,289.049999,376.089001,
09/30/2000,354.359985,79.013,31.735001,47.278,62.361,,,62.869999,14.945,3.615,44.310001,0.0,29.923,,,,,,234.167007,41.752998,97.490997,-55.737999,3.045,,75.394997,0.0,,,75.394997,120.192995,,17.914,17.914,,,,8.525,,,,,,61.517002,,,61.517002,87.956001,0.0,,,,,0.0,,,,,,0.0,0.0,87.956001,0.0,298.355011,,,-117.067001,,85.116001,266.404011,0.0,266.404011,354.360012,
12/31/2000,335.79599,75.202999,46.007,29.195999,57.265999,,,65.934998,14.857,3.513,47.564999,0.0,17.426001,,,,,,215.830002,45.660999,98.152,-52.491001,0.0,,74.305,61.960999,45.633999,16.327,12.344002,119.966,,13.714,13.714,,,,8.472,8.472,0.0,0.0,,,51.863004,,,51.863004,74.049004,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,74.049004,0.0,300.938995,,,-134.479004,,95.287003,261.746994,0.0,261.746994,335.795998,
03/31/2001,322.588013,52.544998,34.862999,17.681999,56.839001,,,77.491997,18.806999,4.256,54.429001,0.0,19.686001,,,,,,206.561996,45.528999,99.706001,-54.176998,0.0,,70.497002,0.0,0.0,0.0,70.497002,116.026001,,11.135,11.135,,,,8.473,8.473,0.0,0.0,,,45.835001,,,45.835001,65.443001,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,65.443001,0.0,302.73999,,,-147.464996,,101.869995,257.144989,0.0,257.144989,322.58799,
06/30/2001,342.612,68.216,49.494999,18.721001,56.481998,,,79.510002,19.737,4.488,55.285,0.0,19.077,,,,,,223.285004,48.125999,105.220001,-57.094002,2.035,,69.166,0.0,0.0,0.0,69.166,119.327,,11.029,11.029,,,,8.495,8.495,0.0,0.0,,,47.097002,,,47.097002,66.621002,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,66.621002,0.0,312.256989,,,-147.464996,,111.198997,275.99099,0.0,275.99099,342.611992,
09/30/2001,362.884003,79.365003,69.037003,10.328,53.993,,,83.842003,19.113001,4.793,59.936001,0.0,18.732,,,,,,235.932007,49.028999,108.855003,-59.826,9.511,,68.412003,,,,68.412003,126.952002,,13.366,13.366,,,,8.507,8.507,0.0,0.0,,,52.143998,,,52.143998,74.016998,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,74.016998,0.0,313.929993,,,-147.464996,,122.401997,288.866993,0.0,288.866993,362.883991,
12/31/2001,373.106995,72.562998,59.669998,12.893,50.771999,,,86.194,18.414,4.691,63.089001,0.0,26.047001,,,,,,235.576004,49.215,108.702003,-59.487,21.016001,,67.300003,55.208,50.483429,4.724571,12.092003,137.531004,,10.887,10.887,,,,8.38,8.38,0.0,0.0,,,52.109999,,,52.109999,71.376999,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,71.376999,0.0,318.018005,,,-147.464996,,131.176996,301.730005,0.0,301.730005,373.107004,
03/31/2002,395.364014,96.850997,81.477997,15.373,51.682999,,,85.144997,27.964001,7.265,49.916,0.0,19.472,,,,,,253.151001,49.437,112.382004,-62.945,25.934,,66.842003,,,,66.842003,142.213003,,20.888,20.888,,,,8.398,8.398,0.0,0.0,,,51.815997,,,51.815997,81.101997,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,81.101997,0.0,323.244995,,,-147.464996,,138.481997,314.261995,0.0,314.261995,395.363993,
06/30/2002,375.549011,89.847,68.262001,21.584999,48.004002,,,75.541,23.183001,6.124,46.234001,0.0,20.341,,,,,,233.733002,49.512001,115.540001,-66.028,24.888,,67.416,,,,67.416,141.816002,,7.987,7.987,,,,0.95,0.95,0.0,0.0,,,61.313,,,61.313,70.25,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,70.25,0.0,329.997986,,,-178.356995,,153.657995,305.298986,0.0,305.298986,375.548986,
09/30/2002,410.813995,127.525999,105.196999,22.329,47.611,,,75.198997,21.945999,7.345,45.908001,0.0,19.884001,,,,,,270.220001,49.631001,113.191002,-63.560001,24.193001,,66.769997,55.583,51.780998,3.802002,11.186996,140.593998,,17.855,17.855,,,,0.964,0.964,0.0,0.0,,,72.296998,,,72.296998,91.115997,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,91.115997,0.0,331.321991,,,-178.356995,,166.732995,319.697991,0.0,319.697991,410.813989,
12/31/2002,417.426,147.191,113.788,33.403,45.689,45.689,,75.086,22.547,5.769,46.77,0.0,20.048,,,,,,288.014,49.455,115.309,-65.854,15.572,,64.385,56.157,52.320999,3.836001,8.228,129.412,,9.427,9.427,,,,0.973,,,,,,59.874,,,59.874,70.274,,,,,,6.179,,,,,,6.179,6.179,76.453,,338.581,,,-178.357,183.26,-2.511,340.973,,340.973,417.426,
03/31/2003,436.917999,175.431004,133.451004,41.98,51.582001,,,69.382004,20.782,6.473,42.126999,0.0,21.306,,,,,,317.700989,48.763,115.953003,-67.190002,8.708,,61.745998,56.098,52.279999,3.818001,5.647998,119.216998,,17.013,17.013,,,,0.984,0.984,0.0,0.0,,,59.814996,,,59.814996,77.811996,0.0,0.0,0.0,0.0,,5.755,,,,,,5.755,5.755,83.566996,0.0,353.070007,,,-192.511993,,192.792993,353.351007,0.0,353.351007,436.918003,
06/30/2003,465.90799,190.125008,151.434006,38.691002,50.783001,50.783,,69.801003,18.797001,7.396,43.608002,0.0,21.434999,,,,,,332.144012,50.872002,120.392998,-69.521004,20.344999,,62.547001,57.264,53.438,3.826,5.283001,133.764002,,20.93,20.93,,,,0.482,0.482,0.0,0.0,,,66.760997,,,66.760997,88.172997,0.0,0.0,0.0,0.0,,5.641,,,,,,5.641,,,0.0,366.429993,,,-206.759003,212.011993,,371.682983,0.0,371.682983,,
09/30/2003,497.218994,216.179997,176.856995,39.323002,50.672001,,,69.294998,18.114,8.173,43.007999,0.0,21.211,,,,,,357.358002,51.832001,116.317001,-64.485001,25.110001,,62.918999,57.938,53.499001,4.438999,4.980999,139.861001,,12.6,12.6,,,,0.489,0.489,0.0,0.0,,,74.868001,,,74.868001,87.957001,0.0,0.0,0.0,0.0,,6.203,,,,,,6.203,6.203,94.160001,0.0,380.182007,,,-206.759003,227.985001,1.411001,402.819006,0.24,403.059006,497.219007,
03/31/2004,523.085022,209.420994,180.509995,28.910999,61.466,,,75.862999,18.900999,9.079,47.882999,0.0,20.128,,,,,,366.877991,48.393002,117.585999,-69.193001,33.786999,,74.027,67.754997,67.754997,0.0,6.272003,156.207001,,14.848,14.848,,,,0.744,0.744,0.0,0.0,,,71.843997,,,71.843997,87.435997,0.5,0.5,0.0,0.0,,7.551,,,,,,7.551,8.051,95.486997,0.0,403.493011,,,-241.544998,258.140991,6.856007,426.945011,0.653,427.598011,523.085008,
06/30/2004,523.200989,212.716011,164.659012,48.056999,59.287998,,,78.904999,20.143999,9.226,49.535,0.0,20.332001,,,,,,371.240997,56.508999,128.421997,-71.913002,21.148001,,74.303001,68.056999,68.056999,0.0,6.246002,151.960001,,19.466999,19.466999,,,,0.715,0.715,0.0,0.0,,,68.867005,,,68.867005,89.049004,0.5,0.5,0.0,0.0,,9.015,,,,,,9.015,9.515,98.564004,0.0,412.139008,,,-277.206024,282.050995,7.07303,424.057008,0.58,424.637008,523.201012,
09/30/2004,512.403992,196.573997,146.533997,50.040001,57.950001,,,85.998001,20.443001,11.064,54.491001,0.0,19.898001,,,,,,360.420013,58.328999,132.541,-74.211998,18.386,,75.268997,69.663002,69.663002,0.0,5.605995,151.983995,,18.785999,18.785999,,,,0.674,0.674,0.0,0.0,,,74.516998,,,74.516998,93.976997,0.5,0.5,0.0,0.0,,8.727,,,,,,8.727,9.227,103.203998,0.0,413.024994,,,-313.140015,301.747009,7.097005,408.728994,0.471,409.199994,512.403991,
03/31/2005,487.917999,110.201,44.578999,65.622002,75.616997,75.616997,,78.481003,20.802999,13.152,44.526001,0.0,22.045,,,,,,286.343994,62.743999,140.714005,-77.970001,12.037,,126.792999,120.809998,91.092003,29.717995,5.983002,201.573998,,12.957,12.957,,,,0.526,0.526,0.0,0.0,,,71.568003,,,71.568003,85.051003,0.0,0.0,0.0,0.0,,15.08,,,,,,15.08,15.08,100.131002,0.0,418.929993,,,-377.867004,336.372009,10.009995,387.444992,0.342,387.786992,487.917994,
06/30/2005,500.25,130.957,52.354,78.603,73.139,73.139,,81.765,20.917,12.164,48.684,0.0,21.47,,,,,,307.331,63.721,143.082,-79.361,7.583,,121.615,115.373,87.815,27.558,6.242,192.919,,16.193,16.193,,,,0.531,0.531,0.0,0.0,,,76.527,,,76.527,93.251,0.0,0.0,0.0,0.0,,14.538,,,,,,14.538,14.538,107.789,0.0,428.384,,,-398.718,356.305,6.258,392.229,0.232,392.461,500.25,
09/30/2005,492.630005,129.456005,57.768002,71.688004,68.098,68.098,,80.206001,23.334,11.229,45.643002,0.0,21.916,,,,,,299.675995,64.935997,145.283005,-80.347,2.052,,125.966003,119.903999,119.903999,0.0,6.062004,192.954,,18.403999,18.403999,,,,0.542,0.542,0.0,0.0,,,78.571998,,,78.571998,97.517998,0.0,0.0,0.0,0.0,,13.986,,,,,,13.986,13.986,111.503998,0.0,436.190002,,,-437.127014,376.908997,4.792019,380.764004,0.362,381.126004,492.630002,
