Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2004,3539.178955,1133.153992,802.677979,330.476013,372.77301,,,337.414001,173.438995,85.460999,78.514,0.0,348.161011,,,,,,2191.501953,376.052002,680.164001,-304.112,743.202026,,228.423004,0.0,17.6,-17.6,228.423004,1347.677032,,63.991001,63.991001,,,,0.0,0.0,0.0,0.0,,,847.638027,,,847.638027,911.629028,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,911.629028,0,984.804016,,,0.0,1640.587036,2.158936,2627.549988,0.0,2627.549988,3539.179016,
09/30/2004,3590.01001,1234.11499,948.765991,285.348999,365.528992,,,373.484009,182.464005,97.542999,93.476997,0.0,345.410004,,,,,,2318.540039,380.239014,689.804993,-309.56601,652.140991,,239.089005,0.0,0.0,0.0,239.089005,1271.46901,,53.132,53.132,,,,0.0,0.0,0.0,0.0,,,851.997028,,,851.997028,905.129028,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,905.129028,0,918.330994,,,0.0,1756.98999,9.560059,2684.881043,0.0,2684.881043,3590.010071,
12/31/2004,3765.666,1324.412,992.041,332.371,446.216,446.216,,350.915,51.923,79.549,22.946,196.497,343.012,,,,,,2464.555,397.72,718.85,-321.13,600.852,,302.539,65.391,52.3,13.091,237.148,1301.111,,43.993,43.993,,,,0.0,0.0,0.0,0.0,,,874.697,,,874.697,918.69,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,918.69,0,955.587,,,0.0,1879.069,3.555,2838.211,8.765,2846.976,3765.666,
03/31/2005,3959.636963,2108.343994,806.161011,1302.182983,445.22699,445.22699,,353.54599,84.607002,64.07,91.908997,112.959999,360.527008,,,,,,3267.644043,392.77301,771.455017,-378.682007,0.0,,299.220001,64.407997,52.299999,12.107998,234.812004,691.993011,,65.389,65.389,,,,0.0,0.0,0.0,0.0,,,911.694008,,,911.694008,977.083008,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,977.083008,0,964.237,,,0.0,2002.232056,8.408936,2974.877991,7.676,2982.553991,3959.636999,
06/30/2005,4040.603,2195.186,663.163,1532.023,333.218,333.218,,359.84,88.798,64.389,82.022,124.631,313.647,,,,,,3201.891,385.921,774.341,-388.42,0.0,,452.791,58.67,58.67,0.0,394.121,838.712,,67.717,67.717,,,,0.0,0.0,0.0,0.0,,,868.972,,,868.972,936.689,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,936.689,0,1281.514,,,0.0,1852.606,-37.45,3096.67,7.244,3103.914,4040.603,
09/30/2005,4030.598,2182.746,863.782,1318.964,307.194,307.194,,396.006,79.142,78.634,100.413,137.817,336.285,,,,,,3222.231,382.713,783.993,-401.28,,,425.654,70.81,47.4,23.41,354.844,808.367,,58.001,58.001,,,,0.0,0.0,0.0,0.0,,,798.389,,,798.389,856.39,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,856.39,0,1030.415,,,0.0,2136.607,-2.9,3164.122,10.086,3174.208,4030.598,
12/31/2005,4164.536,2227.23,964.188,1263.042,371.873,371.873,,411.796,91.476,77.722,102.501,140.097,337.575,,,,,,3348.474,387.839,802.16,-414.321,0.0,,428.223,0.0,0.0,0.0,428.223,816.062,,79.142,79.142,,,,0.0,0.0,0.0,0.0,,,780.579,,,780.579,859.721,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,859.721,0,1098.263,,,0.0,2189.515,8.206,3295.984,8.831,3304.815,4164.536,
03/31/2006,4361.318,2285.295,961.995,1323.3,456.288,456.288,,438.443,102.496,90.451,89.893,155.603,348.147,,,,,,3528.173,395.123,820.354,-425.231,0.0,,438.022,438.022,438.022,0.0,0.0,833.145,,97.709,97.709,,,,0.0,0.0,0.0,0.0,,,839.393,,,839.393,937.102,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,937.102,0,1142.015,,,0.0,2263.647,7.485,3413.147,11.069,3424.216,4361.318,
06/30/2006,4575.911,2325.796,1129.191,1196.605,439.899,439.899,,449.156,100.532,91.413,87.464,169.747,382.142,,,,,,3596.993,395.412,835.023,-439.611,0.0,,583.506,81.956,49.292,32.664,501.55,978.918,,95.192,95.192,,,,0.0,0.0,0.0,0.0,,,907.289,,,907.289,1002.481,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,1002.481,0,1421.373,,,0.0,2137.71,8.908,3567.991,5.439,3573.43,4575.911,
09/30/2006,4691.183,2425.783,1199.969,1225.814,415.403,415.403,,490.988,129.441,101.8,83.79,175.957,316.857,,,,,,3649.031,394.239,846.306,-452.067,,,647.913,69.625,49.4,20.225,578.288,1042.152,,107.247,107.247,,,,0.0,0.0,0.0,0.0,,,834.71,,,834.71,941.957,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,941.957,0,1476.483,,,0.0,2249.472,19.185,3745.14,4.086,3749.226,4691.183,
12/31/2006,4842.728,2142.89,863.384,1279.506,448.52,448.52,,564.566,328.356,126.449,109.761,0.0,335.529,,,,,,3491.505,355.057,816.875,-461.818,0.0,,996.166,147.7815,0.2935,147.488,848.3845,1351.223,,104.204,104.204,,,,0.0,0.0,0.0,0.0,,,905.965,,,905.965,1010.169,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,1010.169,0,1492.696,,,0.0,2315.554,21.299,3829.549,3.01,3832.559,4842.728,
03/31/2007,4340.793,1585.234,604.416,980.818,499.298,499.298,,530.141,144.487,111.058,97.908,176.688,332.482,,,,,,2947.155,363.767,819.228,-455.461,0.0,,1029.871,432.899,0.0,432.899,596.972,1393.638,,93.805,93.805,,,,0.0,0.0,0.0,0.0,,,935.731,,,935.731,1029.536,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,1029.536,0,844.891,,,0.0,2446.446,19.92,3311.257,0.0,3311.257,4340.793,
06/30/2007,4623.249,1710.629,722.511,988.118,581.5,581.5,,535.37,155.846,105.254,98.507,175.763,425.272,,,,,,3252.771,382.24,852.108,-469.868,0.0,,988.238,487.288,311.856,175.432,500.95,1370.478,,92.165,92.165,,,,0.0,0.0,0.0,0.0,,,981.042,,,981.042,1073.207,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,1073.207,0,967.886,,,,2570.751,11.405,3550.042,0.0,3550.042,4623.249,
09/30/2007,4192.1,1282.933,514.051,768.882,618.959,618.959,,500.286,140.206,94.17,82.693,183.217,415.428,,,,,,2817.606,379.189,865.028,-485.839,,,995.305,356.327,311.33,44.997,638.978,1374.494,,119.05,119.05,,,,0.0,,,,,,840.774,,,840.774,959.824,0.0,,,,,174.768,,,,174.768,174.768,1134.592,0,651.72,,,0.0,2385.949,19.839,3057.508,0.0,3057.508,4192.1,
12/31/2007,4153.825,1297.204,547.643,749.561,578.595,578.595,,482.948,142.683,84.231,76.073,179.961,453.563,,,,,,2812.31,361.725,844.459,-482.734,,,979.79,463.232,310.209,153.023,516.558,1341.515,,114.691,114.691,,,,0.0,,,,,,826.201,,,826.201,940.892,0.0,,,,,169.154,,,,169.154,169.154,1110.046,0,674.703,,,0.0,2340.557,28.519,3043.779,0.0,3043.779,4153.825,
03/31/2008,4111.005,647.874,563.482,84.392,573.284,573.284,,443.71,127.041,69.298,70.866,176.505,1111.834,,,,,,2776.702,341.186,829.304,-488.118,46.803,46.803,946.314,460.554,315.617,144.937,485.76,1334.303,,101.239,101.239,,,,0.0,,,,,,882.659,,,882.659,983.898,0.0,,,,,138.017,,,,138.017,138.017,1121.915,0,700.028,,,0.0,2257.049,32.013,2989.09,0.0,2989.09,4111.005,
06/30/2008,4848.39,1537.236,1128.106,409.13,492.488,492.488,,459.449,120.364,84.102,85.426,169.557,546.591,,,,,,3035.764,355.474,850.962,-495.488,42.147,42.147,1415.005,899.66,601.882,297.778,515.345,1812.626,,104.315,104.315,,,,0.0,,,,,,846.017,,,846.017,950.332,744.661,,,,,171.667,,,,171.667,916.328,1866.66,0,729.629,,,,2204.417,47.684,2981.73,0.0,2981.73,4848.39,
09/30/2008,4482.247,1265.092,733.459,531.633,370.343,370.343,0.0,503.673,135.35,102.538,97.092,168.693,488.094,,,316.9,,172.312,2627.202,350.7,858.743,-508.043,41.419,41.419,1462.926,972.154,612.977,359.177,173.872,1855.045,,157.731,102.661,33.507,21.563,,0.0,0.0,,,,,617.855,24.087,,473.968,775.586,744.796,744.796,,,,201.264,,12.05,63.468,101.659,946.06,1721.646,0,763.925,0.168859,763.756141,0.0,2012.838,-16.162,2760.601,0.0,2760.601,4482.247,
12/31/2008,3856.093,1187.937,656.33,531.607,332.353,332.353,0.0,472.585,121.64,100.366,84.901,165.678,523.775,,,329.294,,205.091,2516.65,323.02,825.81,-502.79,34.463,34.463,981.96,499.647,337.572,162.075,153.019,1339.443,,144.431,103.817,31.845,8.769,,0.0,0.0,,,,,535.201,9.225,,380.819,679.632,744.932,744.932,,,,144.398,,11.779,55.934,67.46,889.33,1568.962,0,786.464,0.169853,786.294147,,1532.417,-31.75,2287.131,0.0,2287.131,3856.093,
03/31/2009,3636.366,1218.643,664.929,553.714,241.425,241.425,0.0,411.894,108.992,78.844,72.976,151.082,519.629,,,286.326,,181.799,2391.591,303.303,738.869,-435.566,38.903,38.903,902.569,473.535,321.298,152.237,142.708,1244.775,,108.581,56.354,30.521,21.706,,0.0,0.0,,,,,494.246,7.516,,356.087,602.827,745.068,745.068,,,,118.639,,11.507,49.398,50.218,863.707,1466.534,0,809.222,0.169886,809.052114,,1421.999,-61.389,2169.832,0.0,2169.832,3636.366,
06/30/2009,3609.538,1329.884,524.967,804.917,210.143,210.143,0.0,370.206,99.383,66.292,57.807,146.724,488.384,61.854,0.0,,138.5,22.249,2398.617,291.878,727.966,-436.088,0.0,,919.043,478.459,329.379,149.08,440.584,1210.921,,87.79,63.485,15.536,8.769,0.0,0.0,0.0,0.0,0.0,,,476.193,6.058,0.0,410.157,563.983,745.204,745.204,0.0,0.0,,115.959,0.0,17.565,49.738,42.598,861.163,1425.146,0,835.477,0.171,835.306,,1370.132,-21.217,2184.392,0.0,2184.392,3609.538,
09/30/2009,3676.27,1387.232,540.839,846.393,243.924,243.924,0.0,347.199,86.642,71.988,47.176,141.393,503.106,,,279.207,,248.371,2481.461,283.16,720.451,-437.291,0.0,,911.649,479.197,338.318,140.879,153.245,1194.809,,114.419,75.561,17.152,21.706,,0.0,0.0,,,,,490.635,5.837,,314.501,605.054,745.339,745.339,,,,119.481,,17.251,50.631,45.762,864.82,1469.874,0,855.83,0.170892,855.659108,0.0,1360.941,-10.375,2206.396,0.0,2206.396,3676.27,
12/31/2009,3725.741,1522.344,531.444,990.9,298.071,298.071,0.0,352.241,108.847,68.486,36.483,138.425,414.605,,,254.953,,146.509,2587.261,261.942,698.253,-436.311,0.0,,876.538,466.446,333.984,132.462,155.139,1138.48,,115.468,87.632,19.067,8.769,,0.0,0.0,,,,,497.637,24.589,,309.043,613.105,745.475,745.475,,,,140.227,,16.936,51.787,46.915,885.702,1498.807,0,886.86,0.172073,886.687927,,1357.049,-16.975,2226.934,0.0,2226.934,3725.741,
03/31/2010,3789.845,1553.524,543.505,1010.019,322.542,322.542,0.0,374.435,110.637,78.357,49.579,135.862,425.066,,,261.648,,150.511,2675.567,243.758,739.219,-495.461,0.0,,870.52,454.031,328.177,125.854,154.841,1114.278,,127.117,91.645,13.766,21.706,,0.0,0.0,,,,,559.645,21.471,,357.28,686.762,745.611,745.611,,,,138.448,,16.622,46.323,54.032,884.059,1570.821,0,898.155,0.169994,897.985006,,1339.01,-18.141,2219.024,0.0,2219.024,3789.845,
06/30/2010,3907.056,1534.044,529.918,1004.126,440.125,440.125,0.0,401.73,123.301,95.641,50.837,131.951,459.566,39.121,0.0,244.927,47.934,43.693,2835.465,236.752,735.509,-498.757,0.0,,834.839,445.342,328.006,117.336,144.57,1071.591,,152.047,107.938,35.34,8.769,0.0,0.0,0.0,0.0,0.0,,,619.74,20.354,0.0,372.126,771.787,745.747,745.747,0.0,0.0,,142.911,0.0,24.24,53.492,44.825,888.658,1660.445,0,921.46,0.168,921.292,,1356.454,-31.303,2246.611,0.0,2246.611,3907.056,
09/30/2010,4002.865,1518.992,538.384,980.608,500.022,500.022,0.0,464.242,177.785,109.336,42.82,134.301,450.105,38.511,,229.514,47.934,42.938,2933.361,247.38,749.016,-501.636,0.0,,822.124,437.034,328.126,108.908,155.576,1069.504,,190.452,138.226,30.52,21.706,,0.0,0.0,,,,,573.166,21.124,,334.382,763.618,745.882,745.882,,,,152.108,,23.806,57.5,49.678,897.99,1661.608,0,953.437,0.167064,953.269936,0.0,1402.931,-15.111,2341.257,0.0,2341.257,4002.865,
12/31/2010,4168.461,1636.4,596.104,1040.296,531.453,531.453,0.0,504.697,197.164,120.43,49.509,137.594,453.761,,,208.631,,115.725,3126.311,249.468,755.685,-506.217,0.0,,792.682,430.047,328.147,101.9,154.004,1042.15,,153.303,123.166,21.368,8.769,,0.0,0.0,,,,,640.634,28.383,,361.363,793.937,746.018,746.018,,,,162.272,,23.373,62.329,48.187,908.29,1702.227,0,972.87,0.167221,972.702779,,1506.747,-13.383,2466.234,0.0,2466.234,4168.461,
03/31/2011,4449.343,1839.574,638.758,1200.816,566.069,566.069,0.0,556.798,216.543,133.515,64.418,142.322,468.45,,,188.519,,158.343,3430.891,250.571,750.389,-499.818,0.0,,767.881,422.014,328.159,93.855,157.348,1018.452,,184.805,142.126,20.973,21.706,,0.0,0.0,,,,,671.932,35.064,,394.943,856.737,746.154,746.154,,,,173.435,,22.939,68.178,47.254,919.589,1776.326,0,1006.949,0.167903,1006.781097,,1674.589,-8.521,2673.017,0.0,2673.017,4449.343,
06/30/2011,4675.521,2038.535,711.329,1327.206,583.27,583.27,0.0,575.73,235.605,131.804,59.855,148.466,478.475,61.796,0.0,173.788,59.774,23.538,3676.01,257.358,750.525,-493.167,0.0,,742.153,414.058,328.156,85.902,154.307,999.511,,142.945,142.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,739.073,34.905,0.0,500.344,882.018,746.29,746.29,0.0,0.0,,186.32,0.0,27.556,78.337,45.522,932.61,1814.628,0,1010.659,0.167,1010.492,,1852.633,-2.399,2860.893,0.0,2860.893,4675.521,
09/30/2011,4565.317,2100.151,745.947,1354.204,461.64,461.64,0.0,612.603,230.855,158.834,67.489,155.425,422.525,52.601,,156.619,58.866,19.841,3596.919,264.279,762.703,-498.424,0.0,,704.119,405.92,327.971,77.949,141.58,968.398,,148.594,114.575,12.313,21.706,,0.0,0.0,,,,,585.625,38.857,,396.138,734.219,746.425,746.425,,,,150.078,,27.056,37.978,46.187,896.503,1630.722,0,1031.157,0.166664,1030.990336,0.0,1910.403,-6.965,2934.595,0.0,2934.595,4565.317,
12/31/2011,4700.988,2176.645,824.986,1351.659,544.098,544.098,0.0,639.641,212.862,195.532,58.898,172.349,388.675,,,140.168,,91.68,3749.059,267.629,774.177,-506.548,0.0,,684.3,398.031,327.813,70.218,146.101,951.929,,157.911,129.064,20.078,8.769,,0.0,0.0,,,,,672.069,36.881,,430.857,829.98,746.561,746.561,,,,155.975,,26.556,38.736,53.802,902.536,1732.516,0,1050.788,0.166733,1050.621267,,1928.396,-10.712,2968.472,0.0,2968.472,4700.988,
03/31/2012,4933.204,2369.738,763.913,1605.825,638.375,638.375,0.0,650.476,220.713,178.086,56.446,195.231,328.738,,,130.849,,121.207,3987.327,270.171,755.559,-485.388,0.0,,675.706,390.784,327.887,62.897,154.073,945.877,,139.371,139.371,,,,0.0,0.0,,,,,732.984,34.916,,491.348,872.355,746.697,746.697,,,,155.387,,26.055,41.801,52.615,902.084,1774.439,0,1091.504,0.167328,1091.336672,,2075.218,-7.957,3158.765,0.0,3158.765,4933.204,
06/30/2012,5100.308,2534.444,751.294,1783.15,701.28,701.28,0.0,650.802,234.549,170.254,48.986,197.013,277.517,53.472,0.0,128.738,22.943,15.025,4164.043,277.686,761.13,-483.444,0.0,,658.579,383.352,327.716,55.636,146.489,936.265,,139.183,139.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,723.724,34.899,0.0,511.502,862.907,746.833,746.833,0.0,0.0,,174.973,0.0,31.126,50.839,58.109,921.806,1784.713,0,1089.48,0.167,1089.313,,2247.258,-21.143,3315.595,0.0,3315.595,5100.308,
09/30/2012,5065.476,2638.077,709.942,1928.135,537.46,537.46,0.0,689.713,276.319,142.197,58.156,213.041,275.707,0.0,,107.08,0.0,106.333,4140.957,288.876,782.985,-494.109,0.0,,635.643,374.929,326.848,48.081,153.634,924.519,,116.247,116.247,,,,0.0,0.0,,,,,670.854,35.815,,469.656,787.101,746.968,746.968,,,,179.095,,30.508,52.855,59.917,926.063,1713.164,0,1108.465,0.166516,1108.298484,,2256.958,-13.111,3352.312,0.0,3352.312,5065.476,
12/31/2012,5068.763,2578.253,767.313,1810.94,606.115,606.115,0.0,662.735,273.861,129.301,47.684,211.889,289.197,,,116.98,,114.659,4136.3,292.394,797.116,-504.722,0.0,,640.069,370.293,326.779,43.514,152.796,932.463,,103.575,103.575,,,,0.0,0.0,,,,,678.162,31.742,,467.26,781.737,747.104,747.104,,,,178.786,,29.89,54.91,62.244,925.89,1707.627,0,1123.422,0.166145,1123.255855,,2252.772,-15.058,3361.136,0.0,3361.136,5068.763,
03/31/2013,5194.473,2879.503,934.201,1945.302,454.224,454.224,0.0,649.822,229.015,172.92,54.347,193.54,280.107,,,109.963,,96.717,4263.656,298.617,815.154,-516.537,0.0,,632.2,365.8,326.792,39.008,156.437,930.817,,107.753,107.753,,,,0.0,0.0,,,,,712.255,32.321,,509.849,820.008,747.24,747.24,,,,180.842,,29.271,59.104,60.146,928.082,1748.09,0,1141.959,0.165886,1141.793114,,2329.251,-24.827,3446.383,0.0,3446.383,5194.473,
06/30/2013,5287.357,2918.881,985.39,1933.491,524.61,524.61,0.0,634.448,229.233,176.704,47.762,180.749,273.564,0.0,0.0,114.833,0.0,71.023,4351.503,305.281,828.822,-523.541,0.0,,630.573,361.15,326.635,34.515,154.59,935.854,,115.68,115.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,745.852,42.228,0.0,524.876,861.532,747.376,747.376,0.0,0.0,,196.297,0.0,57.959,59.494,36.616,943.673,1805.205,0,1159.565,0.165,1159.4,,2359.233,-36.646,3482.152,0.0,3482.152,5287.357,
09/30/2013,5283.552,2951.875,904.949,2046.926,440.674,440.674,0.0,660.276,254.902,170.104,52.71,182.56,301.913,37.146,,87.573,0.0,72.133,4354.738,319.837,846.762,-526.925,0.0,,608.977,356.578,326.556,30.022,164.826,928.814,,114.716,114.716,,,,0.0,0.0,,,,,720.394,54.918,,498.655,835.11,747.511,747.511,,,,209.768,,59.578,58.995,36.277,957.279,1792.389,0,1178.784,0.166649,1178.617351,,2344.27,-31.891,3491.163,0.0,3491.163,5283.552,
12/31/2013,5440.734,2950.661,793.382,2157.279,573.077,573.077,0.0,663.04,229.186,176.432,64.051,193.371,320.756,,,83.727,,114.558,4507.534,325.856,865.435,-539.579,0.0,,607.344,352.676,326.578,26.098,170.941,933.2,,141.545,141.545,,,,0.0,0.0,,,,,786.454,58.653,,494.514,927.999,747.647,747.647,,,,214.881,,57.621,62.777,35.83,962.528,1890.527,0,1193.654,0.166577,1193.487423,,2386.801,-30.248,3550.207,0.0,3550.207,5440.734,
03/31/2014,5486.851,3026.824,776.223,2250.601,557.661,557.661,0.0,680.919,241.773,178.409,63.364,197.373,276.925,,,78.133,,91.373,4542.329,326.049,875.867,-549.818,0.0,,618.473,367.234,335.246,31.988,173.106,944.522,,120.771,120.771,,,,0.0,0.0,,,,,766.876,57.818,,546.142,887.647,747.783,747.783,,,,211.493,,58.408,59.765,35.502,959.276,1846.923,0,1206.377,0.165827,1206.211173,,2464.901,-31.35,3639.928,0.0,3639.928,5486.851,
06/30/2014,5538.664,3152.637,630.861,2521.776,492.863,492.863,0.0,656.457,221.612,171.249,60.402,203.194,284.873,35.478,0.0,75.138,27.452,5.601,4586.83,330.263,865.442,-535.179,0.0,,621.571,363.052,335.355,27.697,183.381,951.834,,103.422,103.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,792.189,57.5,0.0,584.192,895.611,747.919,747.919,0.0,0.0,,225.788,0.0,59.908,59.575,48.805,973.707,1869.318,0,1220.504,0.165,1220.339,,2479.113,-30.271,3669.346,0.0,3669.346,5538.664,
09/30/2014,5301.572,2942.492,669.683,2272.809,444.048,444.048,0.0,676.241,218.959,179.806,60.68,216.796,305.756,37.877,,66.663,,29.566,4368.537,329.959,872.098,-542.139,0.0,,603.076,358.939,335.315,23.624,177.474,933.035,,108.287,108.287,,,,0.0,0.0,,,,,696.55,56.003,,552.365,804.837,748.054,748.054,,,,218.961,,24.509,0.0,138.449,967.015,1771.852,0,1235.986,0.164477,1235.821523,0.0,2329.936,-36.202,3529.72,0.0,3529.72,5301.572,
12/31/2014,4987.366,2366.833,584.865,1781.968,632.089,632.089,0.0,662.799,253.242,142.243,53.471,213.843,384.527,41.963,,64.341,66.745,5.843,4046.248,323.353,878.954,-555.601,0.0,,617.765,354.824,335.273,19.551,198.6,941.118,,141.073,108.307,13.587,19.179,,37.5,0.0,,,,37.5,763.767,54.9,,529.608,942.34,3208.571,3208.571,,,,234.316,,24.084,,155.332,3442.887,4385.227,0,613.122,0.162665,612.959335,0.0,24.77,-35.753,602.139,0.0,602.139,4987.366,
03/31/2015,4902.22,2339.785,621.892,1717.893,631.608,631.608,0.0,632.353,226.797,153.447,48.636,203.473,363.365,44.008,,63.84,69.874,7.098,3967.111,321.081,888.039,-566.958,0.0,,614.028,350.839,335.291,15.548,199.349,935.109,,160.841,103.189,12.933,44.719,,37.5,0.0,,,,37.5,778.274,52.5,,569.899,976.615,3199.299,3199.299,,,,232.365,,54.302,66.615,58.948,3431.664,4408.279,0,534.33,0.159921,534.170079,0.0,-2.582,-37.807,493.941,0.0,493.941,4902.22,
06/30/2015,4826.012,2387.111,838.025,1549.086,585.494,585.494,0.0,617.904,194.218,156.82,57.14,209.726,314.067,37.006,0.0,78.648,32.85,4.894,3904.576,314.591,892.168,-577.577,0.0,,606.845,347.158,335.263,11.895,181.039,921.436,,138.319,103.342,15.582,19.395,0.0,16.981,0.0,0.0,0.0,,16.981,846.463,47.145,0.0,623.331,1001.763,3173.435,3173.435,0.0,0.0,,229.375,0.0,55.696,0.0,126.534,3402.81,4404.573,0,474.374,0.158,474.216,,-12.362,-40.573,421.439,0.0,421.439,4826.012,
09/30/2015,4571.323,2269.447,763.697,1505.75,460.813,460.813,0.0,650.496,221.393,163.909,52.249,212.945,294.662,36.273,,76.47,14.878,10.347,3675.418,302.868,894.033,-591.165,0.0,,593.037,343.46,335.218,8.242,173.107,895.905,,169.97,107.363,16.4,46.207,,0.0,0.0,,,,0.0,745.271,44.97,,541.871,915.241,3151.046,3151.046,,,,210.595,,20.788,0.0,144.837,3361.641,4276.882,0,385.633,0.155946,385.477054,0.0,-45.055,-46.137,294.441,0.0,294.441,4571.323,
12/31/2015,4572.516,2241.425,886.591,1354.834,427.115,427.115,0.0,691.786,226.377,186.359,57.07,221.98,324.379,38.625,,77.288,61.129,6.124,3684.705,292.393,892.872,-600.479,0.0,,595.418,342.139,335.205,6.934,175.991,887.811,,160.592,122.314,18.88,19.398,,0.0,0.0,,,,0.0,697.738,49.36,,498.211,858.33,3131.676,3131.676,,,,216.885,,20.029,,147.496,3348.561,4206.891,0,416.144,0.155665,415.988335,0.0,0.0,-50.519,365.625,0.0,365.625,4572.516,
03/31/2016,4782.102,2241.31,925.974,1315.336,624.818,624.818,0.0,721.493,209.281,213.052,68.392,230.768,318.852,39.542,,74.822,54.475,6.092,3906.473,287.874,894.502,-606.628,0.0,,587.755,340.83,335.205,5.625,172.103,875.629,,192.446,126.322,19.915,46.209,,0.0,0.0,,,,0.0,805.246,51.065,,554.395,997.692,3097.306,3097.306,,,,210.532,,19.271,0.0,140.196,3307.838,4305.53,0,424.474,0.155708,424.318292,0.0,95.121,-43.023,476.572,0.0,476.572,4782.102,
06/30/2016,4962.432,2491.294,1108.488,1382.806,613.233,613.233,0.0,698.635,208.689,187.733,67.501,234.712,64.87,37.127,0.0,302.219,18.19,8.458,3868.032,278.014,888.243,-610.229,0.0,,816.386,339.508,335.177,4.331,174.659,1094.4,,153.876,106.517,27.964,19.395,0.0,0.0,0.0,0.0,0.0,,0.0,848.547,56.336,0.0,603.202,1002.423,3057.936,3057.936,0.0,0.0,,212.959,0.0,69.418,,87.205,3270.895,4273.318,0,452.974,0.156,452.818,,284.825,-48.685,689.114,0.0,689.114,4962.432,
09/30/2016,4996.098,2494.621,966.325,1528.296,654.699,654.699,0.0,703.262,207.08,188.909,62.168,245.105,76.58,38.111,,267.793,29.753,8.024,3929.162,272.351,893.115,-620.764,0.0,,794.585,338.263,335.198,3.065,188.529,1066.936,,172.787,105.066,21.513,46.208,,0.0,0.0,,,,,801.954,60.279,,553.836,974.741,3018.567,3018.567,,,,221.281,,21.761,0.0,139.241,3239.848,4214.589,0,447.018,0.156319,446.861681,0.0,381.124,-46.633,781.509,0.0,781.509,4996.098,
12/31/2016,5094.456,2592.977,937.033,1655.944,663.852,663.852,0.0,671.172,197.641,182.342,52.743,238.446,103.638,33.456,,259.507,47.658,8.546,4031.639,279.966,911.856,-631.89,0.0,,782.851,337.721,335.17,2.551,185.623,1062.817,,158.813,116.163,23.223,19.427,,249.958,0.0,,,,249.958,778.965,62.619,,524.17,1187.736,2729.239,2729.239,,,,212.385,,21.436,,128.33,2941.624,4129.36,0,483.077,0.156729,482.920271,0.0,534.175,-52.156,965.096,0.0,965.096,5094.456,
03/31/2017,5324.445,2703.514,955.807,1747.707,734.717,734.717,0.0,696.784,209.902,197.09,48.832,240.96,118.315,33.655,,258.005,70.465,7.675,4253.33,285.74,924.7,-638.96,0.0,,785.375,337.274,335.236,2.038,190.096,1071.115,,205.246,139.452,19.585,46.209,,249.971,0.0,,,,249.971,793.969,62.515,,550.859,1249.186,2704.856,2704.856,,,,223.091,,69.592,,90.984,2927.947,4177.133,0,493.899,0.156763,493.742237,0.0,702.297,-48.884,1147.312,0.0,1147.312,5324.445,
