Date,Revenue,Net Premiums Earned,Net Premiums Earned (NL),Net Premiums Earned (L),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Oth Claims & Losses (NL & L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (NL),Underwriting Cost (NL),Amort Def Acq Cost (NL),Underwriting & Acq Cost (L),Underwriting Cost (L),Amort Def Acq Cost (L),Other Cost (NL & L),Other Operating Expense,Operating Income (Loss),Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,3507.662109,2953.512939,,,,520.478992,33.669998,,,-2351.046021,1713.697021,295.697998,341.651001,,-692.634003,,,,,,,,,445.925995,,5.57,451.495995,-95.839996,355.656006,0.0,,,355.655999,,355.656006,-2.633,,353.023006,353.023006,,97.119313,3.640889,3.640889,,97.119313,3.640889,3.640889,3.640889,
06/30/1990,3652.756104,3079.14502,,,,532.921015,40.689999,,,-2453.977966,1749.204956,305.64801,399.125,,-720.162994,,,,,,,,,457.165985,,5.837,463.002985,-95.084,367.919006,0.0,,,367.918985,,367.919006,-2.633,,365.286006,365.286006,,97.146371,3.758881,3.758881,,97.146371,3.758881,3.758881,3.758881,
09/30/1990,3718.956055,3147.969971,,,,528.696007,42.290001,,,-2529.127014,1798.192993,348.446014,382.488007,,-741.479004,,,,,,,,,423.794006,,6.037,429.831007,-93.059998,336.770996,0.0,,,336.771009,,336.770996,-1.9,,334.870996,334.870996,,98.064735,3.413333,3.413333,,98.064735,3.413333,3.413333,3.413333,
12/31/1990,4052.705078,3446.384033,,,,553.802985,52.518002,,,-2764.657043,1890.738037,352.075989,521.843018,,-806.877991,,,,,,,,,460.597992,,6.606,467.203992,-85.255997,381.947998,0.0,,,381.947995,,381.947998,-2.522,,379.425998,379.425998,,100.69787,3.771523,3.771523,,100.69787,3.771523,3.771523,3.771523,
03/31/1991,3829.782959,3194.237061,,,,577.696997,57.848999,,,-2571.615997,1773.968994,340.798004,456.848999,,-746.894012,,,,,,,,,489.475006,,6.709,496.184006,-120.779999,375.403992,0.0,,,375.404007,,375.403992,-1.785,,373.618992,373.618992,,100.702614,3.708313,3.708313,,100.702614,3.708313,3.708313,3.708313,
06/30/1991,3856.834961,3203.801025,,,,591.173975,61.860001,,,-2588.984985,1733.958984,372.177002,482.848999,,-741.460999,,,,,,,,,513.687012,,6.806,520.493012,-119.477997,401.015015,0.0,,,401.015015,,401.015015,-1.965,,399.050015,399.050015,,100.741532,3.961152,3.961152,,100.741532,3.961152,3.961152,3.961152,
09/30/1991,3919.042969,3237.926025,,,,597.393019,83.723999,,,-2662.412048,1806.477051,377.605988,478.32901,,-763.024994,,,,,,,,,479.368011,,7.665,487.033011,-110.237,376.79599,0.0,,,376.796012,,376.79599,-1.965,,374.83099,374.83099,,100.766691,3.729383,3.729383,,100.766691,3.729383,3.729383,3.729383,
12/31/1991,4228.287109,3528.021973,,,,635.339977,64.925003,,,-2856.722961,1872.142944,435.401001,549.179016,,-838.85199,,,,,,,,,511.239014,,7.626,518.865014,-119.070999,399.794006,0.0,,,399.794014,,399.794006,-1.547,,398.247006,398.247006,,100.745334,3.940082,3.940082,,100.745334,3.940082,3.940082,3.940082,
03/31/1992,4093.571045,3371.240967,,,,645.305973,77.024002,,,-2772.835999,1845.494019,412.164001,515.177979,,-765.949005,,,,,,,,,537.994995,,8.155,546.149995,-138.447006,407.703003,-31.940999,,,439.643988,,439.644012,-1.363,,438.281012,438.281012,,100.719705,4.361481,4.045432,,100.719705,4.361481,4.045432,4.045432,
06/30/1992,4213.018066,3469.834961,,,,648.220026,94.962997,,,-2849.460052,1837.545044,439.446991,572.468018,,-796.771973,,,,,,,,,550.947021,,8.01,558.957022,-139.373993,419.583008,0.0,,,419.583029,,419.583008,-0.975,,418.608008,418.608008,,100.442533,4.171852,4.171852,,100.442533,4.171852,4.171852,4.171852,
09/30/1992,4312.171875,3525.018066,,,,674.246988,112.906998,,,-3015.096008,1969.031982,490.171997,555.892029,,-839.560028,,,,,,,,,435.367004,,3.038,438.405005,-99.530998,338.873993,0.0,,,338.874006,,338.873993,-1.133,,337.740993,337.740993,,100.392223,3.371193,3.371193,,100.392223,3.371193,3.371193,3.371193,
12/31/1992,4507.75,3696.383057,,,,697.249025,114.117996,,,-2989.987946,1851.432983,507.454987,631.099976,,-917.541992,,,,,,,,,584.809998,,8.726,593.535998,-134.681,458.855011,0.0,,,458.854998,,458.855011,-1.0,,457.855011,457.855011,,100.424022,4.551111,4.551111,4.551111,100.424022,4.551111,4.551111,4.551111,
03/31/1993,4308.540039,3491.896973,,,,714.436989,102.206001,,,-2890.201996,1795.322998,501.667999,593.210999,,-765.309021,,,,,,,,,631.383972,,8.887,640.270972,-165.044998,475.226013,-20.695,,,495.920974,,495.92099,-0.82,,495.10099,495.10099,,100.453925,4.93037,4.719671,,100.453925,4.93037,4.719671,4.719671,
06/30/1993,4648.041992,3808.360107,,,,723.809996,115.872002,,,-3119.020996,1879.196045,573.992981,665.83197,,-873.217987,,,,,,,,,641.039978,,9.199,650.238978,-168.604996,481.634003,0.0,,,481.633983,,481.634003,-0.223,,481.411003,481.411003,,100.414688,4.803951,4.803951,,100.414688,4.803951,4.803951,4.803951,
09/30/1993,4754.337891,3904.22998,,,,735.745012,114.362999,,,-3170.234924,1944.340942,619.559998,606.333984,,-953.709991,,,,,,,,,609.539001,,10.698,620.237001,-169.175995,451.061005,0.0,,,451.061007,,451.061005,0.0,,451.061005,451.061005,,100.439363,4.487901,4.487901,,100.439363,4.487901,4.487901,4.487901,
12/31/1993,4999.342773,4108.199219,,,,773.29997,117.844002,,,-3287.914978,1957.156006,678.890991,651.867981,,-1015.363984,,,,,,,,,679.528992,,10.805,690.333992,-180.177002,510.157013,0.0,,,510.15699,,510.157013,0.0,,510.157013,510.157013,,100.483346,5.088395,5.088395,5.088395,100.483346,5.088395,5.088395,5.088395,
03/31/1994,4864.878906,3951.451904,,,,800.754002,112.672997,,,-3266.721069,1977.467041,576.801025,712.453003,,-903.013977,,,,,,,,,676.684021,,7.272,683.956021,-172.792007,511.164001,0.0,,,511.164013,-5.546,505.618011,0.0,,505.618011,505.618011,,100.44506,5.025185,5.025185,,100.44506,5.025185,5.025185,5.025185,
06/30/1994,5186.162109,4253.606934,,,,801.914988,130.639999,,,-3454.619019,2022.791016,666.267029,765.560974,,-985.568024,,,,,,,,,731.210999,,14.749,745.959998,-190.998993,554.960999,0.0,,,554.961005,-5.267,549.69397,0.0,,549.69397,549.69397,,100.162827,5.499259,5.499259,,100.162827,5.499259,5.499259,5.499259,
09/30/1994,5239.230957,4316.550781,,,,809.007014,113.672997,,,-3448.925964,2025.532959,696.781006,726.612,,-1030.170013,,,,,,,,,739.859009,,16.360001,756.219009,-205.785995,550.432983,0.0,,,550.433014,-7.906,542.526978,0.0,,542.526978,542.526978,,100.100816,5.404445,5.404445,,100.100816,5.404445,5.404445,5.404445,
12/31/1994,5450.234863,4489.541992,,,,858.697019,101.996002,,,-3617.896058,1979.810059,776.244019,861.84198,,-1039.371033,,,,,,,,,777.877014,,17.624001,795.501015,-206.886993,588.614014,0.0,,,588.614022,-10.938,577.676025,0.0,,577.676025,577.676025,,99.941976,5.783704,5.783704,5.783704,99.941976,5.783704,5.783704,5.783704,
03/31/1995,5547.405762,4553.597168,,,,901.711981,92.097,,,-3731.886963,2170.209961,717.737,843.940002,,-1024.792969,,,,,,,,,777.47699,,17.688999,795.165989,-213.638,581.528015,0.0,,,581.527988,-9.372,572.156006,0.0,,572.156006,572.156006,,99.952105,5.720494,5.720494,5.594074,99.952105,5.720494,5.720494,5.594074,
06/30/1995,5970.214844,4886.195801,,,,950.664972,133.354004,,,-3903.250916,2138.304932,855.5,909.445984,,-1177.776001,,,,,,,,,866.000977,,21.43,887.430977,-245.509995,641.921021,0.0,,,641.920982,-8.136,633.784973,0.0,,633.784973,633.784973,,99.987851,6.352593,6.352593,6.257778,99.987851,6.352593,6.352593,6.257778,
09/30/1995,6037.370117,4937.624023,,,,990.371019,109.375,,,-3981.02002,2178.092041,866.322998,936.60498,,-1161.091003,,,,,,,,,868.95697,,20.125,889.08197,-248.181,640.901001,0.0,,,640.90097,-10.215,630.685974,0.0,,630.685974,630.685974,,100.011798,6.305185,6.305185,6.162963,100.011798,6.305185,6.305185,6.162963,
12/31/1995,6245.996094,5066.463867,,,,1039.707978,139.824005,,,-4131.710998,2173.228027,908.497986,1049.984985,,-1177.771973,,,,,,,,,908.04303,,22.478001,930.521031,-248.171005,682.349976,0.0,,,682.350026,-8.594,673.755981,0.0,,673.755981,673.755981,,100.011798,6.779259,6.779259,6.637037,100.011798,6.779259,6.779259,6.637037,
03/31/1996,6074.248047,4867.289062,,,,1083.078007,123.880997,,,-4030.927063,2178.060059,798.992981,1053.874023,,-1122.871948,,,,,,,,,907.685974,,22.184,929.869974,-246.537003,683.333008,0.0,,,683.332972,-12.115,671.218018,0.0,,671.218018,671.218018,,99.977835,6.684444,6.684444,6.494815,100.385792,6.684444,6.684444,6.494815,
06/30/1996,6418.573242,5155.013184,,,,1117.088003,146.472,,,-4255.89502,2215.445068,938.692993,1101.756958,,-1147.916016,,,,,,,,,994.049988,,25.865,1019.914988,-283.656006,736.258972,0.0,,,736.258982,-11.891,724.367981,0.0,,724.367981,724.367981,,99.369915,7.324444,7.324444,7.205926,99.776392,7.253333,7.253333,7.158518,
09/30/1996,6557.962891,5250.067871,,,,1161.735016,146.160004,,,-4289.314941,2271.983887,963.453003,1053.878052,,-1236.478027,,,,,,,,,1001.080994,,26.273001,1027.353994,-286.634003,740.719971,0.0,,,740.719992,-9.283,731.437012,0.0,,731.437012,731.437012,,99.02187,7.395555,7.395555,7.253333,99.424336,7.395555,7.395555,7.253333,
12/31/1996,6811.692871,5560.690918,,,,1091.34205,159.660004,,,-2806.256043,613.325989,1032.384033,1160.546021,,-2931.379028,,,,,,,,,1054.271973,,25.037001,1079.308974,-299.138,780.171021,0.0,,,780.170974,-9.937,770.234009,0.0,,770.234009,770.234009,,99.028404,7.751111,7.751111,7.68,99.422019,7.68,7.68,7.608889,
03/31/1997,6609.313965,5295.152832,,,,1180.801964,133.358994,,,-4365.663025,2303.551025,895.528015,1166.583984,,-1144.018005,,,,,,,,,1081.213989,,25.719999,1106.933989,-315.341003,791.593018,0.0,,,791.592985,-10.658,780.934998,0.0,,780.934998,780.934998,,99.036424,7.869629,7.869629,7.632593,99.451547,7.822222,7.822222,7.537778,
06/30/1997,7137.290039,5761.729004,,,,1201.970949,173.589996,,,-4675.905029,2438.303955,1035.831055,1201.77002,,-1288.042969,,,,,,,,,1147.910034,,32.069,1179.979034,-343.899994,836.078979,0.0,,,836.079041,-9.584,826.494995,0.0,,826.494995,826.494995,,98.744905,8.391111,8.391111,8.201482,99.177961,8.391111,8.391111,8.201482,
09/30/1997,6980.26123,5569.707031,,,,1230.069006,180.485001,,,-4487.425049,2300.427979,1033.619019,1153.378052,,-1307.054016,,,,,,,,,1163.020996,,26.804001,1189.824997,-344.256012,845.56897,0.0,,,845.568985,-5.251,840.317993,0.0,,840.317993,840.317993,,98.632267,8.462223,8.462223,8.391111,99.083951,8.462223,8.462223,8.391111,
12/31/1997,7189.658203,5720.089844,,,,1255.665024,213.903,,,-4638.424072,2313.936035,1087.202026,1237.286011,,-1296.151001,,,,,,,,,1225.042969,,29.042999,1254.085968,-363.06601,891.02002,0.0,,,891.019958,-6.433,884.586975,0.0,,884.586975,884.586975,,98.467455,9.031111,9.031111,8.817778,98.908316,8.96,8.96,8.746667,
03/31/1998,7657.0,5627.0,,,,1787.0,243.0,,,-4874.0,2465.0,2409.0,0.0,,-804.0,,,,,,,,,1950.0,-493.0,0.0,1457.0,-418.0,1039.0,0.0,,,1039.0,-29.0,1010.0,,,1010.0,1010.0,,170.71875,5.902222,5.902222,5.902222,174.9375,5.76,5.76,5.76,
06/30/1998,8096.0,5998.0,,,,1814.0,284.0,,,-5140.0,2575.0,2565.0,,,-1377.0,,,,,,,,,1579.0,,-39.0,1540.0,-439.0,1101.0,,,,1101.0,-25.0,1076.0,,,1076.0,1076.0,,213.46875,5.048889,5.048889,5.048889,218.953125,4.906667,4.906667,4.906667,
09/30/1998,8308.0,6119.0,,,,1917.0,272.0,,,-5168.0,2801.0,2367.0,,,-1478.0,,,,,,,,,1624.0,,,,-470.0,1154.0,,,,,-78.0,1076.0,,,1076.0,1076.0,,142.40625,7.573333,7.573333,7.573333,145.59375,7.36,7.36,7.36,
